id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
abdi_Çilingir,Abdi Çilingir,,,Demokrat Parti,DP46,Konya,Grand National Assembly,10,,,,
abdulbaki_Ökdem,Abdulbaki Ökdem,,,Demokrat Parti,DP46,Aydın,Grand National Assembly,10,,,,
abdullah_aker,Abdullah Aker,,,Demokrat Parti,DP46,İzmir,Grand National Assembly,10,,,,
abdullah_aytemiz,Abdullah Aytemiz,,,Demokrat Parti,DP46,Maraş,Grand National Assembly,10,,,,
abdullah_cilli,Abdullah Cilli,,,Demokrat Parti,DP46,Hatay,Grand National Assembly,10,,,,
abdullah_eker,Abdullah Eker,,,Demokrat Parti,DP46,Samsun,Grand National Assembly,10,,,,
abdullah_feyzi_atahan,Abdullah Feyzi Atahan,,,Demokrat Parti,DP46,Hatay,Grand National Assembly,10,,,,
abdullah_gedikoğlu,Abdullah Gedikoğlu,,,Demokrat Parti,DP46,Ankara,Grand National Assembly,10,,,,
abdullah_keleşoğlu,Abdullah Keleşoğlu,,,Demokrat Parti,DP46,Samsun,Grand National Assembly,10,,,,
abdullah_köroğlu,Abdullah Köroğlu,,,Cumhuriyet Halk Partisi,CHP,Malatya,Grand National Assembly,10,,,,
abdullah_İzmen,Abdullah İzmen,,,Demokrat Parti,DP46,Giresun,Grand National Assembly,10,,,,
abdurrahman_bayar,Abdurrahman Bayar,,,Demokrat Parti,DP46,Mardin,Grand National Assembly,10,,,,
abdurrahman_doğruyol,Abdurrahman Doğruyol,,,Demokrat Parti,DP46,Sivas,Grand National Assembly,10,,,,
abdurrahman_fahri_ağaoğlu,Abdurrahman Fahri Ağaoğlu,,,Demokrat Parti,DP46,Konya,Grand National Assembly,10,,,,
abdurrahman_ferit_alpiskender,Abdurrahman Ferit Alpiskender,,,Demokrat Parti,DP46,Tekirdağ,Grand National Assembly,10,,,,
abdülkadir_atik,Abdülkadir Atik,,,Demokrat Parti,DP46,Gaziantep,Grand National Assembly,10,,,,
abdülkadir_eryurt,Abdülkadir Eryurt,,,Demokrat Parti,DP46,Erzurum,Grand National Assembly,10,,,,
abdülkadir_kalav,Abdülkadir Kalav,,,Demokrat Parti,DP46,Mardin,Grand National Assembly,10,,,,
abidin_potuoğlu,Abidin Potuoğlu,,,Demokrat Parti,DP46,Eskişehir,Grand National Assembly,10,,,,
abidin_tekön,Abidin Tekön,,,Demokrat Parti,DP46,İzmir,Grand National Assembly,10,,,,
adnan_karaosmanoğlu,Adnan Karaosmanoğlu,,,Demokrat Parti,DP46,Manisa,Grand National Assembly,10,,,,
adnan_menderes,Adnan Menderes,,,Demokrat Parti,DP46,İstanbul,Grand National Assembly,10,,,,
adnan_tüfekçioğlu,Adnan Tüfekçioğlu,,,Demokrat Parti,DP46,Giresun,Grand National Assembly,10,,,,
agah_erozan,Agah Erozan,,,Demokrat Parti,DP46,Bursa,Grand National Assembly,10,,,,
ahmet_bedii_enüstün,Ahmet Bedii Enüstün,,,Demokrat Parti,DP46,Çanakkale,Grand National Assembly,10,,,,
ahmet_bilgin_(antakya_doğumlu),Ahmet Bilgin,,,Cumhuriyetçi Millet Partisi,CMP,Kırşehir,Grand National Assembly,10,,,,
ahmet_bozdağ,Ahmet Bozdağ,,,Demokrat Parti,DP46,Maraş,Grand National Assembly,10,,,,
ahmet_fırat,Ahmet Fırat,,,Cumhuriyet Halk Partisi,CHP,Malatya,Grand National Assembly,10,,,,
ahmet_gürkan_(siyasetçi),Ahmet Gürkan,,,Demokrat Parti,DP46,Tokat,Grand National Assembly,10,,,,
ahmet_haluk_Şaman,Ahmet Haluk Şaman,,,Demokrat Parti,DP46,Bursa,Grand National Assembly,10,,,,
ahmet_hamdi_sancar,Ahmet Hamdi Sancar,,,Demokrat Parti,DP46,Denizli,Grand National Assembly,10,,,,
ahmet_hamdi_topçu,Ahmet Hamdi Topçu,,,Demokrat Parti,DP46,İstanbul,Grand National Assembly,10,,,,
ahmet_hatı,Ahmet Hatı,,,Demokrat Parti,DP46,Bolu,Grand National Assembly,10,,,,
ahmet_hulusi_köymen,Ahmet Hulusi Köymen,,,Demokrat Parti,DP46,Bursa,Grand National Assembly,10,,,,
ahmet_kadoğlu,Ahmet Kadoğlu,,,Demokrat Parti,DP46,Maraş,Grand National Assembly,10,,,,
ahmet_karagür,Ahmet Karagür,,,Demokrat Parti,DP46,Balıkesir,Grand National Assembly,10,,,,
