statement,id,name,constituency_id,constituency,party_id,party,start_date,end_date,term
Q5237493-B9182DF8-C5CC-4E07-9041-FF235CB7AFC1,Q5237493,David Melding,Q7568764,South Wales Central,Q7981882,Welsh Conservative Party,2007-05-03,2011-03-30,3
Q5254977-568B0B5E-1377-4719-8129-C02BF6B7A8FC,Q5254977,Delyth Evans,Q6841063,Mid and West Wales,Q832685,Welsh Labour,2000-05-01,2003-04-02,1
Q5257685-2F586AA2-BD3E-4E95-B038-AE405E74C1BB,Q5257685,Denise Idris Jones,Q5166754,Conwy,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q5346948-F720D6D5-4C61-48CF-ABA0-F04300DAD8AF,Q5346948,Edwina Hart,Q5590043,Gower,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q5346948-E094C14E-510A-4393-9F89-FD5E19B47413,Q5346948,Edwina Hart,Q5590043,Gower,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q5346948-086BB1C0-9C88-4639-A86C-B653EB13BB66,Q5346948,Edwina Hart,Q5590043,Gower,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q5346948-4323DE60-2D6D-41EA-A769-20157D7A4D61,Q5346948,Edwina Hart,Q5590043,Gower,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q5354231-910A53C1-A6E0-4BC1-863F-7A03C477E8B5,Q5354231,Eleanor Burnham,Q7057143,North Wales,Q7981939,Welsh Liberal Democrats,2001-03-22,2003-04-02,1
Q5354231-EBD2A9AE-82CD-4FF3-AC38-BB065B8F7229,Q5354231,Eleanor Burnham,Q7057143,North Wales,Q7981939,Welsh Liberal Democrats,2003-05-01,2007-03-28,2
Q5354231-0DDD8D80-8CFA-4B24-A95F-24DCB462ACD8,Q5354231,Eleanor Burnham,Q7057143,North Wales,Q7981939,Welsh Liberal Democrats,2007-05-03,2011-03-30,3
Q5361084-5ABFDB24-B61B-48EA-B34A-FEA6C6862B9C,Q5361084,Elin Jones,Q5064122,Ceredigion,Q10691,Plaid Cymru,2016-05-05,"",5
Q5361084-7F5FAEB4-C2C3-41E7-89F3-8C5056A419EA,Q5361084,Elin Jones,Q5064122,Ceredigion,Q10691,Plaid Cymru,2011-05-05,2016-04-06,4
Q5361084-8D3010DE-44ED-4357-BFBD-12E7163E4BB2,Q5361084,Elin Jones,Q5064122,Ceredigion,Q10691,Plaid Cymru,1999-05-06,2003-04-02,1
Q5361084-00A5DBB9-A6DE-40A7-BE36-AC88ED63255C,Q5361084,Elin Jones,Q5064122,Ceredigion,Q10691,Plaid Cymru,2003-05-01,2007-03-28,2
Q5361084-91356F6E-DEA9-41D6-9968-F5098DF0A646,Q5361084,Elin Jones,Q5064122,Ceredigion,Q10691,Plaid Cymru,2007-05-03,2011-03-30,3
Q5367919-F0728498-C519-42B2-827B-1422D1AC6D7B,Q5367919,Eluned Parrott,Q7568764,South Wales Central,Q7981939,Welsh Liberal Democrats,2011-07-06,2016-04-06,4
Q544524-0D2B0F62-2A0C-4838-AB08-20ABD89FBAE5,Q544524,Brynle Williams,Q7057143,North Wales,Q7981882,Welsh Conservative Party,2003-05-01,2007-03-28,2
Q544524-8138CBB2-344A-4793-A10E-BE9060EF3DDF,Q544524,Brynle Williams,Q7057143,North Wales,Q7981882,Welsh Conservative Party,2007-05-03,2011-03-30,3
Q5522883-ACB2302B-DBD5-42DF-B791-A7DB06F0C867,Q5522883,Gareth Jones,Q5166754,Conwy,Q10691,Plaid Cymru,1999-05-06,2003-04-02,1
Q5522883-934FBBEF-40B1-4FAA-BF40-9C839A56F0EB,Q5522883,Gareth Jones,Q4666807,Aberconwy,Q10691,Plaid Cymru,2007-05-03,2011-03-30,3
Q5548808-EDF64953-C199-4789-8143-FC755D22D958,Q5548808,Geraint Davies,Q7321386,Rhondda,Q10691,Plaid Cymru,1999-05-06,2003-04-02,1
Q5660402-1093CD02-321C-4EDB-8356-55BA9F331482,Q5660402,Kirsty Williams,Q4960088,Brecon and Radnorshire,Q7981939,Welsh Liberal Democrats,2011-05-05,2016-04-06,4
Q5660402-14667E47-7D65-47ED-8328-A31EDE15A18F,Q5660402,Kirsty Williams,Q4960088,Brecon and Radnorshire,Q7981939,Welsh Liberal Democrats,1999-05-06,2003-04-02,1
Q5660402-A83C365D-DDCD-4BBA-8365-30ED853A9569,Q5660402,Kirsty Williams,Q4960088,Brecon and Radnorshire,Q7981939,Welsh Liberal Democrats,2016-05-05,"",5
Q5660402-58BEF198-1CB3-4970-B468-D61A6B861570,Q5660402,Kirsty Williams,Q4960088,Brecon and Radnorshire,Q7981939,Welsh Liberal Democrats,2003-05-01,2007-03-28,2
Q5660402-9E259354-BF95-46CE-9C3D-23F5219FDD4D,Q5660402,Kirsty Williams,Q4960088,Brecon and Radnorshire,Q7981939,Welsh Liberal Democrats,2007-05-03,2011-03-30,3
Q575027-79BDB6C4-6152-4809-BC6B-71F2F59AE3B2,Q575027,Mark Reckless,Q7568768,South Wales East,Q10647,UK Independence Party,2016-05-05,2017-04-06,5
Q575027-849d92ac-4028-f1c7-311c-c6d6e23dee8d,Q575027,Mark Reckless,Q7568768,South Wales East,Q7981882,Welsh Conservative Party,2017-04-06,"",5
Q5951262-57BEAD3A-BC48-455E-BB3B-5850711A4104,Q5951262,Huw Lewis,Q6820690,Merthyr Tydfil and Rhymney,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q5951262-04CF9D7D-88B5-473E-81F9-C92C7E9EC9C8,Q5951262,Huw Lewis,Q6820690,Merthyr Tydfil and Rhymney,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q5951262-8D6EDB90-DE0B-4871-971B-A99596D2F7EA,Q5951262,Huw Lewis,Q6820690,Merthyr Tydfil and Rhymney,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q5951262-24A05647-AF4C-436A-A770-98BFA374210C,Q5951262,Huw Lewis,Q6820690,Merthyr Tydfil and Rhymney,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q60658323-dc9e0156-43f8-3fa6-b171-ea2ac9b8409c,Q60658323,Delyth Jewell,Q7568768,South Wales East,Q10691,Plaid Cymru,2019-02-08,"",5
Q6069080-B4C6748A-A7B3-49D1-A68D-1298CDB8D40D,Q6069080,Irene James,Q6084441,Islwyn,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q6069080-A18882E4-FDF4-44F8-9D0A-2097CB1054BB,Q6069080,Irene James,Q6084441,Islwyn,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q6152128-EDDB23DB-4328-4FCA-918B-1900E4715CBE,Q6152128,Jane Davidson,Q7228415,Pontypridd,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q6152128-4C404C59-3AE2-4BFF-8DF0-439E1FACB817,Q6152128,Jane Davidson,Q7228415,Pontypridd,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q6152128-E33C236F-15BD-425F-9994-696155CBBD62,Q6152128,Jane Davidson,Q7228415,Pontypridd,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q6152404-1F82E6EE-331F-4653-88D8-E1ED92042357,Q6152404,Jane Hutt,Q7909545,Vale of Glamorgan,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6152404-77A7A376-6C01-4102-82B6-FA1AD8D53A56,Q6152404,Jane Hutt,Q7909545,Vale of Glamorgan,Q832685,Welsh Labour,2016-05-05,"",5
Q6152404-ABA3EAF9-7EFB-4ED9-8A2A-AE68B0CD6770,Q6152404,Jane Hutt,Q7909545,Vale of Glamorgan,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q6152404-C79E3B29-6C1C-475D-82C2-D079F8925645,Q6152404,Jane Hutt,Q7909545,Vale of Glamorgan,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q6152404-FBC26DA3-3F27-4978-964E-7D0B04717C16,Q6152404,Jane Hutt,Q7909545,Vale of Glamorgan,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q6153289-16022874-875A-44D2-8325-A951FD8E586D,Q6153289,Janet Davies,Q7568795,South Wales West,Q10691,Plaid Cymru,1999-05-06,2003-04-02,1
Q6153289-5D92B04C-83C2-4D51-A091-E88783373C6E,Q6153289,Janet Davies,Q7568795,South Wales West,Q10691,Plaid Cymru,2003-05-01,2007-03-28,2
Q6153343-D6C6D50F-441C-4480-A17B-E1F9717A0D92,Q6153343,Janet Finch-Saunders,Q4666807,Aberconwy,Q7981882,Welsh Conservative Party,2011-05-05,2016-04-06,4
Q6153343-4058DABA-5F0A-4823-AED8-22B86FC81BC3,Q6153343,Janet Finch-Saunders,Q4666807,Aberconwy,Q7981882,Welsh Conservative Party,2016-05-05,"",5
Q6153592-8A1BF92D-D510-4203-BC88-AC44EBF8F388,Q6153592,Janet Ryder,Q7057143,North Wales,Q10691,Plaid Cymru,2003-05-01,2007-03-28,2
Q6153592-95DE6321-90A9-4BEC-AF37-B3C4654F3E14,Q6153592,Janet Ryder,Q7057143,North Wales,Q10691,Plaid Cymru,1999-05-06,2003-04-02,1
Q6153592-E69E0D96-F311-4C5E-B54D-7B051DCAACF7,Q6153592,Janet Ryder,Q7057143,North Wales,Q10691,Plaid Cymru,2007-05-03,2011-03-30,3
Q6154241-B4456931-B3FF-43C1-A549-FE9C6314D54F,Q6154241,Janice Gregory,Q7080136,Ogmore,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6154241-5B3D5FC5-E86E-403F-8D5E-173F8A22D035,Q6154241,Janice Gregory,Q7080136,Ogmore,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q6154241-D91DE2C6-67C9-48A8-881C-EFE057A35858,Q6154241,Janice Gregory,Q7080136,Ogmore,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q6154241-67C74643-CAFF-4C80-B566-26C26D02B13E,Q6154241,Janice Gregory,Q7080136,Ogmore,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q6175921-202A6D63-486E-4280-ACE6-32BD978236CA,Q6175921,Jeffrey Cuthbert,Q5016924,Caerphilly,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q6175921-2B113157-E6B8-4247-9C26-A88D933A6287,Q6175921,Jeffrey Cuthbert,Q5016924,Caerphilly,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6207115-7F6B7DBB-829B-47D0-AD0C-FE5172767A8C,Q6207115,Jocelyn Davies,Q7568768,South Wales East,Q10691,Plaid Cymru,2011-05-05,2016-04-06,4
Q6207115-606D1614-5E5E-4084-BC3F-444D5442D2BF,Q6207115,Jocelyn Davies,Q7568768,South Wales East,Q10691,Plaid Cymru,1999-05-06,2003-04-02,1
Q6207115-617FA932-0062-4C74-9324-75B9DDC6A97D,Q6207115,Jocelyn Davies,Q7568768,South Wales East,Q10691,Plaid Cymru,2003-05-01,2007-03-28,2
Q6207115-7E884C7E-1946-4E1D-B67B-277125AD283C,Q6207115,Jocelyn Davies,Q7568768,South Wales East,Q10691,Plaid Cymru,2007-05-03,2011-03-30,3
Q6236400-A5610134-FCD8-4D8F-ABCC-7A690F62E847,Q6236400,John Griffiths,Q7018848,Newport East,Q832685,Welsh Labour,2016-05-05,"",5
Q6236400-66EEA711-AA18-491C-B236-0FB4B7398778,Q6236400,John Griffiths,Q7018848,Newport East,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q6236400-E66CC167-65CB-4512-AA8A-D7D25EBDC82D,Q6236400,John Griffiths,Q7018848,Newport East,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q6236400-16F264CF-4DA7-4CCE-B22F-1774C8C31BD0,Q6236400,John Griffiths,Q7018848,Newport East,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q6236400-C284C978-D61D-4567-B21F-735FE56C3B24,Q6236400,John Griffiths,Q7018848,Newport East,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6246713-4F6B3837-290D-4B5F-9693-A78366C1DC6D,Q6246713,John Marek,Q8038114,Wrexham,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q6246713-251B3F24-2D3C-47AA-9900-002EA48C987C,Q6246713,John Marek,Q8038114,Wrexham,Q6246716,John Marek Independent Party,2003-05-01,2007-03-28,2
Q6297656-1F30E75C-C979-40D8-9F7D-D40BB70E0787,Q6297656,Joyce Watson,Q6841063,Mid and West Wales,Q832685,Welsh Labour,2016-05-05,"",5
Q6297656-2D9A1E57-ECCA-49D1-98AB-C4356723FD41,Q6297656,Joyce Watson,Q6841063,Mid and West Wales,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6297656-824AF713-A0D4-4F72-BCAF-62F0DAA044A4,Q6297656,Joyce Watson,Q6841063,Mid and West Wales,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q6308284-953DB1DB-39CD-412F-A803-9136B55969A7,Q6308284,Julie James,Q7653727,Swansea West,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6308284-FF817EAA-22AE-483E-BE92-D1124AEDF20F,Q6308284,Julie James,Q7653727,Swansea West,Q832685,Welsh Labour,2016-05-05,"",5
Q6308404-4BB526D4-20C0-46B6-8AA9-61C05F64CCF3,Q6308404,Julie Morgan,Q5038453,Cardiff North,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6308404-2E2C89AB-6D70-47B3-AA73-6BF67AEB5066,Q6308404,Julie Morgan,Q5038453,Cardiff North,Q832685,Welsh Labour,2016-05-05,"",5
Q6370035-28582B92-6135-4E5F-91FB-76E3D974C97D,Q6370035,Karen Sinclair,Q5136797,Clwyd South,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q6370035-FCE19077-BAC1-46EE-A7BA-765A7A36C0B4,Q6370035,Karen Sinclair,Q5136797,Clwyd South,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q6370035-EFB5F05A-B38F-4183-866D-2407F0E621D3,Q6370035,Karen Sinclair,Q5136797,Clwyd South,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q6384255-8BB2D41A-E026-4504-83BF-6C1A4B2B9FFC,Q6384255,Keith Davies,Q6661286,Llanelli,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6388501-4E043578-9153-429A-B55C-F52DFCBD43F8,Q6388501,Ken Skates,Q5136797,Clwyd South,Q832685,Welsh Labour,2016-05-05,"",5
Q6388501-ECED4E47-E819-4DF9-9B60-A8CFCC44DED8,Q6388501,Ken Skates,Q5136797,Clwyd South,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6519732-3C6D3366-0DB4-410D-9F26-F9EE31403543,Q6519732,Leighton Andrews,Q7321386,Rhondda,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q6519732-73227578-5029-4B58-9B97-F29438A26938,Q6519732,Leighton Andrews,Q7321386,Rhondda,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6519732-CD1FF318-10A3-4FB9-90A2-FE7901A456B9,Q6519732,Leighton Andrews,Q7321386,Rhondda,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q6530486-69E77B2B-F72D-40B2-BF11-4F2F4C79D872,Q6530486,Lesley Griffiths,Q8038114,Wrexham,Q832685,Welsh Labour,2016-05-05,"",5
Q6530486-771C91FE-C974-448F-A994-F10D8F9EF62E,Q6530486,Lesley Griffiths,Q8038114,Wrexham,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6530486-E14EB58A-C8A7-460E-A077-CBC566922025,Q6530486,Lesley Griffiths,Q8038114,Wrexham,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q6552839-0C33CF8E-A6ED-40B7-A2A5-3B9862E5F2DE,Q6552839,Lindsay Whittle,Q7568768,South Wales East,Q10691,Plaid Cymru,2011-05-05,2016-04-06,4
Q6557998-43043DBD-8326-46FA-AF7B-9FA12D0826A1,Q6557998,Lisa Francis,Q6841063,Mid and West Wales,Q7981882,Welsh Conservative Party,2003-05-01,2007-03-28,2
Q6662955-1C9C06EB-6063-4754-B7FB-08B54D953D3F,Q6662955,Llyr Huws Gruffydd,Q7057143,North Wales,Q10691,Plaid Cymru,2016-05-05,"",5
Q6662955-1977BA5A-C3BA-44D5-8C8C-51ED4477A3DD,Q6662955,Llyr Huws Gruffydd,Q7057143,North Wales,Q10691,Plaid Cymru,2011-05-05,2016-04-06,4
Q6709399-06C86553-8AD7-4CD3-8798-FDE59251CCF9,Q6709399,Lynne Neagle,Q7825685,Torfaen,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6709399-5EE6BBF4-003F-4534-9434-62C64FDE5A3B,Q6709399,Lynne Neagle,Q7825685,Torfaen,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q6709399-2202EC76-A7B1-498D-A51F-621146AF8AAC,Q6709399,Lynne Neagle,Q7825685,Torfaen,Q832685,Welsh Labour,2016-05-05,"",5
Q6709399-5184B2E0-3FBD-482E-B353-F1422521E6AB,Q6709399,Lynne Neagle,Q7825685,Torfaen,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q6709399-E9B8655D-9E38-488D-BA4E-F69F73DE2BFA,Q6709399,Lynne Neagle,Q7825685,Torfaen,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q6767407-DE7E7396-C741-4EDF-8161-46221382818E,Q6767407,Mark Drakeford,Q5038486,Cardiff West,Q832685,Welsh Labour,2016-05-05,"",5
Q6767407-ECAEAB9F-07E7-4048-A292-C7B4A0EF9177,Q6767407,Mark Drakeford,Q5038486,Cardiff West,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6768190-0BD68059-C6FD-44AF-92B6-F11C80B49F93,Q6768190,Mark Isherwood,Q7057143,North Wales,Q7981882,Welsh Conservative Party,2011-05-05,2016-04-06,4
Q6768190-E38E17D0-31A6-4B4E-B7F0-BF5E0A04DE3F,Q6768190,Mark Isherwood,Q7057143,North Wales,Q7981882,Welsh Conservative Party,2016-05-05,"",5
Q6768190-68077CEA-9B5D-41AB-A43A-F4A705F710C5,Q6768190,Mark Isherwood,Q7057143,North Wales,Q7981882,Welsh Conservative Party,2007-05-03,2011-03-30,3
Q6768190-EDCE630F-A4A2-412F-B998-D04E29127021,Q6768190,Mark Isherwood,Q7057143,North Wales,Q7981882,Welsh Conservative Party,2003-05-01,2007-03-28,2
Q6838044-80E1212B-AE51-41B8-AA81-466622C967C2,Q6838044,Mick Antoniw,Q7228415,Pontypridd,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q6838044-0C6C4512-5766-49F3-9CD7-452942BE9FE3,Q6838044,Mick Antoniw,Q7228415,Pontypridd,Q832685,Welsh Labour,2016-05-05,"",5
Q6838058-FDFD3E39-CB52-4629-9162-C5EE8341D633,Q6838058,Mick Bates,Q4243314,Montgomeryshire,Q7981939,Welsh Liberal Democrats,1999-05-06,2003-04-02,1
Q6838058-4DD70A84-DB3A-4FFD-8C64-9CB5A03F6F93,Q6838058,Mick Bates,Q4243314,Montgomeryshire,Q7981939,Welsh Liberal Democrats,2007-05-03,2011-03-30,3
Q6838058-9B1D0158-C830-4049-AF90-CE55EFC4C53E,Q6838058,Mick Bates,Q4243314,Montgomeryshire,Q7981939,Welsh Liberal Democrats,2003-05-01,2007-03-28,2
Q6847187-0803B2F9-6167-420F-8536-29D42C47BB61,Q6847187,Mike Hedges,Q7653683,Swansea East,Q832685,Welsh Labour,2016-05-05,"",5
Q6847187-3E17D1D6-85CE-4F66-9F36-53C2BEFA81CD,Q6847187,Mike Hedges,Q7653683,Swansea East,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q691388-0C9D1249-16ED-426E-9A69-1BA04319A713,Q691388,Huw Irranca-Davies,Q7080136,Ogmore,Q832685,Welsh Labour,2016-05-05,"",5
Q6997045-C33CFCDD-12C9-41DE-8188-97C6AE4A6BBB,Q6997045,Nerys Evans,Q6841063,Mid and West Wales,Q10691,Plaid Cymru,2007-05-03,2011-03-30,3
Q7026799-3AE0B4FA-8BA4-4BF7-A4AF-27CEC5CEECC7,Q7026799,Nick Bourne,Q6841063,Mid and West Wales,Q7981882,Welsh Conservative Party,1999-05-06,2003-04-02,1
Q7026799-4FB91F13-AB5F-4ADE-8F99-266F8DCED858,Q7026799,Nick Bourne,Q6841063,Mid and West Wales,Q7981882,Welsh Conservative Party,2003-05-01,2007-03-28,2
Q7026799-688226AD-4C26-45FF-8B1A-64F9B6C56337,Q7026799,Nick Bourne,Q6841063,Mid and West Wales,Q7981882,Welsh Conservative Party,2007-05-03,2011-03-30,3
Q7027777-72B46FFF-262B-4359-A2F1-41B1A71136E1,Q7027777,Nick Ramsay,Q6901044,Monmouth,Q7981882,Welsh Conservative Party,2011-05-05,2016-04-06,4
Q7027777-EEBCD8F2-8F0D-4E6C-BE0F-DEAF5BE40808,Q7027777,Nick Ramsay,Q6901044,Monmouth,Q7981882,Welsh Conservative Party,2016-05-05,"",5
Q7027777-A016726E-D261-455A-8D7B-F20F9D62105C,Q7027777,Nick Ramsay,Q6901044,Monmouth,Q7981882,Welsh Conservative Party,2007-05-03,2011-03-30,3
Q7114528-BD420499-0AFE-4F44-93F6-5D1189F9C378,Q7114528,Owen John Thomas,Q7568764,South Wales Central,Q10691,Plaid Cymru,1999-05-06,2003-04-02,1
Q7114528-DF18CE1C-6F63-4508-8B20-E9071A0B0ED3,Q7114528,Owen John Thomas,Q7568764,South Wales Central,Q10691,Plaid Cymru,2003-05-01,2007-03-28,2
Q7150146-8C5864FE-B1C2-402B-8317-EE8C578BEF1B,Q7150146,Paul Davies,Q7240912,Preseli Pembrokeshire,Q7981882,Welsh Conservative Party,2016-05-05,"",5
Q7150146-F73ECF93-FF14-422E-951D-21102B948331,Q7150146,Paul Davies,Q7240912,Preseli Pembrokeshire,Q7981882,Welsh Conservative Party,2011-05-05,2016-04-06,4
Q7150146-CD65C4C1-D47E-44BE-B6CC-FD00267AD978,Q7150146,Paul Davies,Q7240912,Preseli Pembrokeshire,Q7981882,Welsh Conservative Party,2007-05-03,2011-03-30,3
Q7155038-0907D599-49BA-4919-AD93-C9302AA9F614,Q7155038,Pauline Jarman,Q7568764,South Wales Central,Q10691,Plaid Cymru,1999-05-06,2003-04-02,1
Q7172838-8928816A-FF5A-4443-816C-88C4E4EAD715,Q7172838,Peter Black,Q7568795,South Wales West,Q7981939,Welsh Liberal Democrats,2011-05-05,2016-04-06,4
Q7172838-84EE8B1F-3FE9-458E-BC40-C4587DA2ABBA,Q7172838,Peter Black,Q7568795,South Wales West,Q7981939,Welsh Liberal Democrats,2003-05-01,2007-03-28,2
Q7172838-EDB3B63A-312F-404A-9221-C180A6E2217A,Q7172838,Peter Black,Q7568795,South Wales West,Q7981939,Welsh Liberal Democrats,1999-05-06,2003-04-02,1
Q7172838-BB9D9694-FE96-45FC-811A-3FBCBC3D697B,Q7172838,Peter Black,Q7568795,South Wales West,Q7981939,Welsh Liberal Democrats,2007-05-03,2011-03-30,3
Q7175376-8E848FDB-3B32-429E-9DEE-D32BA5E1C742,Q7175376,Peter Law,Q4923797,Blaenau Gwent,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q7175376-0CF083E5-B3AF-4AEC-BDDC-70B0D5B21D99,Q7175376,Peter Law,Q4923797,Blaenau Gwent,Q832685,Welsh Labour,2003-05-01,2005-04-18,2
Q7175376-f8da7009-4c15-6444-b263-778aa34ddfc1,Q7175376,Peter Law,Q4923797,Blaenau Gwent,Q327591,independent politician,2005-04-18,2006-04-25,2
Q7176650-96DC4970-9AE1-443B-922F-734356E11530,Q7176650,Peter Rogers,Q7057143,North Wales,Q7981882,Welsh Conservative Party,1999-05-06,2003-04-02,1
Q7182555-4AB6C038-595B-4DA3-9968-3B79F54491D1,Q7182555,Phil Williams,Q7568768,South Wales East,Q10691,Plaid Cymru,1999-05-06,2003-04-02,1
Q728167-4b2b1402-4ace-28e4-cd85-a84f4e922d4d,Q728167,David Jones,Q7057143,North Wales,Q7981882,Welsh Conservative Party,2002-09-10,2003-04-02,1
Q7301733-0D3C81AD-7CA4-477B-922C-0A6E69F48F4F,Q7301733,Rebecca Evans,Q5590043,Gower,Q832685,Welsh Labour,2016-05-05,"",5
Q7301733-D8B60833-F512-46AA-BFBB-FDF3B5830CE4,Q7301733,Rebecca Evans,Q6841063,Mid and West Wales,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q7321239-2D8C97CD-7A28-4934-98D6-5BD03C2E21BD,Q7321239,Rhodri Glyn Thomas,Q5043201,Carmarthen East and Dinefwr,Q10691,Plaid Cymru,2011-05-05,2016-04-06,4
Q7321239-A1DD5C74-1613-45D1-8C95-575B52CD6CF5,Q7321239,Rhodri Glyn Thomas,Q5043201,Carmarthen East and Dinefwr,Q10691,Plaid Cymru,2003-05-01,2007-03-28,2
Q7321239-BC0EEC05-9AD6-43D0-84C9-D8DB68D734EE,Q7321239,Rhodri Glyn Thomas,Q5043201,Carmarthen East and Dinefwr,Q10691,Plaid Cymru,1999-05-06,2003-04-02,1
Q7321239-0A33E3C9-7336-473E-B864-193421DB5149,Q7321239,Rhodri Glyn Thomas,Q5043201,Carmarthen East and Dinefwr,Q10691,Plaid Cymru,2007-05-03,2011-03-30,3
Q7325461-24C9456D-878C-4499-BD61-A8864725BBA4,Q7325461,Richard Edwards,Q7240912,Preseli Pembrokeshire,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q7356340-54AB42B2-62A9-4FBD-96A8-FF664B6CE3B7,Q7356340,Rod Richards,Q7057143,North Wales,Q7981882,Welsh Conservative Party,1999-05-06,2000-02-08,1
Q7356340-55771315-4df2-09d6-383f-9cb4603d4060,Q7356340,Rod Richards,Q7057143,North Wales,Q327591,independent politician,2000-02-08,2002-09-10,1
Q7368324-EF8BC47F-EB35-4874-862F-907182DEC2DF,Q7368324,Rosemary Butler,Q7019054,Newport West,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q7368324-A2A51838-F116-43A9-9A37-6F2CEBCBA5BD,Q7368324,Rosemary Butler,Q7019054,Newport West,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q7368324-231C6E3F-7D90-4710-A7AC-A81E4387C203,Q7368324,Rosemary Butler,Q7019054,Newport West,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q7368324-8F4BE821-237F-44AA-8C68-16F2A7DF35C9,Q7368324,Rosemary Butler,Q7019054,Newport West,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q7381514-19FF5D7A-ACFF-4C91-B3D8-519EBA744D57,Q7381514,Russell George,Q4243314,Montgomeryshire,Q7981882,Welsh Conservative Party,2011-05-05,2016-04-06,4
Q7381514-1E74C5AA-3C87-43C0-B4A6-BACD519AB345,Q7381514,Russell George,Q4243314,Montgomeryshire,Q7981882,Welsh Conservative Party,2016-05-05,"",5
Q7417378-D3E86656-3CD5-4CFF-A4A2-74321FBB0912,Q7417378,Sandy Mewies,Q5254972,Delyn,Q832685,Welsh Labour,2011-05-05,2016-04-06,4
Q7417378-9AF2C634-25AD-45F2-A6CC-7C13AED1331B,Q7417378,Sandy Mewies,Q5254972,Delyn,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
Q7417378-EB9D7702-6788-4169-A4D5-AFE1D1465DC1,Q7417378,Sandy Mewies,Q5254972,Delyn,Q832685,Welsh Labour,2007-05-03,2011-03-30,3
Q7634083-3297C23B-F0EE-4977-A72B-DD1753F1F143,Q7634083,Sue Essex,Q5038453,Cardiff North,Q832685,Welsh Labour,1999-05-06,2003-04-02,1
Q7634083-33CD1F5E-56E5-40A0-B92B-635D95CD0152,Q7634083,Sue Essex,Q5038453,Cardiff North,Q832685,Welsh Labour,2003-05-01,2007-03-28,2
