id,name,twitter,image
14193779,Bethan Maeve AM/AC,bethanjenkins,https://pbs.twimg.com/profile_images/834188330757652480/vG_Qdin3.jpg
14450739,LeanneWood,LeanneWood,https://pbs.twimg.com/profile_images/754735982323245056/tJ22GVtP.jpg
16980982,Kirsty Williams,Kirsty_Williams,https://pbs.twimg.com/profile_images/2848429175/d93f9bb0f3c9655d92137c55ee728b93.png
18609412,Hannah Blythyn AM,hannahblythyn,https://pbs.twimg.com/profile_images/888119494937255936/KBKGFGkX.jpg
19188399,Adam Price,Adamprice,https://pbs.twimg.com/profile_images/684655970148982784/CZFwnfkM.png
21188144,Steffan Lewis,steffanlewis,https://pbs.twimg.com/profile_images/743111833935073282/uEcqFT3A.jpg
27855414,Darren Millar AM,DarrenMillarAM,https://pbs.twimg.com/profile_images/798078421364600832/wG8_otdM.jpg
41380650,suzy davies,suzydaviesam,https://pbs.twimg.com/profile_images/739518440826916864/4pXo1j4z.jpg
43343554,Llyr Gruffydd AC/AM,LlyrGruffydd,https://pbs.twimg.com/profile_images/804292770663976960/G5cSrU6i.jpg
50294775,Dawn Bowden AM,Dawn_Bowden,https://pbs.twimg.com/profile_images/800069575333265408/i_qsTbNA.jpg
66774405,Mark Reckless AM,MarkReckless,https://pbs.twimg.com/profile_images/741215962117091328/mBeDoFuG.jpg
70472374,Jenny Rathbone AM,JennyRathbone,https://pbs.twimg.com/profile_images/890579908585508864/cYMgZbVZ.jpg
79801266,Jeremy Miles AC/AM,Jeremy_Miles,https://pbs.twimg.com/profile_images/894315152736227332/pTi2yNPI.jpg
83604475,Alun Davies,AlunDaviesAM,https://pbs.twimg.com/profile_images/1187078925/6fb8ece1-73d4-43e0-ab69-574597ea181f.png
86805511,Lee Waters AM,Amanwy,https://pbs.twimg.com/profile_images/778338983382220800/M9xVAsHe.jpg
88921783,Janet Finch-Saunders,JFinchSaunders,https://pbs.twimg.com/profile_images/902834802323111936/Raiv0qIP.jpg
91880838,Sian Gwenllian AC/AM,siangwenfelin,https://pbs.twimg.com/profile_images/780495523816038400/vrGI-UV1.jpg
102976802,Julie Morgan,JulieMorganLAB,https://pbs.twimg.com/profile_images/716924020239777792/sP48vQ9-.jpg
126276020,Rhun ap Iorwerth,RhunapIorwerth,https://pbs.twimg.com/profile_images/747340535174569984/KYu-hAtd.jpg
146958275,Russell George AM,russ_george,https://pbs.twimg.com/profile_images/798909608362475520/dUNo9lsi.jpg
156992643,Huw Irranca-DaviesAM,huw4ogmore,https://pbs.twimg.com/profile_images/712019968104255489/Fkh3I1xo.jpg
167137006,Simon Thomas,SimonThomasAC,https://pbs.twimg.com/profile_images/621497512638201856/HyyL8rZm.jpg
181936890,Andrew RT Davies,AndrewRTDavies,https://pbs.twimg.com/profile_images/887339662678872065/OEEHDOcp.jpg
196968085,Nick Ramsay,NickRamsayAM,https://pbs.twimg.com/profile_images/439037691834167297/HP2rzaFL.jpeg
201258574,Lesley Griffiths,lesley4wrexham,https://pbs.twimg.com/profile_images/599338325246398464/ZXCH1gGI.jpg
202193356,Mohammad Asghar AM,MohammadAsghar,https://pbs.twimg.com/profile_images/810554265861230593/I7-btEPF.jpg
202240843,Angela Burns,AngelaBurnsAM,https://pbs.twimg.com/profile_images/601063480070950912/xScOyC3Y.jpg
206116818,Mark Isherwood AM,MarkIsherwoodAM,https://pbs.twimg.com/profile_images/1150039841/Mark.jpg
207667494,Mark Drakeford AM,MarkDrakeford,https://pbs.twimg.com/profile_images/707557788982054913/Sw5Kzoik.jpg
