id,name,sort_name,district,start_date,end_date,party,source,image,phone,email,term
mjuarez,Myrian Del Valle Juarez,"Juarez, Myrian Del Valle",Catamarca,2013-12-10,2017-12-09,FRENTE CIVICO Y SOCIAL DE CATAMARCA,http://www.hcdn.gob.ar/diputados/mjuarez/,"","","",135
mkirchner,Maximo Carlos Kirchner,"Kirchner, Maximo Carlos",Santa Cruz,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mkirchner/,"","","",135
mlavagna,Marco Lavagna,"Lavagna, Marco",Ciudad De Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mlavagna/,"","","",135
mlitza,Monica Edith Litza,"Litza, Monica Edith",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mlitza/,"","","",135
mlopardo,Maria Paula Lopardo,"Lopardo, Maria Paula",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/mlopardo/,"","","",135
mmaquieyra,Martin Maquieyra,"Maquieyra, Martin",La Pampa,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/mmaquieyra/,"","","",135
mmasin,Maria Lucila Masin,"Masin, Maria Lucila",Chaco,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mmasin/,"","","",135
mmendoza,Mayra Soledad Mendoza,"Mendoza, Mayra Soledad",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mmendoza/,"","","",135
mmonfort,Marcelo Alejandro Monfort,"Monfort, Marcelo Alejandro",Entre Rios,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/mmonfort/,"","","",135
mmorales,Mariana Elizabet Morales,"Morales, Mariana Elizabet",Santiago Del Estero,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mmorales/,"","","",135
mnanniv,Miguel Nanni,"Nanni, Miguel",Salta,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/mnanniv/,"","","",135
mnegri,Mario Raul Negri,"Negri, Mario Raul",Cordoba,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/mnegri/,"","","",135
mpasso,Marcela Fabiana Passo,"Passo, Marcela Fabiana",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mpasso/,"","","",135
mpastoriza,Mirta Ameliana Pastoriza,"Pastoriza, Mirta Ameliana",Santiago Del Estero,2015-12-10,2019-12-09,FRENTE CIVICO POR SANTIAGO,http://www.hcdn.gob.ar/diputados/mpastoriza/,"","","",135
mpenalozam,Maria Florencia Peñaloza Marianetti,"Peñaloza Marianetti, Maria Florencia",San Juan,2015-12-10,2019-12-09,COMPROMISO CON SAN JUAN,http://www.hcdn.gob.ar/diputados/mpenalozam/,"","","",135
mperez,Martin Alejandro Perez,"Perez, Martin Alejandro",Tierra Del Fuego,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mperez/,"","","",135
mrodriguez,Matias David Rodriguez,"Rodriguez, Matias David",Tierra Del Fuego,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mrodriguez/,"","","",135
mscarrizo,Maria Soledad Carrizo,"Carrizo, Maria Soledad",Cordoba,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/mscarrizo/,"","","",135
mschwindt,Maria Liliana Schwindt,"Schwindt, Maria Liliana",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mschwindt/,"","","",135
msemhan,Maria De Las Mercedes Semhan,"Semhan, Maria De Las Mercedes",Corrientes,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/msemhan/,"","","",135
msorgente,Marcelo Adolfo Sorgente,"Sorgente, Marcelo Adolfo",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/msorgente/,"","","",135
msoria,Maria Emilia Soria,"Soria, Maria Emilia",Rio Negro,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/msoria/,"","","",135
mstolbizer,Margarita Rosa Stolbizer,"Stolbizer, Margarita Rosa",Buenos Aires,2013-12-10,2017-12-09,GEN,http://www.hcdn.gob.ar/diputados/mstolbizer/,"","","",135
mtundis,Mirta Tundis,"Tundis, Mirta",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mtundis/,"","","",135
mvega,Maria Clara Del Valle Vega,"Vega, Maria Clara Del Valle",La Rioja,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/mvega/,"","","",135
mvillarm,Maria Ines Villar Molina,"Villar Molina, Maria Ines",Neuquen,2013-12-10,2017-12-09,MOV POP NEUQUINO,http://www.hcdn.gob.ar/diputados/mvillarm/,"","","",135
mwechsler,Marcelo German Wechsler,"Wechsler, Marcelo German",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/mwechsler/,"","","",135
nabdaladem,Norma Amanda Abdala De Matarazzo,"Abdala De Matarazzo, Norma Amanda",Santiago Del Estero,2013-12-10,2017-12-09,FRENTE CIVICO POR SANTIAGO,http://www.hcdn.gob.ar/diputados/nabdaladem/,"","","",135
ncarrizo,Nilda Mabel Carrizo,"Carrizo, Nilda Mabel",Tucuman,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ncarrizo/,"","","",135
ngarre,Nilda Celia Garre,"Garre, Nilda Celia",Ciudad De Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ngarre/,"","","",135
ngonzalezs,Nathalia Ines Gonzalez Seligra,"Gonzalez Seligra, Nathalia Ines",Buenos Aires,2015-12-10,2019-12-09,PTS - FRENTE DE IZQUIERDA,http://www.hcdn.gob.ar/diputados/ngonzalezs/,"","","",135
nmassot,Nicolas Maria Massot,"Massot, Nicolas Maria",Cordoba,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/nmassot/,"","","",135
ntomassi,Nestor Nicolas Tomassi,"Tomassi, Nestor Nicolas",Catamarca,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/ntomassi/,"","","",135
oamartinez,Oscar Anselmo Martinez,"Martinez, Oscar Anselmo",Tierra Del Fuego,2013-12-10,2017-12-09,MOVIMIENTO SOLIDARIO POPULAR,http://www.hcdn.gob.ar/diputados/oamartinez/,"","","",135
omacias,Oscar Alberto Macias,"Macias, Oscar Alberto",Corrientes,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/omacias/,"","","",135
oplaini,Francisco Omar Plaini,"Plaini, Francisco Omar",Buenos Aires,2013-12-10,2017-12-09,"CULTURA, EDUCACION Y TRABAJO",http://www.hcdn.gob.ar/diputados/oplaini/,"","","",135
orista,Olga Maria Rista,"Rista, Olga Maria",Cordoba,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/orista/,"","","",135
oromero,Oscar Alberto Romero,"Romero, Oscar Alberto",Buenos Aires,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/oromero/,"","","",135
overag,Orieta Cecilia Vera Gonzalez,"Vera Gonzalez, Orieta Cecilia",Catamarca,2015-12-10,2019-12-09,COALICION CIVICA,http://www.hcdn.gob.ar/diputados/overag/,"","","",135
pgimenez,Patricia Viviana Gimenez,"Gimenez, Patricia Viviana",Mendoza,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/pgimenez/,"","","",135
pkosiner,Pablo Francisco Juan Kosiner,"Kosiner, Pablo Francisco Juan",Salta,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/pkosiner/,"","","",135
plopez,Pablo Sebastian Lopez,"Lopez, Pablo Sebastian",Salta,2013-12-10,2017-12-09,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,http://www.hcdn.gob.ar/diputados/plopez/,"","","",135
pmiranda,Pedro Ruben Miranda,"Miranda, Pedro Ruben",Mendoza,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/pmiranda/,"","","",135
ptonelli,Pablo Gabriel Tonelli,"Tonelli, Pablo Gabriel",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/ptonelli/,"","","",135
ptorello,Pablo Torello,"Torello, Pablo",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/ptorello/,"","","",135
purroz,Paula Marcela Urroz,"Urroz, Paula Marcela",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/purroz/,"","","",135
ralfonsin,Ricardo Luis Alfonsin,"Alfonsin, Ricardo Luis",Buenos Aires,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/ralfonsin/,"","","",135
rbernabey,Ramon Ernesto Bernabey,"Bernabey, Ramon Ernesto",Cordoba,2013-12-10,2017-12-09,BRIGADIER GENERAL JUAN BAUTISTA BUSTOS,http://www.hcdn.gob.ar/diputados/rbernabey/,"","","",135
rcarlotto,Remo Gerardo Carlotto,"Carlotto, Remo Gerardo",Buenos Aires,2013-12-10,2017-12-09,PERONISMO PARA LA VICTORIA,http://www.hcdn.gob.ar/diputados/rcarlotto/,"","","",135
rdominguez,Ramon Alfredo Dominguez,"Dominguez, Ramon Alfredo",San Luis,2013-12-10,2017-12-09,COMPROMISO FEDERAL,http://www.hcdn.gob.ar/diputados/rdominguez/,"","","",135
rperez,Raul Joaquin Perez,"Perez, Raul Joaquin",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/rperez/,"","","",135
rrodriguez,Rodrigo Martin Rodriguez,"Rodriguez, Rodrigo Martin",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/rrodriguez/,"","","",135
rspinozzi,Ricardo Adrian Spinozzi,"Spinozzi, Ricardo Adrian",Santa Fe,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/rspinozzi/,"","","",135
rtovares,Ramon Alberto Tovares,"Tovares, Ramon Alberto",San Juan,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/rtovares/,"","","",135
sacerenza,Samanta Maria Celeste Acerenza,"Acerenza, Samanta Maria Celeste",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/sacerenza/,"","","",135
samartinez,Silvia Alejandra Martinez,"Martinez, Silvia Alejandra",Jujuy,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/samartinez/,"","","",135
sbermejo,Sixto Osvaldo Bermejo,"Bermejo, Sixto Osvaldo",Chubut,2013-12-10,2017-12-09,TRABAJO Y DIGNIDAD,http://www.hcdn.gob.ar/diputados/sbermejo/,"","","",135
sbuil,Sergio Omar Buil,"Buil, Sergio Omar",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/sbuil/,"","","",135
scastro,Sandra Daniela Castro,"Castro, Sandra Daniela",San Juan,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/scastro/,"","","",135
sfrana,Silvina Patricia Frana,"Frana, Silvina Patricia",Santa Fe,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/sfrana/,"","","",135
sguzman,Sandro Adrian Guzman,"Guzman, Sandro Adrian",Buenos Aires,2013-12-10,2017-12-09,FRENTE NORTE,http://www.hcdn.gob.ar/diputados/sguzman/,"","","",135
shorne,Silvia Renee Horne,"Horne, Silvia Renee",Rio Negro,2015-12-10,2019-12-09,PERONISMO PARA LA VICTORIA,http://www.hcdn.gob.ar/diputados/shorne/,"","","",135
shuczak,Stella Maris Huczak,"Huczak, Stella Maris",Mendoza,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/shuczak/,"","","",135
sigon,Santiago Nicolas Igon,"Igon, Santiago Nicolas",Chubut,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/sigon/,"","","",135
slospennato,Silvia Gabriela Lospennato,"Lospennato, Silvia Gabriela",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/slospennato/,"","","",135
smartinez,Soledad Martinez,"Martinez, Soledad",Buenos Aires,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/smartinez/,"","","",135
smassa,Sergio Tomas Massa,"Massa, Sergio Tomas",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/smassa/,"","","",135
smendoza,Sandra Marcela Mendoza,"Mendoza, Sandra Marcela",Chaco,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/smendoza/,"","","",135
srisko,Silvia Lucrecia Risko,"Risko, Silvia Lucrecia",Misiones,2013-12-10,2017-12-09,FRENTE DE LA CONCORDIA MISIONERO,http://www.hcdn.gob.ar/diputados/srisko/,"","","",135
ssosa,Soledad Sosa,"Sosa, Soledad",Mendoza,2013-12-10,2017-12-09,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,http://www.hcdn.gob.ar/diputados/ssosa/,"","","",135
stoledo,Susana Maria Toledo,"Toledo, Susana Maria",Santa Cruz,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/stoledo/,"","","",135
swisky,Sergio Javier Wisky,"Wisky, Sergio Javier",Rio Negro,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/swisky/,"","","",135
sziliotto,Sergio Raul Ziliotto,"Ziliotto, Sergio Raul",La Pampa,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/sziliotto/,"","","",135
tmadera,Teresita Madera,"Madera, Teresita",La Rioja,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/tmadera/,"","","",135
tvillavicencio,Maria Teresita Villavicencio,"Villavicencio, Maria Teresita",Tucuman,2015-12-10,2019-12-09,DEL BICENTENARIO,http://www.hcdn.gob.ar/diputados/tvillavicencio/,"","","",135
vcouly,Veronica Carolina Couly,"Couly, Veronica Carolina",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/vcouly/,"","","",135
vdondap,Victoria Analia Donda Perez,"Donda Perez, Victoria Analia",Ciudad De Buenos Aires,2015-12-10,2019-12-09,LIBRES DEL SUR,http://www.hcdn.gob.ar/diputados/vdondap/,"","","",135
vmassetani,Vanesa Laura Massetani,"Massetani, Vanesa Laura",Santa Fe,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/vmassetani/,"","","",135
vmercado,Veronica Mercado,"Mercado, Veronica",Catamarca,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/vmercado/,"","","",135
wsantillan,Walter Marcelo Santillan,"Santillan, Walter Marcelo",Tucuman,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/wsantillan/,"","","",135
wwolff,Waldo Ezequiel Wolff,"Wolff, Waldo Ezequiel",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/wwolff/,"","","",135
ygayol,Yanina Celeste Gayol,"Gayol, Yanina Celeste",Entre Rios,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/ygayol/,"","","",135
