id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
14013,Adam Ingram,,,Scottish National Party,scottish-national-party,South of Scotland,Scottish Parliament,2,2003-05-01,2007-04-02,,
10441,Alasdair Morgan,,,Scottish National Party,scottish-national-party,South of Scotland,Scottish Parliament,2,2003-05-01,2007-04-02,,
14067,Alasdair Morrison,,,Labour,labour,Western Isles,Scottish Parliament,2,2003-05-01,2007-04-02,,
13985,Alex Fergusson,,,Conservative,conservative,Galloway and Upper Nithsdale,Scottish Parliament,2,2003-05-01,2007-04-02,,
14020,Alex Johnstone,,,Conservative,conservative,North East Scotland,Scottish Parliament,2,2003-05-01,2007-04-02,,
14071,Alex Neil,,,Scottish National Party,scottish-national-party,Central Scotland,Scottish Parliament,2,2003-05-01,2007-04-02,,
14121,Allan Wilson,,,Labour,labour,Cunninghame North,Scottish Parliament,2,2003-05-01,2007-04-02,,
13948,Andrew Arbuckle,,,Liberal Democrat,liberal-democrat,Mid Scotland and Fife,Scottish Parliament,2,2005-01-10,2007-04-02,,
10628,Andrew Welsh,,,Scottish National Party,scottish-national-party,Angus,Scottish Parliament,2,2003-05-01,2007-04-02,,
14023,Andy Kerr,,,Labour,labour,East Kilbride,Scottish Parliament,2,2003-05-01,2007-04-02,,
13998,Annabel Goldie,,,Conservative,conservative,West of Scotland,Scottish Parliament,2,2003-05-01,2007-04-02,,
13945,Bill Aitken,,,Conservative,conservative,Glasgow,Scottish Parliament,2,2003-05-01,2007-04-02,,
13963,Bill Butler,,,Labour,labour,Glasgow Anniesland,Scottish Parliament,2,2003-05-01,2007-04-02,,
13943,Brian Adam,,,Scottish National Party,scottish-national-party,Aberdeen North,Scottish Parliament,2,2003-05-01,2007-04-02,,
14066,Brian Monteith,,,Conservative,conservative,Mid Scotland and Fife,Scottish Parliament,2,2003-05-01,2005-11-08,,
14066,Brian Monteith,,,Independent,independent,Mid Scotland and Fife,Scottish Parliament,2,2005-11-09,2007-04-02,,
14068,Bristow Muldoon,,,Labour,labour,Livingston,Scottish Parliament,2,2003-05-01,2007-04-02,,
13971,Bruce Crawford,,,Scottish National Party,scottish-national-party,Mid Scotland and Fife,Scottish Parliament,2,2003-05-01,2007-04-02,,
14050,Bruce McFee,,,Scottish National Party,scottish-national-party,West of Scotland,Scottish Parliament,2,2003-05-01,2007-04-02,,
14040,Campbell Martin,,,Scottish National Party,scottish-national-party,West of Scotland,Scottish Parliament,2,2003-05-01,2004-07-10,,
14040,Campbell Martin,,,Independent,independent,West of Scotland,Scottish Parliament,2,2004-07-11,2007-04-02,,
14027,Carolyn Leckie,,,SSP,ssp,Central Scotland,Scottish Parliament,2,2003-05-01,2007-04-02,,
13970,Cathie Craigie,,,Labour,labour,Cumbernauld and Kilsyth,Scottish Parliament,2,2003-05-01,2007-04-02,,
14017,Cathy Jamieson,,,Labour,labour,"Carrick, Cumnock and Doon Valley",Scottish Parliament,2,2003-05-01,2007-04-02,,
14077,Cathy Peattie,,,Labour,labour,Falkirk East,Scottish Parliament,2,2003-05-01,2007-04-02,,
13999,Charlie Gordon,,,Labour,labour,Glasgow Cathcart,Scottish Parliament,2,2005-09-29,2007-04-02,,
13953,Chris Ballance,,,Green,green,South of Scotland,Scottish Parliament,2,2003-05-01,2007-04-02,,
14000,Christine Grahame,,,Scottish National Party,scottish-national-party,South of Scotland,Scottish Parliament,2,2003-05-01,2007-04-02,,
14045,Christine May,,,Labour,labour,Central Fife,Scottish Parliament,2,2003-05-01,2007-04-02,,
13990,Colin Fox,,,SSP,ssp,Lothians,Scottish Parliament,2,2003-05-01,2007-04-02,,
14078,Dave Petrie,,,Conservative,conservative,Highlands and Islands,Scottish Parliament,2,2006-04-19,2007-04-02,,
13974,David Davidson,,,Conservative,conservative,North East Scotland,Scottish Parliament,2,2003-05-01,2007-04-02,,
14058,David McLetchie,,,Conservative,conservative,Edinburgh Pentlands,Scottish Parliament,2,2003-05-01,2007-04-02,,
11970,David Mundell,,,Conservative,conservative,South of Scotland,Scottish Parliament,2,2003-05-01,2005-06-17,,
10091,Dennis Canavan,,,Independent,independent,Falkirk West,Scottish Parliament,2,2003-05-01,2007-04-02,,
13962,Derek Brownlee,,,Conservative,conservative,South of Scotland,Scottish Parliament,2,2005-06-22,2007-04-02,,
14063,Des McNulty,,,Labour,labour,Clydebank and Milngavie,Scottish Parliament,2,2003-05-01,2007-04-02,,
10237,Donald Gorrie,,,Liberal Democrat,liberal-democrat,Central Scotland,Scottish Parliament,2,2003-05-01,2007-04-02,,
14061,Duncan McNeil,,,Labour,labour,Greenock and Inverclyde,Scottish Parliament,2,2003-05-01,2007-04-02,,
14070,Elaine Murray,,,Labour,labour,Dumfries,Scottish Parliament,2,2003-05-01,2007-04-02,,
14099,Elaine Smith,,,Labour,labour,Coatbridge and Chryston,Scottish Parliament,2,2003-05-01,2007-04-02,,
14093,Eleanor Scott,,,Green,green,Highlands and Islands,Scottish Parliament,2,2003-05-01,2007-04-02,,
14086,Euan Robson,,,Liberal Democrat,liberal-democrat,Roxburgh and Berwickshire,Scottish Parliament,2,2003-05-01,2007-04-02,,
13980,Fergus Ewing,,,Scottish National Party,scottish-national-party,"Inverness East, Nairn and Lochaber",Scottish Parliament,2,2003-05-01,2007-04-02,,
14012,Fiona Hyslop,,,Scottish National Party,scottish-national-party,Lothians,Scottish Parliament,2,2003-05-01,2007-04-02,,
13972,Frances Curran,,,SSP,ssp,West of Scotland,Scottish Parliament,2,2003-05-01,2007-04-02,,
14047,Frank McAveety,,,Labour,labour,Glasgow Shettleston,Scottish Parliament,2,2003-05-01,2007-04-02,,
14030,George Lyon,,,Liberal Democrat,liberal-democrat,Argyll and Bute,Scottish Parliament,2,2003-05-01,2007-04-02,,
14084,George Reid,,,Scottish National Party,scottish-national-party,Ochil,Scottish Parliament,2,2003-05-01,2003-05-06,,
14084,George Reid,,,None,none,Ochil,Scottish Parliament,2,2003-05-07,2007-05-14,,
14014,Gordon Jackson,,,Labour,labour,Glasgow Govan,Scottish Parliament,2,2003-05-01,2007-04-02,,
13978,Helen Eadie,,,Labour,labour,Dunfermline East,Scottish Parliament,2,2003-05-01,2007-04-02,,
14008,Hugh Henry,,,Labour,labour,Paisley South,Scottish Parliament,2,2003-05-01,2007-04-02,,
14098,Iain Smith,,,Liberal Democrat,liberal-democrat,North East Fife,Scottish Parliament,2,2003-05-01,2007-04-02,,
14073,Irene Oldfather,,,Labour,labour,Cunninghame South,Scottish Parliament,2,2003-05-01,2007-04-02,,
14049,Jack McConnell,,,Labour,labour,Motherwell and Wishaw,Scottish Parliament,2,2003-05-01,2007-04-02,,
13949,Jackie Baillie,,,Labour,labour,Dumbarton,Scottish Parliament,2,2003-05-01,2007-04-02,,
14051,Jamie McGrigor,,,Conservative,conservative,Highlands and Islands,Scottish Parliament,2,2003-05-01,2007-04-02,,
14104,Jamie Stone,,,Liberal Democrat,liberal-democrat,"Caithness, Sutherland and Easter Ross",Scottish Parliament,2,2003-05-01,2007-04-02,,
14010,Janis Hughes,,,Labour,labour,Glasgow Rutherglen,Scottish Parliament,2,2003-05-01,2007-04-02,,
14111,Jean Turner,,,Independent,independent,Strathkelvin and Bearsden,Scottish Parliament,2,2003-05-01,2007-04-02,,
14080,Jeremy Purvis,,,Liberal Democrat,liberal-democrat,"Tweeddale, Ettrick and Lauderdale",Scottish Parliament,2,2003-05-01,2007-04-02,,
14042,Jim Mather,,,Scottish National Party,scottish-national-party,Highlands and Islands,Scottish Parliament,2,2003-05-01,2007-04-02,,
10618,Jim Wallace,,,Liberal Democrat,liberal-democrat,Orkney Islands,Scottish Parliament,2,2003-05-01,2007-04-02,,
14025,Johann Lamont,,,Labour,labour,Glasgow Pollok,Scottish Parliament,2,2003-05-01,2007-04-02,,
13983,John Farquhar Munro,,,Liberal Democrat,liberal-democrat,"Ross, Skye and Inverness West",Scottish Parliament,2,2003-05-01,2007-04-02,,
10284,John Home Robertson,,,Labour,labour,East Lothian,Scottish Parliament,2,2003-05-01,2007-04-02,,
