id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata
2c14a52c-d827-401b-9081-ff914a288814,Adam Ingram,Adam Ingram,,,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10722,South of Scotland,Scottish Parliament,3,,2011-03-23,"https://upload.wikimedia.org/wikipedia/commons/1/12/Adam_Ingram,_Minister_for_Children_and_Early_Years_(1).jpg",male,Q349826
965b77c8-e03b-45b6-ba3c-a8063c19d603,Aileen Campbell,Aileen Campbell,,ClydesdAileen,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10722,South of Scotland,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/6/67/Aileen_Campbell_MSP.jpg,female,Q405017
58e68d1c-ced7-4549-b888-e72172417fc5,Alasdair Allan,Alasdair Allan,,alasdairallan,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10795,Western Isles,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/5/5c/AlasdairAllanMSP20120530.jpg,male,Q559634
1280e127-4c25-472a-be59-b1197df62406,Alasdair Morgan,Alasdair Morgan,,,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10722,South of Scotland,Scottish Parliament,3,,2011-03-23,,male,Q662910
911f4222-a3e7-4367-9ac5-8309767e87e1,Alex Fergusson,Alex Fergusson,,,,None,none,uk.org.publicwhip/cons/10758,Galloway and Upper Nithsdale,Scottish Parliament,3,,2007-05-13,https://upload.wikimedia.org/wikipedia/commons/7/7d/AlexFergussonMSP20110511.jpg,male,Q559046
911f4222-a3e7-4367-9ac5-8309767e87e1,Alex Fergusson,Alex Fergusson,,,,None,none,uk.org.publicwhip/cons/10758,Galloway and Upper Nithsdale,Scottish Parliament,3,2007-05-14,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/7/7d/AlexFergussonMSP20110511.jpg,male,Q559046
d52ca4e4-8d75-4a95-86c0-b3217da52dfe,Alex Johnstone,Alex Johnstone,,alexjohnstone61,,Conservative,conservative,uk.org.publicwhip/cons/10721,North East Scotland,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/a/a4/AlexJohnstoneMSP20110509.JPG,male,Q2641395
5f19bd67-41b4-418f-a7a0-667492cea2fa,Alex Neil,Alex Neil,,AlexNeilSNP,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10716,Central Scotland,Scottish Parliament,3,,2011-03-23,"https://upload.wikimedia.org/wikipedia/commons/c/cd/Alex_Neil,_Minister_for_Housing_and_Communities_(2).jpg",male,Q1515752
b9cae27b-aab7-4a9b-bf65-d413515f0d8c,Alex Salmond,Alex Salmond,,AlexSalmond,AlexSalmond,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10769,Gordon,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/0/0f/Alex_Salmond_(crop).JPG,male,Q10652
27ef2e9f-3a97-440b-89f9-613305d24a5d,Alison McInnes,Alison McInnes,,,,Liberal Democrat,liberal-democrat,uk.org.publicwhip/cons/10721,North East Scotland,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/3/39/AlisonMcInnesMSP20110511.JPG,female,Q2647236
3dd8be08-15da-44cd-b361-d07eaf176648,Andrew Welsh,Andrew Welsh,,,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10728,Angus,Scottish Parliament,3,,2011-03-23,,male,Q334000
cdb5a550-9061-4a16-bb05-094c236ab7d0,Andy Kerr,Andy Kerr,,,,Labour,labour,uk.org.publicwhip/cons/10747,East Kilbride,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/8/86/Andy_Kerr.jpg,male,Q526409
4132fd63-6f0e-4fb4-9c03-eae020724c5c,Angela Constance,Angela Constance,,AConstanceSNP,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10777,Livingston,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/0/0c/AngelaConstanceMSP20110510.JPG,female,Q524077
2f08939b-3182-44a1-b40c-b4cc11e9e1bd,Annabel Goldie,Annabel Goldie,,,,Conservative,conservative,uk.org.publicwhip/cons/10723,West of Scotland,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/5/5a/AnnabelGoldieMSP20110510.JPG,female,Q544742
e43898b1-f859-47b5-a66a-5c47cdc2ceab,Anne McLaughlin,Anne McLaughlin,,AnneMcLaughlin,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10717,Glasgow,Scottish Parliament,3,2009-02-11,2011-03-23,,female,Q373047
3aeff650-5189-4926-bb5d-b73912ff2c65,Bashir Ahmad,Bashir Ahmad,,,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10717,Glasgow,Scottish Parliament,3,,2009-02-06,,male,Q809971
efd87fb2-18fd-41c4-ad5a-0486902df6ca,Bill Aitken,Bill Aitken,,,,Conservative,conservative,uk.org.publicwhip/cons/10717,Glasgow,Scottish Parliament,3,,2011-03-23,,male,Q861907
4e772ca4-089c-4db8-aef7-2ea537fd4f2d,Bill Butler,Bill Butler,,,,Labour,labour,uk.org.publicwhip/cons/10759,Glasgow Anniesland,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/5/55/Bb3-billbutler.jpg,male,Q861989
d0f5b474-31fc-4d9c-bcbd-4a3d3882f3e3,Bill Kidd,Bill Kidd,,BillKiddSNP,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10717,Glasgow,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/8/80/BillKiddMSP20070509.jpg,male,Q862234
9dc6c0dc-22cd-4b75-a679-dcd2aeaf2133,Bill Wilson,Bill Wilson,,,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10723,West of Scotland,Scottish Parliament,3,,2011-03-23,,male,Q862664
8a3dcdc3-3d69-4fa9-98bb-ac0fd3ba77a2,Bob Doris,Bob Doris,,BobDorisSNP,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10717,Glasgow,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/7/72/BobDorisMSP20110507.JPG,male,Q887886
787849bb-5a4e-479f-a85d-a56ed7491100,Brian Adam,Brian Adam,,,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10725,Aberdeen North,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/a/a3/BrianAdamMSP20070509.jpg,male,Q570298
342472da-f023-41be-9680-a235c1988c47,Bruce Crawford,Bruce Crawford,,RHBruceCrawford,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10791,Stirling,Scottish Parliament,3,,2011-03-23,"https://upload.wikimedia.org/wikipedia/commons/6/69/Bruce_Crawford,_Minister_for_Parliamentary_Business_(1).jpg",male,Q559391
92b3f209-7de5-4b70-b2ba-68e062c0172c,Cathie Craigie,Cathie Craigie,,,,Labour,labour,uk.org.publicwhip/cons/10738,Cumbernauld and Kilsyth,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/4/42/Cathy-Craigie.jpg,female,Q544715
b87d468e-6c2f-4efe-aa3a-bb2e13251a51,Cathy Jamieson,Cathy Jamieson,,,,Labour,labour,uk.org.publicwhip/cons/10733,"Carrick, Cumnock and Doon Valley",Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/0/07/Cathy_Jamieson.jpg,female,Q727460
b421273b-0ccf-4814-8d01-f989292279ee,Cathy Peattie,Cathy Peattie,,,,Labour,labour,uk.org.publicwhip/cons/10756,Falkirk East,Scottish Parliament,3,,2011-03-23,,female,Q1051152
4495cfff-83c4-4b4e-8ba9-2b9d508dc572,Charlie Gordon,Charlie Gordon,,,,Labour,labour,uk.org.publicwhip/cons/10761,Glasgow Cathcart,Scottish Parliament,3,,2011-03-23,,male,Q1064575
8de5b986-89e1-4d44-ac8e-dedfcb7f91ab,Christina McKelvie,Christina McKelvie,,ChristinaSNP,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10716,Central Scotland,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/e/e3/ChristinaMcKelvieMSP20110510.JPG,female,Q1083222
3a8bff85-5823-4798-9095-f072d6d1483d,Christine Grahame,Christine Grahame,,,,Scottish National Party,scottish-national-party,uk.org.publicwhip/cons/10722,South of Scotland,Scottish Parliament,3,,2011-03-23,https://upload.wikimedia.org/wikipedia/commons/c/c8/ChristineGrahameMSP20110510.JPG,female,Q467108
