id,name,position,start_date,end_date,type
6621513b-4109-4dbb-a0fb-18735f26114a,Carl Haglund,Minister of Defence,2012-07-05,,cabinet
ee098f19-e905-4520-8b25-4bef5b62b9af,Mari Kiviniemi,Minister for European Affairs and Foreign Trade,2005-09-02,2006-03-03,cabinet
ee098f19-e905-4520-8b25-4bef5b62b9af,Mari Kiviniemi,Minister of the Ministry of Finance,2007-04-19,2010-06-21,cabinet
ee098f19-e905-4520-8b25-4bef5b62b9af,Mari Kiviniemi,Prime Minister of Finland,2010-06-22,2011-06-22,cabinet
89f662b7-796d-4387-8d54-07ddd4161c5d,Juha Korkeaoja,Minister of Agriculture and Forestry,2003-04-17,2007-04-19,cabinet
dbac1ee3-23d0-470f-936b-a46518826e99,Antti Rinne,Minister of Finance,2014-06-06,,cabinet
dbac1ee3-23d0-470f-936b-a46518826e99,Antti Rinne,Deputy Prime Minister of Finland,2014-06-06,,cabinet
bbabb2ce-15b3-41f3-871c-088ee3eb8a1d,Arja Alho,Minister of Finance,"",,cabinet
203bd5c9-875e-420d-904f-512b84af8871,Hanna Mäntylä,Minister of Health and Social Services,2015-05-29,2016-08-24,cabinet
0cf2038f-5518-4ddc-9d8f-2376be385479,Jari Lindström,Minister of Labour,2015-05-29,,cabinet
0cf2038f-5518-4ddc-9d8f-2376be385479,Jari Lindström,Minister of Justice,2015-05-29,,cabinet
ed4bf444-2959-48ad-be89-2d252fa1b8de,Kauko Juhantalo,Minister of Trade and Industry,1991-04-26,1992-08-02,cabinet
f36344e6-39b4-4344-b1e7-6e719c1f69fc,Lenita Toivakka,Minister for European Affairs and Foreign Trade,2014-06-24,,cabinet
a324cb66-1b82-44e3-81a8-72cb67053737,Maija Perho,Minister of Health and Social Services,1999-04-15,2003-04-16,cabinet
2df335ad-3c54-4d96-8bf0-54a40a99a243,Jyri Häkämies,Minister of Economic Affairs,2011-06-22,2012-11-16,cabinet
2df335ad-3c54-4d96-8bf0-54a40a99a243,Jyri Häkämies,Minister of Defence,2007-04-19,2011-06-21,cabinet
c763afe6-eb22-4d99-9a0c-1e7ab07b4a4b,Anne Berner,Minister of Transport and Communications,2015-05-29,,cabinet
e8756e98-870a-475b-919b-d37892c4828a,Maija Rask,Minister of Education and Culture (Finland),"",,cabinet
98402739-bd5d-4d57-9881-39cedffd2f69,Juha Sipilä,Prime Minister of Finland,2015-05-29,,cabinet
5276efaf-c4e5-424b-ac69-571b74d80f8c,Matti Vanhanen,Minister of Defence,2003-04-17,2003-06-24,cabinet
5276efaf-c4e5-424b-ac69-571b74d80f8c,Matti Vanhanen,Prime Minister of Finland,2003-06-23,2010-06-22,cabinet
ffaf012f-b41a-4e48-8835-b03f8e9bcd83,Mauri Pekkarinen,Minister of Trade and Industry,2003-04-17,2007-12-31,cabinet
ffaf012f-b41a-4e48-8835-b03f8e9bcd83,Mauri Pekkarinen,Minister of Economic Affairs,2008-01-01,2011-06-21,cabinet
ffaf012f-b41a-4e48-8835-b03f8e9bcd83,Mauri Pekkarinen,Minister of the Interior,1991-04-26,1995-04-12,cabinet
761d0e9b-0cb6-4e6b-bafa-3a1527e0f5f1,Suvi-Anne Siimes,Minister of Culture,1998-09-04,1999-04-14,cabinet
1ec1193d-3a91-4b79-9f40-9eef915cb7db,Anneli Jäätteenmäki,Minister of Justice,1994-05-01,1995-04-13,cabinet
1ec1193d-3a91-4b79-9f40-9eef915cb7db,Anneli Jäätteenmäki,Prime Minister of Finland,2003-04-17,2003-06-24,cabinet
86a3be36-c854-4f39-9276-6b5ddf3ac663,Maria Guzenina,Minister of Health and Social Services,2011-06-22,2013-05-24,cabinet
b09ab486-043f-4457-b36f-be474b2382ec,Eero Heinäluoma,Minister of Finance,2005-09-23,2007-04-19,cabinet
b09ab486-043f-4457-b36f-be474b2382ec,Eero Heinäluoma,Deputy Prime Minister of Finland,2005-09-23,2007-04-19,cabinet
26bdc2b9-0de0-4b31-86d2-695502f630c9,Ville Niinistö,Minister of the Environment,2011-06-22,2014-09-25,cabinet
3153f5d8-53c8-4770-b1b5-3646e4aac1cb,Jutta Urpilainen,Minister of Finance,2011-06-22,2014-06-06,cabinet
8d870697-e565-401f-a1fc-6289b0e4f9c5,Heidi Hautala,Minister for International Development,2011-06-22,2013-10-16,cabinet
f3666d8c-a87e-48d9-9233-0cfa77937482,Tarja Filatov,Minister of Labour,2000-02-25,2007-04-19,cabinet
ae338943-c336-409c-9cf8-fb6ed13c74f6,Anni Sinnemäki,Minister of Labour,2009-06-26,2011-06-22,cabinet
b9e4b017-627a-4914-9083-ddba88283e6c,Jan-Erik Enestam,Minister of the Environment,2003-04-17,2006-12-31,cabinet
b9e4b017-627a-4914-9083-ddba88283e6c,Jan-Erik Enestam,Minister of the Interior,1995-04-13,1999-04-14,cabinet
b9e4b017-627a-4914-9083-ddba88283e6c,Jan-Erik Enestam,Minister of Defence,1995-01-02,1995-04-12,cabinet
b9e4b017-627a-4914-9083-ddba88283e6c,Jan-Erik Enestam,Minister of Defence,1999-04-15,2003-04-16,cabinet
d82070f2-3566-44c2-af8b-2483cd574459,Jukka Gustafsson,Minister of Education and Culture (Finland),"",,cabinet
3372e4a8-d920-4d96-81aa-5ef127def40e,Jari Koskinen,Minister of Agriculture and Forestry,2002-05-31,2003-04-17,cabinet
