id,name,party,image,term,notes,source,end_date,start_date
tang-see-chim-1,Tang See Chim,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tangseechim.gif,4,,http://www.parliament.gov.sg/history/4th-parliament,,
teh-cheang-wan-4,Teh Cheang Wan,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tehcheangwan.gif,4,,http://www.parliament.gov.sg/history/4th-parliament,,
teo-chong-tee-4,Teo Chong Tee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/teochongtee.gif,4,,http://www.parliament.gov.sg/history/4th-parliament,,
teong-eng-siong-1,Teong Eng Siong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/teongengsiong.gif,4,,http://www.parliament.gov.sg/history/4th-parliament,,
toh-chin-chye-1,Toh Chin Chye,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tohchinchye.gif,4,,http://www.parliament.gov.sg/history/4th-parliament,,
yaacob-bin-mohamed-1,Yaacob Bin Mohamed,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yaacobbinmohamed.gif,4,,http://www.parliament.gov.sg/history/4th-parliament,,
"yap-giau-cheng,-eugene-4","Yap Giau Cheng, Eugene",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yapgiauchengeugene.gif,4,,http://www.parliament.gov.sg/history/4th-parliament,,
yeo-choo-kok-2,Yeo Choo Kok,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yeochookok.gif,4,,http://www.parliament.gov.sg/history/4th-parliament,,
yeo-toon-chia-2,Yeo Toon Chia,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yeotoonchia.gif,4,,http://www.parliament.gov.sg/history/4th-parliament,,
yeoh-ghim-seng-1,Yeoh Ghim Seng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yeohgimseng.gif,4,,http://www.parliament.gov.sg/history/4th-parliament,,
yong-nyuk-lin-1,Yong Nyuk Lin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yongnyuklin_0.gif,4,,http://www.parliament.gov.sg/history/4th-parliament,,
a.-rahim-ishak-1,A. Rahim Ishak,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/rahimishak.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
ahmad-mattar-3,Ahmad Mattar,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/anmadmattar.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
abbas-abu-amin-5,Abbas Abu Amin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/abbasabuamin.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
ang-kok-peng-3,Ang Kok Peng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/angkokpeng.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
"barker,-e.w.-1","Barker, E.W.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/barkerew.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
c.v.-devan-nair-4,C.V. Devan Nair,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/cvdevannair_0.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
chai-chong-yii-3,Chai Chong Yii,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chaichongyii.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
chan-chee-seng-1,Chan Chee Seng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chancheeseng.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
"chandra-das,-s.-5","Chandra Das, S.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/schandradas.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
"chen-tien-lap,-bernard-4","Chen Tien Lap, Bernard",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chentienlapbernard.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
"cheong-yuen-chee,-eric-2","Cheong Yuen Chee, Eric",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/cheongyuenchee.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
chiang-hai-ding-2,Chiang Hai Ding,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chianghaiding.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
chin-harn-tong-3,Chin Harn Tong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chinharntong.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
ch'ng-jit-koon-2,Ch'ng Jit Koon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chngjitkoon.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
chor-yeok-eng-1,Chor Yeok Eng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/choryeokeng.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
chua-sian-chin-2,Chua Sian Chin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chuasianchin.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
"chau-sik-ting,-dr-5","Chau Sik Ting, Dr",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chausikting.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
"conceicao,-j.f.-2","Conceicao, J.F.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/conceicaojf.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
fong-sip-chee-1,Fong Sip Chee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/fongsipchee.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
goh-chee-wee-5,Goh Chee Wee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/gohcheewee.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
goh-chok-tong-4,Goh Chok Tong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/Prof-GohChokTong_0.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
goh-keng-swee-1,Goh Keng Swee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/gohkengswee.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
ho-kah-leong-1,Ho Kah Leong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hokahleong.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
ho-see-beng-1,Ho See Beng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hoseebeng.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
hon-sui-sen-2,Hon Sui Sen,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/honsuisen.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
howe-yoon-chong-4,Howe Yoon Chong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/howeyoonchong.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
hwang-soo-jin-2,Hwang Soo Jin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hwangsoojin.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
s-jayakumar-5,S Jayakumar,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/Prof-Jayakumar.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
jek-yeun-thong-1,Jek Yeun Thong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/jekyeunthong.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
j-b-jeyaretnam-5,J B Jeyaretnam,Workers’ Party,http://www.parliament.gov.sg/sites/default/files/jbjeyaretnam.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
koh-lip-lin-4,Koh Lip Lin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/kohliplin.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
lai-tai-chai-3,Lai Tai Chai,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/laithachai.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
lau-ping-sum-5,Lau Ping Sum,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/laupingsum.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
lau-teik-soon-4,Lau Teik Soon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/lauteiksoon.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
lee-chiaw-meng-2,Lee Chiaw Meng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/leechiawmeng.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
lee-yiok-seng-3,Lee Yiok Seng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/leeyiokseng.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
lee-khoon-choy-1,Lee Khoon Choy,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/leekhoonchoy.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
lee-kuan-yew-1,Lee Kuan Yew,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/MMPRPhoto2.jpg,5,,http://www.parliament.gov.sg/history/5th-parliament,,
lee-yock-suan-5,Lee Yock Suan,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/leeyocksuan.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
liew-kok-pun-5,Liew Kok Pun,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/liewkokpun.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
lim-boon-heng-5,Lim Boon Heng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/Prof-LimBoonHeng.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
lim-chee-onn-4,Lim Chee Onn,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/limcheeonn.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
m-k-a-jabbar-5,M K A Jabbar,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/mkajabbar.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
mansor-haji-sukaimi-4,Mansor Haji Sukaimi,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/mansorhaijisukaimi.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
ng-kah-ting-1,Ng Kah Ting,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/nhkahting.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
ong-pang-boon-1,Ong Pang Boon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ongpangboon.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
ong-teng-cheong-3,Ong Teng Cheong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ongtengcheong_0.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
othman-bin-haron-eusofe-5,Othman Bin Haron Eusofe,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/othmanbinharoneusofe.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
ow-chin-hock-4,Ow Chin Hock,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/owchinhock.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
phua-bah-lee-2,Phua Bah Lee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/phuabahlee.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
rohan-bin-kamis-4,Rohan Bin Kamis,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/rohanbinkamis.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
"rajaratnam,-s-1","Rajaratnam, S",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/srajaratnam.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
s.-dhanabalan-4,S. Dhanabalan,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/sdhanabalan.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
seah-mui-kok-2,Seah Mui Kok,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/seahmuikok.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
"selvadurai,-p.-1","Selvadurai, P.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/pselvadurai.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
saidi-shariff-5,Saidi Shariff,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/saidishariff.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
sia-kah-hui-1,Sia Kah Hui,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/siakahhui.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
sia-khoon-seong-2,Sia Khoon Seong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/siakhoonseong.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
sidek-bin-saniff-4,Sidek Bin Saniff,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/sidekbinsaniff.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
tan-h.h.-augustine-2,Tan H.H. Augustine,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tanhhaugustine.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
tan-cheng-bock-5,Tan Cheng Bock,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tanchengbock.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
"tan-keng-yam,-tony-4","Tan Keng Yam, Tony",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tankengyamtony.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
tan-soo-khoon-4,Tan Soo Khoon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tansookhoon.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
tang-see-chim-1,Tang See Chim,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tangseechim.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
tay-eng-soon-5,Tay Eng Soon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tayengsoon.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
teh-cheang-wan-4,Teh Cheang Wan,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tehcheangwan.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
teo-chong-tee-4,Teo Chong Tee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/teochongtee.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
toh-chin-chye-1,Toh Chin Chye,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tohchinchye.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
wan-hussin-zoohri-5,Wan Hussin Zoohri,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/wanhussinzoohri.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
wan-soon-bee-5,Wan Soon Bee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/wansoonbee.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
wong-kwei-cheong-5,Wong Kwei Cheong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/wongkweicheong.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
"yap-giau-cheng,-eugene-4","Yap Giau Cheng, Eugene",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yapgiauchengeugene.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
yeo-choo-kok-2,Yeo Choo Kok,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yeochookok.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
yeo-ning-hong-5,Yeo Ning Hong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yeoninghong.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
yeo-toon-chia-2,Yeo Toon Chia,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yeotoonchia.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
yeoh-ghim-seng-1,Yeoh Ghim Seng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/yeohgimseng.gif,5,,http://www.parliament.gov.sg/history/5th-parliament,,
abdullah-bin-tarmugi-6,Abdullah Bin Tarmugi,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/Tarmugi.jpg,6,,http://www.parliament.gov.sg/history/6th-parliament,,
ahmad-mattar-3,Ahmad Mattar,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/anmadmattar.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
abbas-abu-amin-5,Abbas Abu Amin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/abbasabuamin.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
ang-kok-peng-3,Ang Kok Peng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/angkokpeng.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
"barker,-e.w.-1","Barker, E.W.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/barkerew.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
"beng-kian-lam,-arthur-6","Beng Kian Lam, Arthur",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/bengkianlamarthur.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
chai-chong-yii-3,Chai Chong Yii,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chaichongyii.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
"chandra-das,-s.-5","Chandra Das, S.",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/schandradas.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
"chen-tien-lap,-bernard-4","Chen Tien Lap, Bernard",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chentienlapbernard.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
"cheong-yuen-chee,-eric-2","Cheong Yuen Chee, Eric",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/cheongyuenchee.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
chew-heng-ching-6,Chew Heng Ching,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chewhengching.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
chiam-see-tong-6,Chiam See Tong,Singapore Democratic Alliance,http://www.parliament.gov.sg/sites/default/files/Prof-ChiamSeeTong.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
chin-harn-tong-3,Chin Harn Tong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chinharntong.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
chng-hee-kok-6,Chng Hee Kok,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chngheekok.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
ch'ng-jit-koon-2,Ch'ng Jit Koon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chngjitkoon.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
chua-sian-chin-2,Chua Sian Chin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/chuasianchin.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
fong-sip-chee-1,Fong Sip Chee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/fongsipchee.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
goh-chee-wee-5,Goh Chee Wee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/gohcheewee.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
goh-chok-tong-4,Goh Chok Tong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/Prof-GohChokTong_0.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
goh-choon-kang-6,Goh Choon Kang,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/gohchoonkang.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
heng-chiang-meng-6,Heng Chiang Meng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hengchiangmeng.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
ho-kah-leong-1,Ho Kah Leong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hokahleong.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
ho-tat-kin-6,Ho Tat Kin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hotatkin.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
"hu-tsu-tau,-richard-6","Hu Tsu Tau, Richard",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/hutsutaurichard.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
ibrahim-othman-6,Ibrahim Othman,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ibrahimothman.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
s-jayakumar-5,S Jayakumar,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/Prof-Jayakumar.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
jek-yeun-thong-1,Jek Yeun Thong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/jekyeunthong.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
j-b-jeyaretnam-5,J B Jeyaretnam,Workers’ Party,http://www.parliament.gov.sg/sites/default/files/jbjeyaretnam.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
koh-lam-son-6,Koh Lam Son,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/kohlamson.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
koh-lip-lin-4,Koh Lip Lin,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/kohliplin.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
lai-tai-chai-3,Lai Tai Chai,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/laithachai.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
lau-ping-sum-5,Lau Ping Sum,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/laupingsum.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
lau-teik-soon-4,Lau Teik Soon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/lauteiksoon.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
lee-yiok-seng-3,Lee Yiok Seng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/leeyiokseng.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
lee-boon-yang-6,Lee Boon Yang,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/Prof-LeeBoonYang.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
lee-hsien-loong-6,Lee Hsien Loong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/PM%27s%20passport%20size%20photo.jpg,6,,http://www.parliament.gov.sg/history/6th-parliament,,
lee-kuan-yew-1,Lee Kuan Yew,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/MMPRPhoto2.jpg,6,,http://www.parliament.gov.sg/history/6th-parliament,,
lee-yock-suan-5,Lee Yock Suan,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/leeyocksuan.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
leong-horn-kee-6,Leong Horn Kee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/leonghornkee.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
lim-boon-heng-5,Lim Boon Heng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/Prof-LimBoonHeng.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
lim-chee-onn-4,Lim Chee Onn,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/limcheeonn.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
ng-kah-ting-1,Ng Kah Ting,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/nhkahting.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
ong-pang-boon-1,Ong Pang Boon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ongpangboon.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
ong-teng-cheong-3,Ong Teng Cheong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/ongtengcheong_0.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
othman-bin-haron-eusofe-5,Othman Bin Haron Eusofe,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/othmanbinharoneusofe.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
ow-chin-hock-4,Ow Chin Hock,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/owchinhock.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
phua-bah-lee-2,Phua Bah Lee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/phuabahlee.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
"rajaratnam,-s-1","Rajaratnam, S",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/srajaratnam.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
s.-dhanabalan-4,S. Dhanabalan,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/sdhanabalan.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
sia-khoon-seong-2,Sia Khoon Seong,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/siakhoonseong.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
sidek-bin-saniff-4,Sidek Bin Saniff,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/sidekbinsaniff.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
tan-h.h.-augustine-2,Tan H.H. Augustine,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tanhhaugustine.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
tan-cheng-bock-5,Tan Cheng Bock,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tanchengbock.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
tan-dixie-6,Tan Dixie,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tandixie.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
"tan-keng-yam,-tony-4","Tan Keng Yam, Tony",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tankengyamtony.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
tan-soo-khoon-4,Tan Soo Khoon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tansookhoon.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
"tan-tee-yong,-philip-6","Tan Tee Yong, Philip",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tanteeyongphilip.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
tang-see-chim-1,Tang See Chim,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tangseechim.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
tang-guan-seng-6,Tang Guan Seng,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tangguanseng.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
tay-eng-soon-5,Tay Eng Soon,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tayengsoon.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
teh-cheang-wan-4,Teh Cheang Wan,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tehcheangwan.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
teo-chong-tee-4,Teo Chong Tee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/teochongtee.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
toh-chin-chye-1,Toh Chin Chye,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/tohchinchye.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
"vasoo,-s-6","Vasoo, S",People’s Action Party,http://www.parliament.gov.sg/sites/default/files/svasoo.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
wan-hussin-zoohri-5,Wan Hussin Zoohri,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/wanhussinzoohri.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
wan-soon-bee-5,Wan Soon Bee,People’s Action Party,http://www.parliament.gov.sg/sites/default/files/wansoonbee.gif,6,,http://www.parliament.gov.sg/history/6th-parliament,,
