id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
1603,Abama Taratibu Maalim Mwanamrisho,,,Chama cha Demokrasia na Maendeleo,chama_cha_demokrasia_na_maendeleo,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1603.jpg,
1704,Abdallah Ali Rashid,,,Civil United Front,civil_united_front,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1704.jpg,
1326,Abdallah Hamad Maida,,,Chama Cha Mapinduzi,chama_cha_mapinduzi,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1326.jpg,
1028,Abdallah Margareth Anna,,,Chama Cha Mapinduzi,chama_cha_mapinduzi,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1028.jpg,
1767,Abdulla Amour Amina,,,Civil United Front,civil_united_front,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1767.jpg,
1053,Abeid Ali Bahati,,,Chama Cha Mapinduzi,chama_cha_mapinduzi,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1053.jpg,
1648,Abood Mohamed Abdul-Aziz,,,Chama Cha Mapinduzi,chama_cha_mapinduzi,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1648.jpg,
1595,Abwao Aflah Chiku,,,Chama cha Demokrasia na Maendeleo,chama_cha_demokrasia_na_maendeleo,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1595.jpg,
1612,Ahmed Kassim Rukia,,,Civil United Front,civil_united_front,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1612.jpg,
1677,Akunaay Boay Mustapha,,,Chama cha Demokrasia na Maendeleo,chama_cha_demokrasia_na_maendeleo,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1677.jpg,
1709,Ali Haji Abdalla,,,Civil United Front,civil_united_front,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1709.jpg,
1722,Ali Haji Juma,,,Chama Cha Mapinduzi,chama_cha_mapinduzi,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1722.jpg,
1720,Ali Othman Juma,,,Chama Cha Mapinduzi,chama_cha_mapinduzi,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1720.jpg,
1728,Ali Salim Mbarouk,,,Civil United Front,civil_united_front,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1728.jpg,
1587,Ally Msafiri Sara,,,Chama Cha Mapinduzi,chama_cha_mapinduzi,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1587.jpg,
1652,Amar Nassor Hussein,,,Chama Cha Mapinduzi,chama_cha_mapinduzi,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1652.jpg,
1062,Ameir Khatib Kheri,,,Chama Cha Mapinduzi,chama_cha_mapinduzi,,National Assembly,4,,,http://www.parliament.go.tz/polis/images/Pictures/oll/1062.jpg,
