statement,id,name,start_date,end_date,wikidata
Q29068722-be565c47-4da5-a93f-dbbc-c94e950f29b2,14,14th National Assembly,2013-06-01,2018-07-25,Q29068722
Q56188367-b762637b-408d-b95d-1031-e983602523be,15,15th National Assembly,2018-08-13,2023-08-01,Q56188367
