id,type,end_date,name__en,name__ur,name__ca,start_date,name__sd,name__bn
Q58401623,constituency of the National Assembly of Pakistan,,NA-242 East Karachi-I,,,2018-05-03,,
Q58401625,constituency of the National Assembly of Pakistan,,NA-244 East Karachi-III,,,2018-05-03,,
Q58401627,constituency of the National Assembly of Pakistan,,NA-246 South Karachi-I,,,2018-05-03,,
Q58401632,constituency of the National Assembly of Pakistan,,NA-248 West Karachi-I,,,2018-05-03,,
Q58401634,constituency of the National Assembly of Pakistan,,NA-249 West Karachi-II,,,2018-05-03,,
Q58401638,constituency of the National Assembly of Pakistan,,NA-250 West Karachi-III,حلقہ این اے-250 (کراچی غربی 3),,2018-05-03,,
Q58401640,constituency of the National Assembly of Pakistan,,NA-251 West Karachi-IV,,,2018-05-03,,
Q58401641,constituency of the National Assembly of Pakistan,,NA-252 West Karachi-V,,,2018-05-03,,
Q58401651,constituency of the National Assembly of Pakistan,,NA-253 Central Karachi-I,,,2018-05-03,,
Q58401653,constituency of the National Assembly of Pakistan,,NA-254 Central Karachi-II,,,2018-05-03,,
Q58401655,constituency of the National Assembly of Pakistan,,NA-255 Central Karachi-III,,,2018-05-03,,
Q58401658,constituency of the National Assembly of Pakistan,,NA-256 Central Karachi-IV,,,2018-05-03,,
Q58401661,constituency of the National Assembly of Pakistan,,NA-257 Kila Saifullah-cum-zhob-cum-Sherani,,,2018-05-03,,
Q58401665,constituency of the National Assembly of Pakistan,,NA-258 Loralai-cum-Musakhel-cum-Ziarat-cum-Dukki-cum-Harnai,,,2018-05-03,,
Q58401667,constituency of the National Assembly of Pakistan,,NA-259 Dera Bhugti-cum-Kohlu-cum-Barkhan-cum-Sibi-cum-Lehri,,,2018-05-03,,
Q58401669,constituency of the National Assembly of Pakistan,,NA-260 Nasirabad-cum-kachi-cum-Jhal Magsi,,,2018-05-03,,
Q58401672,constituency of the National Assembly of Pakistan,,NA-263 Kila Abdullah,,,2018-05-03,,
Q58401684,constituency of the National Assembly of Pakistan,,NA-265 Quetta-II,,,2018-05-03,,
Q58401686,constituency of the National Assembly of Pakistan,,NA-267 Mastung-cum-Shahhed Sikandarabad-cum-Kalat,,,2018-05-03,,
Q58401689,constituency of the National Assembly of Pakistan,,NA-268 Chaghi-cum-Noshki-cum-Kharan,,,2018-05-03,,
Q58401694,constituency of the National Assembly of Pakistan,,NA-270 Panjgorh-cum-Washuk-cum-Awaran,,,2018-05-03,,
Q58401697,constituency of the National Assembly of Pakistan,,NA-1 Chitral,,,2018-05-03,,
Q58401699,constituency of the National Assembly of Pakistan,,NA-2 Swat-I,این اے-2 (سوات-1),,2018-05-03,,
Q58401701,constituency of the National Assembly of Pakistan,,NA-3 Swat-II,این اے-3 (سوات-2),,2018-05-03,,
Q58401702,constituency of the National Assembly of Pakistan,,NA-5 Upper Dir,,,2018-05-03,,
Q58401706,constituency of the National Assembly of Pakistan,,NA-6 Lower Dir-I,این اے-6 (دیر زیریں-1),,2018-05-03,,
Q58401717,constituency of the National Assembly of Pakistan,,NA-7 Lowe Dir-II,,,2018-05-03,,
Q58401719,constituency of the National Assembly of Pakistan,,NA-8 Malakand,این اے-8 (مالاکنڈ),,2018-05-03,,
Q58401722,constituency of the National Assembly of Pakistan,,NA-9 Buner,این اے-9 (بونیر),,2018-05-03,,
Q58401726,constituency of the National Assembly of Pakistan,,NA-10 Shangla,این اے-10 (شانگلہ),,2018-05-03,,
Q58401729,constituency of the National Assembly of Pakistan,,NA-11 Kohistan,این اے-11 (کوہستان),,2018-05-03,,
Q58401731,constituency of the National Assembly of Pakistan,,NA-12 Batgram,این اے-12 (بٹگرام),,2018-05-03,,
Q58401732,constituency of the National Assembly of Pakistan,,NA-13 Mansehra-I,این اے-13 (مانسہرہ-1),,2018-05-03,,
Q58401734,constituency of the National Assembly of Pakistan,,NA-14 Mansehra Tor Ghar,این اے-14 (مانسہرہ-2),,2018-05-03,,
Q58401738,constituency of the National Assembly of Pakistan,,NA-15 Abbotabad-I,این اے-15 (ایبٹ آباد-1),,2018-05-03,,
Q58401746,constituency of the National Assembly of Pakistan,,NA-16 Abbotabad-II,این اے-16 (ایبٹ آباد-2),,2018-05-03,,
Q58401750,constituency of the National Assembly of Pakistan,,NA-17 Haripur,این اے-17 (ہری پور),,2018-05-03,,
Q58401753,constituency of the National Assembly of Pakistan,,NA-18 Swabi-I,این اے-18 (صوابی-1),,2018-05-03,,
Q58401756,constituency of the National Assembly of Pakistan,,NA-19 Swabi-II,این اے-19 (صوابی-2),,2018-05-03,,
Q58401759,constituency of the National Assembly of Pakistan,,NA-20 Mardan-I,این اے-20 (مردان-1),,2018-05-03,,
Q58401762,constituency of the National Assembly of Pakistan,,NA-21 Mardan-II,این اے-21 (مردان-2),,2018-05-03,,
Q58401764,constituency of the National Assembly of Pakistan,,NA-22 Mardan-III,این اے-22 (مردان-3),,2018-05-03,,
Q58401767,constituency of the National Assembly of Pakistan,,NA-23 Charsada-I,این اے-23 (چارسدہ-1),,2018-05-03,,
Q58401771,constituency of the National Assembly of Pakistan,,NA-24 Charsada-II,این اے-24 (چارسدہ-2),,2018-05-03,,
Q58401779,constituency of the National Assembly of Pakistan,,NA-25 Nowshehra-I,حلقہ این اے۔25,,2018-05-03,,
Q58401781,constituency of the National Assembly of Pakistan,,NA-26 Nowshehra-II,این اے-26 (نوشہرہ-2),,2018-05-03,,
Q58401782,constituency of the National Assembly of Pakistan,,NA-27 Peshawar-I,این اے-27 (پشاور-1),,2018-05-03,,
Q58401785,constituency of the National Assembly of Pakistan,,NA-28 Peshawar-II,حلقہ این اے۔28، پشاور-2,,2018-05-03,,
Q58401787,constituency of the National Assembly of Pakistan,,NA-30 Peshawar-IV,این اے-30 (پشاور-4),,2018-05-03,,
Q58401790,constituency of the National Assembly of Pakistan,,NA-32 Kohat,,,2018-05-03,,
Q58401792,constituency of the National Assembly of Pakistan,,NA-33 Hangu,این اے-33 (ہنگو),,2018-05-03,,
Q58401793,constituency of the National Assembly of Pakistan,,NA-34 Karak,این اے-34 (کرک),,2018-05-03,,
Q58401797,constituency of the National Assembly of Pakistan,,NA-35 Bannu,این اے-35 (بنوں),,2018-05-03,,
Q58401806,constituency of the National Assembly of Pakistan,,NA-36 Lucky Marwat,این اے-36 (لکی مروت),,2018-05-03,,
Q58401808,constituency of the National Assembly of Pakistan,,NA-38 DI Khan-I,این اے-38 (ڈیرہ اسماعیل خان-1),,2018-05-03,,
Q58401811,constituency of the National Assembly of Pakistan,,NA-39 DI Khan-II,این اے-39 (ڈیرہ اسماعیل خان-2),,2018-05-03,,
Q58401814,constituency of the National Assembly of Pakistan,,NA 40 Bajaur-I,,,2018-05-03,,
Q58401818,constituency of the National Assembly of Pakistan,,NA 41 Bajaur-II,,,2018-05-03,,
Q58401819,constituency of the National Assembly of Pakistan,,NA 42 Mohmand,,,2018-05-03,,
Q58401821,constituency of the National Assembly of Pakistan,,NA 43 Khyber-I,,,2018-05-03,,
Q58401824,constituency of the National Assembly of Pakistan,,NA 44 Khyber-II,,,2018-05-03,,
Q58401826,constituency of the National Assembly of Pakistan,,NA 45 Kurram-I,,,2018-05-03,,
Q58401838,constituency of the National Assembly of Pakistan,,NA 46 Kurram-II,,,2018-05-03,,
Q58401841,constituency of the National Assembly of Pakistan,,NA 47 Orakzai,,,2018-05-03,,
Q58401843,constituency of the National Assembly of Pakistan,,NA 48 North Wazirastan,این اے-48 (قبائلی علاقہ-9),,2018-05-03,,
Q58401846,constituency of the National Assembly of Pakistan,,NA 49 South Wazirastan-I,,,2018-05-03,,
Q58401850,constituency of the National Assembly of Pakistan,,NA 50 South Wazirastan-II,,,2018-05-03,,
Q58401852,constituency of the National Assembly of Pakistan,,NA 51 FR Tribal Areas,این اے-51 (قبائلی علاقہ-12),,2018-05-03,,
Q58401853,constituency of the National Assembly of Pakistan,,NA 52 Islamabad-I,حلقہ این اے۔52 (اسلام آباد-1),,2018-05-03,,
Q58401855,constituency of the National Assembly of Pakistan,,NA 53 Islamabad-II,حلقہ این اے۔53 (اسلام آباد-2),,2018-05-03,,
Q58401858,constituency of the National Assembly of Pakistan,,NA 54 Islamabad-III,حلقہ این اے۔54 (اسلام آباد-3),,2018-05-03,,
Q58899089,constituency of the National Assembly of Pakistan,,reserved seats for Women in the National Assembly (Khyber Pukhtunkhwa),خواتین کے لیے مخصوص نشست,,,,মহিলাদের জন্য সংরক্ষিত আসন
Q58899189,constituency of the National Assembly of Pakistan,,reserved seat for Women in the National Assembly (Punjab),خواتین کے لیے مخصوص نشست,,,,মহিলাদের জন্য সংরক্ষিত আসন
Q58899207,constituency of the National Assembly of Pakistan,,reserved seat for Women in National Assembly (Sindh),خواتین کے لیے مخصوص نشست,,,,মহিলাদের জন্য সংরক্ষিত আসন
Q58899303,constituency of the National Assembly of Pakistan,,reserved seat for Women in the National Assembly (Balochistan),خواتین کے لیے مخصوص نشست,,,,মহিলাদের জন্য সংরক্ষিত আসন
