id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata
13d1c064-b725-4137-be32-1b4bbf2f2d89,Ay Khorn,Ay Khorn,,,,Cambodian People's Party,cambodian_people's_party,area/koh_kong_province,Koh Kong Province,National Assembly,5,,,,,
ebb1156b-48fd-45dd-8c11-1937ba47f074,Ban Sreymom,Ban Sreymom,,,,Cambodian People's Party,cambodian_people's_party,area/pailin_province,Pailin Province,National Assembly,5,,,,,
79dda67a-29ac-4237-a37c-dbf425d2f500,Bin Chhin,Bin Chhin,,,,Cambodian People's Party,cambodian_people's_party,area/prey_veng_province,Prey Veng Province,National Assembly,5,,,,male,Q28969538
0b96f213-5fb5-49ea-849a-3a932d6ebd29,Bou Lam,Bou Lam,,,,Cambodian People's Party,cambodian_people's_party,area/ratanakiri_province,Ratanakiri Province,National Assembly,5,,,,,
ac50fd90-a6a2-4889-8946-cb28d20bd1a2,Cham Prasidh,Cham Prasidh,,,,Cambodian People's Party,cambodian_people's_party,area/kep_province,Kep Province,National Assembly,5,,,https://upload.wikimedia.org/wikipedia/commons/3/36/Cham_Prasith_UNIDO.jpg,male,Q5069253
e2a3cf63-7e45-4146-8405-73786b2da99f,Chan Cheng,Chan Cheng,,,,Cambodia National Rescue Party,cambodia_national_rescue_party,area/kandal_province,Kandal Province,National Assembly,5,,,,male,Q5070292
30311f2d-f090-49ad-a620-22ae843a435f,Chan Yoeun,Chan Yoeun,,,,Cambodian People's Party,cambodian_people's_party,area/mondulkiri_province,Mondulkiri Province,National Assembly,5,,,,,
10151a7a-81c8-4e1c-a74c-441a26166847,Chay Saing Yun,Chay Saing Yun,,,,Cambodian People's Party,cambodian_people's_party,area/kampot_province,Kampot Province,National Assembly,5,,,,male,Q5088596
ee6bf702-f6f2-40a2-965f-a7222e458b2b,Chea Poch,Chea Poch,,,,Cambodia National Rescue Party,cambodia_national_rescue_party,area/kampot_province,Kampot Province,National Assembly,5,,,,male,Q5088784
80174cfa-0716-4d87-8553-60b79e03d322,Chea Sim,Chea Sim,,,,Cambodian People's Party,cambodian_people's_party,area/phnom_penh_province,Phnom Penh Province,National Assembly,5,,,https://upload.wikimedia.org/wikipedia/commons/3/39/Chea_Sim.jpg,male,Q1068666
f9892d24-7f58-4d1f-9725-172c58290023,Chea Sophara,Chea Sophara,,,,Cambodian People's Party,cambodian_people's_party,area/kampong_cham_province,Kampong Cham Province,National Assembly,5,,,,,
9efa0d9c-8b68-468b-b145-aed269bef04a,Cheam Channy,Cheam Channy,,,,Cambodia National Rescue Party,cambodia_national_rescue_party,area/kampong_thom_province,Kampong Thom Province,National Assembly,5,,,,male,Q5088824
4b777338-20d8-4b98-992a-2d55689e66fb,Cheam Yeap,Cheam Yeap,,,,Cambodian People's Party,cambodian_people's_party,area/prey_veng_province,Prey Veng Province,National Assembly,5,,,,,
7ddbe7a7-384e-424b-aa68-321910879f47,Chev Kimheng,Chev Kimheng,,,,Cambodian People's Party,cambodian_people's_party,area/sihanouk_ville_province,Sihanouk Ville Province,National Assembly,5,,,,,
4029ae5c-b089-4353-b200-4c75878c68ca,Chhay Than,Chhay Than,,,,Cambodian People's Party,cambodian_people's_party,area/kampong_speu_province,Kampong Speu Province,National Assembly,5,,,,,
92b9d140-4c95-4200-b124-8870063be355,Chhim Ma,Chhim Ma,,,,Cambodian People's Party,cambodian_people's_party,area/siem_reap_province,Siem Reap Province,National Assembly,5,,,,,
761e5fc9-f962-4798-a0cb-87e15af700a2,Chhun Sarim,Chhun Sarim,,,,Cambodian People's Party,cambodian_people's_party,area/svay_rieng_province,Svay Rieng Province,National Assembly,5,,,,,
68bc26de-6d0a-4e2c-96b7-d7c1fe64c31d,Chiv Kata,Chiv Kata,,,,Cambodia National Rescue Party,cambodia_national_rescue_party,area/kampong_cham_province,Kampong Cham Province,National Assembly,5,,,,,
