id,name,position_id,position,label,start_date,end_date,ordinal
Q10357381,Ramón Prieto Bances,Q10357381-4771590a-43ff-626c-51dc-9c73772cb534,Q33021757,Q33021757,,,0
Q10819,Mariano Rajoy,Q10819-9250E696-60D8-4375-A27F-D537FA636351,Q26248440,Minister of the Interior,2001-02-27,2002-07-10,0
Q10819,Mariano Rajoy,Q10819-30813548-B1EA-45B1-97E4-A72505486D45,Q3113035,Deputy Prime Minister of Spain,2000-04-27,2003-09-04,0
Q10819,Mariano Rajoy,Q10819-fe004753-44c3-5abb-9cb7-3887aab820f8,Q43120886,Q43120886,2000-04-27,2001-02-27,0
Q10819,Mariano Rajoy,Q10819-8abcf4cd-47d1-930f-b88a-f89796e13ee8,Q43120886,Q43120886,2002-09-10,2003-09-04,0
Q10819,Mariano Rajoy,Q10819-1213f660-4020-a6f1-ce77-050c210e950d,Q43147735,Q43147735,1999-01-19,2000-04-27,0
Q10819,Mariano Rajoy,Q10819-8aa59099-44b2-7d62-054d-9ad3e866e98f,Q43157412,Q43157412,1996-05-06,1999-01-19,0
Q10819,Mariano Rajoy,q10819-A20FE562-6D13-4218-9566-12CCBCF9AFC3,Q844587,Prime Minister of Spain,2011-12-21,2018-06-02,0
Q11681285,Eduardo Cobián,Q11681285-1A3DE9F4-AF04-4C3D-BAA5-FFC808AB9B48,Q15895305,Minister of the Navy,,,0
Q11917597,Dolors Montserrat i Montserrat,Q11917597-8bf26c74-40a2-cab0-b9e7-33b177fd8190,Q43184108,Q43184108,,,0
Q1268476,Félix Pons,Q1268476-694513A8-6931-4B7C-B2E4-1DDF3EA5FB4F,Q43151946,Q43151946,,,0
Q127349,José Echegaray,Q127349-1162991a-424f-9e29-0b29-01d5cee3fbec,Q16871885,Minister of Public Works of Spain,1870-01-12,1871-01-05,0
Q127349,José Echegaray,Q127349-3bf6e7e3-4b03-8b51-820e-12ee6308b3ac,Q26262735,Minister of the Treasury of Spain,1872-12-21,,0
Q127349,José Echegaray,Q127349-afe4d04a-43f8-ae40-e1da-7655924dfd51,Q26262735,Minister of the Treasury of Spain,1874-05-01,1874-05-13,0
Q127349,José Echegaray,Q127349-07ac5ef8-4875-de6b-a316-eda0b021d212,Q26262735,Minister of the Treasury of Spain,1905-07-20,1905-03-12,0
Q1297890,Jorge Fernández Díaz,Q1297890-536eb5e4-4106-4183-bc50-3d91fadfda72,Q26248440,Minister of the Interior,2011-12-22,2016-11-04,0
Q1311580,José Bono Martínez,Q1311580-c5f17225-4ae7-6e95-4000-29d70b4ed273,Q26227641,Defence Minister of Spain,2004-04-18,2006-04-11,0
Q1367062,"José María de Areilza, Count of Motrico",Q1367062-e7aba512-4375-1a14-e2a0-14727d115cb6,Q32969906,Q32969906,1975-12-11,1976-07-07,0
Q1371413,José María Calatrava y Peinado,Q1371413-e012d3e1-4cfb-10b7-4ded-cff690cb3550,Q32969013,Q32969013,,,0
Q138416,Carme Chacón,Q138416-77ce6305-4be8-25fa-5b6e-c674d2ed9d15,Q29346735,Minister of Defence,2008-04-14,2011-12-22,0
Q1403647,Bernardo Giner de los Ríos,Q1403647-fb1f4622-4d5c-ba74-4b35-a21b687650a5,Q16871885,Minister of Public Works of Spain,,,0
Q154855,Javier Solana,Q154855-dc25e1b1-48d7-2e91-a531-f6fc8116d2ad,Q25672112,Foreign Minister,1992-06-24,1995-12-19,0
Q156799,Felipe González,Q156799-CB64DD6A-CD7E-4CAF-A7EA-46AFEC8BE5F5,Q844587,Prime Minister of Spain,1982-12-02,1996-05-04,0
Q15892145,Ángel Aznar y Butigieg,Q15892145-375e124a-4837-ac53-751b-0c47788e133a,Q15895369,Minister of War,1910-02-09,1911-04-03,0
Q15895252,Ramón Auñón y Villalón,Q15895252-73c6dc4f-4833-eee3-9d98-2133e544c405,Q15895305,Minister of the Navy,1898-05-18,1899-03-04,0
Q1690734,Joan Clos i Matheu,Q1690734-0e32e91e-4f4f-0ad4-e8ec-f7a8d71c826b,Q47273791,Q47273791,2006-09-08,2008-04-13,0
Q18338406,Francisco de Luxán,Q18338406-0297dd48-4ad6-effa-0d7e-ca453c53d085,Q16871885,Minister of Public Works of Spain,,,0
Q186666,Santiago Casares Quiroga,Q186666-4c82db5b-4186-6b3f-e70d-f4198543910b,Q57292122,minister of Spain,,,0
Q1892914,Ernest Lluch,Q1892914-67b26fbf-47a7-5be4-4814-07eac4ddb0c6,Q43304716,Q43304716,1982-12-03,1986-07-25,0
Q214367,Adolfo Suárez,Q214367-7667CE36-B1FC-49F1-A3C5-384618EA969B,Q844587,Prime Minister of Spain,1976-07-03,1981-02-25,0
Q2223607,Juan Ignacio Zoido,Q2223607-0c58d654-4e63-1b75-1bd0-35f892e993d2,Q26248440,Minister of the Interior,2016-11-04,2018-06-07,0
Q2235846,Miguel Maura,Q2235846-c7df7bfe-44d6-7c2c-4fb8-22725c896897,Q32962765,Minister of Government,,,0
Q240104,María Teresa Fernández de la Vega,Q240104-B821DD90-89A3-4F9C-8B4B-02C108F3C7D5,Q37936537,Vicepresidente primero del Gobierno de España,2004-04-18,2010-10-21,0
Q240104,María Teresa Fernández de la Vega,Q240104-f73b2433-4072-9059-099c-12125e479392,Q43120886,Q43120886,2004-04-18,2010-10-21,0
Q259692,Juan Alberto Belloch,Q259692-4d0aba98-4f84-b914-e293-71ccf5b56a43,Q24279063,Minister of Justice,1993-07-14,1996-05-06,0
Q259692,Juan Alberto Belloch,Q259692-5b3cd356-4288-d2fd-67e9-22f467761764,Q26248440,Minister of the Interior,1994-05-05,1996-05-06,0
Q260218,Trinidad Jiménez,Q260218-a8b8a676-4fed-a2fb-bc46-2a6ed66fa1d2,Q26262159,Minister of Foreign Affairs of Spain,2010-10-21,2011-12-22,0
Q260218,Trinidad Jiménez,Q260218-621f44fa-46b0-0088-0752-ed69fb5a9137,Q45140838,Minister of Health and Social Policy,2009-04-07,2010-10-21,0
Q2612928,Celia Villalobos,Q2612928-0f191765-4f85-5960-b195-b65183743db5,Q43304716,Q43304716,2000-04-27,2002-07-10,0
Q2614472,Carmen Calvo Poyato,Q2614472-c0440b24-46e1-6547-2b53-edd33d36943a,Q2621182,culture minister,2004-04-18,2007-07-06,0
Q2614472,Carmen Calvo Poyato,Q2614472-4a5e5258-4631-4b80-9ad6-a955ac315e62,Q43120886,Q43120886,2018-06-07,,0
Q2628231,Ángel Acebes,Q2628231-fe281c6b-4346-c40a-dd61-bc351f868cf3,Q24279063,Minister of Justice,2000-04-27,2002-07-10,0
Q2628231,Ángel Acebes,Q2628231-20ae9ca8-4baf-58e5-c203-a23090a98254,Q26248440,Minister of the Interior,2002-07-10,2004-04-18,0
Q2628231,Ángel Acebes,Q2628231-af4036b2-490a-42e7-c7b4-5296b4d9aff8,Q43157412,Q43157412,1999-01-18,2000-04-27,0
Q2638079,Manuel Gutiérrez Mellado,Q2638079-76E9C745-ACD0-4CB3-9EE1-7EB7ABF858CC,Q3113035,Deputy Prime Minister of Spain,,,0
Q266114,Elena Salgado,Q266114-b0e68c27-4efc-fad1-5782-2020f14fb9cc,Q25513965,Minister of Economy and Finance,2009-04-07,2011-12-21,0
Q266114,Elena Salgado,Q266114-981b76fb-44c0-239c-1ecb-b203110b93fe,Q25513972,Minister for Public Administration,,,0
Q266114,Elena Salgado,Q266114-efc559c0-4763-1a71-f781-0698bdb16852,Q25513975,Minister of Health,,,0
Q266114,Elena Salgado,Q266114-5bd112df-4133-5f01-5b97-1452fe25ad96,Q3113035,Deputy Prime Minister of Spain,2011-07-11,2011-12-21,0
