id,wikidata
5f88403f-aad2-41f4-b034-b38635af69a9,Q1579466
3cbd676a-cadc-4a03-88eb-13ce208ff206,Q970952
6b674ace-d328-444d-aa99-c97ad6a6df7e,Q538272
4e74ee9c-5f4a-46cf-8233-913555bdcffe,Q7140524
d2c8a9c2-1e58-4b8f-9123-24253e1ddbf9,Q5255838
f9592c16-2d74-44a6-86b0-fbba824b830f,Q6036212
8d8bce32-ee56-467c-b794-69064993107b,Q2689839
