id,wikidata
vmro-dpmne,Q945717
democratic_union_for_integration,Q1186346
democratic_party_of_albanians,Q1785240
democratic_union,Q2642915
democratic_renewal_of_macedonia,Q2705789
socialist_party_of_macedonia,Q2491139
union_of_roma_of_macedonia,Q7886701
democratic_party_of_serbs_in_macedonia,Q3621311
liberal_-_democratic_party,Q683845
grom,Q16738440
democratic_part_of_the_turks_in_macedonia,Q3393359
independent_members,Q327591
party_for_democratic_action_of_macedonia,Q1132677
democratic_party_of_turks_in_macedonia,Q3393359
liberal_democratic_party,Q683845
movement_besa,Q19604442
new_social_democratic_party,Q2705468
party_for_european_future,Q3111716
party_for_movement_of_the_turks_in_macedonia,Q31360837
party_for_the_total_emancipation_of_roma,Q18386841
party_of_united_pensioners_and_citizens_of_macedonia,Q31360936
serbian_party_of_macedonia,Q31360964
social_democratic_union_of_macedonia,Q160188
"“alliance_of_albanians”_coalition_(dr-adp,_uniteti,_ndp)",Q31360446
