id,wikidata
1b2b9a95-8ea3-444b-97eb-2f4f89f65147,Q1164022
6ee9dfc5-9a55-4400-be8e-652cb6204dfc,Q1164022
9179fded-278e-46d8-892f-0d1939aa2c13,Q1164022
fc949e31-c494-498c-bbfe-c93fdf8d28dd,Q1164022
e11a7642-0ca2-485a-95aa-26cf36d7a099,Q1164022
d83a0f95-e776-4ee2-b0be-59530e4adbb4,Q1186316
0904bc75-8789-4bdf-9888-24897ae46146,Q1186316
eed90e4f-831d-4b5b-b566-8813cbfba734,Q1186316
2a115ade-28a9-4d99-802e-03aac66c2391,Q1186316
164e5aba-b694-4142-a5e3-919bca1e0a5c,Q1186316
14935332-d03f-4ef7-8aa0-bb35783b56ec,Q29534
e5fc4fca-3b10-48ec-9f3b-84498ceb5815,Q29534
4b65de69-6635-49f5-a5e3-c4215e5128c4,Q1265971
e451c398-6b5d-437f-9302-5667505afbff,Q1265971
b59bfdcc-afee-4796-ad99-d98339eba675,Q1265971
fef8e653-6d03-4516-af7f-168a6cbd3837,Q1265971
0d784f4b-dac8-450d-96fd-bff2cfac1c77,Q1265971
68f5b53d-1a40-464f-a42a-9fb9211ff03a,Q22205328
bef8a2f8-6662-4d7f-8bb2-aabafd42212e,Q15859034
21c44672-659a-493b-84af-5a912b5d0cdd,Q1511179
5d796cdd-0944-4e2d-ac02-e0ec4399a759,Q6016749
43a52e5f-8968-4934-af13-b79f0a9cedec,Q6016749
25ba9401-4fac-4629-8cad-90b24d382f1e,Q2264634
d6190034-3332-4e62-8e1d-1a9756285cdb,Q420115
b8587d8c-48fa-486e-b428-4ec2e5f51988,Q420115
ee5e2d1f-195f-451f-98c2-5d47d32c2953,Q3256473
8b605ead-ce82-4504-ab1f-257e3e589435,Q3118788
9902f6d8-1a6c-4d0c-ae6c-b6b955d9b044,Q3118788
