id,name,position,start_date,end_date,type
ee92b293-bd82-4423-9d32-8028d8e61e8f,GENTILONI SILVERI Paolo,Minister of Communications,2006-05-17,2008-05-08,cabinet
ee92b293-bd82-4423-9d32-8028d8e61e8f,GENTILONI SILVERI Paolo,Minister of Foreign Affairs,2014-10-31,2016-12-12,cabinet
ee92b293-bd82-4423-9d32-8028d8e61e8f,GENTILONI SILVERI Paolo,Prime Minister of Italy,2016-12-12,,cabinet
625b634a-62a4-4a33-890d-a518ab4e5ecf,CARROZZA Maria Chiara,"Minister of Education, Universities and Research",2013-04-28,2014-02-22,cabinet
ebeef87a-a043-4463-83b5-59c02075dcc6,CATANIA Mario,Italian Minister of Agriculture,2011-11-16,2013-03-16,cabinet
784c5a2f-9c3c-402c-8f13-b0e0220c3c4a,ROMANO Francesco Saverio,Italian Minister of Agriculture,2011-03-23,2011-11-23,cabinet
0c5c1303-2f64-4515-906d-a6c73f8a075a,ORLANDO Andrea,Minister of Justice,2014-02-22,,cabinet
a487cf79-ac22-430d-9b8a-e3eb9eaef1e2,MOGHERINI Federica,Minister of Foreign Affairs,2014-02-22,2014-10-31,cabinet
5b9d027e-9d2d-4448-9a74-ac021f423779,GELMINI Mariastella,"Minister of Education, Universities and Research",2008-05-08,2011-11-16,cabinet
3c2565da-43f0-4f12-a027-7c6b28acae5d,BERSANI Pier Luigi,Minister of Economic Development,1996-05-17,1999-12-22,cabinet
3c2565da-43f0-4f12-a027-7c6b28acae5d,BERSANI Pier Luigi,Minister of Economic Development,2006-05-17,2008-05-08,cabinet
3c2565da-43f0-4f12-a027-7c6b28acae5d,BERSANI Pier Luigi,Italian Minister of Transports and Infrastructures,1999-12-22,2001-06-11,cabinet
f2822a75-4378-486e-9e01-189c8fb13a23,BOSSI Umberto,Minister of Federal Reforms,2001-06-11,2004-07-19,cabinet
f2822a75-4378-486e-9e01-189c8fb13a23,BOSSI Umberto,Minister of Federal Reforms,2008-05-08,2011-11-16,cabinet
c3ef8d1d-3eb8-4674-991c-8de3d96ccb7c,ALFANO Angelino,Italian Minister of the Interior,2013-04-28,"",cabinet
c3ef8d1d-3eb8-4674-991c-8de3d96ccb7c,ALFANO Angelino,Minister of Justice,2008-05-08,2011-07-27,cabinet
d4a37491-1d46-4492-ab45-c7f061de8ace,LETTA Enrico,Prime Minister of Italy,2013-04-28,2014-02-21,cabinet
6a18b432-8ade-4bc6-bb2e-d42cbd4cfac8,GALAN Giancarlo,Italian Minister of Agriculture,2010-04-16,2011-03-16,cabinet
