id,name,position_id,position,label,start_date,end_date,ordinal
Q1060949,Muhyiddin Yassin,Q1060949-6dc86a37-4044-962c-6a58-7c2bd96b87cb,Q5261073,Deputy Prime Minister of Malaysia,2009-04-10,2015-07-28,0
Q181383,Mahathir Mohamad,Q181383-6845b35b-4980-2a09-5ff5-50dc8797833a,Q20449744,Minister of Defence,1981-07-18,1986-05-06,0
Q181383,Mahathir Mohamad,Q181383-E9E01693-5C43-47C0-9AE3-46D0430419E0,Q23939417,Minister of Home Affairs,1986-05-08,1999-01-08,0
Q181383,Mahathir Mohamad,Q181383-563B7FC6-ABA6-4D89-99A4-3FA67AB19005,Q5261073,Deputy Prime Minister of Malaysia,1976-03-05,1981-07-16,0
Q181383,Mahathir Mohamad,Q181383-84318F2B-8CD6-41A7-8263-38816F5C4C62,Q862559,Prime Minister of Malaysia,1981-07-16,2003-10-31,0
Q181383,Mahathir Mohamad,Q181383-7785eabd-414f-d128-36c6-c72aa0c365e7,Q862559,Prime Minister of Malaysia,2018-05-10,,0
Q4670201,Abu Hassan Omar,Q4670201-54F5E11B-4C04-4D2E-842A-89FB3B821755,Q30601355,Minister of Foreign Affairs,1987-05-20,1991-03-14,0
Q468579,Wan Azizah Wan Ismail,Q468579-4174bfe6-4a00-3f59-3c57-f3dc71dfe41b,Q5261073,Deputy Prime Minister of Malaysia,2018-05-21,,0
Q4695503,Ahmad Zahid Hamidi,Q4695503-1c90d871-4a06-5a69-d6c2-3c96f425ce5e,Q20449744,Minister of Defence,2009-04-10,2013-05-16,0
Q4695503,Ahmad Zahid Hamidi,Q4695503-028da6b5-412a-e198-4641-f2bf2fa14f0b,Q23939417,Minister of Home Affairs,2013-05-16,,0
Q4695503,Ahmad Zahid Hamidi,Q4695503-5ba5e2d0-426d-b5b4-b8ab-9ec527327375,Q5261073,Deputy Prime Minister of Malaysia,2015-07-29,2018-05-10,0
Q4764583,Anifah Aman,Q4764583-DD1A92E6-E2E8-4AA5-B7BF-3E555B7B9C6D,Q30601355,Minister of Foreign Affairs,2009-04-09,2018-05-10,0
Q57675,Najib Razak,Q57675-d4d29c60-45a5-5a76-8acd-1a6c09f4cb63,Q20449744,Minister of Defence,,,0
Q57675,Najib Razak,Q57675-0C338380-85E9-4BC9-A46E-A26199356ED6,Q5261073,Deputy Prime Minister of Malaysia,2008-01-07,2009-04-03,9
Q57675,Najib Razak,Q57675-9E114BEF-FE46-4BAB-80B5-83A96F423380,Q862559,Prime Minister of Malaysia,2009-04-03,2018-05-10,6
Q5772615,Hishammuddin Hussein,Q5772615-08555725-FD32-4685-98E8-2AD6E2259774,Q20449744,Minister of Defence,,,0
