id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata,wikidata_group,wikidata_area
4bf66062-29e2-4cc6-88e7-7f761548d300,Alain FERRY,Alain FERRY,,,,Apparenté Union pour la majorité présidentielle,apparenté_union_pour_la_majorité_présidentielle,area/bas-rhin,Bas-Rhin,Assemblée nationale,12,,,http://www.assemblee-nationale.fr/13/tribun/photos/1304.jpg,male,Q2829803,,
8ce8bcf4-a9b9-4ec5-af29-5813b275fb72,Alain Gest,Alain Gest,,Alain_Gest,,Union pour la majorité présidentielle,union_pour_la_majorité_présidentielle,area/somme,Somme,Assemblée nationale,12,,,http://www2.assemblee-nationale.fr/static/tribun/14/photos/1466.jpg,male,Q2829853,Q173152,
649e4b6c-fb09-4712-98a0-874f6a77d959,Alain JOYANDET,Alain JOYANDET,,,,Union pour la majorité présidentielle,union_pour_la_majorité_présidentielle,area/haute-saône,Haute-Saône,Assemblée nationale,12,,,http://www.assemblee-nationale.fr/13/tribun/photos/1744.jpg,male,Q2829945,Q173152,
b54bf5f6-a17d-4b03-bfa3-82926927e00b,Alain Suguenot,Alain Suguenot,,A_Suguenot,,Union pour la majorité présidentielle,union_pour_la_majorité_présidentielle,area/côte-d'or,Côte-d'Or,Assemblée nationale,12,,,http://www2.assemblee-nationale.fr/static/tribun/14/photos/2775.jpg,male,Q2830299,Q173152,
d81f2f1e-cec9-4152-9df3-a3f9dfe0fce2,Alain Vidalies,Alain Vidalies,,AVidalies,,Socialiste,socialiste,area/landes,Landes,Assemblée nationale,12,,,http://www2.assemblee-nationale.fr/static/tribun/14/photos/2912.jpg,male,Q1393874,Q170972,
8812427f-61e6-4f62-8886-a7dcedaf0877,Alfred TRASSY-PAILLOGUES,Alfred TRASSY-PAILLOGUES,,,,Union pour la majorité présidentielle,union_pour_la_majorité_présidentielle,area/seine-maritime,Seine-Maritime,Assemblée nationale,12,,,http://www.assemblee-nationale.fr/13/tribun/photos/2832.jpg,male,Q2835495,Q173152,
b60dbe44-0e80-45cf-9cae-3f44c964f680,André Chassaigne,André Chassaigne,,AndreChassaigne,,Communistes et républicains,communistes_et_républicains,area/puy-de-dôme,Puy-de-Dôme,Assemblée nationale,12,,,http://www2.assemblee-nationale.fr/static/tribun/14/photos/267306.jpg,male,Q517765,,
d7cd91c1-bd66-4201-b260-81060c43ac2e,André VALLINI,André VALLINI,,,,Socialiste,socialiste,area/isère,Isère,Assemblée nationale,12,,,http://www.assemblee-nationale.fr/13/tribun/photos/2870.jpg,male,Q2848745,Q170972,
4e709d15-2721-4920-b05e-52812846b984,Annick Lepetit,Annick Lepetit,,annick_lepetit,,Socialiste,socialiste,area/paris,Paris,Assemblée nationale,12,,,http://www2.assemblee-nationale.fr/static/tribun/14/photos/267965.jpg,female,Q2851591,Q170972,
ba6a42ab-130f-4dea-80a0-025078604af7,Antoine Herth,Antoine Herth,,antoineherth,,Apparenté Union pour la majorité présidentielle,apparenté_union_pour_la_majorité_présidentielle,area/bas-rhin,Bas-Rhin,Assemblée nationale,12,,,http://www2.assemblee-nationale.fr/static/tribun/14/photos/267355.jpg,male,Q2854054,,
