id,name,faction,area,area_id,term,source,sort_name,image,birth_date,email,start_date,end_date
12,ANTAL István,UDMR,HARGHITA,21,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=12&cam=2&leg=2012&idl=2,Antal István,http://www.cdep.ro/parlamentari/l2012/Antal_Istvan.jpg,1948-06-23,"",,
120,Georgică DUMITRU,ALDE,DÂMBOVIŢA,16,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=120&cam=2&leg=2012&idl=2,Dumitru Georgică,http://www.cdep.ro/parlamentari/l2012/Dumitru_Georgica.jpg,1964-03-31,"",,
121,Ioana-Jenica DUMITRU,PSD,ARGEŞ,3,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=121&cam=2&leg=2012&idl=2,Dumitru Ioana-Jenica,http://www.cdep.ro/parlamentari/l2012/Dumitru_Ioana_Jenica.jpg,1970-08-01,"",,2016-07-01
122,Ovidiu-Ioan DUMITRU,PNL,BUCUREŞTI,42,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=122&cam=2&leg=2012&idl=2,Dumitru Ovidiu-Ioan,http://www.cdep.ro/parlamentari/l2012/Dumitru_Ovidiu_Ioan.jpg,1980-10-29,"",,
123,Mircea DUŞA,PSD,HARGHITA,21,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=123&cam=2&leg=2012&idl=2,Duşa Mircea,http://www.cdep.ro/parlamentari/l2012/Dusa_Mircea.jpg,1955-04-01,"",,
124,Gheorghe EMACU,UNPR,IAŞI,24,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=124&cam=2&leg=2012&idl=2,Emacu Gheorghe,http://www.cdep.ro/parlamentari/l2012/Emacu_Gheorghe.jpg,1958-10-13,"",,
125,Marian ENACHE,non-attached,NEAMŢ,29,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=125&cam=2&leg=2012&idl=2,Enache Marian,http://www.cdep.ro/parlamentari/l2012/Enache_Marian.jpg,1954-05-05,"",,2016-07-12
126,Constantin-Cosmin ENEA,PSD,DOLJ,17,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=126&cam=2&leg=2012&idl=2,Enea Constantin-Cosmin,http://www.cdep.ro/parlamentari/l2012/Enea_Constantin_Cosmin.jpg,1979-10-14,"",,2016-12-05
127,Ion EPARU,non-attached,PRAHOVA,31,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=127&cam=2&leg=2012&idl=2,Eparu Ion,http://www.cdep.ro/parlamentari/l2012/Eparu_Ion.jpg,1952-06-06,"",,
128,ERDEI DOLÓCZKI István,UDMR,SATU-MARE,32,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=128&cam=2&leg=2012&idl=2,Erdei Dolóczki István,http://www.cdep.ro/parlamentari/l2012/Erdei_Doloczi_Istvan.jpg,1955-05-01,"",,
129,FEJÉR László-Ődőn,UDMR,COVASNA,15,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=129&cam=2&leg=2012&idl=2,Fejér László-Ődőn,http://www.cdep.ro/parlamentari/l2012/Fejer_Laszlo_Odon.jpg,1961-11-11,"",,
13,Marin ANTON,PNL,GIURGIU,19,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=13&cam=2&leg=2012&idl=2,Anton Marin,http://www.cdep.ro/parlamentari/l2012/Anton_Marin.jpg,1960-05-08,"",,
130,Cătălin-Daniel FENECHIU,PNL,BUCUREŞTI,42,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=130&cam=2&leg=2012&idl=2,Fenechiu Cătălin-Daniel,http://www.cdep.ro/parlamentari/l2012/Fenechiu_Catalin_Daniel.jpg,1969-11-20,"",,
131,Relu FENECHIU,PNL,IAŞI,24,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=131&cam=2&leg=2012&idl=2,Fenechiu Relu,http://www.cdep.ro/parlamentari/l2012/Fenechiu_Relu.jpg,1965-07-03,"",,2014-01-30
132,Gheorghe FIRCZAK,Minoritati,"","",7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=132&cam=2&leg=2012&idl=2,Firczak Gheorghe,http://www.cdep.ro/parlamentari/l2012/Firczak_Gheorghe.jpg,1955-06-10,"",,
133,Damian FLOREA,ALDE,BUCUREŞTI,42,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=133&cam=2&leg=2012&idl=2,Florea Damian,http://www.cdep.ro/parlamentari/l2012/Florea_Damian.jpg,1965-07-12,"",,
134,Daniel FLOREA,PSD,CĂLĂRAŞI,12,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=134&cam=2&leg=2012&idl=2,Florea Daniel,http://www.cdep.ro/parlamentari/l2012/Florea_Daniel.jpg,1972-09-19,"",,2016-06-27
135,Nuţu FONTA,UNPR,MARAMUREŞ,26,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=135&cam=2&leg=2012&idl=2,Fonta Nuţu,http://www.cdep.ro/parlamentari/l2012/Fonta_Nutu.jpg,1963-08-27,"",,
136,Gheorghe FRĂTICIU,non-attached,SIBIU,34,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=136&cam=2&leg=2012&idl=2,Frăticiu Gheorghe,http://www.cdep.ro/parlamentari/l2012/Fraticiu_Gheorghe.jpg,1958-12-06,"",,
137,Constantin GALAN,PNL,SUCEAVA,35,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=137&cam=2&leg=2012&idl=2,Galan Constantin,http://www.cdep.ro/parlamentari/l2012/Galan_Constantin.jpg,1956-12-17,"",,
138,Ovidiu Victor GANŢ,Minoritati,"","",7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=138&cam=2&leg=2012&idl=2,Ganţ Ovidiu Victor,http://www.cdep.ro/parlamentari/l2012/Gant_Ovidiu_Victor.jpg,1966-08-18,"",,
139,Graţiela Leocadia GAVRILESCU,ALDE,PRAHOVA,31,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=139&cam=2&leg=2012&idl=2,Gavrilescu Graţiela Leocadia,http://www.cdep.ro/parlamentari/l2012/Gavrilescu_Gratiela_Leocadia.jpg,1966-06-24,"",,
14,Roxana-Florentina ANUŞCA,PNL,BOTOŞANI,7,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=14&cam=2&leg=2012&idl=2,Anuşca Roxana-Florentina,http://www.cdep.ro/parlamentari/l2012/Anusca_Roxana.jpg,1976-04-14,"",,
140,Mihăiţă GĂINĂ,PSD,IALOMIŢA,23,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=140&cam=2&leg=2012&idl=2,Găină Mihăiţă,http://www.cdep.ro/parlamentari/l2012/Gaina_Mihaita.jpg,1961-09-17,"",,
141,Florian Daniel GEANTĂ,PSD,BUCUREŞTI,42,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=141&cam=2&leg=2012&idl=2,Geantă Florian Daniel,http://www.cdep.ro/parlamentari/l2012/Geanta_Florian_Daniel.jpg,1969-08-24,"",,
142,Andrei Dominic GEREA,ALDE,ARGEŞ,3,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=142&cam=2&leg=2012&idl=2,Gerea Andrei Dominic,http://www.cdep.ro/parlamentari/l2012/Gerea_Andrei_Dominic.jpg,1968-09-08,"",,
143,Florin GHEORGHE,PSD,CONSTANŢA,14,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=143&cam=2&leg=2012&idl=2,Gheorghe Florin,http://www.cdep.ro/parlamentari/l2012/Gheorghe_Florin.jpg,1978-12-15,"",,
144,Tinel GHEORGHE,PNL,IALOMIŢA,23,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=144&cam=2&leg=2012&idl=2,Gheorghe Tinel,http://www.cdep.ro/parlamentari/l2012/Gheorghe_Tinel.jpg,1964-01-22,"",,
145,Giureci-Slobodan GHERA,Minoritati,"","",7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=145&cam=2&leg=2012&idl=2,Ghera Giureci-Slobodan,http://www.cdep.ro/parlamentari/l2012/Ghera_Giureci_Slobodan.jpg,1979-04-15,"",,
146,Sebastian-Aurelian GHIŢĂ,PSD,PRAHOVA,31,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=146&cam=2&leg=2012&idl=2,Ghiţă Sebastian-Aurelian,http://www.cdep.ro/parlamentari/l2012/Ghita_Sebastian.jpg,1978-11-10,"",,
147,Marian GHIVECIU,PSD,BUZĂU,10,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=147&cam=2&leg=2012&idl=2,Ghiveciu Marian,http://www.cdep.ro/parlamentari/l2012/Ghiveciu_Marian.jpg,1969-04-15,"",,2015-09-29
148,Dumitru-Verginel GIREADĂ,PNL,BOTOŞANI,7,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=148&cam=2&leg=2012&idl=2,Gireadă Dumitru-Verginel,http://www.cdep.ro/parlamentari/l2012/Gireada_Dumitru_Verginel.jpg,1968-10-03,"",,
149,Dinu GIURESCU,ALDE,BUCUREŞTI,42,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=149&cam=2&leg=2012&idl=2,Giurescu Dinu,http://www.cdep.ro/parlamentari/l2012/Giurescu_Dinu.jpg,1927-02-15,"",,2014-05-12
15,Sanda-Maria ARDELEANU,PNL,SUCEAVA,35,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=15&cam=2&leg=2012&idl=2,Ardeleanu Sanda-Maria,http://www.cdep.ro/parlamentari/l2012/Ardeleanu_Sanda_Maria.jpg,1954-08-10,"",,
150,Vasile Ghiorghe GLIGA,PSD,MUREŞ,28,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=150&cam=2&leg=2012&idl=2,Gliga Vasile Ghiorghe,http://www.cdep.ro/parlamentari/l2012/Gliga_Vasile_Ghiorghe.jpg,1959-04-03,"",,
151,Alina-Ştefania GORGHIU,PNL,BUCUREŞTI,42,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=151&cam=2&leg=2012&idl=2,Gorghiu Alina-Ştefania,http://www.cdep.ro/parlamentari/l2012/Gorghiu_Alina_Stefania.jpg,1978-09-16,"",,
152,Horia GRAMA,PSD,COVASNA,15,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=152&cam=2&leg=2012&idl=2,Grama Horia,http://www.cdep.ro/parlamentari/l2012/Grama_Horia.jpg,1962-02-28,"",,
153,Maria GRAPINI,ALDE,TIMIŞ,37,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=153&cam=2&leg=2012&idl=2,Grapini Maria,http://www.cdep.ro/parlamentari/l2012/Grapini_Maria.jpg,1954-11-07,"",,2014-03-25
154,Maria GRECEA,PNL,BRAŞOV,8,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=154&cam=2&leg=2012&idl=2,Grecea Maria,http://www.cdep.ro/parlamentari/l2012/Grecea_Maria.jpg,1974-02-27,"",,
155,Sorin Mihai GRINDEANU,PSD,TIMIŞ,37,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=155&cam=2&leg=2012&idl=2,Grindeanu Sorin Mihai,http://www.cdep.ro/parlamentari/l2012/Grindeanu_Sorin_Mihai.jpg,1973-12-05,"",,2016-06-29
156,Mircea GROSARU,"","","",7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=156&cam=2&leg=2012&idl=2,Grosaru Mircea,http://www.cdep.ro/parlamentari/l2012/Grosaru_Mircea.jpg,"","",2014-02-03,
157,Vasile GUDU,PNL,TULCEA,38,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=157&cam=2&leg=2012&idl=2,Gudu Vasile,http://www.cdep.ro/parlamentari/l2012/Gudu_Vasile.jpg,1954-03-04,"",,
158,Dragoş-Ionel GUNIA,PNL,PRAHOVA,31,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=158&cam=2&leg=2012&idl=2,Gunia Dragoş-Ionel,http://www.cdep.ro/parlamentari/l2012/Gunia_Dragos_Ionel.jpg,1977-07-19,"",,
159,Virgil GURAN,PNL,PRAHOVA,31,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=159&cam=2&leg=2012&idl=2,Guran Virgil,http://www.cdep.ro/parlamentari/l2012/Guran_Virgil.jpg,1965-05-12,"",,
16,Ionel ARSENE,PSD,NEAMŢ,29,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=16&cam=2&leg=2012&idl=2,Arsene Ionel,http://www.cdep.ro/parlamentari/l2012/Arsene_Ionel.jpg,1972-09-11,"",,2016-07-11
160,Adrian GURZĂU,UNPR,CLUJ,13,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=160&cam=2&leg=2012&idl=2,Gurzău Adrian,http://www.cdep.ro/parlamentari/l2012/Gurzau_Adrian.jpg,1977-04-20,"",,
161,Florentin GUST BĂLOŞIN,non-attached,DOLJ,17,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=161&cam=2&leg=2012&idl=2,Gust Băloşin Florentin,http://www.cdep.ro/parlamentari/l2012/Gust_Balosin.jpg,1979-04-15,"",,
162,Slavomir GVOZDENOVICI,Minoritati,"","",7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=162&cam=2&leg=2012&idl=2,Gvozdenovici Slavomir,http://www.cdep.ro/parlamentari/l2012/Gvozdenovici_Slavomir.jpg,1953-03-10,"",,
163,Liviu HARBUZ,non-attached,NEAMŢ,29,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=163&cam=2&leg=2012&idl=2,Harbuz Liviu,http://www.cdep.ro/parlamentari/l2012/Harbuz_Liviu.jpg,1962-06-18,"",,
164,Eleonora-Carmen HĂRĂU,PNL,HUNEDOARA,22,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=164&cam=2&leg=2012&idl=2,Hărău Eleonora-Carmen,http://www.cdep.ro/parlamentari/l2012/Harau_Eleonora_Carmen.jpg,1960-11-04,"",,
165,Eduard Raul HELLVIG,PNL,ILFOV,25,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=165&cam=2&leg=2012&idl=2,Hellvig Eduard Raul,http://www.cdep.ro/parlamentari/l2012/Hellvig_Eduard_Raul.jpg,1974-10-27,"",,2013-09-03
166,Titi HOLBAN,PSD,BUZĂU,10,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=166&cam=2&leg=2012&idl=2,Holban Titi,http://www.cdep.ro/parlamentari/l2012/Holban_Titi.jpg,1964-11-10,"",,
167,Vasile HORGA,PNL,DÂMBOVIŢA,16,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=167&cam=2&leg=2012&idl=2,Horga Vasile,http://www.cdep.ro/parlamentari/l2012/Horga_Vasile.jpg,1954-03-03,"",,
168,Viorel HREBENCIUC,PSD,BACĂU,4,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=168&cam=2&leg=2012&idl=2,Hrebenciuc Viorel,http://www.cdep.ro/parlamentari/l2012/Hrebenciuc_Viorel.jpg,1953-08-07,"",,2014-10-21
169,Ioan HULEA,UNPR,BIHOR,5,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=169&cam=2&leg=2012&idl=2,Hulea Ioan,http://www.cdep.ro/parlamentari/l2012/Hulea_Ioan.jpg,1957-08-13,"",,
17,Constantin AVRAM,ALDE,BACĂU,4,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=17&cam=2&leg=2012&idl=2,Avram Constantin,http://www.cdep.ro/parlamentari/l2012/Avram_Constantin.jpg,1954-06-10,"",,
170,Monica Maria IACOB RIDZI,PSD,HUNEDOARA,22,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=170&cam=2&leg=2012&idl=2,Iacob Ridzi Monica Maria,http://www.cdep.ro/parlamentari/l2012/Iacob_Ridzi_Monica.jpg,1977-06-30,"",,2015-02-16
171,Sorin-Avram IACOBAN,PSD,IAŞI,24,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=171&cam=2&leg=2012&idl=2,Iacoban Sorin-Avram,http://www.cdep.ro/parlamentari/l2012/Iacoban_Sorin_Avram.jpg,1969-10-15,"",,
172,Gheorghe IALOMIŢIANU,PNL,BRAŞOV,8,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=172&cam=2&leg=2012&idl=2,Ialomiţianu Gheorghe,http://www.cdep.ro/parlamentari/l2012/Ialomitianu_Gheorghe.jpg,1959-09-14,"",,
173,Iulian IANCU,PSD,BACĂU,4,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=173&cam=2&leg=2012&idl=2,Iancu Iulian,http://www.cdep.ro/parlamentari/l2012/Iancu_Iulian.jpg,1960-10-06,"",,
174,Daniel IANE,PNL,DOLJ,17,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=174&cam=2&leg=2012&idl=2,Iane Daniel,http://www.cdep.ro/parlamentari/l2012/Iane_Daniel.jpg,1967-06-20,"",,
175,Ovidiu-Cristian IANE,PSD,SUCEAVA,35,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=175&cam=2&leg=2012&idl=2,Iane Ovidiu-Cristian,http://www.cdep.ro/parlamentari/l2012/Iane_Ovidiu_Cristian.jpg,1970-10-12,"",,
176,Iusein IBRAM,Minoritati,"","",7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=176&cam=2&leg=2012&idl=2,Ibram Iusein,http://www.cdep.ro/parlamentari/l2012/Ibram_Iusein.jpg,1953-07-06,"",,
177,Miron IGNAT,Minoritati,"","",7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=177&cam=2&leg=2012&idl=2,Ignat Miron,http://www.cdep.ro/parlamentari/l2012/Ignat_Miron.jpg,1941-08-24,"",,
178,Vasile ILIUŢĂ,PNL,CĂLĂRAŞI,12,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=178&cam=2&leg=2012&idl=2,Iliuţă Vasile,http://www.cdep.ro/parlamentari/l2012/Iliuta_Vasile.jpg,1968-05-04,"",,2016-07-09
179,Natalia-Elena INTOTERO,PSD,HUNEDOARA,22,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=179&cam=2&leg=2012&idl=2,Intotero Natalia-Elena,http://www.cdep.ro/parlamentari/l2012/Intotero_Natalia_Elena.jpg,1976-01-14,"",,
18,Marian AVRAM,PSD,TULCEA,38,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=18&cam=2&leg=2012&idl=2,Avram Marian,http://www.cdep.ro/parlamentari/l2012/Avram_Marian.jpg,1967-08-14,"",,
180,Aurelian IONESCU,ALDE,IALOMIŢA,23,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=180&cam=2&leg=2012&idl=2,Ionescu Aurelian,http://www.cdep.ro/parlamentari/l2012/Ionescu_Aurelian.jpg,1977-10-17,"",,
181,George IONESCU,PNL,PRAHOVA,31,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=181&cam=2&leg=2012&idl=2,Ionescu George,http://www.cdep.ro/parlamentari/l2012/Ionescu_George.jpg,1968-03-31,"",,
182,Florin IORDACHE,PSD,OLT,30,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=182&cam=2&leg=2012&idl=2,Iordache Florin,http://www.cdep.ro/parlamentari/l2012/Iordache_Florin.jpg,1960-12-14,"",,
183,Vicenţiu-Mircea IRIMIE,ALDE,CLUJ,13,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=183&cam=2&leg=2012&idl=2,Irimie Vicenţiu-Mircea,http://www.cdep.ro/parlamentari/l2012/Irimie_Vicentiu_Mircea.jpg,1967-06-21,"",,
184,Scarlat IRIZA,ALDE,GORJ,20,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=184&cam=2&leg=2012&idl=2,Iriza Scarlat,http://www.cdep.ro/parlamentari/l2012/Iriza_Scarlat.jpg,1955-09-03,"",,
185,Raluca-Cristina ISPIR,PNL,BUCUREŞTI,42,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=185&cam=2&leg=2012&idl=2,Ispir Raluca-Cristina,http://www.cdep.ro/parlamentari/l2012/Ispir_Raluca_Cristina.jpg,1978-12-22,"",,
186,Cornel ITU,PSD,CLUJ,13,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=186&cam=2&leg=2012&idl=2,Itu Cornel,http://www.cdep.ro/parlamentari/l2012/Itu_Cornel.jpg,1955-10-17,"",,
187,KELEMEN Atilla-Béla-László,UDMR,MUREŞ,28,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=187&cam=2&leg=2012&idl=2,Kelemen Atilla-Béla-László,http://www.cdep.ro/parlamentari/l2012/Kelemen_Attila_Bella_Laszlo.jpg,1948-05-04,"",,
188,KELEMEN Hunor,UDMR,HARGHITA,21,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=188&cam=2&leg=2012&idl=2,Kelemen Hunor,http://www.cdep.ro/parlamentari/l2012/Kelemen_Hunor.jpg,1967-10-18,"",,
189,KEREKES Károly,UDMR,MUREŞ,28,7,http://www.cdep.ro/pls/parlam/structura2015.mp?idm=189&cam=2&leg=2012&idl=2,Kerekes Károly,http://www.cdep.ro/parlamentari/l2012/Kerekes_Karoly.jpg,1947-12-14,"",,
