id,name,sort_name,image,gender,party,faction,area,start_date,term,source,name__zh
900094,Wan-An Chiang,"Chiang, Wan-An",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90094.jpg,male,KMT,KMT,"3rd electoral district, Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00094&stage=9,蔣萬安
900095,Tian-Tsair Jeng,"Jeng, Tian-Tsair",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90095.jpg,male,KMT,KMT,Plain,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00095&stage=9,鄭天財Sra．Kacaw
900096,Yun-Peng Cheng,"Cheng, Yun-Peng",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90096.jpg,male,DPP,DPP,"1st electoral district, Taoyuan County",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00096&stage=9,鄭運鵬
900098,Pao-Ching Cheng,"Cheng,Pao-Ching",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90098.jpg,male,DPP,DPP,"4th electoral district, Taoyuan County",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00098&stage=9,鄭寶清
900099,Shiow-Yen Lu,"Lu, Shiow-Yen",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90099.jpg,female,KMT,KMT,"5th electoral district, Taichung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00099&stage=9,盧秀燕
900100,Bi-Khim Hsiao,"Hsiao, Bi-Khim",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90100.jpg,female,DPP,DPP,Hualien County ,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00100&stage=9,蕭美琴
900101,Shyh-Bao Lai,"Lai, Shyh-Bao",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90101.jpg,male,KMT,KMT,"8th electoral district, Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00101&stage=9,賴士葆
900102,Jui-Lung Lai,"Lai, Jui-Lung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90102.jpg,male,DPP,DPP,"9th electoral district, Kaohsiung City",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00102&stage=9,賴瑞隆
900103,Kung-Chao Chung,"Chung, Kung-Chao",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90103.jpg,male,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00103&stage=9,鍾孔炤
900104,Chia-Pin Chung,"Chung, Chia-Pin",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90104.jpg,male,DPP,DPP,"2rd electoral district,Pingtung County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00104&stage=9,鍾佳濱
900105,Tung-Ming Chien,"Chien, Tung-Ming",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90105.jpg,male,KMT,KMT,Aboriginals District ,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00105&stage=9,簡東明Uliw．Qaljupayare
900106,Kuan-Heng Yen,"Yen, Kuan-Heng",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90106.jpg,male,KMT,KMT,"2rd electoral district, Taichung City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00106&stage=9,顏寬恒
900107,Ming-Tsai Lo,"Lo, Ming-Tsai",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90107.jpg,male,KMT,KMT,"11th electoral district, New Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00107&stage=9,羅明才
900108,Chih-Cheng Lo,"Lo, Chih-Cheng",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90108.jpg,male,DPP,DPP,"7th electoral district, New Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00108&stage=9,羅致政
900109,Chiao-Hui Su,"Su, Chiao-Hui",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90109.jpg,female,DPP,DPP,"5th electoral district, New Taipei City ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00109&stage=9,蘇巧慧
900110,Chih-Feng Su,"Su, Chih-Feng",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90110.jpg,female,DPP,DPP,"1st electoral district, Yulin County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00110&stage=9,蘇治芬
900111,Jia-chyuan Su,"Su, Jia-chyuan",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90111.jpg,male,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00111&stage=9,蘇嘉全
900112,Chen-Ching Su,"Su, Chen-Ching",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90112.jpg,male,DPP,DPP,"1st electoral district,Pingtung County ",2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00112&stage=9,蘇震清
900113,Li-Hsiung Koo,"Koo, Li-Hsiung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90113.jpg,male,DPP,DPP,Nationwide,2016-02-01 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00113&stage=9,顧立雄
900114,Yi-Fang Shih,"Shih, Yi-Fang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90114.jpg,male,DPP,DPP,Nationwide,2016-05-26 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00114&stage=9,施義芳
900115,Li-Feng Lee,"Lee, Li-Feng",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90115.jpg,female,DPP,DPP,Nationwide,2016-05-26 ,9,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00115&stage=9,李麗芬
