id,name,sort_name,image,gender,party,faction,area,start_date,term,source,name__zh
00002,Yu-Min Wang,"Wang, Yu-Min",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90002.jpg,female,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00002&stage=9,"
              
              
                王育敏
              
              "
00003,Ting-Yu Wang,"Wang, Ting-Yu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90003.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00003&stage=9,"
              
              
                王定宇
              
              "
00004,Hui-Mei Wang,"Wang, Hui-Mei",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90004.jpg,female,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00004&stage=9,"
              
              
                王惠美
              
              "
00005,Jung-Chang Wang,"Wang, Jung-Chang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90005.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00005&stage=9,"
              
              
                王榮璋
              
              "
00006,Wen-Chi Kung,"Kung, Wen-Chi",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90006.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00006&stage=9,"
              
              
                孔文吉
              
              "
00007,Mei-Nu Yu,"Yu, Mei-Nu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90007.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00007&stage=9,"
              
              
                尤美女
              
              "
00008,Yung-Chang Chiang,"Chiang, Yung-Chang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90008.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00008&stage=9,"
              
              
                江永昌
              
              "
00009,Chi-Chen Chiang,"Chiang, Chi-Chen",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90009.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00009&stage=9,"
              
              
                江啟臣
              
              "
00010,Hsin-Chun Ho,"Ho, Hsin-Chun",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90010.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00010&stage=9,"
              
              
                何欣純
              
              "
00011,Wan-Ju Yu,"Yu, Wan-Ju",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90011.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00011&stage=9,"
              
              
                余宛如
              
              "
00012,Yu-Chin Wu,"Wu, Yu-Chin",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90012.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00012&stage=9,"
              
              
                吳玉琴
              
              "
00013,John Chih-Yang Wu,"Wu, John Chih-Yang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90013.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00013&stage=9,"
              
              
                吳志揚
              
              "
00014,Ping-Jui Wu,"Wu,Ping-Jui",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90014.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00014&stage=9,"
              
              
                吳秉叡
              
              "
00015,Szu-Yao Wu,"Wu, Szu-Yao",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90015.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00015&stage=9,"
              
              
                吳思瑤
              
              "
00016,Kuen-Yuh Wu,"Wu, Kuen-Yuh",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90016.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00016&stage=9,"
              
              
                吳焜裕
              
              "
00017,Chi-Ming Wu,"Wu, Chi-Ming",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90017.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00017&stage=9,"
              
              
                吳琪銘
              
              "
00018,Yu-Ling Lu,"Lu, Yu-Ling",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90018.jpg,female,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00018&stage=9,"
              
              
                呂玉玲
              
              "
00019,Sun-Ling Lu,"Lu, Sun-Ling",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90019.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00019&stage=9,"
              
              
                呂孫綾
              
              "
00020,Kun-Tse Lee,"Lee, Kun-Tse",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90020.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00020&stage=9,"
              
              
                李昆澤
              
              "
00021,Chun-Yi Lee,"Lee, Chun-Yi",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90021.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00021&stage=9,"
              
              
                李俊俋
              
              "
00022,Yen-Hsiu Lee,"Lee, Yen-Hsiu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90022.jpg,female,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00022&stage=9,"
              
              
                李彥秀
              
              "
00023,Ying-Yuan Lee,"Lee, Ying-Yuan",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90023.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00023&stage=9,"
              
              
                李應元
              
              "
00024,Hung-Chun Lee,"Lee, Hung-Chun",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90024.jpg,male,PFP,PFP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00024&stage=9,"
              
              
                李鴻鈞
              
              "
00025,Kolas Yotaka,Kolas Yotaka,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90025.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00025&stage=9,"
              
              
                谷辣斯．尤達卡Kolas Yotaka
              
              "
00026,Chun-Mi Chou,"Chou, Chun-Mi",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90026.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00026&stage=9,"
              
              
                周春米
              
              "
00027,Hsiu-Hsia Chou Chen,"Chou Chen, Hsiu-Hsia",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90027.jpg,female,PFP,PFP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00027&stage=9,"
              
              
                周陳秀霞
              
              "
00028,Tai-Hua Lin,"Lin, Tai-Hua",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90028.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00028&stage=9,"
              
              
                林岱樺
              
              "
00029,Chun-Hsien Lin,"Lin, Chun-Hsien",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90029.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00029&stage=9,"
              
              
                林俊憲
              
              "
00030,Tshiong-Tso Lim,"Lim, Tshiong-Tso",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90030.jpg,male,null,"","",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00030&stage=9,"
              
              
                林昶佐
              
              "
00031,Wei-Chou Lin,"Lin, Wei-Chou",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90031.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00031&stage=9,"
              
              
                林為洲
              
              "
00032,Shu-Fen Lin,"Lin, Shu-Fen",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90032.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00032&stage=9,"
              
              
                林淑芬
              
              "
00033,Te-Fu Lin,"Lin, Te-Fu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90033.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00033&stage=9,"
              
              
                林德福
              
              "
00034,Ching-Yi Lin,"Lin, Ching-Yi",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90034.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00034&stage=9,"
              
              
                林靜儀
              
              "
00035,Li-Chan Lin,"Lin, Li-Chan",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90035.jpg,female,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00035&stage=9,"
              
              
                林麗蟬
              
              "
00036,Chih-Wei Chiu,"Chiu, Chih-Wei",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90036.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00036&stage=9,"
              
              
                邱志偉
              
              "
00037,Yi-Ying Chiu,"Chiu, Yi-Ying",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90037.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00037&stage=9,"
              
              
                邱議瑩
              
              "
00038,Wen-Chih Yao,"Yao, Wen-Chih",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90038.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00038&stage=9,"
              
              
                姚文智
              
              "
00039,Chih-En Ko,"Ko, Chih-En",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90039.jpg,female,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00039&stage=9,"
              
              
                柯志恩
              
              "
00040,Chien-Ming Ker,"Ker, Chien-Ming",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90040.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00040&stage=9,"
              
              
                柯建銘
              
              "
00041,Yi-kang Tuan,"Tuan, Yi-kang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90041.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00041&stage=9,"
              
              
                段宜康
              
              "
00042,Chun-Yi Hung,"Hung, Chun-Yi",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90042.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00042&stage=9,"
              
              
                洪宗熠
              
              "
00043,Tzu-Yung Hung,"Hung, Tzu-Yung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90043.jpg,female,null,"","",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00043&stage=9,"
              
              
                洪慈庸
              
              "
00044,Yung-Ming Hsu,"Hsu, Yung-Ming",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90044.jpg,male,null,"","",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00044&stage=9,"
              
              
                徐永明
              
              "
00045,Chih-Jung Hsu,"Hsu, Chih-Jung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90045.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00045&stage=9,"
              
              
                徐志榮
              
              "
00046,Kuo-Yung Hsu,"Hsu, Kuo-Yung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90046.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00046&stage=9,"
              
              
                徐國勇
              
              "
00047,Chen-Wei Hsu,"Hsu, Chen-Wei",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90047.jpg,female,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00047&stage=9,"
              
              
                徐榛蔚
              
              "
00048,Wen-Chun Ma,"Ma, Wen-Chun",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90048.jpg,female,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00048&stage=9,"
              
              
                馬文君
              
              "
00049,Jyh-Peng Gao,"Gao, Jyh-Peng",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90049.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00049&stage=9,"
              
              
                高志鵬
              
              "
00050,Su-Mei Kao Chin,"Kao Chin, Su-Mei",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90050.jpg,female,NPSU,PFP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00050&stage=9,"
              
              
                高金素梅
              
              "
00051,Kowlo．Iyun．Pacidal,Kowlo．Iyun．Pacidal,http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90051.jpg,female,null,"","",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00051&stage=9,"
              
                高潞．以用．巴魕剌Kawlo．Iyun．Pacidal
              
              
              "
00052,Hung-Lu Chang,"Chang, Hung-Lu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90052.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00052&stage=9,"
              
              
                張宏陸
              
              "
00053,Wan-Chien Chang Liao,"Chang Liao, Wan-Chien",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90053.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00053&stage=9,"
              
              
                張廖萬堅
              
              "
00054,Li-Shan Chang,"Chang, Li-Shan",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90054.jpg,female,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00054&stage=9,"
              
              
                張麗善
              
              "
00055,Jui-Hsiung Chuang,"Chuang, Jui-Hsiung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90055.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00055&stage=9,"
              
              
                莊瑞雄
              
              "
00056,Shu-Hua Hsu,"Hsu, Shu-Hua",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90056.jpg,female,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00056&stage=9,"
              
              
                許淑華
              
              "
00057,Chih-Chieh Hsu,"Hsu, Chih-Chieh",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90057.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00057&stage=9,"
              
              
                許智傑
              
              "
00058,Yu-Jen Hsu,"Hsu, Yu-Jen",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90058.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00058&stage=9,"
              
              
                許毓仁
              
              "
00059,Chi-Mai Chen,"Chen, Chi-Mai",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90059.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00059&stage=9,"
              
              
                陳其邁
              
              "
00060,Yi-Ming Chen,"Chen, Yi-Ming",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90060.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00060&stage=9,"
              
              
                陳宜民
              
              "
00061,Yi-Chieh Chen,"Chen, Yi-Chieh",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90061.jpg,female,PFP,PFP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00061&stage=9,"
              
              
                陳怡潔
              
              "
00062,Ming-Wen Chen,"Chen, Ming-Wen",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90062.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00062&stage=9,"
              
              
                陳明文
              
              "
00063,Ting-Fei Chen,"Chen, Ting-Fei",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90063.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00063&stage=9,"
              
              
                陳亭妃
              
              "
00064,Su-Yueh Chen,"Chen, Su-Yueh",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90064.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00064&stage=9,"
              
              
                陳素月
              
              "
00065,Man-Li Chen,"Chen, Man-Li",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90065.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00065&stage=9,"
              
              
                陳曼麗
              
              "
00066,Hsuen-Sheng Chen,"Chen, Hsuen-Sheng",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90066.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00066&stage=9,"
              
              
                陳雪生
              
              "
00067,Chao-Ming Chen,"Chen, Chao-Ming",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90067.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00067&stage=9,"
              
              
                陳超明
              
              "
00068,Ou-Po Chen,"Chen, Ou-Po",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90068.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00068&stage=9,"
              
              
                陳歐珀
              
              "
00069,Ying Chen,"Chen, Ying",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90069.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00069&stage=9,"
              
              
                陳瑩
              
              "
00070,Shei-Saint Chen,"Chen,Shei-Saint",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90070.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00070&stage=9,"
              
              
                陳學聖
              
              "
00071,Su-Mei Chen Lai,"Chen Lai, Su-Mei",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90071.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00071&stage=9,"
              
              
                陳賴素美
              
              "
00072,Ming-chung Tseng,"Tseng,Ming-chung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90072.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00072&stage=9,"
              
              
                曾銘宗
              
              "
00073,Alex Hrong-Tai Fai,"Fai, Alex Hrong-Tai",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90073.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00073&stage=9,"
              
              
                費鴻泰
              
              "
00074,Hsiou-Fang Huang,"Huang, Hsiou-Fang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90074.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00074&stage=9,"
              
              
                黃秀芳
              
              "
00075,Chao-Shun Huang,"Huang, Chao-Shun",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90075.jpg,female,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00075&stage=9,"
              
              
                黃昭順
              
              "
00076,Wei-Cher Huang,"Huang, Wei-Cher",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90076.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00076&stage=9,"
              
              
                黃偉哲
              
              "
00077,Kuo-Chang Huang,"Huang, Kuo-Chang",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90077.jpg,male,null,"","",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00077&stage=9,"
              
              
                黃國昌
              
              "
00078,Kuo-Shu Huang,"Huang, Kuo-Shu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90078.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00078&stage=9,"
              
              
                黃國書
              
              "
00079,Yao Yang,"Yang, Yao",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90079.jpg,male,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00079&stage=9,"
              
              
                楊曜
              
              "
00080,Cheng-Wu Yang,"Yang, Cheng-Wu",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90080.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00080&stage=9,"
              
              
                楊鎮浯
              
              "
00081,Yi-Jin Yeh,"Yeh, Yi-Jin",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90081.jpg,female,DPP,DPP,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00081&stage=9,"
              
              
                葉宜津
              
              "
00082,Kuo-Tung Liao,"Liao, Kuo-Tung",http://www.ly.gov.tw/upload/01_introduce/0103_leg/LGpicture/90082.jpg,male,KMT,KMT,"",2016-02-01 ,8,http://www.ly.gov.tw/en/03_leg/legIntro.action?lgno=00082&stage=9,"
              
              
                廖國棟Sufin．Siluko
              
              "
