uuid,female,male,other,skip,total
0145d3ca-8f4d-4e24-a5d6-34df24ee3f16,8,1,0,0,9
025093e4-e646-43d0-8de5-f1a88aca3a98,0,8,0,0,8
0338f0ea-52d0-493e-8a21-b9eef903d7d8,0,8,0,0,8
0629dcb1-352f-4028-9c36-f162cf6d98bd,0,8,0,0,8
0b33d8fd-b46d-4e67-86ec-d30fadc4dc80,0,8,0,0,8
0c29758b-e52d-4538-9e18-d0a1adb23198,0,8,0,0,8
10ec1319-9205-4161-884e-8dd08cadac74,0,8,0,0,8
1673c8f8-146c-4f15-969c-2142308c89cd,0,8,0,0,8
18453878-635a-49ca-bd61-48dafe7c7b73,0,8,0,0,8
1ea4bac8-1572-4ede-ae4c-0bb09295178d,0,8,0,0,8
211e6af3-3bde-44d7-83d0-d5d661d7ba26,0,8,0,0,8
24ea1bbe-c595-4da4-b9e1-483294d49b67,0,8,0,0,8
27b4ce08-a79d-4dee-9b8f-a7a709e94b58,9,0,0,0,9
29ddd46b-7096-4bdb-b0cb-21df78097f09,0,9,0,0,9
2a078b6c-0f3b-4319-aa4b-6f4d0fe6b80f,0,8,0,0,8
2ca9f594-5208-497b-99f4-a9d94e15086a,0,9,0,0,9
2d872983-7aa9-4f67-82bc-39098aa50d4d,7,1,0,0,8
2fdbbff7-046c-43b5-9cfc-801f15a3b8bf,0,8,0,0,8
31041902-2763-45ee-b880-b05d00e61c94,0,9,0,0,9
3a32dd50-68cd-4a0a-b376-ffbc66588fb8,0,8,0,0,8
3a693497-a392-4364-9a2f-2a2baf5dbb5c,8,1,0,0,9
3d89c619-69d4-4d2e-a130-13eadbbc1452,8,0,0,0,8
3f65daaa-9539-4104-bf88-4a40e3b93726,0,8,0,0,8
40bd653f-fc86-4ed1-88fe-4950ff9ba8c4,0,8,0,0,8
460e722d-e6bd-4a1f-8fbe-aef53ab0145a,0,8,0,0,8
4741a5fc-02ab-423a-bc2e-fcad951b9bdb,0,8,0,0,8
4b344da0-2dbc-4531-8821-fc44686a9838,0,8,0,0,8
56949a33-87ed-4073-8d57-58c9ffa96688,0,8,0,0,8
5888412d-2ce1-496a-a485-e8bb6373ee12,0,8,0,0,8
60ae8ebc-b581-44ee-91d7-47e5822d1858,0,8,0,0,8
63bf8f10-c398-44d0-acfa-a0d90a28b9cd,0,8,0,0,8
66f7cd3c-55ce-4891-b500-23cf2ab645e4,0,8,0,0,8
685acbe5-736d-43b0-99f3-ece63fe22a4d,0,9,0,0,9
6bd1b1b1-2368-4676-a192-d271a2cf8a35,0,9,0,0,9
70b18fa9-4cf1-4d10-ae2e-0f99f6cd23d4,0,8,0,0,8
72cefb2c-e7c2-481a-820f-de90d3735f7c,0,8,0,0,8
74bc69a6-7ee0-4595-ba64-a0c044ae3ca4,0,9,0,0,9
78c74815-5d54-4e9d-b962-372954131087,0,8,0,0,8
79c66dfb-dd5e-420b-9229-fed2c8d1c2c7,0,8,0,0,8
7b1f119a-8c22-4f04-b860-cd748cefd1d3,0,8,0,0,8
7b56fba2-9662-475b-8630-6fe8e1faca97,0,9,0,0,9
81205eb2-7fbf-4c1e-9389-fd60182edb36,0,8,0,0,8
82a99ecc-56a4-43f7-9248-d376a5f18a24,0,8,0,0,8
840fdec6-c724-4de4-b6d9-67ed14308808,8,0,0,0,8
84d74610-583d-496e-926d-6a04bb50d04f,0,8,0,0,8
85e26925-b2d4-4586-b782-f65ba75153b0,7,1,0,0,8
87d22fc4-d899-4b36-94ae-a39ab26659e2,0,8,0,0,8
8b2db84a-3154-4a1a-be9e-610ebfd66f10,0,9,0,0,9
8bb73265-c80d-4bf3-863f-f3af0c6760f4,0,8,0,0,8
8fe0ac60-6e0c-4323-80d2-873dec9c5c51,0,9,0,0,9
918dbfb4-d3f1-437b-a65a-bb1c89ec0118,8,0,0,0,8
94734d28-86bb-4f6b-afb9-93988473ea9f,0,8,0,0,8
95249908-df85-41ee-bfed-df8bea712149,0,8,0,0,8
96324d91-c6e4-401a-b43e-a526dabe40a8,0,8,0,0,8
9662a429-51e6-46ee-824e-c412403a5f13,0,8,0,0,8
99707c77-83bd-49a3-af03-2fce82d000f1,8,0,0,0,8
9ab12ac7-5b24-4cab-9a83-3e7aaf9cd488,0,8,0,0,8
9cbb4be1-b97c-4c75-b601-98b0c00d761b,8,1,0,0,9
a37bc380-4490-4012-bc6a-6c617b6845e4,8,0,0,0,8
a5f33bdc-7084-465f-a891-607b7d810486,0,8,0,0,8
a9188b04-84c2-4821-9748-3b4a4fb3ec52,0,8,0,0,8
abe62d3f-7788-4662-a728-89fa90e8ea33,0,9,0,0,9
ac685fb6-179d-4b38-80c9-dac6c38f1730,8,0,0,0,8
ac875fb4-afbc-4465-a064-bdbe17a92743,8,0,0,0,8
b02cc537-374e-409e-8738-d850922475e6,0,9,0,0,9
b0dde5ba-e9d6-4ea9-9e2c-876a4d8edc01,1,8,0,0,9
b1b92431-97a7-4289-8968-9bca3a9a2b1d,8,1,0,0,9
b70474ad-0b14-4495-8447-be2902dfeda1,0,8,0,0,8
b774e2f1-80ec-47ba-b2b8-403508d57854,0,9,0,0,9
b7e8d905-4681-450a-b129-dc1e79ab0338,0,8,0,0,8
b8f24fe1-a840-47fe-8829-657501a08728,0,8,0,0,8
bbfd2081-1c8b-40ce-874a-4163a66c453e,0,8,0,0,8
bcffa780-e0b1-4a9c-b6fc-7362e8bb6a98,8,0,0,0,8
be1429b6-d20f-4984-9c55-86fc973242df,0,8,0,0,8
be2c04a8-a31f-4860-b8c9-de90112bdf01,0,9,0,0,9
c026fc33-dd60-4063-aa63-6c990fe7d88e,0,8,0,0,8
c1d19c22-316f-4864-bec2-3b924eb38cd4,0,8,0,0,8
c3467b48-1f1b-4d79-8af6-e903641e897a,0,8,0,0,8
c4a8103b-8a28-4772-80cd-1d6f3ac97b56,0,8,0,0,8
c5551db4-c26c-4dc8-94ee-c9172a79a864,0,8,0,0,8
c6c4fcd9-7666-4e2b-a0d9-8ecee4614c03,0,8,0,0,8
c7d3d316-578d-4bb1-91b5-dbf1d881a4e4,7,1,0,0,8
d2acb787-73ea-472e-9817-9c22cdfd894c,8,0,0,0,8
d5f0dd2c-fc84-490c-9413-2a60588b2af2,0,8,0,0,8
d6655e29-a727-43ec-8b7d-154faf7d3878,9,0,0,0,9
d6f0d765-97ae-460c-b186-dbc6ab976d25,7,1,0,0,8
d7bfdfde-86cd-4da5-99d5-5c560561d7cc,0,8,0,0,8
d93db7bd-499d-4309-a963-0ebf27d05be4,0,8,0,0,8
dc87cc05-15e7-4432-bb4f-b47d07042eaa,0,8,0,0,8
e01cf03e-5cf5-4c66-a0f8-e79de6ddee41,0,8,0,0,8
e4a39b45-1d1a-479d-ae89-4c81a7fb160b,0,9,0,0,9
e55dfe24-a4e6-4236-b9d3-a7089c6d9f3a,0,9,0,0,9
e66bf2a4-9889-43a1-94d2-1c9784bb9f03,0,8,0,0,8
eb75e927-3ca4-4eaa-a5c5-0acb2199ccda,0,8,0,0,8
ebfb31f5-f5ce-4432-894a-d902e07ab86c,0,8,0,0,8
ed33f0f7-fda1-41e6-9ca5-b6ba0d7751b3,0,9,0,0,9
ee9a99d0-5d9a-4672-94bc-6cf132fd897d,0,8,0,0,8
f9048135-fc31-47ac-bce7-4239585e7edf,0,8,0,0,8
ff9541bb-6a1e-44e3-924c-acb354d611c8,8,0,0,0,8
ffbbfde4-bd1e-45fb-bc4d-1f47163d4295,0,8,0,0,8
