id,legacy
098db7d2-20e5-42d1-a9f1-f53e7919f9cb,adolf_berndsen
eb1d249f-9bc5-4bcc-94b1-5c3634e2858b,anna_gunnarsdóttir
a64f0e70-4b9d-4c89-9f91-22748bf1ca88,arnbjörg_sveinsdóttir
0addc577-2e92-4caf-9a50-f5b6a5c68ff7,atli_gíslason
9aeb0dc2-ef4a-43f5-bc13-76d12becdb21,birgir_Ármannsson
5c6a6964-fbfb-4bf3-a801-aa34f281824c,birgitta_jónsdóttir
a06b0f80-325a-40eb-b8af-08471c3f4288,birkir_jónsson
56e6ee0a-8cdf-417b-870a-e976da975253,bjarkey_gunnarsdóttir
47528816-94cb-4779-aeaf-d30adea9c4a0,bjarni_benediktsson
bc0abcd7-84d5-4a1c-be22-7ed55f8d7b16,bjarni_harðarson
66f86601-ee29-4c71-8c57-8d15a523919f,björgvin_sigurðsson
8f9aa745-0fd3-462c-af06-09761ed64792,björk_guðjónsdóttir
2c080608-ee4e-4dcf-8fe1-8e67ba4526d1,björn_bjarnason
c076da46-e179-425c-ab36-bce0e78a1c99,björn_gíslason
d0f1656e-58db-4aeb-b37b-0798c220bdb3,björt_Ólafsdóttir
808050e6-e06f-4c30-8b69-22119b6940c6,bryndís_hlöðversdóttir
770c605e-dc83-4617-b8bf-961fe2ab2206,brynhildur_pétursdóttir
0f01d93c-2ca9-43bf-bebe-3d561be0c626,brynjar_Þór_níelsson
80f837c0-13d5-4960-9f67-1b5bd5a6053d,dagný_jónsdóttir
4a5fde69-82cb-4331-8b31-2bf038081645,davíð_oddsson
e00fefcc-1b8b-4f9b-8ded-c11cea816470,drífa_hjartardóttir
689937e1-0139-4951-8bf2-2734bde5caa6,egill_jónsson
3b32f34d-fd5a-4fea-b2c3-35284f78a8d9,einar_guðfinnsson
7061f49a-3926-4e10-9c76-c1ae47f94339,einar_k._guðfinnsson
f821addb-3e20-493c-bd82-2f3df30795f0,einar_kristjánsson
b5257ca3-6845-437f-8f39-5479e28e5dd4,einar_sigurðsson
5cab6fd9-cb6f-4a28-8e81-b455a5dfd87c,ellert_schram
dc5a89b4-2ab0-470d-9a32-007f137bfaf8,elsa_lára_arnardóttir
5d570c48-9b20-46fb-8a38-290452aad493,elín_hirst
b1127799-897b-4b66-b53c-c7f40a5ac1fb,eygló_harðardóttir
0ae85462-ef42-4526-89d3-4846008e0f6b,finnur_ingólfsson
3d5272ed-5c93-4ff0-a3eb-ee9e28483f72,friðrik_sophusson
1c843d2f-ccaf-4c2f-8116-7b35b8c526bf,frosti_sigurjónsson
681d378b-4af4-4b1b-bd3d-2adc2e952d35,geir_haarde
b1d6c4aa-9e62-4b13-b3a1-1469ab9992cf,grétar_jónsson
f457020e-acd1-4240-bef8-d48892547d36,gunnar_birgisson
7cfe3b70-9f6e-4352-b8fe-cdd793fa7ac4,gunnar_bragi_sveinsson
f8434607-c7fd-4f9c-8c96-547e6cd77794,gunnar_svavarsson
49adbb15-12b9-4da5-b27b-6d1f6fb650d6,gunnar_sveinsson
03b3b180-dcc9-46dc-b1a9-193aa3416319,gunnar_Örlygsson
e7dbfcac-10c4-4633-91db-0c9ca9f5231d,gunnlaugur_sigmundsson
f1998505-64a2-48ef-b00a-bed5a2024988,guðbjartur_hannesson
74da2832-b26f-42c3-8898-f437adf381f1,guðfinna_bjarnadóttir
180696ad-4f6b-48a2-b44f-235b164cac9b,guðfríður_grétarsdóttir
2aa6198f-d267-459e-bbb3-a0277e302d82,guðjón_guðmundsson
e620dfaf-4ec5-439d-9797-324fee374949,guðjón_hjörleifsson
71c5f5bb-0c4e-4b27-8601-84bda31b8f93,guðjón_jónsson
956f67aa-9fba-4a05-83b3-eeb850731b3f,guðjón_kristjánsson
0974c98c-0676-4926-8f4e-0298650af8d1,guðlaugur_Þór_Þórðarson
1fbd2a36-9f5b-4bc5-b6d7-5e72d6c2eeb1,guðlaugur_Þórðarson
9ae84f04-88e5-440d-a173-a68fba8cc33c,guðmundur_bjarnason
497ea95e-8e18-44f6-9c8c-41e0d636571e,guðmundur_hallvarðsson
917e81ee-81a7-4363-ab88-00b83df72fe5,guðmundur_stefánsson
0e0eec08-7c4e-470f-a5e6-0bea0d93b5fc,guðmundur_steingrímsson
b2381c55-f20f-44d1-9652-9fdad8e35a4c,guðni_Ágústsson
8b67092c-2a65-439d-9f64-1bc54dcc6414,guðný_guðbjörnsdóttir
a0ecf18d-9953-4c8c-9e35-a5711b01072a,guðrún_Ögmundsdóttir
564c8138-9c3e-4863-98ed-bd93599e7e50,gísli_einarsson
3c5fdb48-50af-42ab-b227-085ad25afb8c,halldór_blöndal
2700a603-9941-4bd9-ae5b-4938fefa6789,halldór_Ásgrímsson
96f72e95-8252-4e44-8c55-02a9702eff80,hanna_b._kristjánsdóttir
