id,wikidata
538aa971-8401-46eb-b345-890ddac77a9d,Q218303
467a8e15-be45-4db6-8d35-4987262a4fe2,Q1141127
89612d77-0f17-48a1-a75a-845c1e8088c9,Q1046777
05faddb1-cad0-4780-8452-d9c5d7ee847d,Q1130754
03194d90-0e02-43ce-b6e7-a677263fbd03,Q1421878
7fdc88c5-38c1-49f9-b57c-190da6f8bc3f,Q2165306
be40c1b1-57d4-4016-ba28-e8d0cfbd2470,Q5019160
18931a30-4c74-41ca-9c99-f6bf0376c68e,Q1753703
e27f1847-eb35-4f1a-9982-f387edb4ede3,Q198403
4ac379b9-eeff-4ff2-9b8b-0ab59fff7951,Q1166996
7c7af068-35de-4db2-a406-3ae8880df721,Q327591
6829eb1b-4914-40a2-8ec6-71141131e68c,Q1451591
3f0f3667-ff5c-4c1f-ac2c-a41124ddda3b,Q747640
4456ec0c-9b8d-4241-87b4-2dfc7647577b,Q14475929
31b5696b-2282-44dd-8fa4-5dd3bd72218d,Q198403
681fce5b-2fc5-4374-86f6-26ae1b69ced5,Q1130754
e1f9716d-ab89-4277-b98c-348893723fb4,Q1046777
df297394-1fb0-4eae-a048-65d936debd98,Q5019160
b0054849-ac7d-4889-b3d9-dab8b1ec9e61,Q23789296
1ccbdadd-83db-4681-a450-283328f3b420,Q27273216
d7219f57-c7a1-46f5-b2c5-e94511b84827,Q41280154
