statement,id,name,start_date,end_date,wikidata
Q19931583-B1E11849-8A15-4803-A9FB-B44515DC6E38,1,Q19931583,1992-12-23,1996-11-28,Q19931583
Q12782712-B0916233-31F1-4B48-8F02-56110864313F,2,Q12782712,1996-11-28,2000-10-27,Q12782712
Q12782930-A70336F4-E759-4207-98CB-D8894ECFBF97,3,Q12782930,2000-10-27,2004-10-22,Q12782930
Q12783096-0AD95D0D-F5AD-41A1-951B-1BC8ACFDBA1C,4,Q12783096,2004-10-22,2008-10-15,Q12783096
Q12783268-DAEDB294-704D-49F7-B867-AB3D883DB4B9,5,Q12783268,2011-10-21,2011-12-21,Q12783268
Q12783433-F388396B-FC0A-4ADD-88EA-25FDF40E0E52,6,6th National Assembly,2011-12-21,2014-08-01,Q12783433
Q19932345-12386c12-4b43-d560-1d34-ae15ec443875,7,7th National Assembly,2014-08-01,2018-04-15,Q19932345
Q54833992-4e928e47-48df-0a62-c313-d2abda1b54ab,8,8th National Assembly,2018-06-03,"",Q54833992
