id,wikidata
front_de_liberation_nationale,Q204543
rassemblement_national_democratique,Q840321
alliance_algerie_verte,Q2838049
front_des_forces_socialistes,Q605960
parti_des_travailleurs,Q627196
independants,Q327591
front_national_algerien,Q912180
parti_nat._pour_la_solidarite_et_le_developpement,Q6974807
ahd_54,Q400152
alliance_nationale_republicaine,Q2838210
rassemblement_algerien,Q4724078
front_el_moustakbal,Q3088407
mouvement_national_d'esperance,Q6974415
rassemblement_patriotique_republicain,Q7314690
mouvement_el_infitah,Q5350660
parti_du_renouveau_algerien,Q3366402
front_pour_la_justice_et_le_developpement_(addala),Q3088456
mouvement_populaire_algerien,Q11401464
