id,wikidata
08821c11-c7cb-49e5-a790-590e8cf9a592,Q499029
6ffabe5a-fd95-4072-b5b6-c38a47445a7b,Q506591
e35bf1e0-9484-438b-9ade-2176160cbad1,Q304191
eff06f5c-806b-40c2-99b5-12d8b6a219e6,Q385927
ce7685c7-143c-448b-84c8-fe8efef69609,Q634277
276ad4a2-c6dd-4fc1-8ad0-97e2c50172e4,Q196695
a58f5e9b-b1b4-473e-87b9-9e94549dfcc4,Q845537
b3b04615-3b5a-43d4-91c1-6e9bc38947e6,Q1138982
a35ee316-4742-403a-8085-e57e91f365ca,Q540982
5dfed955-eb99-4b0b-b7c2-8e5cdf98271e,Q18675418
4c183656-b2d2-488b-bfc1-ca386834616d,Q11900616
ff19557b-4f94-4d38-af49-7afdc07508b8,Q15117358
bf8efc0f-f0f3-4718-8b89-8b95cc4c28fc,Q1854411
dd750293-1f98-4a6f-b393-175d8d2d6758,Q8058120
dea20afd-6bcc-459f-8f70-208e0def278b,Q18675318
f01c009d-e7a7-4f22-8dd8-253c36d9b715,Q30250563
E3A4926C-B7AE-43BA-A641-EF3EF39DA8C2,Q11903314
