id,name,gender,faction,image,area,term,source,name__ja,name__ja_hira,faction__ja,area__ja
189,KONDO Kazuya,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/189.jpg/%24File/189.jpg,Hokuriku-Shinetsu Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/189.html,近藤 和也君,こんどう かずや,国民,（比）北陸信越
190,KONDO Shoichi,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/190.jpg/%24File/190.jpg,Aichi 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/190.html,近藤 昭一君,こんどう しょういち,立憲,愛知3
191,SATO Akira,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/191.jpg/%24File/191.jpg,Osaka 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/191.html,左藤 章君,さとう あきら,自民,大阪2
192,SASAKI Takahiro,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/192.jpg/%24File/192.jpg,Hokkaido 6th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/192.html,佐々木 隆博君,ささき たかひろ,立憲,北海道6
193,SASAKI Hajime,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/193.jpg/%24File/193.jpg,Ishikawa 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/193.html,佐々木 紀君,ささき はじめ,自民,石川2
194,SATO Akio,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/194.jpg/%24File/194.jpg,Kita Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/194.html,佐藤 明男君,さとう あきお,自民,（比）北関東
195,SATO Koji,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/195.jpg/%24File/195.jpg,Hiroshima 6th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/195.html,佐藤 公治君,さとう こうじ,無,広島6
196,SATO Shigeki,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/196.jpg/%24File/196.jpg,Osaka 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/196.html,佐藤 茂樹君,さとう しげき,公明,大阪3
197,SATO Tsutomu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/197.jpg/%24File/197.jpg,Tochigi 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/197.html,佐藤 勉君,さとう つとむ,自民,栃木4
198,SATO Hidemichi,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/198.jpg/%24File/198.jpg,Hokkaido Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/198.html,佐藤 英道君,さとう ひでみち,公明,（比）北海道
199,SATO Yukari,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/199.jpg/%24File/199.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/199.html,佐藤 ゆかり君,さとう ゆかり,自民,（比）近畿
200,SAIKI Takeshi,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/200.jpg/%24File/200.jpg,Hokuriku-Shinetsu Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/200.html,斉木 武志君,さいき たけし,国民,（比）北陸信越
201,SAITO Tetsuo,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/201.jpg/%24File/201.jpg,Chugoku Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/201.html,斉藤 鉄夫君,さいとう てつお,公明,（比）中国
202,SAITO Ken,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/202.jpg/%24File/202.jpg,Chiba 7th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/202.html,齋藤 健君,さいとう けん,自民,千葉7
203,SAITO Hiroaki,male,LDP,"",Hokuriku-Shinetsu Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/203.html,斎藤 洋明君,さいとう ひろあき,自民,（比）北陸信越
204,SAKAI Manabu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/204.jpg/%24File/204.jpg,Kanagawa 5th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/204.html,坂井 学君,さかい まなぶ,自民,神奈川5
205,SAKAMOTO Tetsushi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/205.jpg/%24File/205.jpg,Kumamoto 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/205.html,坂本 哲志君,さかもと てつし,自民,熊本3
206,SAKURAI Shu,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/206.jpg/%24File/206.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/206.html,櫻井 周君,さくらい しゅう,立憲,（比）近畿
207,SAKURADA Yoshitaka,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/207.jpg/%24File/207.jpg,Chiba 8th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/207.html,櫻田 義孝君,さくらだ よしたか,自民,千葉8
208,SASAGAWA Hiroyoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/208.jpg/%24File/208.jpg,Gumma 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/208.html,笹川 博義君,ささがわ ひろよし,自民,群馬3
209,SHII Kazuo,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/209.jpg/%24File/209.jpg,Minami Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/209.html,志位 和夫君,しい かずお,共産,（比）南関東
210,SHIOKAWA Tetsuya,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/210.jpg/%24File/210.jpg,Kita Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/210.html,塩川 鉄也君,しおかわ てつや,共産,（比）北関東
211,SHIOZAKI Yasuhisa,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/211.jpg/%24File/211.jpg,Ehime 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/211.html,塩崎 恭久君,しおざき やすひさ,自民,愛媛1
212,SHIONOYA Ryu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/212.jpg/%24File/212.jpg,Shizuoka 8th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/212.html,塩谷 立君,しおのや りゅう,自民,静岡8
213,SHIGETOKU Kazuhiko,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/213.jpg/%24File/213.jpg,Aichi 12th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/213.html,重徳 和彦君,しげとく かずひこ,無,愛知12
214,SHIGEMOTO Mamoru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/214.jpg/%24File/214.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/214.html,繁本 護君,しげもと まもる,自民,（比）近畿
215,SHINA Takeshi,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/215.jpg/%24File/215.jpg,Iwate 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/215.html,階 猛君,しな たけし,国民,岩手1
216,SHINOHARA Go,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/216.jpg/%24File/216.jpg,Minami Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/216.html,篠原 豪君,しのはら ごう,立憲,（比）南関東
217,SHINOHARA Takashi,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/217.jpg/%24File/217.jpg,Nagano 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/217.html,篠原 孝君,しのはら たかし,国民,長野1
218,SHIBAYAMA Masahiko,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/218.jpg/%24File/218.jpg,Saitama 8th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/218.html,柴山 昌彦君,しばやま まさひこ,自民,埼玉8
219,SHIMOJI Mikio,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/219.jpg/%24File/219.jpg,Kyushu Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/219.html,下地 幹郎君,しもじ みきお,維新,（比）九州
220,SHIMOJO Mitsu,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/220.jpg/%24File/220.jpg,Nagano 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/220.html,下条 みつ君,しもじょう みつ,国民,長野2
221,SHIMOMURA Hakubun,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/221.jpg/%24File/221.jpg,Tokyo 11th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/221.html,下村 博文君,しもむら はくぶん,自民,東京11
222,SHIRAISHI Yoichi,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/222.jpg/%24File/222.jpg,Ehime 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/222.html,白石 洋一君,しらいし よういち,国民,愛媛3
223,SHIRASUKA Takaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/223.jpg/%24File/223.jpg,Chiba 13th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/223.html,白須賀 貴樹君,しらすか たかき,自民,千葉13
224,SHINTANI Masayoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/224.jpg/%24File/224.jpg,Hiroshima 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/224.html,新谷 正義君,しんたに まさよし,自民,広島4
225,SHINDO Yoshitaka,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/225.jpg/%24File/225.jpg,Saitama 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/225.html,新藤 義孝君,しんどう よしたか,自民,埼玉2
226,SUEMATSU Yoshinori,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/226.jpg/%24File/226.jpg,Tokyo Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/226.html,末松 義規君,すえまつ よしのり,立憲,（比）東京
227,SUGA Yoshihide,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/227.jpg/%24File/227.jpg,Kanagawa 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/227.html,菅 義偉君,すが よしひで,自民,神奈川2
228,SUGAWARA Isshu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/228.jpg/%24File/228.jpg,Tokyo 9th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/228.html,菅原 一秀君,すがわら いっしゅう,自民,東京9
229,SUGITA Mio,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/229.jpg/%24File/229.jpg,Chugoku Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/229.html,杉田 水脈君,すぎた みお,自民,（比）中国
230,SUGIMOTO Kazumi,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/230.jpg/%24File/230.jpg,Tokai Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/230.html,杉本 和巳君,すぎもと かずみ,維新,（比）東海
231,SUZUKI Keisuke,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/231.jpg/%24File/231.jpg,Kanagawa 7th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/231.html,鈴木 馨祐君,すずき けいすけ,自民,神奈川7
232,SUZUKI Shunichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/232.jpg/%24File/232.jpg,Iwate 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/232.html,鈴木 俊一君,すずき しゅんいち,自民,岩手2
233,SUZUKI Junji,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/233.jpg/%24File/233.jpg,Tokai Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/233.html,鈴木 淳司君,すずき じゅんじ,自民,（比）東海
234,SUZUKI Takako,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/234.jpg/%24File/234.jpg,Hokkaido Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/234.html,鈴木 貴子君,すずき たかこ,自民,（比）北海道
235,SUZUKI Norikazu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/235.jpg/%24File/235.jpg,Yamagata 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/235.html,鈴木 憲和君,すずき のりかず,自民,山形2
236,SUZUKI Hayato,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/236.jpg/%24File/236.jpg,Tokyo 10th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/236.html,鈴木 隼人君,すずき はやと,自民,東京10
237,SEKI Kenichiro,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/237.jpg/%24File/237.jpg,Tokai Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/237.html,関 健一郎君,せき けんいちろう,国民,（比）東海
238,SEKI Yoshihiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/238.jpg/%24File/238.jpg,Hyogo 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/238.html,関 芳弘君,せき よしひろ,自民,兵庫3
240,SONOURA Kentaro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/240.jpg/%24File/240.jpg,Chiba 5th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/240.html,薗浦 健太郎君,そのうら けんたろう,自民,千葉5
241,TAJIMA Kaname,male,GI,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/241.jpg/%24File/241.jpg,Minami Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/241.html,田嶋 要君,たじま かなめ,無会,（比）南関東
242,TADOKORO Yoshinori,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/242.jpg/%24File/242.jpg,Ibaraki 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/242.html,田所 嘉徳君,たどころ よしのり,自民,茨城1
243,TANAKA Kazunori,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/243.jpg/%24File/243.jpg,Kanagawa 10th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/243.html,田中 和徳君,たなか かずのり,自民,神奈川10
244,TANAKA Hideyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/244.jpg/%24File/244.jpg,Kyoto 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/244.html,田中 英之君,たなか ひでゆき,自民,京都4
245,TANAKA Ryosei,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/245.jpg/%24File/245.jpg,Saitama 15th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/245.html,田中 良生君,たなか りょうせい,自民,埼玉15
246,TANOSE Taido,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/246.jpg/%24File/246.jpg,Nara 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/246.html,田野瀬 太道君,たのせ たいどう,自民,奈良3
247,TABATA Tsuyoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/247.jpg/%24File/247.jpg,Tokai Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/247.html,田畑 毅君,たばた つよし,自民,（比）東海
248,TABATA Hiroaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/248.jpg/%24File/248.jpg,Toyama 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/248.html,田畑 裕明君,たばた ひろあき,自民,富山1
249,TAMURA Takaaki,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/249.jpg/%24File/249.jpg,Kyushu Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/249.html,田村 貴昭君,たむら たかあき,共産,（比）九州
250,TAMURA Norihisa,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/250.jpg/%24File/250.jpg,Mie 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/250.html,田村 憲久君,たむら のりひさ,自民,三重1
251,TAIRA Masaaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/251.jpg/%24File/251.jpg,Tokyo 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/251.html,平 将明君,たいら まさあき,自民,東京4
252,TAKAI Takashi,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/252.jpg/%24File/252.jpg,Chugoku Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/252.html,高井 崇志君,たかい たかし,立憲,（比）中国
253,TAKAICHI Sanae,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/253.jpg/%24File/253.jpg,Nara 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/253.html,高市 早苗君,たかいち さなえ,自民,奈良2
254,TAKAGI Kei,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/254.jpg/%24File/254.jpg,Tokyo Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/254.html,高木 啓君,たかぎ けい,自民,（比）東京
255,TAKAGI Tsuyoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/255.jpg/%24File/255.jpg,Fukui 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/255.html,高木 毅君,たかぎ つよし,自民,福井2
256,TAKAGI Michiyo,female,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/256.jpg/%24File/256.jpg,Tokyo Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/256.html,高木 美智代君,たかぎ みちよ,公明,（比）東京
257,TAKAGI Yosuke,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/257.jpg/%24File/257.jpg,Tokyo Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/257.html,高木 陽介君,たかぎ ようすけ,公明,（比）東京
258,TAKAGI Rentaro,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/258.jpg/%24File/258.jpg,Kita Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/258.html,高木 錬太郎君,たかぎ れんたろう,立憲,（比）北関東
259,TAKATORI Shuichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/259.jpg/%24File/259.jpg,Niigata 6th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/259.html,高鳥 修一君,たかとり しゅういち,自民,新潟6
260,TAKAHASHI Chizuko,female,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/260.jpg/%24File/260.jpg,Tohoku Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/260.html,高橋 千鶴子君,たかはし ちづこ,共産,（比）東北
261,TAKAHASHI Hinako,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/261.jpg/%24File/261.jpg,Tohoku Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/261.html,高橋 ひなこ君,たかはし ひなこ,自民,（比）東北
262,TAKEUCHI Yuzuru,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/262.jpg/%24File/262.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/262.html,竹内 譲君,たけうち ゆずる,公明,（比）近畿
263,TAKESHITA Wataru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/263.jpg/%24File/263.jpg,Shimane 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/263.html,竹下 亘君,たけした わたる,自民,島根2
264,TAKEMOTO Naokazu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/264.jpg/%24File/264.jpg,Osaka 15th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/264.html,竹本 直一君,たけもと なおかず,自民,大阪15
265,TAKEI Shunsuke,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/265.jpg/%24File/265.jpg,Miyazaki 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/265.html,武井 俊輔君,たけい しゅんすけ,自民,宮崎1
266,TAKEUCHI Norio,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/266.jpg/%24File/266.jpg,Shikoku Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/266.html,武内 則男君,たけうち のりお,立憲,（比）四国
267,TAKEDA Ryota,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/267.jpg/%24File/267.jpg,Fukuoka 11th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/267.html,武田 良太君,たけだ りょうた,自民,福岡11
268,TAKEBE Arata,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/268.jpg/%24File/268.jpg,Hokkaido 12th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/268.html,武部 新君,たけべ あらた,自民,北海道12
269,TAKEMURA Nobuhide,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/269.jpg/%24File/269.jpg,Shiga 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/269.html,武村 展英君,たけむら のぶひで,自民,滋賀3
270,TACHIBANA Keiichiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/270.jpg/%24File/270.jpg,Toyama 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/270.html,橘 慶一郎君,たちばな けいいちろう,自民,富山3
271,TANAHASHI Yasufumi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/271.jpg/%24File/271.jpg,Gifu 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/271.html,棚橋 泰文君,たなはし やすふみ,自民,岐阜2
272,TANI Koichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/272.jpg/%24File/272.jpg,Hyogo 5th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/272.html,谷 公一君,たに こういち,自民,兵庫5
273,TANIGAWA Tomu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/273.jpg/%24File/273.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/273.html,谷川 とむ君,たにがわ とむ,自民,（比）近畿
274,TANIGAWA Yaichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/274.jpg/%24File/274.jpg,Nagasaki 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/274.html,谷川 弥一君,たにがわ やいち,自民,長崎3
275,TANIHATA Takashi,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/275.jpg/%24File/275.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/275.html,谷畑 孝君,たにはた たかし,維新,（比）近畿
276,TAMAKI Yuichiro,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/276.jpg/%24File/276.jpg,Kagawa 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/276.html,玉木 雄一郎君,たまき ゆういちろう,国民,香川2
278,TARUTOKO Shinji,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/278.jpg/%24File/278.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/278.html,樽床 伸二君,たるとこ しんじ,無,（比）近畿
279,TSUSHIMA Jun,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/279.jpg/%24File/279.jpg,Aomori 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/279.html,津島 淳君,つしま じゅん,自民,青森1
280,TSUMURA Keisuke,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/280.jpg/%24File/280.jpg,Chugoku Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/280.html,津村 啓介君,つむら けいすけ,国民,（比）中国
281,TSUJI Kiyoto,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/281.jpg/%24File/281.jpg,Tokyo 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/281.html,辻 清人君,つじ きよと,自民,東京2
282,TSUJIMOTO Kiyomi,female,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/282.jpg/%24File/282.jpg,Osaka 10th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/282.html,辻元 清美君,つじもと きよみ,立憲,大阪10
283,TSUCHIYA Shinako,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/283.jpg/%24File/283.jpg,Saitama 13th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/283.html,土屋 品子君,つちや しなこ,自民,埼玉13
284,TEZUKA Yoshio,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/284.jpg/%24File/284.jpg,Tokyo Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/284.html,手塚 仁雄君,てづか よしお,立憲,（比）東京
