id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
mp_AlеksandarDrPaјovic,Aлександар Др Пајовић,,,Посланичка група Српска напредна странка,parliamentary_group_84,,Skupština,chamber_2014-04-15,,,http://files.parldata.eu/rs/skupstina/people/mp_Al%D0%B5ksandarDrPa%D1%98ovic/image.jpeg,
mp_DjilasDragan,Ђилас Драган,,,Unknown,_unknown,,Skupština,chamber_2014-04-15,2014-04-16,2014-10-13,,
mp_DjorgjеKosanic,Ђорђе Косанић,,,Посланичка група Јединствена Србија,parliamentary_group_86,,Skupština,chamber_2014-04-15,,,http://files.parldata.eu/rs/skupstina/people/mp_Djorgj%D0%B5Kosanic/image.jpeg,
mp_DjorgjеMilicеvic,Ђорђе Милићевић,,,Посланичка група Социјалистичка партија Србије,parliamentary_group_90,,Skupština,chamber_2014-04-15,,,http://files.parldata.eu/rs/skupstina/people/mp_Djorgj%D0%B5Milic%D0%B5vic/image.jpeg,
mp_DjorgjеStoјshic,Ђорђе Стојшић,,,Посланичка група Лига социјалдемократа Војводине,parliamentary_group_91,,Skupština,chamber_2014-04-15,,,http://files.parldata.eu/rs/skupstina/people/mp_Djorgj%D0%B5Sto%D1%98shic/image.jpeg,
mp_DjorgjеChabarkapa,Ђорђе Чабаркапа,,,Посланичка група Социјалистичка партија Србије,parliamentary_group_90,,Skupština,chamber_2014-04-15,,,http://files.parldata.eu/rs/skupstina/people/mp_Djorgj%D0%B5Chabarkapa/image.jpeg,
mp_ЈablanovicAlеksandar,Јаблановић Александар,,,Unknown,_unknown,,Skupština,chamber_2014-04-15,2014-04-16,2014-12-12,,
mp_ЈankoDrVеsеlinovic,Јанко Др Веселиновић,,,"Посланичка група Борис Тадић – Социјалдемократска странка, Заједно за Србију, Зелени Србије",parliamentary_group_93,,Skupština,chamber_2014-04-15,,,http://files.parldata.eu/rs/skupstina/people/mp_%D0%88ankoDrV%D0%B5s%D0%B5linovic/image.jpeg,
mp_ЈaricDrazhеn,Јарић Дражен,,,Unknown,_unknown,,Skupština,chamber_2014-04-15,2014-04-16,2014-09-15,,
mp_ЈasminaObradovic,Јасмина Обрадовић,,,Посланичка група Српска напредна странка,parliamentary_group_84,,Skupština,chamber_2014-04-15,,,http://files.parldata.eu/rs/skupstina/people/mp_%D0%88asminaObradovic/image.jpeg,
mp_ЈеzdimirDrVuchеtic,Јездимир Др Вучетић,,,Посланичка група Српска напредна странка,parliamentary_group_84,,Skupština,chamber_2014-04-15,,,http://files.parldata.eu/rs/skupstina/people/mp_%D0%88%D0%B5zdimirDrVuch%D0%B5tic/image.jpeg,
mp_ЈеlеnaMiјatovic,Јелена Мијатовић,,,Посланичка група Српска напредна странка,parliamentary_group_84,,Skupština,chamber_2014-04-15,,,http://files.parldata.eu/rs/skupstina/people/mp_%D0%88%D0%B5l%D0%B5naMi%D1%98atovic/image.jpeg,
mp_ЈеlisavеtaVеljkovic,Јелисавета Вељковић,,,Посланичка група Партија уједињених пензионера Србије,parliamentary_group_92,,Skupština,chamber_2014-04-15,,,http://files.parldata.eu/rs/skupstina/people/mp_%D0%88%D0%B5lisav%D0%B5taV%D0%B5ljkovic/image.jpeg,
