id,name,party,constituency,source,image,religion,birth_date,email,term
191,FRANK ANNOH-DOMPREH,New Patriotic Party,"Nsawam-Adoagyiri Constituency, Eastern Region",https://www.parliament.gh/mps?mp=191,"https://www.parliament.gh/epanel/mps/DOMPREH,_FRANK_ANNOR__NSAWAM-ADOAGYIRI_NPP.jpg",PENTECOSTAL,1977-10-25,,7
192,KWAME ASAFU ADJEI,New Patriotic Party,"Nsuta-Kwamang-Beposo Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=192,https://www.parliament.gh/epanel/mps/ADJEI_ASAFU_KWAME_NSUTA_KWAMAN_BEPOSO_NPP.jpg,CHRISTIAN,1950-10-10,,7
193,PATRICK BOAKYE-YIADOM,New Patriotic Party,"Obuasi East Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=193,https://www.parliament.gh/epanel/mps/BOAKYE-YIADOM_PATRICK_OBUASE_EAST_NPP.jpg,CHRISTIAN,1976-11-02,,7
194,KWAKU AGYEMAN KWARTENG,New Patriotic Party,"Obuasi West Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=194,"https://www.parliament.gh/epanel/mps/KWARTENG,_KWAKU_AGYEMAN_-_OBUASI_WEST_MP.jpg",CHRISTIAN,1969-02-12,,7
195,EDWIN NII LANTEY VANDERPUYE,National Democratic Congress,"Odododiodio Constituency, Greater Accra Region",https://www.parliament.gh/mps?mp=195,"https://www.parliament.gh/epanel/mps/VANDERPUYE,_EDWIN_NII_LANTEY_ODODODIODIOO_NDC.jpg",CHRISTIAN,1965-06-11,,7
196,EMMANUEL AKWASI GYAMFI,New Patriotic Party,"Odotobri Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=196,https://www.parliament.gh/epanel/mps/GYAMFI_EMMANUEL_AKWESI__ODOTOBRI_NPP.jpg,CHRISTIANITY,1974-12-01,,7
197,AUGUSTINE COLLINS NTIM,New Patriotic Party,"Offinso North Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=197,https://www.parliament.gh/epanel/mps/NTIM_COLLINS_AUGUSTINE_OFFINSO_NORTH_NPP.jpg,CHRISTIANITY,1964-09-24,,7
198,BEN ABDALLAH BANDA,New Patriotic Party,"Offinso South Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=198,https://www.parliament.gh/epanel/mps/BANDA_BEN_ABDALLA_OFFINSO_SOUTH_NPP.jpg,Muslim,1971-08-15,,7
199,KOJO VINCENT OPPONG NKRUMAH,New Patriotic Party,"Ofoase-Ayirebi Constituency, Eastern Region",https://www.parliament.gh/mps?mp=199,https://www.parliament.gh/epanel/mps/OPONG_NKRUMAH_KOJO__OFOASE-AYIREBI__NPP.jpg,Christian,1982-04-05,,7
2,JOHN FRIMPONG OSEI,New Patriotic Party,"Abirem Constituency, Eastern Region",https://www.parliament.gh/mps?mp=2,"https://www.parliament.gh/epanel/mps/OSEI,_JOHN_FRIMPONG__ABRIEM.jpg",CHRISTIAN,1971-03-05,,7
20,CYNTHIA MAMLE MORRISON,New Patriotic Party,"Agona West Constituency, Central Region",https://www.parliament.gh/mps?mp=20,https://www.parliament.gh/epanel/mps/MORRIS_CYNTHIA_MAMLE__AGONA_WEST_NPP.jpg,CHRISTIAN,1964-01-17,,7
200,EMMANUEL MARFO,New Patriotic Party,"Oforikrom Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=200,https://www.parliament.gh/epanel/mps/MARFO_EMMANUEL__OFORIKROM__NPP.jpg,CHRISTIAN,1973-07-27,,7
201,PATRICK YAW BOAMAH,New Patriotic Party,"Okaikwei Central Constituency, Greater Accra Region",https://www.parliament.gh/mps?mp=201,"https://www.parliament.gh/epanel/mps/BOAMAH,_PATRICK_YAW_OKAIKWEI_CENTRAL_NPP.jpg",CHRISTIAN,1974-09-19,,7
202,FUSEINI ISSAH,New Patriotic Party,"Okaikwei North Constituency, Greater Accra Region",https://www.parliament.gh/mps?mp=202,https://www.parliament.gh/epanel/mps/ISSAH_FUSENI___OKAIKOI_NORTH__NPP.jpg,Muslim,1975-02-02,,7
203,ARTHUR AHMED,New Patriotic Party,"Okaikwei South Constituency, Greater Accra Region",https://www.parliament.gh/mps?mp=203,https://www.parliament.gh/epanel/mps/ARTHUR_AHMED__OKAIKOI_SOUTH__NPP.jpg,Christian,1970-03-30,,7
204,DANIEL BOTWE,New Patriotic Party,"Okere Constituency, Eastern Region",https://www.parliament.gh/mps?mp=204,"https://www.parliament.gh/epanel/mps/BOTWE,_DANIEL_KWAKU_OKERE_NPP.jpg",Christian,1958-02-26,,7
205,ANTHONY AKOTO OSEI,New Patriotic Party,"Old Tafo Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=205,"https://www.parliament.gh/epanel/mps/OSEI,_ANTHONY_AKOTO__OLD_TAFO__NPP.jpg",CHRISTIAN,1953-04-18,,7
206,BARBARA OTENG-GYASI,New Patriotic Party,"Prestea-Huni Valley Constituency, Western Region",https://www.parliament.gh/mps?mp=206,https://www.parliament.gh/epanel/mps/OTENG-GYASI_BARABARA___PRESTEA-HUNI_VALLEY__NPP.jpg,Christian,1964-10-05,,7
207,KWABENA DONKOR,National Democratic Congress,"Pru East Constituency, Brong Ahafo Region",https://www.parliament.gh/mps?mp=207,https://www.parliament.gh/epanel/mps/KWABENA_DONKOR_PRU_EAST_NDC.jpg,Christian,1958-02-05,,7
208,MASAWUD MOHAMMED,National Democratic Congress,"Pru West Constituency, Brong Ahafo Region",https://www.parliament.gh/mps?mp=208,"https://www.parliament.gh/epanel/mps/MOHAMMED,_MASAWUD_PRU_WEST_NDC.jpg",ISLAM,1971-04-01,,7
209,LAADI AYII AYAMBA,National Democratic Congress,"Pusiga Constituency, Upper East Region",https://www.parliament.gh/mps?mp=209,"https://www.parliament.gh/epanel/mps/AYAMBA,_LAADI_AYII_PUSIGA_NDC.jpg",Muslim,1961-12-25,,7
21,CHARLES AGBEVE,National Democratic Congress,"Agotime-Ziope Constituency, Volta Region",https://www.parliament.gh/mps?mp=21,https://www.parliament.gh/epanel/mps/AGBEVE_CHARLES__AGOTIME-ZIOPE_NDC.jpg,CHRISTIAN,1970-07-21,,7
210,CHARLES BINIPOM BINTIN,New Patriotic Party,"Saboba Constituency, Northern Region",https://www.parliament.gh/mps?mp=210,https://www.parliament.gh/epanel/mps/BINTIN_CHARLES_BINPON__SABOBA__NPP.jpg,Christian,1964-08-22,,7
211,FUSEINI BASHIR ALHASSAN,National Democratic Congress,"Sagnarigu Constituency, Northern Region",https://www.parliament.gh/mps?mp=211,"https://www.parliament.gh/epanel/mps/ALHASSAN,_BASHIR_FUSEINI_SAGNARIGU_NDC.jpg",Muslim,1956-02-02,,7
212,MUMUNI ALHASSAN,National Democratic Congress,"Salaga North Constituency, Northern Region",https://www.parliament.gh/mps?mp=212,https://www.parliament.gh/epanel/mps/ALHASSAN_MUMUNI_SALAGA_NORTH_NDC.jpg,MOSLEM,1967-09-23,,7
213,SALIFU ADAM BRAIMAH,New Patriotic Party,"Salaga South Constituency, Northern Region",https://www.parliament.gh/mps?mp=213,https://www.parliament.gh/epanel/mps/BRAIMAH_ADAM_SALIFU_SALAGA_SOUTH.jpg,MOSLEM,1965-09-25,,7
214,ABDUL-SAMED MUHAMED GUNU,New Patriotic Party,"Savelugu Constituency, Northern Region",https://www.parliament.gh/mps?mp=214,https://www.parliament.gh/epanel/mps/GUNU_ABDUL-SAMED_MUHAMMED___SAVELUGU_____NPP.jpg,ISLAM,1966-04-06,,7
215,ANDREW DARI CHIWITEY,National Democratic Congress,"Sawla-Tuna Kalba Constituency, Northern Region",https://www.parliament.gh/mps?mp=215,https://www.parliament.gh/epanel/mps/CHIWITEY_DARI_ANDREW_SWALA-TUNA-NDC.jpg,CHRISTIAN,1970-09-27,,7
216,ALEX TETTEH DJORNOBUAH,New Patriotic Party,"Sefwi-Akontombra Constituency, Western Region",https://www.parliament.gh/mps?mp=216,https://www.parliament.gh/epanel/mps/DJORNOBUAH_ALEX_TETTEH_SEFWI_AKONTOMBRA__NPP.jpg,Christian,1972-04-27,,7
217,KWAKU AFRIYIE,New Patriotic Party,"Sefwi-Wiawso Constituency, Western Region",https://www.parliament.gh/mps?mp=217,https://www.parliament.gh/epanel/mps/AFRIYIE_KWAKU_SEFWI-WIAWSO_NPP.jpg,Christian,1954-07-07,,7
218,CHRISTIAN CORLEYTEY OTUTEYE,National Democratic Congress,"Sege Constituency, Greater Accra Region",https://www.parliament.gh/mps?mp=218,https://www.parliament.gh/epanel/mps/OTUTEYE_CHRISTIAN_CORLEYTEY__SEGE__NDC.jpg,Christian,1973-10-23,,7
219,ANDREW KOFI EGYAPA MERCER,New Patriotic Party,"Sekondi Constituency, Western Region",https://www.parliament.gh/mps?mp=219,https://www.parliament.gh/epanel/mps/MERCER_ANDREW_KOFI_EGYAPA__SEKONDI_NPP.jpg,Christian,1973-05-25,,7
22,SULEMAN ADAMU SANID,New Patriotic Party,"Ahafo Ano North Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=22,https://www.parliament.gh/epanel/mps/SANID_SULEMAN_ADAMU__AHAFO-ANO_NORTH__NPP.jpg,Christian,1970-11-13,,7
220,ALEX ADOMAKO-MENSAH,National Democratic Congress,"Sekyere Afram Plain Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=220,https://www.parliament.gh/epanel/mps/ADOMAKO-MENSAH_ALEX_SEKYERE_AFRAM_PLAINS.jpg,Christian,1962-11-05,,7
221,DOMINIC - NAPARE,National Democratic Congress,"Sene East Constituency, Brong Ahafo Region",https://www.parliament.gh/mps?mp=221,https://www.parliament.gh/epanel/mps/NAPARE_DOMINIC_SENE_EAST_NDC_.jpg,CHRISTIAN,1960-11-03,,7
222,KWAME TWUMASI AMPOFO,National Democratic Congress,"Sene West Constituency, Brong Ahafo Region",https://www.parliament.gh/mps?mp=222,https://www.parliament.gh/epanel/mps/2M8A1451.jpg,CHRISTIAN,1968-06-03,,7
223,LINDA OBENEWAA AKWELEY OCLOO,National Democratic Congress,"Shai-Osudoku Constituency, Greater Accra Region",https://www.parliament.gh/mps?mp=223,https://www.parliament.gh/epanel/mps/OCLOO_LINDA_OBENEWAA_AKWELEY__SHAI_OSUDOKU__NDC.jpg,CHRISTIAN,1979-02-21,,7
224,ATO PANFORD,New Patriotic Party,"Shama Constituency, Western Region",https://www.parliament.gh/mps?mp=224,https://www.parliament.gh/epanel/mps/PANFORD_ATO_SHAMA_NPP.jpg,Christian,1962-08-28,,7
225,RIDWAN DUADA ABASS,New Patriotic Party,"Sissala East Constituency, Upper West Region",https://www.parliament.gh/mps?mp=225,https://www.parliament.gh/epanel/mps/ABASS_RIDINAN_DAUDA_SISALA_EAST_NPP.jpg,ISLAM,1983-12-24,,7
226,PATRICK AL-HASSAN ADAMAH,New Patriotic Party,"Sissala West Constituency, Upper West Region",https://www.parliament.gh/mps?mp=226,https://www.parliament.gh/epanel/mps/ADAMAH_ALHASSANPATRICK_SISALA_WEST_NPP.jpg,MUSLIM,1948-11-23,,7
227,ROCKSON-NELSON ETSE KWAMI DAFEAMEKPOR,National Democratic Congress,"South Dayi Constituency, Volta Region",https://www.parliament.gh/mps?mp=227,https://www.parliament.gh/epanel/mps/DAFEAMEKPOR_ROCKSON-NELSON_ETSE_KWAMI___SOUTH_DAYI___NDC.jpg,CHRISTIAN,1976-12-09,,7
228,KOBENA MENSAH WISDOM WOYOME,National Democratic Congress,"South Tongu Constituency, Volta Region",https://www.parliament.gh/mps?mp=228,"https://www.parliament.gh/epanel/mps/WOYOME,_KOBENA_MENSAH__SOUTH_TONGU_NDC.jpg",CHRISTIAN,1971-09-21,,7
229,STEPHEN MICHAEL ESSUAH KOFI ACKAH,National Democratic Congress,"Suaman Constituency, Western Region",https://www.parliament.gh/mps?mp=229,"https://www.parliament.gh/epanel/mps/ACKAH,_STEPHEN_MICHEAL_ESSUAH_KOFI__SUAMAN_NDC.jpg",Christian,1950-09-22,,7
23,FRANCIS MANU-ADABOR,New Patriotic Party,"Ahafo Ano South East Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=23,https://www.parliament.gh/epanel/mps/MANU-ADABOR_FRANCIS__AHAFO_ANO_SOUTH__NPP.jpg,Christian,1960-09-24,,7
230,EUGENE BOAKYE ANTWI,New Patriotic Party,"Subin Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=230,https://www.parliament.gh/epanel/mps/ANTWI_EUGENE_BOAKYE__SUBIN__NPP_.jpg,CHRISTIANITY,1970-05-07,,7
231,FREDERICK OPARE-ANSAH,New Patriotic Party,"Suhum Constituency, Eastern Region",https://www.parliament.gh/mps?mp=231,"https://www.parliament.gh/epanel/mps/OPARE-ANSAH,_FREDERICK__SUHUM__NPP.jpg",CHRISTIANITY,1968-09-05,,7
232,KWASI AMEYAW-CHEREMEH,New Patriotic Party,"Sunyani East Constituency, Brong Ahafo Region",https://www.parliament.gh/mps?mp=232,https://www.parliament.gh/epanel/mps/AMEYAW-CHEREMEH_KWESI__SUNYANI_EAST__NPP.jpg,CHRISTIAN,1966-11-06,,7
233,IGNATIUS BAFFOUR AWUAH,New Patriotic Party,"Sunyani West Constituency, Brong Ahafo Region",https://www.parliament.gh/mps?mp=233,"https://www.parliament.gh/epanel/mps/AWUAH,_IGNATIUS_BAFFOUR_SUNYANI_WEST_NPP.jpg",CHRISTIAN,1966-08-24,,7
234,GABRIEL OSEI,New Patriotic Party,"Tain Constituency, Brong Ahafo Region",https://www.parliament.gh/mps?mp=234,https://www.parliament.gh/epanel/mps/OSEI_GABRIEL__TAIN__NPP.jpg,CHRISTIAN,1974-02-06,,7
235,KWABENA OKYERE DARKO-MENSAH,New Patriotic Party,"Takoradi Constituency, Western Region",https://www.parliament.gh/mps?mp=235,"https://www.parliament.gh/epanel/mps/DARKO-MENSAH,_KWABENA_OKYERE__TAKORADI__NPP.jpg",Christian,1974-06-18,,7
236,BENSON TONGO BABA,National Democratic Congress,"Talensi Constituency, Upper East Region",https://www.parliament.gh/mps?mp=236,https://www.parliament.gh/epanel/mps/BABA_TONGO_BENSON_TALENSI_NDC.jpg,CHRISTIAN,1948-09-23,,7
237,INUSAH ABDULAI BISTAV FUSEINI,National Democratic Congress,"Tamale Central Constituency, Northern Region",https://www.parliament.gh/mps?mp=237,"https://www.parliament.gh/epanel/mps/FUSEINI,_INUSAH_ABDULAI_B.___TAMALE_CENTRAL)__NDC.jpg",ISLAM,1962-01-23,,7
238,ALHASSAN SAYIBU SUHUYINI,National Democratic Congress,"Tamale North Constituency, Northern Region",https://www.parliament.gh/mps?mp=238,https://www.parliament.gh/epanel/mps/SUHUYINI_SAYIBU_ALHASSAN_TAMALE_NORTH_NDC.jpg,ISLAM,1979-09-12,,7
239,HARUNA IDDRISU,National Democratic Congress,"Tamale South Constituency, Northern Region",https://www.parliament.gh/mps?mp=239,"https://www.parliament.gh/epanel/mps/IDDRISU,_HARUNA__TAMALE_SOUTH_NDC.jpg",Muslim,1970-09-08,,7
24,JOHNSON KWAKU ADU,New Patriotic Party,"Ahafo Ano South West Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=24,"https://www.parliament.gh/epanel/mps/ADU,_JOHNSON_KWAKUA__HAFO_ANO_SOUTH_WEST__NPP.jpg",CHRISTIAN,1969-08-10,,7
240,FREDA PREMPEH,New Patriotic Party,"Tano North Constituency, Brong Ahafo Region",https://www.parliament.gh/mps?mp=240,"https://www.parliament.gh/epanel/mps/PREMPEH,_FREDA__TANO_NORTH__NPP.jpg",CHRISTIANITY,1966-01-23,,7
241,BENJAMIN YEBOAH SEKYERE,New Patriotic Party,"Tano South Constituency, Brong Ahafo Region",https://www.parliament.gh/mps?mp=241,https://www.parliament.gh/epanel/mps/SEKYERE_BENJAMIN_YEBOAH__TANO_SOUTH_NPP.jpg,Christian,1977-03-04,,7
242,GEORGE MIREKU DUKER,New Patriotic Party,"Tarkwa-Nsuaem Constituency, Western Region",https://www.parliament.gh/mps?mp=242,https://www.parliament.gh/epanel/mps/DUKER_GEORGE_MIREKU__TARKWA-NSUEAM_NPP.jpg,Christian,1975-05-09,,7
243,SIMON ACHEAMPONG TAMPI,National Democratic Congress,"Tatale-Sanguli Constituency, Northern Region",https://www.parliament.gh/mps?mp=243,https://www.parliament.gh/epanel/mps/TAMPI_ACHEAMPONG_SIMON_TATALE-SANGULI_NDC.jpg,Christian,1975-04-24,,7
244,MARTIN GYARKO OTI,New Patriotic Party,"Techiman North Constituency, Brong Ahafo Region",https://www.parliament.gh/mps?mp=244,https://www.parliament.gh/epanel/mps/OTI_MARTIN_GYARKO__TECHIEMAN_NORTH_NPP_.jpg,Christian,1980-04-03,,7
245,HENRY YEBOAH YIADOM-BOACHIE,New Patriotic Party,"Techiman South Constituency, Brong Ahafo Region",https://www.parliament.gh/mps?mp=245,https://www.parliament.gh/epanel/mps/YIADON_BOACHIE_YEBOAH_HENRY_TECHIEMAN_SOUTH.jpg,CHRISTIAN,1972-08-24,,7
246,KOFI BRAKO,New Patriotic Party,"Tema Central Constituency, Greater Accra Region",https://www.parliament.gh/mps?mp=246,https://www.parliament.gh/epanel/mps/BRAKO_KOFI_TEMA_CENTRAL__NPP.jpg,CHRISTIAN,1959-09-11,,7
247,DANIEL NII KWARTEI TITUS-GLOVER,New Patriotic Party,"Tema East Constituency, Greater Accra Region",https://www.parliament.gh/mps?mp=247,"https://www.parliament.gh/epanel/mps/251_TITUS-GLOVER,_DANIEL_NII_KWARTEI_TEMA_EAST_NPP.jpg",CHRISTIAN,1966-08-28,,7
248,KINGSLEY CARLOS AHENKORAH,New Patriotic Party,"Tema West Constituency, Greater Accra Region",https://www.parliament.gh/mps?mp=248,https://www.parliament.gh/epanel/mps/AHENKORAH_CARLOS_KINGSLEY_TEMA_WEST_NPP.jpg,CHRISTIAN,1966-07-20,,7
249,JOSEPH DINDIOK KPEMKA,New Patriotic Party,"Tempane Constituency, Upper East Region",https://www.parliament.gh/mps?mp=249,https://www.parliament.gh/epanel/mps/KPEMKA_JOSEPH_DINDIOK__TEMPANE__NPP.jpg,Christian,1973-08-13,,7
25,EBENEZER KOJO KUM,New Patriotic Party,"Ahanta West Constituency, Western Region",https://www.parliament.gh/mps?mp=25,https://www.parliament.gh/epanel/mps/KUM_KOJO_EBENEZER___AHANTA_WEST_NPP_.jpg,Christian,1967-04-17,,7
250,WAHAB WUMBEI SUHUYINI,New Patriotic Party,"Tolon Constituency, Northern Region",https://www.parliament.gh/mps?mp=250,"https://www.parliament.gh/epanel/mps/WUMBEI,_WAHAB_SUHUYINI_TOLON_NDC.jpg",ISLAM,1955-09-20,,7
251,MOSES ANIM,New Patriotic Party,"Trobu Constituency, Greater Accra Region",https://www.parliament.gh/mps?mp=251,https://www.parliament.gh/epanel/mps/ANIM_MOSES__TRO-BU__NPP.jpg,CHRISTIAN,1965-04-25,,7
252,ABRAHAM DWUMA ODOOM,New Patriotic Party,"Twifo Atti Morkwa Constituency, Central Region",https://www.parliament.gh/mps?mp=252,https://www.parliament.gh/epanel/mps/ODUM_DWUMA_ABRAHAM_TWIFO_ATTI_MORKWA_NPP.jpg,CHRISTIAN,1952-08-11,,7
253,NANA AMOAKOH,New Patriotic Party,"Upper Denkyira East Constituency, Central Region",https://www.parliament.gh/mps?mp=253,"https://www.parliament.gh/epanel/mps/AMOAKOH,_NANA__UPPER_DENKYIRA_EAST__NPP.jpg",Christian,1958-03-15,,7
254,SAMUEL NSOWA-DJAN,New Patriotic Party,"Upper Denkyira West Constituency, Central Region",https://www.parliament.gh/mps?mp=254,https://www.parliament.gh/epanel/mps/NSOWAH-DJAN_SAMUEL_UPPER_DENKYIRA_WEST_NPP.jpg,CHRISTIAN,1961-06-26,,7
255,JOSEPH TETTEH,New Patriotic Party,"Upper Manya Krobo Constituency, Eastern Region",https://www.parliament.gh/mps?mp=255,https://www.parliament.gh/epanel/mps/TETTEH_JOSEPH_UPPER_MANYA_KROBO_NPP.jpg,Christian,1966-05-14,,7
256,DEREK DARKO OHENE ASSIFO BEKOE,National Democratic Congress,"Upper West Akim Constituency, Eastern Region",https://www.parliament.gh/mps?mp=256,https://www.parliament.gh/epanel/mps/BEKOE_DEREK_DARKO_ASSIFO__UPPER_WEST_AKIM_NDC.jpg,CHRISTIANITY,1967-04-07,,7
257,ABDUL-RASHID HASSAN PELPUO,National Democratic Congress,"Wa Central Constituency, Upper West Region",https://www.parliament.gh/mps?mp=257,"https://www.parliament.gh/epanel/mps/PELPUO,_ABDUL-RASHID_HASSAN__WA_CENTRAL___NDC.JPG",ISLAM,1964-05-05,,7
258,GODFREY TANGU BAYON,New Patriotic Party,"Wa East Constituency, Upper West Region",https://www.parliament.gh/mps?mp=258,https://www.parliament.gh/epanel/mps/BAYON_TANGO_GODFREY_WA_EAST_NDC.jpg,Christian,1956-03-03,,7
259,JOSEPH YIELEH CHIREH,National Democratic Congress,"Wa West Constituency, Upper West Region",https://www.parliament.gh/mps?mp=259,"https://www.parliament.gh/epanel/mps/CHIREH,_JOSEPH_YIELEH_WA_WEST_NDC.jpg",Christian,1954-07-08,,7
26,AZIZ ABDUL MUNIRU,National Democratic Congress,"Akan Constituency, Volta Region",https://www.parliament.gh/mps?mp=26,https://www.parliament.gh/epanel/mps/MUNIRU_ABDUL_AZIZ_AKAN_NDC.jpg,ISLAM,1976-01-04,,7
260,SAGRE BAMBANGI,New Patriotic Party,"Walewale Constituency, Northern Region",https://www.parliament.gh/mps?mp=260,"https://www.parliament.gh/epanel/mps/BAMBANGI,_SAGRE__WALEWALE__NPP.jpg",Muslim,1966-05-02,,7
261,ISAAC ADJEI MENSAH,National Democratic Congress,"Wassa East Constituency, Western Region",https://www.parliament.gh/mps?mp=261,https://www.parliament.gh/epanel/mps/MENSAH_ADJEI_ISAAC_WASSA_EAST_NDC.jpg,Christian,1963-03-26,,7
262,TINA GIFTY NAA AYELEY MENSAH,New Patriotic Party,"Weija Gbawe Constituency, Greater Accra Region",https://www.parliament.gh/mps?mp=262,https://www.parliament.gh/epanel/mps/MENSAH_TINA_GIFTY_NAA_AYELEY__WEIJA-GBAWE_NPP.jpg,CHRISTIANITY,1964-01-23,,7
263,GEORGE YAW GYAN-BAFFOUR,New Patriotic Party,"Wenchi Constituency, Brong Ahafo Region",https://www.parliament.gh/mps?mp=263,"https://www.parliament.gh/epanel/mps/GYAN-BAFFOUR,_GEORGE_YAW___WENCHI__NPP.jpg",CHRISTIAN (CATHOLIC),1951-03-27,,7
264,THOMAS OGAJAH DONKOR,New Patriotic Party,"Wulensi Constituency, Northern Region",https://www.parliament.gh/mps?mp=264,https://www.parliament.gh/epanel/mps/DONKOR_OGUJAH_THOMAS_WULENSI_NDC.jpg,Christian,1968-07-07,,7
265,ABDUL-RAUF TANKO IBRAHIM,National Democratic Congress,"Yagaba-Kubori Constituency, Northern Region",https://www.parliament.gh/mps?mp=265,https://www.parliament.gh/epanel/mps/IBRAHIM_ABDUL-REHUF_TANKO_YAGABA-KUBORENDC.jpg,Muslim,1968-10-10,,7
266,JOHN ABDULAI JINAPOR,National Democratic Congress,"Yapei Kusawgu Constituency, Northern Region",https://www.parliament.gh/mps?mp=266,https://www.parliament.gh/epanel/mps/JINAPOR_JOHN_ABDULAI__YAPE_KUSAWGU__NDC.jpg,CHRISTIAN,1979-06-08,,7
267,TIJANI HABIBU MOHAMMAD,New Patriotic Party,"Yendi Constituency, Northern Region",https://www.parliament.gh/mps?mp=267,"https://www.parliament.gh/epanel/mps/TIJANI,_MOHAMMAD_HABIBU_YENDI_NPP.jpg",MUSLIM,1965-02-16,,7
268,MAGNUS KOFI AMOATEY,National Democratic Congress,"Yilo Krobo Constituency, Eastern Region",https://www.parliament.gh/mps?mp=268,https://www.parliament.gh/epanel/mps/AMOATEY_MAGNUS_KOFI__YILO_KROBO__NDC.jpg,Christian,1948-12-10,,7
269,JOSEPH BIPOBA NAABU,National Democratic Congress,"Yunyoo Constituency, Northern Region",https://www.parliament.gh/mps?mp=269,https://www.parliament.gh/epanel/mps/NAABU_BIPOBA_JOSEPH_YUNYOO_NDC.jpg,CHRISTIAN,1964-08-24,,7
27,PETER NORTSU-KOTOE,National Democratic Congress,"Akatsi North Constituency, Volta Region",https://www.parliament.gh/mps?mp=27,https://www.parliament.gh/epanel/mps/NORTSU-KOTOE_PETER_AKATSI_NORTH_NDC.jpg,CHRISTIAN,1956-05-06,,7
270,ALHASSAN UMAR,National Democratic Congress,"Zabzugu Constituency, Northern Region",https://www.parliament.gh/mps?mp=270,https://www.parliament.gh/epanel/mps/UMAR_ALHASSAN_ZABZUGU_NDC.jpg,Muslim,1966-06-29,,7
271,FRANK FUSEINI ADONGO,New Patriotic Party,"Zebilla Constituency, Upper East Region",https://www.parliament.gh/mps?mp=271,https://www.parliament.gh/epanel/mps/ADONGO_FUSENI_FRANK_ZEBILA_NDC.jpg,CHRISTIANITY,1960-09-23,,7
272,OSEI KYEI-MENSAH-BONSU,New Patriotic Party,"Suame Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=272,https://www.parliament.gh/epanel/mps/272_KYEI_MENSAH_BONSU_OSEI.jpg,Christian,1957-02-03,,7
273,BENITO OWUSU-BIO,New Patriotic Party,"Atwima Nwabiagya North Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=273,https://www.parliament.gh/epanel/mps/264_OWUSU_BIO_BENITO.jpg,Christian,1968-11-01,,7
274,CASSIEL ATO FORSON,National Democratic Congress,"Ajumako-Enyan-Esiam Constituency, Central Region",https://www.parliament.gh/mps?mp=274,https://www.parliament.gh/epanel/mps/60_FORSON_CASSIEL_ATO_BAAH.jpg,Christian,,,7
275,ISAAC KWAME ASIAMAH,New Patriotic Party,"Atwima Mponua Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=275,https://www.parliament.gh/epanel/mps/254_ASIAMAH_ISAAC_KWAME.jpg,Christianity,,,7
276,WILLIAM OWURAKU AIDOO,New Patriotic Party,"Afigya Kwabre South Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=276,https://www.parliament.gh/epanel/mps/7_AIDOO_WILLIAM_OWURAKU.jpg,Christianity,,,7
277,KOFI OKYERE-AGYEKUM,New Patriotic Party,"Fanteakwa South Constituency, Eastern Region",https://www.parliament.gh/mps?mp=277,https://www.parliament.gh/epanel/mps/203_OKYERE_AGYEKUM_KOFI.jpg,Christian,,,7
279,KOJO APPIAH-KUBI (DR),New Patriotic Party,"Atwima Kwawoma Constituency, Ashanti Region",https://www.parliament.gh/mps?mp=279,https://www.parliament.gh/epanel/mps/175_APPIAH_KUBI_KOJO_DR.jpg,Christianity,,,7
28,BERNARD AHIAFOR,National Democratic Congress,"Akatsi South Constituency, Volta Region",https://www.parliament.gh/mps?mp=28,"https://www.parliament.gh/epanel/mps/AHIAFOR,_BERNARD__AKATSI_SOUTH_NDC.jpg",CHRISTIAN,1973-02-06,,7
29,SAMUEL ATTA AKYEA,New Patriotic Party,"Akim Abuakwa South Constituency, Eastern Region",https://www.parliament.gh/mps?mp=29,https://www.parliament.gh/epanel/mps/AKYEA_SAMUEL_ATTA__AKIM_ABUAKWA_SOUTH_NPP.jpg,Christianity,1962-08-20,,7
3,EBENEZER GILBERT NII NARH NARTEY,New Patriotic Party,"Ablekuma Central Constituency, Greater Accra Region",https://www.parliament.gh/mps?mp=3,https://www.parliament.gh/epanel/mps/NARTEY_NII_NARH_GILBERT_EBENEZER__ABLEKUMA_CENTRAL_NPP.jpg,Christian,1979-07-16,,7
30,WILLIAM AGYAPONG QUAITTOO,New Patriotic Party,"Akim Oda Constituency, Eastern Region",https://www.parliament.gh/mps?mp=30,https://www.parliament.gh/epanel/mps/QUAITTOO_WILLIAM_AGYAPONG__AKIM_ODA_NPPP.jpg,Christian,1966-09-11,,7
