id,name,start_date,end_date,source
chamber_2001-11-17,Periudha e parÃ« Legjislative,2001-11-17,2004-11-23,"http://www.kuvendikosoves.org/?cid=1,158&legid=1"
chamber_2004-11-23,Periudha e dytÃ« Legjislative,2004-11-23,2007-12-12,"http://www.kuvendikosoves.org/?cid=1,158&legid=2"
chamber_2007-12-13,Periudha e tretÃ« Legjislative,2007-12-13,2010-11-03,"http://www.kuvendikosoves.org/?cid=1,158&legid=3"
chamber_2010-12-12,Periudha e katërt Legjislative,2010-12-12,2014-05-07,"http://www.kuvendikosoves.org/?cid=1,158&legid=4"
chamber_2014-07-17,Periudha e pestë Legjislative,2014-07-17,"","http://www.kuvendikosoves.org/?cid=1,102"
