id,wikidata
uk.org.publicwhip/cons/10716,Q1053991
uk.org.publicwhip/cons/10717,Q1529479
uk.org.publicwhip/cons/10718,Q1549306
uk.org.publicwhip/cons/10719,Q6684773
uk.org.publicwhip/cons/10720,Q1931762
uk.org.publicwhip/cons/10721,Q1647853
uk.org.publicwhip/cons/10722,Q7569048
uk.org.publicwhip/cons/10723,Q7987073
uk.org.publicwhip/cons/10724,Q319474
uk.org.publicwhip/cons/10725,Q319490
uk.org.publicwhip/cons/10726,Q319503
uk.org.publicwhip/cons/10727,Q408547
uk.org.publicwhip/cons/10728,Q544339
uk.org.publicwhip/cons/10729,Q652587
uk.org.publicwhip/cons/10730,Q793213
uk.org.publicwhip/cons/10731,Q806428
uk.org.publicwhip/cons/10732,Q1026012
uk.org.publicwhip/cons/10733,Q925833
uk.org.publicwhip/cons/10734,Q1053782
uk.org.publicwhip/cons/10735,Q1103746
uk.org.publicwhip/cons/10736,Q1022403
uk.org.publicwhip/cons/10737,Q1104440
uk.org.publicwhip/cons/10738,Q1143732
uk.org.publicwhip/cons/10739,Q1144044
uk.org.publicwhip/cons/10740,Q1144052
uk.org.publicwhip/cons/10741,Q1719129
uk.org.publicwhip/cons/10742,Q1264977
uk.org.publicwhip/cons/10743,Q1265537
uk.org.publicwhip/cons/10744,Q956266
uk.org.publicwhip/cons/10745,Q1265629
uk.org.publicwhip/cons/10746,Q1265627
uk.org.publicwhip/cons/10747,Q477746
uk.org.publicwhip/cons/10748,Q1277940
uk.org.publicwhip/cons/10749,Q1278307
uk.org.publicwhip/cons/10750,Q597563
uk.org.publicwhip/cons/10751,Q1284726
uk.org.publicwhip/cons/10752,Q5338228
uk.org.publicwhip/cons/10753,Q1284757
uk.org.publicwhip/cons/10754,Q1284766
uk.org.publicwhip/cons/10755,Q5338286
uk.org.publicwhip/cons/10756,Q1394345
uk.org.publicwhip/cons/10757,Q1394351
uk.org.publicwhip/cons/10758,Q1492557
uk.org.publicwhip/cons/10759,Q1529483
uk.org.publicwhip/cons/10760,Q1529489
uk.org.publicwhip/cons/10761,Q1458360
uk.org.publicwhip/cons/10762,Q1529502
uk.org.publicwhip/cons/10763,Q1529510
uk.org.publicwhip/cons/10764,Q781509
uk.org.publicwhip/cons/10765,Q1529523
uk.org.publicwhip/cons/10766,Q1529529
uk.org.publicwhip/cons/10767,Q1529535
uk.org.publicwhip/cons/10768,Q1529542
uk.org.publicwhip/cons/10769,Q1537951
uk.org.publicwhip/cons/10769,Q25266548
uk.org.publicwhip/cons/10770,Q1544755
uk.org.publicwhip/cons/10771,Q1573509
uk.org.publicwhip/cons/10772,Q1573521
uk.org.publicwhip/cons/10773,Q1671714
