id,name,position_id,position,label,start_date,end_date,ordinal
Q1365144,Mordechai Nurock,Q1365144-E50848C5-1005-449F-AEE8-7D56B83DAA00,Q20021270,Minister of Communications,1952-11-03,1952-12-24,0
Q15649550,Dace Melbārde,Q15649550-4B4BE4DA-EDD9-4533-B9D1-7874932DED8D,Q25907368,Minister of Culture,2013-10-31,"",0
Q199410,Zigfrīds Anna Meierovics,Q199410-EE3C6CF4-AD5F-47C3-8EC9-DD2B8484CA6F,Q369500,Prime Minister of Latvia,1921-06-19,1923-01-26,0
Q199410,Zigfrīds Anna Meierovics,Q199410-7255DB29-3293-417A-970C-BA3AAB795F01,Q369500,Prime Minister of Latvia,1923-06-28,1924-01-26,0
Q210715,Aigars Kalvītis,Q210715-5D675C83-C849-44E4-A012-D27E9740E18A,Q369500,Prime Minister of Latvia,2004-12-02,2007-12-20,0
Q210822,Ivars Godmanis,Q210822-1d38d721-4b2a-f6e1-2410-5ee6c934c329,Q369500,Prime Minister of Latvia,1990-05-07,1993-08-03,1
Q210822,Ivars Godmanis,Q210822-9ec8ba52-4835-18ea-7b49-fc9bd61a9c48,Q369500,Prime Minister of Latvia,2007-12-20,2009-03-12,0
Q236968,Sandra Kalniete,Q236968-16183016-A46F-4CF5-903B-C3FC29C23D92,Q57125919,Foreign Minister,"","",0
Q236968,Sandra Kalniete,Q236968-0D712660-13E8-4DD7-895D-28966DC4CF8D,Q957986,European Commissioner for Agriculture and Rural Development,2004-05-01,2004-11-11,0
Q2376003,Žaneta Jaunzeme-Grende,Q2376003-4c31149d-471c-1ca5-5b59-b47d9a6a1ed5,Q25907368,Minister of Culture,"","",0
Q2416022,Raimonds Vējonis,Q2416022-9DF374C4-6A96-439A-B3C6-FACBBB254811,Q16361617,Minister for the Environmental Protection and Regional Development of Latvia,2002-11-07,2003-01-16,0
Q2416022,Raimonds Vējonis,Q2416022-156FCAAB-0475-4621-AB6C-B2EA0C9B6611,Q16361617,Minister for the Environmental Protection and Regional Development of Latvia,2011-01-06,2011-10-25,0
Q2416022,Raimonds Vējonis,Q2416022-8855481d-4840-181b-c409-cd2117295ebb,Q16361620,Minister of the Environment,2003-01-16,2011-01-01,0
