statement,id,name,start_date,end_date,wikidata
Q16349907-F8FAFC29-D406-4D68-8D26-08B4D170B84B,5,5th Saeima,1993-07-06,1995-11-06,Q16349907
Q16350006-9EB15AC2-6AE3-4C8E-82B4-74765E9EAC79,6,6th Saeima,1995-11-07,1998-11-01,Q16350006
Q16350051-E29CA3AD-0852-4A61-A9A1-9D409159A4A5,7,7th Saeima,1998-11-02,2002-11-04,Q16350051
Q16350102-6D3D8E1F-C06A-4434-9B39-A9BB33D464A0,8,8th Saeima,2002-11-05,2006-11-06,Q16350102
Q16350138-63984C14-FDFF-48D0-80F8-F6D2BAAFA5EA,9,9th Saeima,2006-11-07,2010-11-01,Q16350138
Q16347625-d5c1a9a9-451b-89cd-00bd-6183f12efc8b,10,10th Saeima,2010-11-02,2011-10-16,Q16347625
Q13098708-7C816B3D-B134-4697-B2E8-33E4E535CC51,11,11th Saeima,2011-10-17,2014-11-03,Q13098708
Q20557340-1d474b7c-40d5-3679-4748-c05a41788c8e,12,12th Saeima,2014-11-04,2018-11-06,Q20557340
Q57078934-1bab7f2a-4180-0926-132e-df18b80b15b4,13,13th Saeima,2018-11-06,"",Q57078934
