id,name,position_id,position,label,start_date,end_date,ordinal
Q1042724,Carlos Balmaceda Saavedra,Q1042724-E1BB6E0E-A977-4684-8D71-698DD763EB5B,Q55718046,Minister of Finance - Chile,,,0
Q11171797,Javier Ángel Figueroa,Q11171797-D65492F6-1B63-485C-B729-79F2E5B7655C,Q55755578,Minister of the Interior,,,0
Q11952,Agustín Edwards Mac-Clure,q11952-65A15918-5FFF-4769-A9D9-75CCB4DD96CE,Q55755578,Minister of the Interior,1910-06-25,1910-07-08,0
Q1220478,Diego José Benavente,Q1220478-A4A7B243-21F9-4532-B07D-0C705FDB43F8,Q55718046,Minister of Finance - Chile,,,0
Q1294,Ramón Barros Luco,Q1294-38D15323-DAF3-4317-8DDF-352E26875F83,Q3304818,minister of Chile,,,0
Q1294,Ramón Barros Luco,Q1294-82E76177-F4F0-48DA-B29D-644CB19D82DE,Q55718046,Minister of Finance - Chile,,,0
Q1298,Pedro Montt,Q1298-48C85F9F-6AA6-4B48-BE40-5C2B2606634D,Q55718046,Minister of Finance - Chile,,,0
Q1318,Aníbal Zañartu,Q1318-CC19BF61-2C66-40F9-BC49-AE875CEDAF3E,Q24262884,Minister of Foreign Affairs of Chile,,,0
Q1319,Federico Errázuriz Echaurren,Q1319-4605D277-E22C-49F2-B29F-D7416F537F12,Q27149969,Minister of Education of Chile,,,0
Q1322,José Manuel Balmaceda,Q1322-995FB607-7885-4515-9A04-EE50E7BAC1B1,Q24262884,Minister of Foreign Affairs of Chile,1882-09-18,1882-04-12,0
Q1322,José Manuel Balmaceda,Q1322-6244A774-6513-4859-90FF-1D5D0A500331,Q55755578,Minister of the Interior,1881-04-12,1885-09-03,0
Q1323,Domingo Santa María,Q1323-89C4AB81-13C1-4CCF-BECC-073E564FD89A,Q24262884,Minister of Foreign Affairs of Chile,,,0
Q1323,Domingo Santa María,Q1323-405C5BB4-A810-4F3A-B6FE-0FE1366181C5,Q55718046,Minister of Finance - Chile,,,0
Q1323,Domingo Santa María,Q1323-BD26DF5C-7195-4D67-8B6F-50F61BD84532,Q55755578,Minister of the Interior,1879-08-20,1880-08-16,0
Q1327,José Joaquín Pérez,Q1327-A7786DD6-D4AC-4E45-9B5D-B5A709FC3BA2,Q55718046,Minister of Finance - Chile,,,0
Q1328,Manuel Montt,Q1328-17DAA780-7A25-493D-9401-C047AD856205,Q24262884,Minister of Foreign Affairs of Chile,,,0
Q1328,Manuel Montt,Q1328-CE922911-6CB7-464E-8BD4-1728A459CBE9,Q55840158,Q55840158,1845,1846,0
Q1333,Francisco Antonio Pinto,Q1333-D96B99D7-E498-4043-B03B-E438C27A5847,Q24262884,Minister of Foreign Affairs of Chile,,,0
Q1657292,Ignacio Walker,Q1657292-7fcd48ac-4f81-da69-e1e0-c4e2bc62cf93,Q24262884,Minister of Foreign Affairs of Chile,2004-10-01,2006-03-11,0
Q16573301,Guillermo Edwards Matte,Q16573301-DB323A28-2D82-4100-8BF2-F5CF808A9C1C,Q55718046,Minister of Finance - Chile,,,0
Q16590160,Leonardo Guzmán Cortés,Q16590160-686BD2E1-ADCA-4F2D-9508-B62BBB18E9EC,Q55755578,Minister of the Interior,,,0
Q16598951,Manuel Zañartu Zañartu,Q16598951-1BAF3F14-BBCB-4F23-9612-7FD3AFDE302C,Q55718046,Minister of Finance - Chile,,,0
Q17364509,Luis Salas Romo,Q17364509-E09C4DF0-108D-4D43-9B5F-A1418F83EC9D,Q55755578,Minister of the Interior,,,0
Q21072399,Augusto Matte Pérez,Q21072399-1A1E1B7D-0C29-4544-B387-A7DAA1BF4B99,Q55718046,Minister of Finance - Chile,,,0
Q22680034,Rolando Merino Reyes,Q22680034-1707c2db-4619-2f33-7640-4829e4298477,Q3304818,minister of Chile,,,0
Q22680034,Rolando Merino Reyes,Q22680034-b0894320-473f-fa6e-2ea4-678b825191d2,Q55755578,Minister of the Interior,1932-06-06,1932-06-13,0
Q2336523,Claudio Huepe,Q2336523-910D4443-DE39-44EE-820E-581E46E6EFED,Q55718069,Q55718069,2000-03-11,2002-01-07,0
Q24440092,Enrique Matta Figueroa,Q24440092-4c26658f-4b64-55a4-0c5c-266d9db66c71,Q3304818,minister of Chile,1931-09-02,1931-11-15,0
Q2882793,Julio Bañados Espinosa,Q2882793-3DF90229-7903-4DA7-904B-DFCFF6E706BB,Q55755578,Minister of the Interior,,,0
Q3081862,Francisco Huenchumilla,Q3081862-987834c6-4193-c7b0-8622-cbeee4e1a547,Q55718071,Q55718071,2003-03-03,2004-06-03,0
Q3186176,José Antonio Viera-Gallo,Q3186176-FE20A5BD-A96B-4283-A7A8-E488BD5FFD46,Q55718071,Q55718071,2007-03-26,2010-03-11,0
Q3186337,José Ignacio Zenteno,Q3186337-23C3D032-B013-46C1-ACFA-8658FCEDE0CA,Q55718046,Minister of Finance - Chile,,,0
Q3187185,Jovino Novoa Vidal,Q3187185-E2347D4F-8565-40AF-912C-A113FAB9D01C,Q55718046,Minister of Finance - Chile,,,0
Q321386,Mariano Egaña,Q321386-4BDFCBC5-CAA7-4138-B886-029F02A21A84,Q55718046,Minister of Finance - Chile,,,0
Q3660574,Carolina Tohá,Q3660574-72BF3DAD-BEA9-4680-BD7E-EB0415667909,Q55718069,Q55718069,2009-03-12,2009-12-14,0
Q4120837,Agustín Edwards Ross,Q4120837-DCE30EEA-4427-496C-AA93-51F3DBC8A2DD,Q55718046,Minister of Finance - Chile,,,0
Q4760139,Andrés Allamand,Q4760139-CCF57424-280E-4B5D-9F41-CB4B00D66935,Q55717944,Minister of National Defence,2011-01-16,2012-11-05,0
Q4760169,Andrés Chadwick,Q4760169-3db253f7-4b16-6b1c-2237-759d895334b1,Q55718065,Q55718065,2012-11-05,2014-03-11,0
Q4760169,Andrés Chadwick,Q4760169-c31ad62a-4d5d-2c56-b304-8030b94cd567,Q55718065,Q55718065,2018-03-11,,0
