id,name,position,start_date,end_date,type
dd505e43-0b7f-4733-9bcc-bc379e165590,Per Westerberg,Minister for Enterprise,"",,cabinet
37054df4-44ca-4a98-89f2-cd50e736f392,Ulf Kristersson,Minister for Health and Social Affairs,"",,cabinet
f197508d-936f-48e4-9c85-360c8fde7477,Gun Hellsvik,Minister for Justice,1991,1994,cabinet
c0f0c6b7-a0dd-4025-b830-39cbfb418467,Anders Borg,Minister for Finance,"",,cabinet
6ee73395-0edf-471b-a843-e3102c9d2206,Per Unckel,Minister for Education and Science (Sweden),"",,cabinet
d48433fe-cb20-4c4d-85bf-48b41e6cfbbd,Gustav Fridolin,Minister for Education and Science (Sweden),2014-10-03,,cabinet
28742a64-a20a-4722-9be1-e7faa7c02b28,Anna Lindh,Minister for the Environment,1994-10-07,1998-10-07,cabinet
28742a64-a20a-4722-9be1-e7faa7c02b28,Anna Lindh,Minister for Foreign Affairs of Sweden,1998-10-07,2003-09-11,cabinet
497ed5ea-04a1-4f13-a100-3c3e82b48959,Nyamko Sabuni,Minister for Gender Equality Affairs,"",,cabinet
497ed5ea-04a1-4f13-a100-3c3e82b48959,Nyamko Sabuni,Minister for Integration,"",,cabinet
1a4a2b23-58bb-4a0c-bee2-08c13d4f7279,Maud Olofsson,Deputy Prime Minister of Sweden,"",,cabinet
db612321-7d4b-4838-846b-bff29172c7d6,Åsa Romson,Minister for the Environment,2014-10-03,,cabinet
db612321-7d4b-4838-846b-bff29172c7d6,Åsa Romson,Deputy Prime Minister of Sweden,2014-10-03,,cabinet
d31a96d1-8ce8-42c1-afec-8726fb3126a2,Stefan Löfven,Prime Minister of Sweden,2014-10-03,,cabinet
18d0e611-565e-436a-8a96-ce05fe565174,Carin Jämtin,Minister for International Development Cooperation,"",,cabinet
18d0e611-565e-436a-8a96-ce05fe565174,Carin Jämtin,Minister for Foreign Affairs of Sweden,"",,cabinet
bcc61487-c966-4db7-8008-d35101b37da5,Catharina Elmsäter-Svärd,Minister for Defence,"",,cabinet
f2b5f7ab-e071-471d-ab35-64118585a3c1,Lena Adelsohn Liljeroth,Minister for Culture,2006-10-24,2014-10-03,cabinet
89b6e2a6-1e27-48af-a56b-a6c95b8b9b61,Beatrice Ask,Minister for Justice,"",,cabinet
a3e9ddfb-3d1f-4a29-afb3-ef6b940547ed,Ibrahim Baylan,Minister for Education and Science (Sweden),2004-11-01,2006-10-06,cabinet
a3e9ddfb-3d1f-4a29-afb3-ef6b940547ed,Ibrahim Baylan,Minister for Energy,2014-10-03,,cabinet
7727b92b-1bc6-4e44-9df8-ee40ad7b268e,Eskil Erlandsson,"Minister for Agriculture, Food and Fisheries",2006-10-06,2010-10-05,cabinet
7727b92b-1bc6-4e44-9df8-ee40ad7b268e,Eskil Erlandsson,"Minister for Agriculture, Food and Fisheries",2010-10-05,2014-10-03,cabinet
f6c5b451-4c4d-4cc2-9e51-e37088873111,Tobias Billström,Minister of Employment,2010-07-07,2010-10-05,cabinet
f6c5b451-4c4d-4cc2-9e51-e37088873111,Tobias Billström,Minister for Migration,2006-10-06,2014-09-29,cabinet
182c67e0-24e9-45f5-ae29-a9877c2d63a4,Marita Ulvskog,Minister for Culture,"",,cabinet
182c67e0-24e9-45f5-ae29-a9877c2d63a4,Marita Ulvskog,Deputy Prime Minister of Sweden,"",,cabinet
0b387a2f-c5fc-4b9e-92d4-f9351a493d13,Thomas Bodström,Minister for Justice,"",,cabinet
7f76ca2a-66c7-4c1a-af4b-a748cf34d706,Pär Nuder,Minister for Culture,"",,cabinet
127a4aef-d769-4343-a894-f48082075c52,Bosse Ringholm,Deputy Prime Minister of Sweden,2004-11-01,2006-10-06,cabinet
6e3cec40-83a6-4c94-a746-83615feaced7,Leif Pagrotsky,Minister for Education and Science (Sweden),2004,2006-10-06,cabinet
6e3cec40-83a6-4c94-a746-83615feaced7,Leif Pagrotsky,Minister for Culture,2004,2006-10-06,cabinet
73df92b2-a585-4e76-9ace-425d1a5fa462,Ylva Johansson,Minister for Health and Social Affairs,"",,cabinet
28cb378e-8e91-4a2c-9f31-a55a5952e218,Peter Hultqvist,Minister for Defence,2014-10-03,,cabinet
30628296-1aa5-4901-ae79-69f66708946e,Mikael Damberg,Minister for Enterprise,2014-10-03,,cabinet
03c2d093-3d7a-44a6-9da0-98fb1def6a5c,Anders Ygeman,Swedish minister for Home Affairs,2014-10-03,,cabinet
de432b2f-f874-4aae-a2c5-317856857d15,Ulf Adelsohn,Minister for Communications and Regional Policy,1979-10-12,1981-05-05,cabinet
e0d5cafb-217c-482b-8401-ec00acd4914e,Birgitta Ohlsson,Minister for EU Affairs,"",,cabinet
cd2dc1df-3574-464f-9fd1-d60c726b5df7,Birgitta Dahl,Minister for the Environment,"",,cabinet
2f29cb46-42af-4ddd-8833-7c120796a800,Cristina Husmark Pehrsson,Minister for Health and Social Affairs,"",,cabinet
8c523387-d556-4e00-9d29-1bfb7e1f521d,Maria Larsson,Minister for Health and Social Affairs,"",,cabinet
a4ea0909-53bb-4d43-bf18-ff0d1df9c48a,Gunilla Carlsson,Minister for International Development Cooperation,2006-10-06,2013-09-17,cabinet
082a5cf0-2c30-4aa2-a590-0c499783fc95,Ardalan Shekarabi,Minister of Civil Affairs,2014-10-03,,cabinet
acead078-d586-470b-9174-cbc85889a2c2,Birgit Friggebo,Minister for Culture,"",,cabinet
43df46c2-8670-494e-90bb-09d642ba9fd2,Magdalena Andersson,Minister for Finance,2014-10-03,,cabinet
c6b686e9-3c98-4fa8-b74f-9fd6b63392c7,Anna Johansson,Minister for Communications and Regional Policy,2014-10-03,,cabinet
6ff03c41-2f26-4fbc-b0b4-0e294fbe0df1,Andreas Carlgren,Minister for the Environment,"",,cabinet
edc7e502-6168-406b-a5d3-91fca58489c1,Fredrik Reinfeldt,Prime Minister of Sweden,2006-10-06,2014-10-03,cabinet
a15a4d45-5e5b-4221-b70c-20c87cba0784,Carl Bildt,Minister for Foreign Affairs of Sweden,2006-10-06,2014-10-03,cabinet
a15a4d45-5e5b-4221-b70c-20c87cba0784,Carl Bildt,Prime Minister of Sweden,1991-10-04,1994-10-07,cabinet
b66949f7-763a-4495-a2a5-ed0bd8790ef6,Lena Ek,Minister for the Environment,"",,cabinet
9b7caf82-0881-4f5f-a14c-cda8ccb41055,Ingvar Carlsson,Minister for Education and Science (Sweden),1969-10-14,1973-11-02,cabinet
9b7caf82-0881-4f5f-a14c-cda8ccb41055,Ingvar Carlsson,Prime Minister of Sweden,1986-03-01,1991-10-04,cabinet
9b7caf82-0881-4f5f-a14c-cda8ccb41055,Ingvar Carlsson,Prime Minister of Sweden,1994-10-07,1996-03-22,cabinet
3a3d6003-3213-43fe-87d6-5b1d80aadc63,Göran Persson,Minister of Education,1989-01-29,1991-10-04,cabinet
3a3d6003-3213-43fe-87d6-5b1d80aadc63,Göran Persson,Minister for Finance,1994-10-07,1996-03-22,cabinet
3a3d6003-3213-43fe-87d6-5b1d80aadc63,Göran Persson,Prime Minister of Sweden,1996-03-22,2006-10-06,cabinet
cd64ad4d-f4b5-4c19-8bda-4be49f41f8f1,Per Bolund,Minister for Financial Markets,2014-10-03,,cabinet
861bf5eb-5117-4ba5-a8c9-b813dc4ad411,Mats Odell,Minister for Financial Markets,"",,cabinet
