id,name,district,picture,departement,gender,party,term,source
51,AMBETO BLAISE,NGOKO,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,cuvette-centrale,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=51#13
62,AMPION PHILIPPE,MBON,http://www.assemblee-nationale.cg/upload_deputes/ampion.jpg,plateau,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=62#13
33,ANIABA PIERRE SYMPHORIEN,NGBALA,http://www.assemblee-nationale.cg/upload_deputes/ANIABA%20Symphorien.jpg,sangha,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=33#13
48,AYESSA FIRMIN,MAKOUA,http://www.assemblee-nationale.cg/upload_deputes/AYESSA.jpg,cuvette-centrale,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=48#13
69,BADIABIO JOSEPH,MAKELEKELE2,http://www.assemblee-nationale.cg/upload_deputes/badiadio.jpg,brazzaville,male,MCDDI,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=69#13
70,BASSOUAMA PIERRE,MAKELEKELE3,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,male,PRL,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=70#13
28,BATHEAS JEAN MARIE,EPENA2,http://www.assemblee-nationale.cg/upload_deputes/BATHEAS%20J.M.jpg,likouala,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=28#13
118,BATI BENOIT,TSIAKI,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,bouenza,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=118#13
111,BIDIMBOU MICHEL,KAYES,http://www.assemblee-nationale.cg/upload_deputes/Bidimbou.jpg,bouenza,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=111#13
38,BININGA AIME ANGE WILFRID,EWO2,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,cuvette-ouest,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=38#13
87,BIZONZI NOUNY GABRIEL,MADIBOU,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=87#13
79,BONGO BERNARD CLAUDE AUGE,OUENZE2,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,male,CLUB 2002 PUR,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=79#13
7,BONGO MAVOUNGOU RAYMOND,NZAMBI,http://www.assemblee-nationale.cg/upload_deputes/BONGO%20MAVOUNGOU%20Remond.jpg,niari,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=7#13
50,BOPOUMBOU JEAN MARIE,MOSSAKA2,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,cuvette-centrale,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=50#13
1,BOUITY VIAUDO ROLAND,LOANGO,http://www.assemblee-nationale.cg/upload_deputes/BOUITY%20Viaudo.jpg,kouilou,male,MAR,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=1#13
110,BOUNKOULOU BENJAMIN,BOKO-SONGHO,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,bouenza,male,UR,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=110#13
54,BOUYA JEAN JACQUES,TCHIKAPIKA,http://www.assemblee-nationale.cg/upload_deputes/Bouya%20Serge.jpg,cuvette-centrale,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=54#13
6,COUSSOUD MAVOUNGOU AIME MARTIN PARFAIT,MVOUTI2,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,kouilou,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=6#13
29,DJOMBO HENRI,ENYELLE,http://www.assemblee-nationale.cg/upload_deputes/djombo_henri.jpg,likouala,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=29#13
80,EBOUREFE EDITH,OUENZE3,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,female,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=80#13
83,ELENGA FAUSTIN,TALANGAI4,http://www.assemblee-nationale.cg/upload_deputes/Elenga%20Faustin.jpg,brazzaville,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=83#13
39,EPOLA JULIEN,ETOUMBI,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,cuvette-ouest,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=39#13
30,ETEKA YEMETH VALERE,Circonscription de,http://www.assemblee-nationale.cg/upload_deputes/eteka.JPG,likouala,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=30#13
72,FILA NEE LEMINA ISABELLE MARTHE,BACONGO1,http://www.assemblee-nationale.cg/upload_deputes/FILA.jpg,brazzaville,female,RC,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=72#13
17,FOLLO ISAAC RAYMOND,NGOYO,http://www.assemblee-nationale.cg/upload_deputes/follo.jpg,Pointe-noire,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=17#13
73,FOUEMINA TANGUY JASTEL,BACONGO2,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,female,RC,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=73#13
20,FOUTOU GUILLAUME,DOLISIE1,http://www.assemblee-nationale.cg/upload_deputes/foutou.jpg,niari,male,UPADS,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=20#13
67,GAKOSSO JEAN CLAUDE,ONGOGNI,http://www.assemblee-nationale.cg/upload_deputes/GAKOSSO.jpg,plateau,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=67#13
59,GANTSIO NGAMBOU GUY TIMOTHEE,GAMBOMA2,http://www.assemblee-nationale.cg/upload_deputes/Gantsia-Gambou%20Guy%20Th..jpg,plateau,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=59#13
64,GONGARAD NKOU AUGUSTE CELESTIN,NGO,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,plateau,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=64#13
66,IBARA NDELI FELIX,OLLOMBO2,http://www.assemblee-nationale.cg/upload_deputes/IBARA%20Felix.jpg,plateau,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=66#13
15,IBEYABO ALPHONSINE,LUMUMBA2,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,Pointe-noire,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=15#13
121,IBOYI Jean Claude,TALANGAI,http://www.assemblee-nationale.cg/upload_deputes/Ibovi%20Jean%20Claude.jpg,brazzaville,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=121#13
34,IBRAHIM DIAWARA,PIKOUNDA,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,sangha,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=34#13
84,IKIA SASSOU NGUESSO CLAUDIA,TALANGAI5,http://www.assemblee-nationale.cg/upload_deputes/IKIA.jpg,brazzaville,female,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=84#13
123,INGANI Hyacinthe,TALANGAI,http://www.assemblee-nationale.cg/upload_deputes/Ingani%20Hyac.jpg,brazzaville,,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=123#13
65,ITOUA BRUNO JEAN RICHARD,OLLMOBO1,http://www.assemblee-nationale.cg/upload_deputes/BRUNO%20ITOUA.jpg,plateau,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=65#13
114,KALLA MARCEL,MABOMBO,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,bouenza,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=114#13
89,KIDZIE HILAIRE EPIPAHNE,DJIRI2,http://www.assemblee-nationale.cg/upload_deputes/KIDZIE%20Hilaire%20Epiphane.jpg,brazzaville,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=89#13
103,KIGNOUMBI KIA MBOUNGOU JOSEPH,SIBITI,http://www.assemblee-nationale.cg/upload_deputes/Kignoubi-Kia-Mboungou-copie-1.jpg,lekoumou,male,UPADS,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=103#13
5,KILOEMBA AMEDEE,MVOUTI1,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,"",male,RDPS,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=5#13
9,KITOMBO NGOKO ALPHONSE,TIE-TIE2,http://www.assemblee-nationale.cg/upload_deputes/KITOMBO%20GOKO%20Alphonse.jpg,Pointe-noire,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=9#13
115,KOLLO LAURENT,MFOUATI,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,bouenza,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=115#13
98,KOUA ALPHONSE,MOUNGOUNDOU-SUD,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,niari,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=98#13
22,KOUMBA JUSTIN,BANDA,http://www.assemblee-nationale.cg/upload_deputes/koumba.jpg,niari,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=22#13
74,KOURISSA JEAN DE DIEU,POTO-POTO1,http://www.assemblee-nationale.cg/upload_deputes/KOURISSA.jpg,brazzaville,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=74#13
97,LENGOMA DIEUDONNE,MOUNGOUNDOU-NORD,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,niari,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=97#13
96,LEOUOBO MARCEL,MBINDA,http://www.assemblee-nationale.cg/upload_deputes/LEOUOBO%20Marcel.jpg,niari,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=96#13
95,LEYINDA ALAIN PASCAL,MAYOKO,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,niari,male,UPADS,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=95#13
18,LOEMBET DELPHIN,MONGO MPOUKOU,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,Pointe-noire,male,RDPS,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=18#13
2,LOEMBET NEE NITOU-LANDOU VERONIQUE,HINDA,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,kouilou,female,MAR,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=2#13
47,LONGOBE GABRIEL,LOUKOLELA,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,"",male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=47#13
92,LOUELA BOUMBA JEAN,LONDELA-KAYES,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,niari,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=92#13
68,LOUSSAKOU FRANCOIS,MAKELEKELE,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,male,RC,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=68#13
3,MABIALA ALEXANDRE,KAKAMOEKA,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,kouilou,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=3#13
94,MABIALA PIERRE,MAKABANA,http://www.assemblee-nationale.cg/upload_deputes/PIERRE-MABIALA.jpg,niari,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=94#13
117,MABONZO ANDRE EMILE,NKAYI,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,bouenza,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=117#13
91,MAHOUNGOU MASILA YVES BERNARD,KIMONGO,http://www.assemblee-nationale.cg/upload_deputes/Mahoungou%20Massila.jpg,niari,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=91#13
81,MALANDA JEAN JACQUES,OUENZE4,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=81#13
85,MALONGA PHILIBERT,MFILOU1,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,brazzaville,male,MCDDI,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=85#13
25,MANGONDO GERRY GERARD,BOUANELA,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,likouala,male,Independent,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=25#13
26,MANIA VENANCE,DONGOU,http://www.assemblee-nationale.cg/upload_deputes/Harmoirie.jpg,likouala,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=26#13
16,MAVOUNGOU MAURICE,LUMUMBA3,http://www.assemblee-nationale.cg/upload_deputes/Mavoungou%20M..jpg,Pointe-noire,male,MAR,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=16#13
19,MAVOUNGOU MAKAYA JEAN BAPTISTE,TCHIAMBA NZASSI,http://www.assemblee-nationale.cg/upload_deputes/Mavoungou%20M..jpg,Pointe-noire,male,RDPS,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=19#13
12,MAVOUNGOU ZINGA MABIO,LOANDJILI1,http://www.assemblee-nationale.cg/upload_deputes/Mavoungou%20M..jpg,Pointe-noire,male,RDPS,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=12#13
100,MAVOUNGOU-NGOT JEAN MICHEL,MOUTAMBA,http://www.assemblee-nationale.cg/upload_deputes/Mavoungou%20Ngot.jpg,niari,male,PCT,13,http://www.assemblee-nationale.cg/fiche_deputes.php?id_deputes=100#13
