id,name,sort_name,birth_date,contact_form,constituency,party,party_id,image,term,source
341,Marko Bandelli,Bandelli Marko,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P341,"",Party of Alenka Bratušek,SAB,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P341,8,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P341
245,Dr. Miro (Miroslav) Cerar,Cerar Miro (Miroslav),1963-08-25,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P245,"",Party of Modern Centre,SMC,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P245,8,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P245
342,Peter Jožef Česnik,Česnik Peter Jožef,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P342,"",Party of Alenka Bratušek,SAB,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P342,8,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P342
331,Rudi Medved,Medved Rudi,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P331,"",List of Marjan Šarec,LMŠ,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P331,8,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P331
315,Zdravko Počivalšek,Počivalšek Zdravko,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P315,"",Party of Modern Centre,SMC,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P315,8,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P315
324,Marjan Šarec,Šarec Marjan,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P324,"",List of Marjan Šarec,LMŠ,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P324,8,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P324
