name,id,area,area_id,term,wikidata,source
Kang Phyo-yong,14-352,Yonan,352,13,Q15977231,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kang Pyong-hu,14-534,Ryongphyong,534,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kang Ryon-hak,14-369,Kwangsong,369,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kang Sok-ju,14-84,Ori,84,13,Q705608,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kang Su-rin,14-485,Kumkang,485,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kang Thae-bong,14-322,Rakyon,322,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kang Thae-sok,14-536,Kowon,536,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kang Won-sik,14-248,Suphung,248,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kang Yang-mo,14-657,Hangku,657,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kang Yong-jun,14-345,Pongchon,345,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kang Yong-su,14-92,Wonphung,92,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kang Yong-thae,14-607,Kilju,607,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kil Kum-sun,14-12,Sochang,12,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kil Rye-su,14-206,Unsan,206,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chae-ran,14-451,Hyangha,451,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chang-kwang,14-392,Chongkye,392,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chang-myong,14-450,Changkang,450,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chang-ryong,14-288,Choyang,288,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chang-sob,14-181,Sijong,181,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chol,14-147,Haekumkang,147,13,Q6408470,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chol-ho,14-595,Chongam,595,13,Q176188,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chol-kuk,14-386,Samjong,386,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chol-kyu,14-549,Changjin,549,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chol-man,14-679,Onchon,679,13,Q8011047,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chol-ung,14-174,Tokchon,174,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chol-yong,14-519,Soho,519,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chon-kyun,14-489,Songsan,489,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chun-sam,14-142,Yongchonkang,142,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chun-sob,14-434,Manpho,434,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Chung-kol,14-374,Sokthab,374,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Hae-song,14-25,Sosong,25,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Hak-chol,14-275,Pakchon,275,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Hi-thaek,14-280,Kujang,280,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Hui-suk,14-242,Tokon,242,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Hye-ran,14-182,Yonkok,182,13,Q27517079,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Hye-ran,14-432,Oeryong,432,13,Q27517079,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Hye-yong,14-233,Sokha,233,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Hyon-jin,14-537,Puraesan,537,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Hyon-suk,14-305,Ubpha,305,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Hyong-chan,14-587,Susong,587,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Hyong-nam,14-672,Kangson,672,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Hyong-ryong,14-356,Haewol,356,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Ik-chol,14-241,Chongju,241,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Ik-jung,14-323,Samchon,323,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Il,14-608,Ilsin,608,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Il-hun,14-516,Unjung,516,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Il-jin,14-321,Changyon,321,13,Q333172,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim In-bok,14-483,Kosong,483,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim In-chol,14-39,Sinri,39,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim In-sun,14-272,Unjon,272,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jae-song,14-271,Chojang,271,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jin-chol,14-119,Kuwolsan,119,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jin-kuk,14-349,Chongchon,349,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jin-kuk,14-569,Pukchong,569,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jin-kyu,14-475,Hwara,475,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong,14-324,Talchon,324,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong-bin,14-279,Phalwon,279,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong-im,14-88,Paeksong,88,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong-kak,14-383,Kaephung,383,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong-kwan,14-113,Sobaeksan,113,13,Q28950926,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong-man,14-318,Chonsan,318,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong-ok,14-398,Taechon,398,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong-ok,14-416,Thosan,416,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong-sim,14-473,Okphyong,473,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong-sok,14-561,Sangjung,561,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong-suk,14-68,Hyongsan,68,13,Q181993,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong-sun,14-250,Phihyon,250,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jong-un,14-111,Paektusan,111,13,Q56226,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Jung-hyob,14-186,Phyongwon,186,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Ki-kun,14-202,Changrim,202,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Ki-nam,14-423,Chaesong,423,13,Q492835,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Ki-song,14-582,Namchongjin,582,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kuk-chang,14-496,Naemun,496,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kum-chol,14-129,Songaksan,129,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kum-chol,14-446,Koin,446,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kum-ok,14-606,Haksong,606,13,Q520516,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kum-sil,14-278,Nyongbyon,278,13,Q27517081,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kum-suk,14-95,Kaechon,95,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kun-chol,14-293,Choak,293,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kwang-chol,14-127,Pongsungsan,127,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kwang-chol,14-453,Hwaphyong,453,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kwang-chol,14-9,Kyongsang,9,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kwang-ho,14-648,Taehongdan,648,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kwang-hyok,14-105,Thaebaeksan,105,13,Q1672031,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kwang-hyon,14-148,Piphakang,148,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kwang-il,14-469,Pokmak,469,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kwang-ju,14-433,Naeryong,433,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kwang-nam,14-585,Sabong,585,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kwang-uk,14-211,Mangil,211,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kye-kwan,14-191,Sukchon,191,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kyok-sik,14-49,Kwanmun,49,13,Q5355441,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kyong-ae,14-243,Koan,243,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kyong-ho,14-209,Chaedong,209,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kyong-hui,14-285,Thaephyong,285,13,Q271067,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kyong-jun,14-575,Chaejong,575,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kyong-nam,14-227,Namjung,227,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kyong-ok,14-674,Hwasok,674,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Kyong-su,14-27,Hasin,27,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Man-song,14-192,Ryongdok,192,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Man-su,14-291,Hakbong,291,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Mi-nam,14-641,Ryonbong,641,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Mok-ryong,14-317,Samsan,317,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Myong-chol,14-93,Namphyong,93,13,Q6409198,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Myong-ju,14-162,Hwaebul,162,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Myong-nam,14-134,Taemyongsan,134,13,Q26483245,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Myong-sik,14-115,Changjagang,115,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Myong-sik,14-33,Chongryu,33,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Myong-son,14-632,Kokonwon,632,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Ok-kyu,14-343,Sinwon,343,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Ok-ryon,14-205,Tongyang,205,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Ok-son,14-393,Kuyon,393,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Pae-jong,14-220,Sinjak,220,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Phyo-hun,14-80,Hukryong,80,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Phyong-hae,14-72,Samsok,72,13,Q11739245,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Pong-chol,14-69,Sinmi,69,13,Q6409256,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Pong-il,14-249,Chongsong,249,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Ryong-sil,14-447,Ryongrim,447,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Sang-ryong,14-567,Toksong,567,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Sang-uk,14-218,Taehung,218,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Sok-hong,14-135,Ryongaksan,135,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Sok-nam,14-38,Ryuldong,38,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Sok-sun,14-552,Sinhung,552,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Song-bong,14-559,Kusang,559,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Song-chol,14-391,Madong,391,13,Q27830811,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Song-dok,14-157,Haebal,157,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Song-ho,14-609,Chunam,609,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Song-hui,14-32,Tongmun,32,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Song-hui,14-381,Phyonghwa,381,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Song-il,14-139,Chailkang,139,13,Q5954097,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Song-jong,14-629,Wangjaesan,629,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Song-ui,14-167,Saedok,167,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Su-gil,14-145,Oekumkang,145,13,Q31180719,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Su-il,14-610,Yongbuk,610,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Sun-hwa,14-100,Ryongjin,100,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Sung-du,14-328,Changryon,328,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Sung-hui,14-642,Sinpha,642,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Sung-ki,14-512,Choun,512,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Tae-song,14-342,Pukji,342,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Thaek-ku,14-614,Ryongam,614,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Tok-hun,14-461,Usi,461,13,Q25035961,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Tok-song,14-329,Unchon,329,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Tong-chun,14-562,Sojung,562,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Tong-hyok,14-26,Changkyong,26,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Tong-il,14-224,Unkok,224,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Tong-son,14-488,Kimhwa,488,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Tong-suk,14-8,Wonro,8,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Tu-chol,14-403,Yonsan,403,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Tuk-sam,14-663,Namsan,663,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Ui-bong,14-426,Wonmyong,426,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Ung-chol,14-19,Ryukyong,19,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Wan-su,14-414,Kumchon,414,13,Q3612084,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Won-hong,14-159,Haebang,159,13,Q5366982,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yang-kon,14-50,Sungri,50,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yon-hwa,14-214,Okchon,214,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-bok,14-7,Taephyong,7,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-chol,14-212,Pukchang,212,13,Q8011165,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-chun,14-286,Unsan,286,13,Q38804,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-chun,14-73,Todok,73,13,Q38804,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-dae,14-77,Ponghwa,77,13,Q1866337,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-ho,14-420,Sangwon,420,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-ho,14-78,Samdung,78,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-il,14-42,Tungme,42,13,Q310875,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-jae,14-592,Namhyang,592,13,Q3612630,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-jin,14-500,Somun,500,13,Q16177115,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-ju,14-30,Ryonghung,30,13,Q1062006,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-kil,14-193,Yoldusamchon,193,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-kol,14-630,Chongsong,630,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-kon,14-387,Hukkyo,387,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-kwang,14-626,Sangchang,626,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-man,14-254,Pukjung,254,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-nam,14-55,Unha,55,13,Q110456,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-sik,14-477,Paehwa,477,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-son,14-252,Paekma,252,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-song,14-281,Ryongdung,281,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-song,14-666,Kangso,666,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yong-sun,14-256,Sinam,256,13,Q851624,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yu-suk,14-645,Phungsan,645,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yun-hyok,14-470,Kalma,470,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yun-sil,14-4,Changhun,4,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kim Yun-sok,14-299,Changsong,299,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ko Son-ok,14-573,Riwon,573,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kong Sung-il,14-517,Chonki,517,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kong Yon-ok,14-355,Chonthae,355,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kwak Chol-ho,14-255,Ryongampho,255,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kwak Pom-ki,14-375,Tangsan,375,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kwon Kum-ryong,14-474,Chonnae,474,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kwon Son-hwa,14-508,Chongsong,508,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kwon Song-ho,14-245,Kalsan,245,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kwon Thae-mun,14-358,Namchon,358,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kwon Thae-yong,14-550,Yangji,550,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kye Hun-nyo,14-486,Soksa,486,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kye Myong-chol,14-269,Kwaksan,269,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kye Pong-chun,14-553,Sangwonchon,553,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Kye Yong-sam,14-350,Unbong,350,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ma Won-chun,14-188,Opha,188,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Mo Sung-kil,14-296,Tokryong,296,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Mun Kang-sun,14-44,Yongje,44,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Mun Kwang-il,14-514,Hungso,514,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Mun Myong-hak,14-96,Ramjon,96,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Mun Sang-kwon,14-505,Phungho,505,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Mun Sok-bul,14-16,Ryukkyo,16,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Mun Sun-hui,14-213,Songnam,213,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Mun Ung-jo,14-335,Sinchon,335,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Mun Yong-chol,14-490,Hoeyang,490,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Mun Yong-son,14-503,Tonghungsan,503,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Myong Song-chol,14-624,Musan,624,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Nam Hong-son,14-622,Sungam,622,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Nam Sung-u,14-613,Myongchon,613,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Nam Yong-hwal,14-544,Chongphyong,544,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Nam Yong-suk,14-409,Sinkye,409,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
No Kwang-chol,14-120,Hannasan,120,13,Q12594098,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Hye-son,14-289,Thaechon,289,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Il-jong,14-366,Wonju,366,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Jong-hui,14-230,Chinson,230,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Kang-chol,14-481,Thongchon,481,13,Q56259989,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Kuk-ryol,14-23,Chonsung,23,13,Q714727,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Kum-chol,14-457,Wiwon,457,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Kyong-sok,14-591,Subuk,591,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Mun-hyon,14-240,Chahung,240,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Myong-chun,14-365,Sariwon,365,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Ryong-thaek,14-5,Kalrimkil,5,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Se-kwan,14-580,Ranam,580,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Su-yong,14-594,Kyodong,594,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Yong-kon,14-104,Sunchon,104,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
O Yong-nam,14-635,Haksong,635,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pae Hak,14-394,Unpha,394,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Paek Chun-ki,14-376,Kaesong,376,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
