name,id,area,area_id,term,wikidata,source
Paek Jong-sun,14-498,Phankyo,498,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Paek Kum-sil,14-588,Sunam,588,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Paek Kyong-sin,14-316,Raengjong,316,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Paek On,14-259,Oeha,259,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Paek Song-nam,14-98,Konji,98,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Chol-ho,14-637,Hyesan,637,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Chun-kon,14-237,Paeksok,237,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Chun-nam,14-545,Sondok,545,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Hyang-sim,14-15,Ponghak,15,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Hye-suk,14-415,Hyonnae,415,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Hyong-ryol,14-51,Wonam,51,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Jong-chon,14-140,Samchonkang,140,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Jong-hyon,14-556,Sujon,556,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Jong-kun,14-234,Rakchong,234,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Jong-nam,14-1,Mankyongdae,1,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Jong-nam,14-465,Pongchun,465,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Kil-nam,14-87,Okjon,87,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Kum-hui,14-459,Chosan,459,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Kun-kwang,14-487,Changdo,487,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Kyong-il,14-460,Kophung,460,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Myong-chol,14-196,Mundok,196,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Myong-kuk,14-484,Onjong,484,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Pong-ju,14-170,Cheyak,170,13,Q494800,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Pong-nam,14-28,Chungsin,28,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Song-sil,14-246,Sakju,246,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Su-il,14-137,Phyongchonkang,137,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Sun-kil,14-419,Kuhwa,419,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Sun-nyo,14-90,Sinanju,90,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Sung-won,14-144,Ryesankang,144,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Thae-dok,14-390,Pongsan,390,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Thae-song,14-59,Paesan,59,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak To-chun,14-442,Songkan,442,13,Q5367050,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Tong-chol,14-217,Nyongwon,217,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Tong-hak,14-153,Tumankang,153,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Tu-phil,14-495,Cholwon,495,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Ui-chun,14-411,Chuchon,411,13,Q58214,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Un-ok,14-310,Pyoksong,310,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Yong-ae,14-61,Turu,61,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Yong-bok,14-133,Pongaksan,133,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Yong-chol,14-402,Namjong,402,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Yong-ho,14-337,Saekil,337,13,Q3251327,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Yong-jin,14-221,Chongnam,221,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Yong-sik,14-528,Ryongdae,528,13,Q20671751,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pak Yong-su,14-448,Tongsin,448,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pang Chang-dok,14-152,Aprokkang,152,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pang Kang-su,14-379,Unhak,379,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pang Kwan-bok,14-456,Sijung,456,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pang Kwang-nam,14-646,Pochon,646,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pang Sung-son,14-18,Pothongkang,18,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Phyo Il-sok,14-625,Soedol,625,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pyon In-son,14-117,Taesongsan,117,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pyon Kyong-hwan,14-436,Munak,436,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pyon Ung-kyu,14-463,Kwanphung,463,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pyon Won-chol,14-458,Ryangkang,458,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Pyon Yong-sam,14-24,Kinmaul,24,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ra Kyong-ryong,14-439,Chuphyong,439,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Chan-hwa,14-524,Tanchon,524,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Chang-han,14-533,Sudong,533,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Chang-ryong,14-357,Chongdan,357,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Chang-sik,14-65,Nungkum,65,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Chol,14-151,Chachonkang,151,13,Q9310191,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Chol,14-261,Kasan,261,13,Q9310191,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Chol-ho,14-385,Chongryong,385,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Chol-jin,14-287,Phungyang,287,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Chol-kyu,14-405,Sinphyong,405,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Chol-man,14-334,Omkos,334,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Chun-hwa,14-510,Sapho,510,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Chun-sam,14-529,Kwangchon,529,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Hak-chol,14-471,Munchon,471,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Hak-song,14-226,Paeksa,226,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Hong-sob,14-359,Tokdal,359,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Hun-yong,14-388,Yonthan,388,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Hwa-sil,14-425,Mathan,425,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Hye-jong,14-547,Chowon,547,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Hye-suk,14-340,Samjikang,340,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Hyok,14-522,Ohang,522,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Hyon-chol,14-75,Yongjin,75,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Jae-il,14-660,Konkuk,660,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Jae-uk,14-400,Poman,400,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Je-son,14-579,Kumho,579,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Jong-bong,14-338,Panjong,338,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Jong-hyok,14-378,Sonjuk,378,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Jong-kuk,14-128,Paekmasan,128,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Jong-kuk,14-239,Namchang,239,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Jong-kuk,14-320,Kwasan,320,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Jong-mu,14-404,Holdong,404,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Jong-mun,14-494,Pokkye,494,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Jong-suk,14-452,Rangrim,452,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kil-chun,14-662,Waudo,662,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kil-song,14-382,Ryongsan,382,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kuk-jun,14-158,Moranbong,158,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kun-il,14-48,Chungsong,48,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kwan-su,14-155,Naekumkang,155,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kwang,14-430,Yahak,430,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kwang-chol,14-669,Soki,669,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kwang-kun,14-228,Minpho,228,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kwi-ok,14-600,Mangyang,600,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kyong-chon,14-122,Samkaksan,122,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kyong-hwa,14-655,Phungso,655,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kyong-il,14-41,Sonkyo,41,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kyong-jin,14-282,Ryongmun,282,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Kyu-man,14-539,Kumya,539,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Man-kon,14-247,Phungnyon,247,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Man-song,14-81,Munhwa,81,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Mi-ok,14-20,Pulkunkori,20,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Mu-yong,14-94,Namhung,94,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Myong-chol,14-253,Ryongchon,253,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Myong-chol,14-34,Munsu,34,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Myong-kil,14-341,Changkuk,341,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Pom-kyong,14-616,Ryongban,616,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Pong-juk,14-232,Wai,232,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Pyong-chol,14-106,Odaesan,106,13,Q5367054,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Ryong-kuk,14-601,Yuson,601,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Ryong-nam,14-183,Chungsan,183,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Sang-kwan,14-583,Puyun,583,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Sang-won,14-640,Songbong,640,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Song-hui,14-52,Ryongsong,52,13,Q447861,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Song-il,14-681,Sohwa,681,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Song-jae,14-604,Chekang,604,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Song-kuk,14-651,Unhung,651,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Song-ok,14-326,Unryul,326,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Song-sun,14-112,Pongsusan,112,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Su-yong,14-344,Muhak,344,13,Q9310191,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Sun-sil,14-599,Osandok,599,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Sung-ho,14-360,Hwayang,360,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Thae-jin,14-628,Onsong,628,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Thae-sik,14-354,Songho,354,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Thae-sob,14-399,Sohung,399,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Tong-chun,14-546,Sinsang,546,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Ul-sol,14-6,Chukjon,6,13,Q709705,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Wan-ho,14-555,Yongkwang,555,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yon-hui,14-13,Phyongchon,13,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong,14-441,Chonphyong,441,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-ae,14-560,Tongbong,560,13,Q7322063,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-chol,14-176,Chenam,176,13,Q6107862,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-chol,14-264,Sinkok,264,13,Q6107862,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-chol,14-302,Sindo,302,13,Q6107862,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-chol,14-311,Chukchon,311,13,Q6107862,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-chol,14-97,Sambong,97,13,Q6107862,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-hwan,14-164,Chasongkang,164,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-jin,14-406,Mannyon,406,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-ju,14-449,Songwon,449,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-jun,14-244,Namho,244,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-kil,14-149,Kumchonkang,149,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-mu,14-35,Thabje,35,13,Q709884,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-rae,14-124,Osongsan,124,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-sik,14-14,Ansan,14,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-sik,14-389,Misan,389,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ri Yong-su,14-103,Ryongun,103,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Rim Kyong-man,14-683,Rajin,683,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Rim Mun-chol,14-589,Malum,589,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Rim Sok-bok,14-396,Kwangmyong,396,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Rim Sun-hui,14-467,Wonnam,467,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Rim Tok-hwa,14-197,Ribsok,197,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Rim Tong-chol,14-102,Alil,102,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ro Hung-se,14-175,Kongwon,175,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ro Ik,14-659,Munae,659,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ro Ik-hwa,14-67,Hadang,67,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ro Kyong-jun,14-166,Kumkangsan,166,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ro Song-ung,14-627,Yonsa,627,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ro Tu-chol,14-85,Samhwa,85,13,Q3434055,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ryang Chang-nam,14-566,Unpho,566,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ryang Pong-jin,14-36,Sakok,36,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ryang Su-jong,14-295,Unchon,295,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ryang Yong-ho,14-623,Puryong,623,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ryom In-yun,14-455,Chungkang,455,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ryu Jong-kuk,14-276,Toksam,276,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ryu Mi-yong,14-670,Tokhung,670,13,Q433295,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Ryu Myong-kum,14-408,Phyongam,408,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sim Chol-ho,14-315,Ongjin,315,13,Q16163714,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sim Il-chol,14-308,Sokchon,308,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sim Jae-ul,14-108,Chilbongsan,108,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sim Kuk-ryong,14-190,Hanchon,190,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sim Kyong-ok,14-11,Ryonhwa,11,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sin Chol-ung,14-597,Kwanhae,597,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sin Kwan-jin,14-443,Songryong,443,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sin O-sun,14-184,Kwangje,184,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sin Pong-yong,14-685,Changphyong,685,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sin Pyong-kang,14-576,Hochon,576,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sin Sung-hun,14-165,Ponghwasan,165,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sin Tong-su,14-686,Sonbong,686,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sin Ung-sik,14-210,Haksan,210,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
So Chun-yong,14-236,Kusong,236,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
So Hong-chan,14-125,Rokdusan,125,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
So Kyong-ho,14-438,Solmoru,438,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
So Kyong-sim,14-187,Wonhwa,187,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
So Ran-hui,14-225,Sinuiju,225,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
So Sung-chol,14-304,Haechong,304,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
So Tong-myong,14-260,Cholsan,260,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
So Yong-hak,14-584,Songphyong,584,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sok Kil-ho,14-631,Kyongwon,631,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Sok Won-chun,14-543,Chungnam,543,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Son Chol-ju,14-493,Phyongkang,493,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Son Kum-wol,14-480,Solbong,480,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Son Kyong-nam,14-189,Unbong,189,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Son Sok-kun,14-219,Hoechang,219,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Song Chang-ho,14-172,Chikdong,172,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Song Chun-sob,14-520,Sinpho,520,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Song Hyo-nam,14-364,Sindae,364,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Song Jong-su,14-650,Yuphyong,650,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Song Ryong-su,14-596,Ryonjin,596,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Song Sok-won,14-141,Somjinkang,141,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Song Yun-hui,14-367,Mikok,367,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Thae Hyong-chol,14-29,Taesong,29,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Thae Jong-su,14-504,Sosang,504,13,Q9353635,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Tokko Chang-kuk,14-665,Kapmun,665,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Tong Hun,14-586,Kangdok,586,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Tong Jong-ho,14-199,Songchon,199,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Tong Yong-il,14-523,Yanghwa,523,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
U Chang-sik,14-309,Hakhyon,309,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
U Won-yong,14-215,Inpho,215,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Won Kyong-mo,14-347,Paechon,347,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Won To-hui,14-492,Huphyong,492,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Won Tong-yon,14-377,Tonghyon,377,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yang Hyong-sob,14-21,Kaeson,21,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yang Sung-ho,14-675,Taean,675,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yo Man-hyon,14-313,Pupho,313,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yon Thae-jong,14-653,Kabsan,653,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yu Chol-u,14-612,Ryongpho,612,13,Q39670004,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yu Jong-sok,14-194,Namyang,194,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yu Kwang-jong,14-513,Hungdok,513,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yu Kyong-suk,14-506,Hoesang,506,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yun Chun-hwa,14-668,Chongsan,668,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yun Hyang-sil,14-676,Oksu,676,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yun Jae-hyok,14-421,Myongdang,421,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yun Je-won,14-373,Songrim,373,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yun Jong-rin,14-156,Kumsu,156,13,Q9383607,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
Yun Man-kol,14-644,Koub,644,13,"","https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014"
