id,name,faction,area,image,term,source
102,Drs. AGUS GUMIWANG KARTASASMITA,Golkar Party Faction,JAWA BARAT II,http://dpr.go.id/doksigota/photo/102.jpg,18,http://dpr.go.id/en/anggota
106,"Venny Devianti, S.Sos",Golkar Party Faction,JAWA BARAT IX,http://dpr.go.id/doksigota/photo/106.jpg,18,http://dpr.go.id/en/anggota
108,"Ir. H. AIRLANGGA HARTARTO, M.M.T., M.B.A.",Golkar Party Faction,JAWA BARAT V,"http://dpr.go.id/doksigota/photo/108_Ir._H._AIRLANGGA_HARTARTO,_M.M.T.,_M.B.A..jpg",18,http://dpr.go.id/en/anggota
119,NUSRON WAHID,Golkar Party Faction,JAWA TENGAH II,http://dpr.go.id/doksigota/photo/119_NUSRON_WAHID.jpg,18,http://dpr.go.id/en/anggota
129,"BUDI SUPRIYANTO, S.H., M.H.",Golkar Party Faction,JAWA TENGAH X,"http://dpr.go.id/doksigota/photo/129_BUDI_SUPRIYANTO,_S.H.,_M.H..jpg",18,http://dpr.go.id/en/anggota
1335,"SUASANA DACHI, SH",Great Indonesia Movement Party Faction,SUMATERA UTARA II,http://dpr.go.id/doksigota/photo/1335.jpg,18,http://dpr.go.id/en/anggota
1336,ROOSLYNDA MARPAUNG,Democrat Party Faction,SUMATERA UTARA II,http://dpr.go.id/doksigota/photo/1336.jpg,18,http://dpr.go.id/en/anggota
1342,"H. RUDI HARTONO BANGUN, SE, MAP",Democrat Party Faction,SUMATERA UTARA III,http://dpr.go.id/doksigota/photo/1342.jpg,18,http://dpr.go.id/en/anggota
1355,"RITA ZAHARA, SH",Great Indonesia Movement Party Faction,RIAU I,http://dpr.go.id/doksigota/photo/1355.jpg,18,http://dpr.go.id/en/anggota
1373,"PATRICE RIO CAPELLA, SH.",National Democrat Party Faction,BENGKULU,http://dpr.go.id/doksigota/photo/1373.jpg,18,http://dpr.go.id/en/anggota
1375,Drs. H. MUSA ZAINUDDIN,National Awakening Party Faction,LAMPUNG I,http://dpr.go.id/doksigota/photo/1375.jpg,18,http://dpr.go.id/en/anggota
1414,"H. INDRA P. SIMATUPANG, SE, MBA",Indonesian Democratic Party of Struggle Faction,JAWA BARAT V,http://dpr.go.id/doksigota/photo/1414.jpg,18,http://dpr.go.id/en/anggota
1419,LUCKY HAKIM,National Mandate Party Faction,JAWA BARAT VI,http://dpr.go.id/doksigota/photo/1419.jpg,18,http://dpr.go.id/en/anggota
142,Ir. H. ZULFADHLI,Golkar Party Faction,KALIMANTAN BARAT,http://dpr.go.id/doksigota/photo/142.jpg,18,http://dpr.go.id/en/anggota
1420,KRISNA MUKTI,National Awakening Party Faction,JAWA BARAT VII,http://dpr.go.id/doksigota/photo/1420.jpg,18,http://dpr.go.id/en/anggota
1421,"DR. H. SA'DUDDIN, M.M.",Prosperous Justice Party Faction,JAWA BARAT VII,http://dpr.go.id/doksigota/photo/1421.jpg,18,http://dpr.go.id/en/anggota
1429,KH. MAMAN IMANUL HAQ,National Awakening Party Faction,JAWA BARAT IX,http://dpr.go.id/doksigota/photo/1429.jpg,18,http://dpr.go.id/en/anggota
1431,"H. DONY AHMAD MUNIR, ST, MM",United Development Party Faction,JAWA BARAT IX,http://dpr.go.id/doksigota/photo/1431.jpg,18,http://dpr.go.id/en/anggota
1449,"Hj. SRI WULAN, SE",Great Indonesia Movement Party Faction,JAWA TENGAH III,http://dpr.go.id/doksigota/photo/1449.jpg,18,http://dpr.go.id/en/anggota
1450,"Drs. HAMID NOOR YASIN, M.M.",Prosperous Justice Party Faction,JAWA TENGAH IV,http://dpr.go.id/doksigota/photo/1450.jpg,18,http://dpr.go.id/en/anggota
1467,"AMMY AMALIA FATMA SURYA, SH, M.Kn",National Mandate Party Faction,JAWA TENGAH VIII,http://dpr.go.id/doksigota/photo/1467.jpg,18,http://dpr.go.id/en/anggota
1470,DAMAYANTI WISNU PUTRANTI,Indonesian Democratic Party of Struggle Faction,JAWA TENGAH IX,http://dpr.go.id/doksigota/photo/1470.jpg,18,http://dpr.go.id/en/anggota
1473,"ANDRIYANTO JOHAN SYAH, ST, MM",National Mandate Party Faction,JAWA TENGAH X,http://dpr.go.id/doksigota/photo/1473.jpg,18,http://dpr.go.id/en/anggota
1478,"SITI HEDIATI SOEHARTO, SE",Golkar Party Faction,D.I. YOGYAKARTA,http://dpr.go.id/doksigota/photo/1478.jpg,18,http://dpr.go.id/en/anggota
1485,Ir. FANDI UTOMO,Democrat Party Faction,JAWA TIMUR I,http://dpr.go.id/doksigota/photo/1485.jpg,18,http://dpr.go.id/en/anggota
1497,"HADI ZAINAL ABIDIN, S.Pd, MM, MPH",National Awakening Party Faction,JAWA TIMUR IV,http://dpr.go.id/doksigota/photo/1497.jpg,18,http://dpr.go.id/en/anggota
1507,MOHAMMAD MAHARDIKA SUPRAPTO,National Democrat Party Faction,JAWA TIMUR VI,http://dpr.go.id/doksigota/photo/1507.jpg,18,http://dpr.go.id/en/anggota
1524,"Drs. H. KUSWIYANTO, M.Si",National Mandate Party Faction,JAWA TIMUR IX,http://dpr.go.id/doksigota/photo/1524.jpg,18,http://dpr.go.id/en/anggota
1528,H. SLAMET JUNAEDI,National Democrat Party Faction,JAWA TIMUR XI,http://dpr.go.id/doksigota/photo/1528.jpg,18,http://dpr.go.id/en/anggota
1529,"Dr. KH. KHOLILURRAHMAN, SH, M.Si",National Awakening Party Faction,JAWA TIMUR XI,http://dpr.go.id/doksigota/photo/1529.jpg,18,http://dpr.go.id/en/anggota
1531,"H. MAT NASIR, S.Sos",Democrat Party Faction,JAWA TIMUR XI,http://dpr.go.id/doksigota/photo/1531.jpg,18,http://dpr.go.id/en/anggota
1532,"FANNY SAFRIANSYAH, SE",United Development Party Faction,JAWA TIMUR XI,http://dpr.go.id/doksigota/photo/1532.jpg,18,http://dpr.go.id/en/anggota
