id,name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
25161,Bronwyn McGahan,,,,Sinn Féin,sinn-fein,area/fermanagh_and_south_tyrone,Fermanagh and South Tyrone,Northern Ireland Assembly,4,2012-07-02,,,female
13862,Caitriona Ruane,,,,Sinn Féin,sinn-fein,area/south_down,South Down,Northern Ireland Assembly,4,,,,female
13913,Carál Ní Chuilín,,,,Sinn Féin,sinn-fein,area/belfast_north,Belfast North,Northern Ireland Assembly,4,,,,female
13892,Cathal Boylan,,,,Sinn Féin,sinn-fein,area/newry_and_armagh,Newry and Armagh,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/CathalBoylan.jpg,male
25142,Cathal Ó hOisín,,,,Sinn Féin,sinn-fein,area/east_londonderry,East Londonderry,Northern Ireland Assembly,4,,,,male
24994,Chris Lyttle,,,,Alliance,alliance,area/belfast_east,Belfast East,Northern Ireland Assembly,4,,,,male
25154,Christopher Hazzard,,,,Sinn Féin,sinn-fein,area/south_down,South Down,Northern Ireland Assembly,4,2012-04-13,,,male
25447,Claire Hanna,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/belfast_south,Belfast South,Northern Ireland Assembly,4,2015-06-29,,,female
25226,Claire Sugden,,,,Independent,independent,area/east_londonderry,East Londonderry,Northern Ireland Assembly,4,2014-05-06,,,female
25130,Colum Eastwood,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/foyle,Foyle,Northern Ireland Assembly,4,,,,male
24702,Conall McDevitt,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/belfast_south,Belfast South,Northern Ireland Assembly,4,,2013-09-04,,male
11734,Conor Murphy,,,,Sinn Féin,sinn-fein,area/newry_and_armagh,Newry and Armagh,Northern Ireland Assembly,4,,2012-07-01,https://upload.wikimedia.org/wikipedia/commons/3/3e/Conor_Murphy.jpg,male
11734,Conor Murphy,,,,Sinn Féin,sinn-fein,area/newry_and_armagh,Newry and Armagh,Northern Ireland Assembly,4,2015-06-08,,https://upload.wikimedia.org/wikipedia/commons/3/3e/Conor_Murphy.jpg,male
13911,Daithí McKay,,,,Sinn Féin,sinn-fein,area/north_antrim,North Antrim,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/8/83/Edinburgh_fbu.jpg,male
13811,Danny Kennedy,,,,UUP,uup,area/newry_and_armagh,Newry and Armagh,Northern Ireland Assembly,4,,,,male
24684,Danny Kinahan,,,,UUP,uup,area/south_antrim,South Antrim,Northern Ireland Assembly,4,,,,male
13788,David Ford,,,,Alliance,alliance,area/south_antrim,South Antrim,Northern Ireland Assembly,4,,,,male
13801,David Hilditch,,,,DUP,dup,area/east_antrim,East Antrim,Northern Ireland Assembly,4,,,,male
13823,David McClarty,,,,Independent,independent,area/east_londonderry,East Londonderry,Northern Ireland Assembly,4,,2014-04-18,,male
25136,David McIlveen,,,,DUP,dup,area/north_antrim,North Antrim,Northern Ireland Assembly,4,,,,male
13834,David McNarry,,,,UUP,uup,area/strangford,Strangford,Northern Ireland Assembly,4,,,,male
25159,Declan McAleer,,,,Sinn Féin,sinn-fein,area/west_tyrone,West Tyrone,Northern Ireland Assembly,4,2012-07-02,,,male
13810,Dolores Kelly,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/upper_bann,Upper Bann,Northern Ireland Assembly,4,,,,female
13755,Dominic Bradley,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/newry_and_armagh,Newry and Armagh,Northern Ireland Assembly,4,,,,male
13853,Edwin Poots,,,,DUP,dup,area/lagan_valley,Lagan Valley,Northern Ireland Assembly,4,,,,male
25183,Fearghal McKinney,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/belfast_south,Belfast South,Northern Ireland Assembly,4,2013-09-16,,,male
13818,Fra McCann,,,,Sinn Féin,sinn-fein,area/belfast_west,Belfast West,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/6/6d/Fra_McCann.jpg,male
13836,Francie Molloy,,,,Sinn Féin,sinn-fein,area/mid_ulster,Mid Ulster,Northern Ireland Assembly,4,,2013-04-08,,male
25267,Gary Middleton,,,,DUP,dup,area/foyle,Foyle,Northern Ireland Assembly,4,2015-04-13,,,
13858,George Robinson,,,,DUP,dup,area/east_londonderry,East Londonderry,Northern Ireland Assembly,4,,,,male
13809,Gerry Kelly,,,,Sinn Féin,sinn-fein,area/belfast_north,Belfast North,Northern Ireland Assembly,4,,,,male
25129,Gordon Dunne,,,,DUP,dup,area/north_down,North Down,Northern Ireland Assembly,4,,,,male
10780,Gregory Campbell,,,,DUP,dup,area/east_londonderry,East Londonderry,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/4/42/GregoryCampell.jpg,male
13908,Ian McCrea,,,,DUP,dup,area/mid_ulster,Mid Ulster,Northern Ireland Assembly,4,,,,male
25180,Ian Milne,,,,Sinn Féin,sinn-fein,area/mid_ulster,Mid Ulster,Northern Ireland Assembly,4,2013-04-08,,,male
13906,Jennifer McCann,,,,Sinn Féin,sinn-fein,area/belfast_west,Belfast West,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/5/5b/JenniferMcCann.jpg,female
25122,Jim Allister,,,,Traditional Unionist Voice,traditional-unionist-voice,area/north_antrim,North Antrim,Northern Ireland Assembly,4,,,,male
13871,Jim Wells,,,,DUP,dup,area/south_down,South Down,Northern Ireland Assembly,4,,,,male
13916,Jimmy Spratt,,,,DUP,dup,area/belfast_south,Belfast South,Northern Ireland Assembly,4,,,,male
25127,Jo-Anne Dobson,,,,UUP,uup,area/upper_bann,Upper Bann,Northern Ireland Assembly,4,,,,female
13760,Joe Byrne,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/west_tyrone,West Tyrone,Northern Ireland Assembly,4,,,,male
13772,John Dallat,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/east_londonderry,East Londonderry,Northern Ireland Assembly,4,,,,male
13905,John McCallister,,,,UUP,uup,area/south_down,South Down,Northern Ireland Assembly,4,,,,male
13847,John O'Dowd,,,,Sinn Féin,sinn-fein,area/upper_bann,Upper Bann,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/a/a0/John_O'Dowd.jpg,male
24703,Jonathan Bell,,,,DUP,dup,area/strangford,Strangford,Northern Ireland Assembly,4,,,,male
13898,Jonathan Craig,,,,DUP,dup,area/lagan_valley,Lagan Valley,Northern Ireland Assembly,4,,,,male
25125,Judith Cochrane,,,,Alliance,alliance,area/belfast_east,Belfast East,Northern Ireland Assembly,4,,,,female
25137,Karen McKevitt,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/south_down,South Down,Northern Ireland Assembly,4,,,,female
13819,Kieran McCarthy,,,,Alliance,alliance,area/strangford,Strangford,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/1/12/Kieran_McCarthy_MLA.jpg,male
13771,Leslie Cree,,,,UUP,uup,area/north_down,North Down,Northern Ireland Assembly,4,,,,male
25158,Maeve McLaughlin,,,,Sinn Féin,sinn-fein,area/foyle,Foyle,Northern Ireland Assembly,4,2012-06-14,,,female
13856,Margaret Ritchie,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/south_down,South Down,Northern Ireland Assembly,4,,2012-03-31,https://upload.wikimedia.org/wikipedia/commons/3/3c/Margaret_ritchie.jpg,female
25143,Mark Durkan,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/foyle,Foyle,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/6/6f/MarkDurkan.jpg,male
10387,Martin McGuinness,,,,Sinn Féin,sinn-fein,area/mid_ulster,Mid Ulster,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/c/c8/MartinMcGuinness_(cropped).jpg,male
13891,Martina Anderson,,,,Sinn Féin,sinn-fein,area/foyle,Foyle,Northern Ireland Assembly,4,,2012-06-13,"https://upload.wikimedia.org/wikipedia/commons/1/1f/Martina_Anderson_MEP,_Strasbourg_-_Diliff.jpg",female
25255,Maurice Devenney,,,,DUP,dup,area/foyle,Foyle,Northern Ireland Assembly,4,2014-10-20,2015-03-25,,male
13733,Maurice Morrow,,,,DUP,dup,area/fermanagh_and_south_tyrone,Fermanagh and South Tyrone,Northern Ireland Assembly,4,,,,male
25160,Megan Fearon,,,,Sinn Féin,sinn-fein,area/newry_and_armagh,Newry and Armagh,Northern Ireland Assembly,4,2012-07-02,,https://upload.wikimedia.org/wikipedia/commons/8/86/Megan_Fearon.jpg,female
13867,Mervyn Storey,,,,DUP,dup,area/north_antrim,North Antrim,Northern Ireland Assembly,4,,,,male
13767,Michael Copeland,,,,UUP,uup,area/belfast_east,Belfast East,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/e/eb/MichaelCopelandMLA.jpg,male
13827,Michael McGimpsey,,,,UUP,uup,area/belfast_south,Belfast South,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Michael_McGimpsey_UUP.png,male
25123,Michaela Boyle,,,,Sinn Féin,sinn-fein,area/west_tyrone,West Tyrone,Northern Ireland Assembly,4,,,,female
10913,Michelle Gildernew,,,,Sinn Féin,sinn-fein,area/fermanagh_and_south_tyrone,Fermanagh and South Tyrone,Northern Ireland Assembly,4,,2012-07-01,https://upload.wikimedia.org/wikipedia/commons/5/5d/Michelle_Gildernew.jpg,female
13910,Michelle McIlveen,,,,DUP,dup,area/strangford,Strangford,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/1/1e/Michelle_McIlveen_DUP.jpg,female
13915,Michelle O'Neill,,,,Sinn Féin,sinn-fein,area/mid_ulster,Mid Ulster,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/MichelleOneill.jpg,female
13893,Mickey Brady,,,,Sinn Féin,sinn-fein,area/newry_and_armagh,Newry and Armagh,Northern Ireland Assembly,4,,2015-06-03,,male
25139,Mike Nesbitt,,,,UUP,uup,area/strangford,Strangford,Northern Ireland Assembly,4,,,,male
13831,Mitchel McLaughlin,,,,Sinn Féin,sinn-fein,area/south_antrim,South Antrim,Northern Ireland Assembly,4,,2015-01-12,,male
13831,Mitchel McLaughlin,,,,Speaker,speaker,area/south_antrim,South Antrim,Northern Ireland Assembly,4,2015-01-12,,,male
25256,Máirtín Ó Muilleoir,,,,Sinn Féin,sinn-fein,area/belfast_south,Belfast South,Northern Ireland Assembly,4,2014-11-04,,https://upload.wikimedia.org/wikipedia/commons/3/3f/Belfast_Lord_Mayor_Máirtín_Ó_Muilleoir_welcoming_participants_of_the_2013_Horasis_Global_India_Business_Meeting.jpg,male
25448,Neil Somerville,,,,UUP,uup,area/fermanagh_and_south_tyrone,Fermanagh and South Tyrone,Northern Ireland Assembly,4,2015-06-30,,,male
13822,Nelson McCausland,,,,DUP,dup,area/belfast_north,Belfast North,Northern Ireland Assembly,4,,,,male
25138,Oliver McMullan,,,,Sinn Féin,sinn-fein,area/east_antrim,East Antrim,Northern Ireland Assembly,4,,,,male
25134,Pam Lewis,,,,DUP,dup,area/south_antrim,South Antrim,Northern Ireland Assembly,4,,,,female
10858,Pat Doherty,,,,Sinn Féin,sinn-fein,area/west_tyrone,West Tyrone,Northern Ireland Assembly,4,,2012-07-01,https://upload.wikimedia.org/wikipedia/commons/0/04/PatDoherty.jpg,male
13855,Pat Ramsey,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/foyle,Foyle,Northern Ireland Assembly,4,,,,male
25020,Pat Sheehan,,,,Sinn Féin,sinn-fein,area/belfast_west,Belfast West,Northern Ireland Assembly,4,,,,male
13828,Patsy McGlone,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/mid_ulster,Mid Ulster,Northern Ireland Assembly,4,,,,male
24981,Paul Frew,,,,DUP,dup,area/north_antrim,North Antrim,Northern Ireland Assembly,4,,,,male
13794,Paul Girvan,,,,DUP,dup,area/south_antrim,South Antrim,Northern Ireland Assembly,4,,,,male
24972,Paul Givan,,,,DUP,dup,area/lagan_valley,Lagan Valley,Northern Ireland Assembly,4,,,,male
13904,Paul Maskey,,,,Sinn Féin,sinn-fein,area/belfast_west,Belfast West,Northern Ireland Assembly,4,,2012-07-01,https://upload.wikimedia.org/wikipedia/commons/0/0b/Paul_Maskey.jpg,male
25124,Paula Bradley,,,,DUP,dup,area/belfast_north,Belfast North,Northern Ireland Assembly,4,,,,female
10507,Peter Robinson,,,,DUP,dup,area/belfast_east,Belfast East,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/Peter_Robinson_at_Titanic_Belfast_(Cropped).jpg,male
13870,Peter Weir,,,,DUP,dup,area/north_down,North Down,Northern Ireland Assembly,4,,,,male
25131,Phil Flanagan,,,,Sinn Féin,sinn-fein,area/fermanagh_and_south_tyrone,Fermanagh and South Tyrone,Northern Ireland Assembly,4,,,,male
13821,Raymond McCartney,,,,Sinn Féin,sinn-fein,area/foyle,Foyle,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/e/e5/RaymondMcCartney.jpg,male
13845,Robin Newton,,,,DUP,dup,area/belfast_east,Belfast East,Northern Ireland Assembly,4,,,,male
25141,Robin Swann,,,,UUP,uup,area/north_antrim,North Antrim,Northern Ireland Assembly,4,,,,male
25157,Rosaleen McCorley,,,,Sinn Féin,sinn-fein,area/belfast_west,Belfast West,Northern Ireland Assembly,4,2012-07-02,,,female
25133,Ross Hussey,,,,UUP,uup,area/west_tyrone,West Tyrone,Northern Ireland Assembly,4,,,,male
13887,Roy Beggs,,,,UUP,uup,area/east_antrim,East Antrim,Northern Ireland Assembly,4,,,,male
25128,Sammy Douglas,,,,DUP,dup,area/belfast_east,Belfast East,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/0/0e/SammyDouglas.jpg,male
11374,Sammy Wilson,,,,DUP,dup,area/east_antrim,East Antrim,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/8/8a/SammyWilson.jpg,male
13792,Samuel Gardiner,,,,UUP,uup,area/upper_bann,Upper Bann,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/a/ab/Sam_Gardiner.jpg,male
25140,Sandra Overend,,,,UUP,uup,area/mid_ulster,Mid Ulster,Northern Ireland Assembly,4,,,,female
25135,Sean Lynch,,,,Sinn Féin,sinn-fein,area/fermanagh_and_south_tyrone,Fermanagh and South Tyrone,Northern Ireland Assembly,4,,,,male
25153,Sean Rogers,,,,Social Democratic and Labour Party,social-democratic-and-labour-party,area/south_down,South Down,Northern Ireland Assembly,4,2012-04-02,,,male
13900,Simon Hamilton,,,,DUP,dup,area/strangford,Strangford,Northern Ireland Assembly,4,,,,male
13899,Stephen Farry,,,,Alliance,alliance,area/north_down,North Down,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/6/61/StephenFarry.jpg,male
13840,Stephen Moutray,,,,DUP,dup,area/upper_bann,Upper Bann,Northern Ireland Assembly,4,,,,male
25121,Steven Agnew,,,,Green,green,area/north_down,North Down,Northern Ireland Assembly,4,,,,male
25126,Stewart Dickson,,,,Alliance,alliance,area/east_antrim,East Antrim,Northern Ireland Assembly,4,,,,male
13854,Sue Ramsey,,,,Sinn Féin,sinn-fein,area/belfast_west,Belfast West,Northern Ireland Assembly,4,,2014-11-03,,female
24993,Sydney Anderson,,,,DUP,dup,area/upper_bann,Upper Bann,Northern Ireland Assembly,4,,,https://upload.wikimedia.org/wikipedia/commons/7/72/Sydneyanderson.jpg,male
13758,Thomas Buchanan,,,,DUP,dup,area/west_tyrone,West Tyrone,Northern Ireland Assembly,4,,,,male
13781,Tom Elliott,,,,UUP,uup,area/fermanagh_and_south_tyrone,Fermanagh and South Tyrone,Northern Ireland Assembly,4,,2015-06-29,,male
13897,Trevor Clarke,,,,DUP,dup,area/south_antrim,South Antrim,Northern Ireland Assembly,4,,,,male
13903,Trevor Lunn,,,,Alliance,alliance,area/lagan_valley,Lagan Valley,Northern Ireland Assembly,4,,,,male
13799,William Hay,,,,Speaker,speaker,area/foyle,Foyle,Northern Ireland Assembly,4,,2014-10-13,,male
25011,William Humphrey,,,,DUP,dup,area/belfast_north,Belfast North,Northern Ireland Assembly,4,,,"https://upload.wikimedia.org/wikipedia/commons/f/f5/William_Humphrey,_DUP.jpg",male
13901,William Irwin,,,,DUP,dup,area/newry_and_armagh,Newry and Armagh,Northern Ireland Assembly,4,,,,male
13763,Willie Clarke,,,,Sinn Féin,sinn-fein,area/south_down,South Down,Northern Ireland Assembly,4,,2012-04-12,,male
