id,wikidata
group_of_justice_and_development,Q1255232
group_istiqlali_of_unity_and_egalitarianism,Q477273
group_of_the_national_rally_of_independents,Q1630297
group_authenticity_and_modernity,Q784586
group_of_the_socialist_union_of_popular_forces,Q2297130
group_movement,Q1471276
group_of_constitutional_union,Q3550065
group_of_democratic_progress,Q3088478
parliamentary_group_of_the_alliance_of_the_center,Q56119895
PJD,Q1255232
PAM,Q784586
RNI,Q1630297
MP,Q1471276
USFP,Q2297130
PPS,Q1888857
UC,Q3550065
MDS,Q3326668
PUD,Q3366295
FGD,Q2838048
PI,Q477273
PGVM,Q3366317
