statement,id,name,constituency_id,constituency,party_id,party,start_date,end_date,term
Q62733439-984BFADD-6B4D-4142-B1BB-1EE3DAD93A9C,Q62733439,Sydney C. Allicock,,,Q16824207,A Partnership for National Unity,"","",11
Q62733470-977F0DCD-A4B5-41D6-BFD7-CEC9A47BBE08,Q62733470,Catherine Hughes,,,Q16824207,A Partnership for National Unity,"","",11
Q62733487-632D4DB2-8EDF-47E5-85A2-023868788125,Q62733487,Volda Lawrence,Q1185362,Demerara-Mahaica,Q16824207,A Partnership for National Unity,"","",11
Q62733503-1846AE13-CA45-4B35-AB64-415EABE2584F,Q62733503,Amna Ally,,,Q16824207,A Partnership for National Unity,"","",11
Q62733518-D9B833CA-F4A8-4EEC-ADC3-5E7E54D30809,Q62733518,Winston Felix,,,Q16824207,A Partnership for National Unity,"","",11
Q62733527-69B6E9B2-5B50-4E52-B0FA-2933FD0D602E,Q62733527,Keith Scott,,,Q16824207,A Partnership for National Unity,"","",11
Q62733540-0FE7B916-BDFD-4AD6-B9EE-6F17D53110A7,Q62733540,Dawn Hastings-Williams,Q1146777,Cuyuni-Mazaruni,Q16824207,A Partnership for National Unity,"","",11
Q62733572-52DDD421-6318-4560-8C13-F771990C131F,Q62733572,Annette Ferguson,,,Q16824207,A Partnership for National Unity,"","",11
Q62733586-3584B837-5BDA-43D6-A241-F7566D607327,Q62733586,Valerie Garrido-Lowe,,,Q16824207,A Partnership for National Unity,"","",11
Q62733595-866A3CCC-627F-4E4C-93FD-FC0E42ADD62B,Q62733595,Karen Cummings,,,Q16824207,A Partnership for National Unity,"","",11
Q62733605-38CBE40D-F67A-4CDA-AFB0-6C9463671A5E,Q62733605,Dominic Gaskin,,,Q16824207,A Partnership for National Unity,"","",11
Q62733615-42817E64-91BA-427F-ACAD-B4B149217D60,Q62733615,Winston DaCosta Jordan,,,Q16824207,A Partnership for National Unity,"","",11
Q62733622-CCA64FFE-2546-4C79-A240-970AF32418C6,Q62733622,Nicolette O. Henry,,,Q16824207,A Partnership for National Unity,"","",11
Q62733631-0D8FC969-8EE2-464D-A800-0A752ACE89C6,Q62733631,Audwin Rutherford,,,Q16824207,A Partnership for National Unity,"","",11
Q62733645-5CE79736-4230-4F08-A2DB-0370356DFF5E,Q62733645,Simona Broomes,,,Q327591,independent politician,"","",11
Q62733674-53C47660-65ED-4711-95E0-CC384637B17E,Q62733674,Jermaine Figueira,Q1309042,Upper Demerara-Berbice,Q16824207,A Partnership for National Unity,"","",11
Q62733701-F7F131D5-5616-49B9-9078-BDB057A7C86B,Q62733701,Raphael G.C. Trotman,,,Q16824207,A Partnership for National Unity,"","",11
Q62733717-AC40E49B-F808-4B5F-8CE1-8D4B532795A6,Q62733717,John Adams,Q1368802,Essequibo Islands-West Demerara,Q16824207,A Partnership for National Unity,"","",11
Q62733746-3AC82C16-C634-4D8B-91A7-50BCC9BFF56A,Q62733746,Jennifer Wade,Q1466671,Mahaica-Berbice,Q16824207,A Partnership for National Unity,"","",11
Q62733770-66035DB5-0A1D-4F0C-9BA6-886BF94EB18F,Q62733770,Valarie Patterson,Q1309042,Upper Demerara-Berbice,Q327591,independent politician,"","",11
Q62733798-1417C604-C11C-4AED-8A36-A605BDB3B5E6,Q62733798,Jaipaul Sharma,Q1185362,Demerara-Mahaica,Q16824207,A Partnership for National Unity,"","",11
Q62733804-15701C45-DC2F-49E6-9DEB-2487942831E0,Q62733804,Rajcoomarie Bancroft,Q1454035,Potaro-Siparuni,Q16824207,A Partnership for National Unity,"","",11
Q62733847-955AD5FF-7C7E-4129-B1C8-5F6AFC046CE1,Q62733847,Juan A. Edghill,,,Q1972521,People's Progressive Party,"","",11
Q62733855-0C61FF27-3662-4490-A15B-3DF26661F260,Q62733855,Alister S. Charlie,Q1516381,Upper Takutu-Upper Essequibo,Q1972521,People's Progressive Party,"","",11
Q62733872-4293BC61-54C8-4649-A315-FFBEC89CCDBF,Q62733872,Collin D. Croal,Q537740,Barima-Waini,Q1972521,People's Progressive Party,"","",11
Q62733898-E6CF440A-F407-4D04-AA09-E274280353DF,Q62733898,Jennifer R.A. Westford,Q1146777,Cuyuni-Mazaruni,Q1972521,People's Progressive Party,"","",11
Q62733914-98A08CE9-C578-47B4-8EFC-8CBDD4D9E807,Q62733914,Mohamed I. Alli,Q1368802,Essequibo Islands-West Demerara,Q1972521,People's Progressive Party,"","",11
Q62733923-4CED03FA-5954-48CE-AEB9-1AE4AABE76D1,Q62733923,Pauline Campbell-Sukhai,,,Q1972521,People's Progressive Party,"","",11
Q62733927-325A2327-CE76-4F6D-BEB3-5ECD33861830,Q62733927,Clement J. Rohee,,,Q1972521,People's Progressive Party,"","",11
Q62733938-780D9983-8824-429F-AB7B-CA0DDA15A293,Q62733938,Harry Gill,,,Q1972521,People's Progressive Party,"","",11
Q62733947-F6EF5B1E-C059-487F-A3F4-8DC6DE2A82E0,Q62733947,Gillian R. Persaud,Q1185362,Demerara-Mahaica,Q1972521,People's Progressive Party,"","",11
Q62733956-D5EF94C7-6DA9-41AE-AA46-483B4A8E1F9C,Q62733956,Komal Chand,Q1368802,Essequibo Islands-West Demerara,Q1972521,People's Progressive Party,"","",11
Q62733971-298D55AA-B5C3-4BDF-BA21-3540C73EF3A3,Q62733971,Gail Teixeira,,,Q1972521,People's Progressive Party,"","",11
Q62733979-B68B4CF8-A5F2-447C-9C74-90FC3FEDF3F8,Q62733979,Priya D. Manickchand,Q1466671,Mahaica-Berbice,Q1972521,People's Progressive Party,"","",11
Q62733987-DBD19F5B-F7A8-4507-87D3-079C97B7F1BF,Q62733987,Adrian V. Anamayah,,,Q1972521,People's Progressive Party,"","",11
Q62733995-0AB3DDD0-FE28-446A-BC58-4D1216452C31,Q62733995,Cornel Damon,Q680382,Pomeroon-Supenaam,Q1972521,People's Progressive Party,"","",11
Q62734023-C26FB077-C21F-4209-845C-526C55F2FEE9,Q62734023,Odinga Lumumba,,,Q1972521,People's Progressive Party,"","",11
Q62734026-165F1C25-0050-4A45-BF02-A2305B2874D3,Q62734026,Africo Selman,,,Q1972521,People's Progressive Party,"","",11
Q62734031-A7DB7E29-109B-4926-BB88-35EA422274BC,Q62734031,Sheila Veersammy,,,Q1972521,People's Progressive Party,"","",11
Q62734037-C0C67EF1-79F8-473B-B8F5-4576241CB70A,Q62734037,Ganga Persaud,,,Q1972521,People's Progressive Party,"","",11
Q62734047-0F7C040F-2491-41E4-A998-F4AE80BE2F09,Q62734047,Frank C.S. Anthony,,,Q1972521,People's Progressive Party,"","",11
Q62734056-EF3BB593-7068-4549-A4F9-E8449BF27BD0,Q62734056,Dharamkumar Seeraj,,,Q1972521,People's Progressive Party,"","",11
Q62734065-03C11FE2-EB21-4E0A-8772-5A88D232960A,Q62734065,Vindhya Vasini Persaud,,,Q1972521,People's Progressive Party,"","",11
Q62734305-001C86F8-1E57-4939-B34F-CAD1C86F611A,Q62734305,Mustapha Zulfikar,Q1277758,East Berbice-Corentyne,Q1972521,People's Progressive Party,"","",11
Q62734370-B8FD95C9-9E59-4B64-A8A2-7C5F7BB56CCE,Q62734370,Yvonne P. Fredericks,,,Q1972521,People's Progressive Party,"","",11
Q62734392-A5F0816C-094C-47E3-B424-2C471F9BB42E,Q62734392,Vishwa D.B Mahadeo,Q1277758,East Berbice-Corentyne,Q1972521,People's Progressive Party,"","",11
Q62734402-2224952F-0BF9-4143-AC29-D947C0B78349,Q62734402,Nigel D. Dharamlall,,,Q1972521,People's Progressive Party,"","",11
Q62734519-17EC6635-57FE-4FA1-B83E-4FB94118C994,Q62734519,Clive R. Jagan,,,Q1972521,People's Progressive Party,"",2016-11-02,11
Q62734557-205EB43F-068E-4899-A08B-A57F0FDC665B,Q62734557,Charrandas Persaud,Q1277758,East Berbice-Corentyne,Q327591,independent politician,"",2018-12-21,11
Q62734956-E6769EFC-EA20-4A29-BF8B-38271DA44FD9,Q62734956,Charles S. Ramson,,,Q1972521,People's Progressive Party,"",2016-09-30,11
Q6915896-33746262-FC34-471B-B376-E72E481B511E,Q6915896,Moses Nagamootoo,,,Q16824207,A Partnership for National Unity,"","",11
