id,name,image,party,party_id,area,term,source
341,Nilda Maria Gonçalves de Pina Fernandes,http://www.parlamento.cv/DepImag.aspx?CodDeputado=341,PAICV,PAICV,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=341
342,Moisés António do Espírito Santo Tavares Borges,http://www.parlamento.cv/DepImag.aspx?CodDeputado=342,PAICV,PAICV,Santiago Norte,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=342
343,Nuías Mendes Barbosa da Silva,http://www.parlamento.cv/DepImag.aspx?CodDeputado=343,PAICV,PAICV,Fogo,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=343
344,Odailson Jorge da Luz Bandeira,http://www.parlamento.cv/DepImag.aspx?CodDeputado=344,PAICV,PAICV,Santo Antão,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=344
345,Vera Helena Pires Almeida da Cruz,http://www.parlamento.cv/DepImag.aspx?CodDeputado=345,PAICV,PAICV,Santo Antão,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=345
346,Walter Emanuel da Silva Évora,http://www.parlamento.cv/DepImag.aspx?CodDeputado=346,PAICV,PAICV,Boa Vista,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=346
347,José Maria Fernandes da Veiga,http://www.parlamento.cv/DepImag.aspx?CodDeputado=347,PAICV,PAICV,Santiago Norte,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=347
348,Dora Oriana Gomes Pires dos Reis,http://www.parlamento.cv/DepImag.aspx?CodDeputado=348,UCID,UCID,São Vicente,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=348
350,António Delgado Monteiro,http://www.parlamento.cv/DepImag.aspx?CodDeputado=350,UCID,UCID,São Vicente,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=350
351,Carlos Alberto Delgado,http://www.parlamento.cv/DepImag.aspx?CodDeputado=351,PAICV,PAICV,Santo Antão,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=351
352,Emanuel Alberto Duarte Barbosa,http://www.parlamento.cv/DepImag.aspx?CodDeputado=352,MPD,MPD,Europa,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=352
353,Filomena de Fátima Ribeiro Vieira Martins,http://www.parlamento.cv/DepImag.aspx?CodDeputado=353,PAICV,PAICV,São Vicente,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=353
354,Orlando Pereira Dias,http://www.parlamento.cv/DepImag.aspx?CodDeputado=354,MPD,MPD,África,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=354
355,Armindo João da Luz,http://www.parlamento.cv/DepImag.aspx?CodDeputado=355,MPD,MPD,Santo Antão,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=355
356,Francisco Marcelino Lopes Correia,http://www.parlamento.cv/DepImag.aspx?CodDeputado=356,MPD,MPD,Sal,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=356
357,Georgina Maria Duarte Gemiê,http://www.parlamento.cv/DepImag.aspx?CodDeputado=357,MPD,MPD,Sal,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=357
359,Paulo Jorge Lima Veiga,http://www.parlamento.cv/DepImag.aspx?CodDeputado=359,MPD,MPD,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=359
360,Alexandre Dias Monteiro,http://www.parlamento.cv/DepImag.aspx?CodDeputado=360,MPD,MPD,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=360
361,Carlos Miguel Afonseca Monteiro,http://www.parlamento.cv/DepImag.aspx?CodDeputado=361,MPD,MPD,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=361
362,Luís Carlos dos Santos Silva,http://www.parlamento.cv/DepImag.aspx?CodDeputado=362,MPD,MPD,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=362
363,Rui Mendes Semedo,http://www.parlamento.cv/DepImag.aspx?CodDeputado=363,PAICV,PAICV,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=363
388,Janira Isabel Fonseca Hopffer Almada,http://www.parlamento.cv/DepImag.aspx?CodDeputado=388,PAICV,PAICV,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=388
390,Júlio Lopes Correia,http://www.parlamento.cv/DepImag.aspx?CodDeputado=390,PAICV,PAICV,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=390
391,João dos Santos Luis,http://www.parlamento.cv/DepImag.aspx?CodDeputado=391,UCID,UCID,São Vicente,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=391
393,Miguel Pedro Sousa Monteiro,http://www.parlamento.cv/DepImag.aspx?CodDeputado=393,MPD,MPD,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=393
394,Jorge Arcanjo Livramento Nogueira,http://www.parlamento.cv/DepImag.aspx?CodDeputado=394,MPD,MPD,Fogo,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=394
395,Francisco Correia Pereira,http://www.parlamento.cv/DepImag.aspx?CodDeputado=395,PAICV,PAICV,Europa,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=395
396,João Baptista Correia Pereira,http://www.parlamento.cv/DepImag.aspx?CodDeputado=396,PAICV,PAICV,Santiago Norte,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=396
397,João de Brito Lopes de Pina,http://www.parlamento.cv/DepImag.aspx?CodDeputado=397,PAICV,PAICV,América,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=397
399,David Elias Mendes Gomes,http://www.parlamento.cv/DepImag.aspx?CodDeputado=399,MPD,MPD,Santiago Norte,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=399
400,Anilda Ineida Monteiro Tavares,http://www.parlamento.cv/DepImag.aspx?CodDeputado=400,MPD,MPD,Santiago Norte,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=400
401,Hélio de Jesus Pina Sanches,http://www.parlamento.cv/DepImag.aspx?CodDeputado=401,MPD,MPD,Santiago Norte,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=401
402,Alcides Monteiro de Pina,http://www.parlamento.cv/DepImag.aspx?CodDeputado=402,MPD,MPD,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=402
403,Isa Filomena Pereira Soares da Costa,http://www.parlamento.cv/DepImag.aspx?CodDeputado=403,MPD,MPD,Santiago Norte,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=403
404,José Filomeno de Carvalho Dias Monteiro,http://www.parlamento.cv/DepImag.aspx?CodDeputado=404,MPD,MPD,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=404
408,Aníbal Azevedo Fonseca,http://www.parlamento.cv/DepImag.aspx?CodDeputado=408,MPD,MPD,Santo Antão,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=408
409,Milton Nascimento de Sena Paiva,http://www.parlamento.cv/DepImag.aspx?CodDeputado=409,MPD,MPD,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=409
410,Maria Roberto Nascimento,http://www.parlamento.cv/DepImag.aspx?CodDeputado=410,MPD,MPD,Santo Antão,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=410
413,João Carlos Cabral Varela Semedo,http://www.parlamento.cv/DepImag.aspx?CodDeputado=413,MPD,MPD,Santiago Sul,9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=413
414,António Alberto Mendes Fernandes,http://www.parlamento.cv/DepImag.aspx?CodDeputado=414,"","","",9,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=414
