id,name,start_date,end_date,term,party_id,party,area_id,area,organisation_name,party_role,organisation_role
811,ABDULLAHI UMAR FARUK,1992-05-29,1998-05-29,1992,6539,All Progressives Congress (APC),661,Bunza/Birnin Kebbi/Kalgo,House of Representatives,Member,Federal Representative
811,ABDULLAHI UMAR FARUK,1998-05-29,1999-05-29,1998,6539,All Progressives Congress (APC),661,Bunza/Birnin Kebbi/Kalgo,House of Representatives,Member,Federal Representative
811,ABDULLAHI UMAR FARUK,1999-05-29,2003-05-29,1999,6539,All Progressives Congress (APC),661,Bunza/Birnin Kebbi/Kalgo,House of Representatives,Member,Federal Representative
811,ABDULLAHI UMAR FARUK,2003-05-29,2007-05-29,2003,6539,All Progressives Congress (APC),661,Bunza/Birnin Kebbi/Kalgo,House of Representatives,Member,Federal Representative
811,ABDULLAHI UMAR FARUK,2007-05-29,2011-05-29,2007,6539,All Progressives Congress (APC),661,Bunza/Birnin Kebbi/Kalgo,House of Representatives,Member,Federal Representative
811,ABDULLAHI UMAR FARUK,2011-05-29,2015-05-29,2011,6539,All Progressives Congress (APC),661,Bunza/Birnin Kebbi/Kalgo,House of Representatives,Member,Federal Representative
175,JAMES ABIODUN FALEKE,2011-05-29,2013-07-30,2011,2736,Action Congress of Nigeria,597,Ikeja,House of Representatives,Member,Federal Representative
175,JAMES ABIODUN FALEKE,2013-07-31,2015-05-29,2011,5593,All Progressives Congress (APC),597,Ikeja,House of Representatives,Member,Federal Representative
894,MOYEED OLUJINMI A ALABI,1979-05-29,1983-05-29,1979,6758,All Progressives Congress (APC),506,Ede North/Ede South/ Egbedore/Ejigbo,House of Representatives,Member,Federal Representative
894,MOYEED OLUJINMI A ALABI,1983-05-29,1992-05-29,1983,6758,All Progressives Congress (APC),506,Ede North/Ede South/ Egbedore/Ejigbo,House of Representatives,Member,Federal Representative
894,MOYEED OLUJINMI A ALABI,1992-05-29,1998-05-29,1992,6758,All Progressives Congress (APC),506,Ede North/Ede South/ Egbedore/Ejigbo,House of Representatives,Member,Federal Representative
894,MOYEED OLUJINMI A ALABI,1998-05-29,1999-05-29,1998,6758,All Progressives Congress (APC),506,Ede North/Ede South/ Egbedore/Ejigbo,House of Representatives,Member,Federal Representative
894,MOYEED OLUJINMI A ALABI,1999-05-29,2003-05-29,1999,6758,All Progressives Congress (APC),506,Ede North/Ede South/ Egbedore/Ejigbo,House of Representatives,Member,Federal Representative
894,MOYEED OLUJINMI A ALABI,2003-05-29,2007-05-29,2003,6758,All Progressives Congress (APC),506,Ede North/Ede South/ Egbedore/Ejigbo,House of Representatives,Member,Federal Representative
894,MOYEED OLUJINMI A ALABI,2007-05-29,2011-05-29,2007,6758,All Progressives Congress (APC),506,Ede North/Ede South/ Egbedore/Ejigbo,House of Representatives,Member,Federal Representative
894,MOYEED OLUJINMI A ALABI,2011-05-29,2015-05-29,2011,6758,All Progressives Congress (APC),506,Ede North/Ede South/ Egbedore/Ejigbo,House of Representatives,Member,Federal Representative
369,PALLY ISUMAFE OBOKHUAIME IRIASE,2011-05-29,2013-07-30,2011,2762,Action Congress of Nigeria,744,Owan East/Owan West,House of Representatives,Member,Federal Representative
369,PALLY ISUMAFE OBOKHUAIME IRIASE,2013-07-31,2015-05-29,2011,5618,All Progressives Congress (APC),744,Owan East/Owan West,House of Representatives,Member,Federal Representative
567,Mohammed Sani Zorro,1979-05-29,1983-05-29,1979,5895,All Progressives Congress (APC),632,Gumel/Maigatari/Sule Tankarkar/Gagarawa,House of Representatives,Member,Federal Representative
567,Mohammed Sani Zorro,1983-05-29,1992-05-29,1983,5895,All Progressives Congress (APC),632,Gumel/Maigatari/Sule Tankarkar/Gagarawa,House of Representatives,Member,Federal Representative
567,Mohammed Sani Zorro,1992-05-29,1998-05-29,1992,5895,All Progressives Congress (APC),632,Gumel/Maigatari/Sule Tankarkar/Gagarawa,House of Representatives,Member,Federal Representative
567,Mohammed Sani Zorro,1998-05-29,1999-05-29,1998,5895,All Progressives Congress (APC),632,Gumel/Maigatari/Sule Tankarkar/Gagarawa,House of Representatives,Member,Federal Representative
567,Mohammed Sani Zorro,1999-05-29,2003-05-29,1999,5895,All Progressives Congress (APC),632,Gumel/Maigatari/Sule Tankarkar/Gagarawa,House of Representatives,Member,Federal Representative
567,Mohammed Sani Zorro,2003-05-29,2007-05-29,2003,5895,All Progressives Congress (APC),632,Gumel/Maigatari/Sule Tankarkar/Gagarawa,House of Representatives,Member,Federal Representative
567,Mohammed Sani Zorro,2007-05-29,2011-05-29,2007,5895,All Progressives Congress (APC),632,Gumel/Maigatari/Sule Tankarkar/Gagarawa,House of Representatives,Member,Federal Representative
567,Mohammed Sani Zorro,2011-05-29,2015-05-29,2011,5895,All Progressives Congress (APC),632,Gumel/Maigatari/Sule Tankarkar/Gagarawa,House of Representatives,Member,Federal Representative
71,ALIYU A.A. SHEHU,2011-05-29,2014,2011,2920,Peoples Democratic Party,517,Dange-Shuni/Bodinga/Tureta,House of Representatives,Member,Federal Representative
71,ALIYU A.A. SHEHU,2014,2015-05-29,2011,6593,All Progressives Congress (APC),517,Dange-Shuni/Bodinga/Tureta,House of Representatives,Member,Federal Representative
903,ADEDAPO LAM-ADESINA,1979-05-29,1983-05-29,1979,6781,All Progressives Congress (APC),484,Ibadan North East/Ibadan South East,House of Representatives,Member,Federal Representative
903,ADEDAPO LAM-ADESINA,1983-05-29,1992-05-29,1983,6781,All Progressives Congress (APC),484,Ibadan North East/Ibadan South East,House of Representatives,Member,Federal Representative
903,ADEDAPO LAM-ADESINA,1992-05-29,1998-05-29,1992,6781,All Progressives Congress (APC),484,Ibadan North East/Ibadan South East,House of Representatives,Member,Federal Representative
903,ADEDAPO LAM-ADESINA,1998-05-29,1999-05-29,1998,6781,All Progressives Congress (APC),484,Ibadan North East/Ibadan South East,House of Representatives,Member,Federal Representative
903,ADEDAPO LAM-ADESINA,1999-05-29,2003-05-29,1999,6781,All Progressives Congress (APC),484,Ibadan North East/Ibadan South East,House of Representatives,Member,Federal Representative
903,ADEDAPO LAM-ADESINA,2003-05-29,2007-05-29,2003,6781,All Progressives Congress (APC),484,Ibadan North East/Ibadan South East,House of Representatives,Member,Federal Representative
903,ADEDAPO LAM-ADESINA,2007-05-29,2011-05-29,2007,6781,All Progressives Congress (APC),484,Ibadan North East/Ibadan South East,House of Representatives,Member,Federal Representative
903,ADEDAPO LAM-ADESINA,2011-05-29,2015-05-29,2011,6781,All Progressives Congress (APC),484,Ibadan North East/Ibadan South East,House of Representatives,Member,Federal Representative
860,ADARANIJO TAOFEEK ABIODUN,1979-05-29,1983-05-29,1979,6672,All Progressives Congress (APC),767,Agege,House of Representatives,Member,Federal Representative
860,ADARANIJO TAOFEEK ABIODUN,1983-05-29,1992-05-29,1983,6672,All Progressives Congress (APC),767,Agege,House of Representatives,Member,Federal Representative
860,ADARANIJO TAOFEEK ABIODUN,1992-05-29,1998-05-29,1992,6672,All Progressives Congress (APC),767,Agege,House of Representatives,Member,Federal Representative
860,ADARANIJO TAOFEEK ABIODUN,1998-05-29,1999-05-29,1998,6672,All Progressives Congress (APC),767,Agege,House of Representatives,Member,Federal Representative
860,ADARANIJO TAOFEEK ABIODUN,1999-05-29,2003-05-29,1999,6672,All Progressives Congress (APC),767,Agege,House of Representatives,Member,Federal Representative
860,ADARANIJO TAOFEEK ABIODUN,2003-05-29,2007-05-29,2003,6672,All Progressives Congress (APC),767,Agege,House of Representatives,Member,Federal Representative
860,ADARANIJO TAOFEEK ABIODUN,2007-05-29,2011-05-29,2007,6672,All Progressives Congress (APC),767,Agege,House of Representatives,Member,Federal Representative
860,ADARANIJO TAOFEEK ABIODUN,2011-05-29,2015-05-29,2011,6672,All Progressives Congress (APC),767,Agege,House of Representatives,Member,Federal Representative
844,SIDI YAKUBU,1979-05-29,1983-05-29,1979,6636,All Progressives Congress (APC),539,Machina/Nguru/Yusufari/Karasuwa,House of Representatives,Member,Federal Representative
844,SIDI YAKUBU,1983-05-29,1992-05-29,1983,6636,All Progressives Congress (APC),539,Machina/Nguru/Yusufari/Karasuwa,House of Representatives,Member,Federal Representative
844,SIDI YAKUBU,1992-05-29,1998-05-29,1992,6636,All Progressives Congress (APC),539,Machina/Nguru/Yusufari/Karasuwa,House of Representatives,Member,Federal Representative
844,SIDI YAKUBU,1998-05-29,1999-05-29,1998,6636,All Progressives Congress (APC),539,Machina/Nguru/Yusufari/Karasuwa,House of Representatives,Member,Federal Representative
844,SIDI YAKUBU,1999-05-29,2003-05-29,1999,6636,All Progressives Congress (APC),539,Machina/Nguru/Yusufari/Karasuwa,House of Representatives,Member,Federal Representative
844,SIDI YAKUBU,2003-05-29,2007-05-29,2003,6636,All Progressives Congress (APC),539,Machina/Nguru/Yusufari/Karasuwa,House of Representatives,Member,Federal Representative
844,SIDI YAKUBU,2007-05-29,2011-05-29,2007,6636,All Progressives Congress (APC),539,Machina/Nguru/Yusufari/Karasuwa,House of Representatives,Member,Federal Representative
844,SIDI YAKUBU,2011-05-29,2015-05-29,2011,6636,All Progressives Congress (APC),539,Machina/Nguru/Yusufari/Karasuwa,House of Representatives,Member,Federal Representative
727,IFEANYI CHRIS EMEKA AZUBAGO,1979-05-29,1983-05-29,1979,6331,Peoples Democratic Party,565,Nnewi North/Nnewi South/Ekwusigo,House of Representatives,Member,Federal Representative
727,IFEANYI CHRIS EMEKA AZUBAGO,1983-05-29,1992-05-29,1983,6331,Peoples Democratic Party,565,Nnewi North/Nnewi South/Ekwusigo,House of Representatives,Member,Federal Representative
727,IFEANYI CHRIS EMEKA AZUBAGO,1992-05-29,1998-05-29,1992,6331,Peoples Democratic Party,565,Nnewi North/Nnewi South/Ekwusigo,House of Representatives,Member,Federal Representative
727,IFEANYI CHRIS EMEKA AZUBAGO,1998-05-29,1999-05-29,1998,6331,Peoples Democratic Party,565,Nnewi North/Nnewi South/Ekwusigo,House of Representatives,Member,Federal Representative
727,IFEANYI CHRIS EMEKA AZUBAGO,1999-05-29,2003-05-29,1999,6331,Peoples Democratic Party,565,Nnewi North/Nnewi South/Ekwusigo,House of Representatives,Member,Federal Representative
727,IFEANYI CHRIS EMEKA AZUBAGO,2003-05-29,2007-05-29,2003,6331,Peoples Democratic Party,565,Nnewi North/Nnewi South/Ekwusigo,House of Representatives,Member,Federal Representative
727,IFEANYI CHRIS EMEKA AZUBAGO,2007-05-29,2011-05-29,2007,6331,Peoples Democratic Party,565,Nnewi North/Nnewi South/Ekwusigo,House of Representatives,Member,Federal Representative
727,IFEANYI CHRIS EMEKA AZUBAGO,2011-05-29,2015-05-29,2011,6331,Peoples Democratic Party,565,Nnewi North/Nnewi South/Ekwusigo,House of Representatives,Member,Federal Representative
338,NKIRUKA ONYEJEOCHA,2011-05-29,2015-05-29,2011,3043,Peoples Democratic Party,720,Isuikwuato/Umunneochi,House of Representatives,Member,Federal Representative
75,ALIYU SANI MADAKI,2011-05-29,2014,2011,2922,Peoples Democratic Party,521,Dala,House of Representatives,Member,Federal Representative
75,ALIYU SANI MADAKI,2014,2015-05-29,2011,6859,All Progressives Congress (APC),521,Dala,House of Representatives,Member,Federal Representative
188,GARBA DATTI MUHAMMAD,2007-05-29,2011-05-29,2007,2854,Congress for Progressive Change,,,House of Representatives,Member,Federal Representative
188,GARBA DATTI MUHAMMAD,2011-05-29,2013-07-30,2011,2854,Congress for Progressive Change,607,Sabon Gari,House of Representatives,Member,Federal Representative
188,GARBA DATTI MUHAMMAD,2013-07-31,2015-05-29,2011,5701,All Progressives Congress (APC),607,Sabon Gari,House of Representatives,Member,Federal Representative
866,BALOGUN YAKUB ABIODUN,1979-05-29,1983-05-29,1979,6688,All Progressives Congress (APC),813,Lagos Island II,House of Representatives,Member,Federal Representative
866,BALOGUN YAKUB ABIODUN,1983-05-29,1992-05-29,1983,6688,All Progressives Congress (APC),813,Lagos Island II,House of Representatives,Member,Federal Representative
866,BALOGUN YAKUB ABIODUN,1992-05-29,1998-05-29,1992,6688,All Progressives Congress (APC),813,Lagos Island II,House of Representatives,Member,Federal Representative
866,BALOGUN YAKUB ABIODUN,1998-05-29,1999-05-29,1998,6688,All Progressives Congress (APC),813,Lagos Island II,House of Representatives,Member,Federal Representative
866,BALOGUN YAKUB ABIODUN,1999-05-29,2003-05-29,1999,6688,All Progressives Congress (APC),813,Lagos Island II,House of Representatives,Member,Federal Representative
866,BALOGUN YAKUB ABIODUN,2003-05-29,2007-05-29,2003,6688,All Progressives Congress (APC),813,Lagos Island II,House of Representatives,Member,Federal Representative
866,BALOGUN YAKUB ABIODUN,2007-05-29,2011-05-29,2007,6688,All Progressives Congress (APC),813,Lagos Island II,House of Representatives,Member,Federal Representative
866,BALOGUN YAKUB ABIODUN,2011-05-29,2015-05-29,2011,6688,All Progressives Congress (APC),813,Lagos Island II,House of Representatives,Member,Federal Representative
850,OGHENE EMMA EGOH,1979-05-29,1983-05-29,1979,6649,Peoples Democratic Party,737,Amuwo-Odofin,House of Representatives,Member,Federal Representative
850,OGHENE EMMA EGOH,1983-05-29,1992-05-29,1983,6649,Peoples Democratic Party,737,Amuwo-Odofin,House of Representatives,Member,Federal Representative
850,OGHENE EMMA EGOH,1992-05-29,1998-05-29,1992,6649,Peoples Democratic Party,737,Amuwo-Odofin,House of Representatives,Member,Federal Representative
850,OGHENE EMMA EGOH,1998-05-29,1999-05-29,1998,6649,Peoples Democratic Party,737,Amuwo-Odofin,House of Representatives,Member,Federal Representative
850,OGHENE EMMA EGOH,1999-05-29,2003-05-29,1999,6649,Peoples Democratic Party,737,Amuwo-Odofin,House of Representatives,Member,Federal Representative
850,OGHENE EMMA EGOH,2003-05-29,2007-05-29,2003,6649,Peoples Democratic Party,737,Amuwo-Odofin,House of Representatives,Member,Federal Representative
850,OGHENE EMMA EGOH,2007-05-29,2011-05-29,2007,6649,Peoples Democratic Party,737,Amuwo-Odofin,House of Representatives,Member,Federal Representative
850,OGHENE EMMA EGOH,2011-05-29,2015-05-29,2011,6649,Peoples Democratic Party,737,Amuwo-Odofin,House of Representatives,Member,Federal Representative
921,SAMAILA SULEIMAN,2015,2015-05-29,2011,6849,All Progressives Congress (APC),547,Kaduna North,House of Representatives,Member,Federal Representative
917,EMEKENGWA BONIFACE SUNDAY,1979-05-29,1983-05-29,1979,6813,Peoples Democratic Party,527,Ikwerre/Emohua,House of Representatives,Member,Federal Representative
917,EMEKENGWA BONIFACE SUNDAY,1983-05-29,1992-05-29,1983,6813,Peoples Democratic Party,527,Ikwerre/Emohua,House of Representatives,Member,Federal Representative
917,EMEKENGWA BONIFACE SUNDAY,1992-05-29,1998-05-29,1992,6813,Peoples Democratic Party,527,Ikwerre/Emohua,House of Representatives,Member,Federal Representative
917,EMEKENGWA BONIFACE SUNDAY,1998-05-29,1999-05-29,1998,6813,Peoples Democratic Party,527,Ikwerre/Emohua,House of Representatives,Member,Federal Representative
917,EMEKENGWA BONIFACE SUNDAY,1999-05-29,2003-05-29,1999,6813,Peoples Democratic Party,527,Ikwerre/Emohua,House of Representatives,Member,Federal Representative
917,EMEKENGWA BONIFACE SUNDAY,2003-05-29,2007-05-29,2003,6813,Peoples Democratic Party,527,Ikwerre/Emohua,House of Representatives,Member,Federal Representative
917,EMEKENGWA BONIFACE SUNDAY,2007-05-29,2011-05-29,2007,6813,Peoples Democratic Party,527,Ikwerre/Emohua,House of Representatives,Member,Federal Representative
917,EMEKENGWA BONIFACE SUNDAY,2011-05-29,2015-05-29,2011,6813,Peoples Democratic Party,527,Ikwerre/Emohua,House of Representatives,Member,Federal Representative
905,OLADELE OLATUNBOSUN GEORGE,1979-05-29,1983-05-29,1979,6785,All Progressives Congress (APC),497,Irepo/Orelope/Olorunsogo,House of Representatives,Member,Federal Representative
905,OLADELE OLATUNBOSUN GEORGE,1983-05-29,1992-05-29,1983,6785,All Progressives Congress (APC),497,Irepo/Orelope/Olorunsogo,House of Representatives,Member,Federal Representative
905,OLADELE OLATUNBOSUN GEORGE,1992-05-29,1998-05-29,1992,6785,All Progressives Congress (APC),497,Irepo/Orelope/Olorunsogo,House of Representatives,Member,Federal Representative
905,OLADELE OLATUNBOSUN GEORGE,1998-05-29,1999-05-29,1998,6785,All Progressives Congress (APC),497,Irepo/Orelope/Olorunsogo,House of Representatives,Member,Federal Representative
905,OLADELE OLATUNBOSUN GEORGE,1999-05-29,2003-05-29,1999,6785,All Progressives Congress (APC),497,Irepo/Orelope/Olorunsogo,House of Representatives,Member,Federal Representative
905,OLADELE OLATUNBOSUN GEORGE,2003-05-29,2007-05-29,2003,6785,All Progressives Congress (APC),497,Irepo/Orelope/Olorunsogo,House of Representatives,Member,Federal Representative
905,OLADELE OLATUNBOSUN GEORGE,2007-05-29,2011-05-29,2007,6785,All Progressives Congress (APC),497,Irepo/Orelope/Olorunsogo,House of Representatives,Member,Federal Representative
905,OLADELE OLATUNBOSUN GEORGE,2011-05-29,2015-05-29,2011,6785,All Progressives Congress (APC),497,Irepo/Orelope/Olorunsogo,House of Representatives,Member,Federal Representative
862,BABAJINMI ADEGOKE BENSON,1979-05-29,1983-05-29,1979,6676,All Progressives Congress (APC),480,Ikorodu,House of Representatives,Member,Federal Representative
862,BABAJINMI ADEGOKE BENSON,1983-05-29,1992-05-29,1983,6676,All Progressives Congress (APC),480,Ikorodu,House of Representatives,Member,Federal Representative
862,BABAJINMI ADEGOKE BENSON,1992-05-29,1998-05-29,1992,6676,All Progressives Congress (APC),480,Ikorodu,House of Representatives,Member,Federal Representative
862,BABAJINMI ADEGOKE BENSON,1998-05-29,1999-05-29,1998,6676,All Progressives Congress (APC),480,Ikorodu,House of Representatives,Member,Federal Representative
862,BABAJINMI ADEGOKE BENSON,1999-05-29,2003-05-29,1999,6676,All Progressives Congress (APC),480,Ikorodu,House of Representatives,Member,Federal Representative
862,BABAJINMI ADEGOKE BENSON,2003-05-29,2007-05-29,2003,6676,All Progressives Congress (APC),480,Ikorodu,House of Representatives,Member,Federal Representative
862,BABAJINMI ADEGOKE BENSON,2007-05-29,2011-05-29,2007,6676,All Progressives Congress (APC),480,Ikorodu,House of Representatives,Member,Federal Representative
862,BABAJINMI ADEGOKE BENSON,2011-05-29,2015-05-29,2011,6676,All Progressives Congress (APC),480,Ikorodu,House of Representatives,Member,Federal Representative
846,AYODEJI ADEBAYO JOSEPH,1979-05-29,1983-05-29,1979,6641,All Progressives Congress (APC),655,Apapa,House of Representatives,Member,Federal Representative
846,AYODEJI ADEBAYO JOSEPH,1983-05-29,1992-05-29,1983,6641,All Progressives Congress (APC),655,Apapa,House of Representatives,Member,Federal Representative
846,AYODEJI ADEBAYO JOSEPH,1992-05-29,1998-05-29,1992,6641,All Progressives Congress (APC),655,Apapa,House of Representatives,Member,Federal Representative
846,AYODEJI ADEBAYO JOSEPH,1998-05-29,1999-05-29,1998,6641,All Progressives Congress (APC),655,Apapa,House of Representatives,Member,Federal Representative
846,AYODEJI ADEBAYO JOSEPH,1999-05-29,2003-05-29,1999,6641,All Progressives Congress (APC),655,Apapa,House of Representatives,Member,Federal Representative
846,AYODEJI ADEBAYO JOSEPH,2003-05-29,2007-05-29,2003,6641,All Progressives Congress (APC),655,Apapa,House of Representatives,Member,Federal Representative
846,AYODEJI ADEBAYO JOSEPH,2007-05-29,2011-05-29,2007,6641,All Progressives Congress (APC),655,Apapa,House of Representatives,Member,Federal Representative
846,AYODEJI ADEBAYO JOSEPH,2011-05-29,2015-05-29,2011,6641,All Progressives Congress (APC),655,Apapa,House of Representatives,Member,Federal Representative
831,Usman Ibrahim Auyo,1979-05-29,1983-05-29,1979,6598,All Progressives Congress (APC),625,Hadejia/Kafin Hausa,House of Representatives,Member,Federal Representative
831,Usman Ibrahim Auyo,1983-05-29,1992-05-29,1983,6598,All Progressives Congress (APC),625,Hadejia/Kafin Hausa,House of Representatives,Member,Federal Representative
831,Usman Ibrahim Auyo,1992-05-29,1998-05-29,1992,6598,All Progressives Congress (APC),625,Hadejia/Kafin Hausa,House of Representatives,Member,Federal Representative
831,Usman Ibrahim Auyo,1998-05-29,1999-05-29,1998,6598,All Progressives Congress (APC),625,Hadejia/Kafin Hausa,House of Representatives,Member,Federal Representative
831,Usman Ibrahim Auyo,1999-05-29,2003-05-29,1999,6598,All Progressives Congress (APC),625,Hadejia/Kafin Hausa,House of Representatives,Member,Federal Representative
831,Usman Ibrahim Auyo,2003-05-29,2007-05-29,2003,6598,All Progressives Congress (APC),625,Hadejia/Kafin Hausa,House of Representatives,Member,Federal Representative
831,Usman Ibrahim Auyo,2007-05-29,2011-05-29,2007,6598,All Progressives Congress (APC),625,Hadejia/Kafin Hausa,House of Representatives,Member,Federal Representative
831,Usman Ibrahim Auyo,2011-05-29,2015-05-29,2011,6598,All Progressives Congress (APC),625,Hadejia/Kafin Hausa,House of Representatives,Member,Federal Representative
814,HUSSEINI SULEIMAN KANGIWA,1979-05-29,1983-05-29,1979,6545,All Progressives Congress (APC),628,Arewa/Dandi,House of Representatives,Member,Federal Representative
814,HUSSEINI SULEIMAN KANGIWA,1983-05-29,1992-05-29,1983,6545,All Progressives Congress (APC),628,Arewa/Dandi,House of Representatives,Member,Federal Representative
814,HUSSEINI SULEIMAN KANGIWA,1992-05-29,1998-05-29,1992,6545,All Progressives Congress (APC),628,Arewa/Dandi,House of Representatives,Member,Federal Representative
814,HUSSEINI SULEIMAN KANGIWA,1998-05-29,1999-05-29,1998,6545,All Progressives Congress (APC),628,Arewa/Dandi,House of Representatives,Member,Federal Representative
814,HUSSEINI SULEIMAN KANGIWA,1999-05-29,2003-05-29,1999,6545,All Progressives Congress (APC),628,Arewa/Dandi,House of Representatives,Member,Federal Representative
814,HUSSEINI SULEIMAN KANGIWA,2003-05-29,2007-05-29,2003,6545,All Progressives Congress (APC),628,Arewa/Dandi,House of Representatives,Member,Federal Representative
814,HUSSEINI SULEIMAN KANGIWA,2007-05-29,2011-05-29,2007,6545,All Progressives Congress (APC),628,Arewa/Dandi,House of Representatives,Member,Federal Representative
814,HUSSEINI SULEIMAN KANGIWA,2011-05-29,2015-05-29,2011,6545,All Progressives Congress (APC),628,Arewa/Dandi,House of Representatives,Member,Federal Representative
781,UMAR YAKUBU BARDE,1979-05-29,1983-05-29,1979,6463,Peoples Democratic Party,815,Chikun/Kajuru,House of Representatives,Member,Federal Representative
781,UMAR YAKUBU BARDE,1983-05-29,1992-05-29,1983,6463,Peoples Democratic Party,815,Chikun/Kajuru,House of Representatives,Member,Federal Representative
781,UMAR YAKUBU BARDE,1992-05-29,1998-05-29,1992,6463,Peoples Democratic Party,815,Chikun/Kajuru,House of Representatives,Member,Federal Representative
781,UMAR YAKUBU BARDE,1998-05-29,1999-05-29,1998,6463,Peoples Democratic Party,815,Chikun/Kajuru,House of Representatives,Member,Federal Representative
781,UMAR YAKUBU BARDE,1999-05-29,2003-05-29,1999,6463,Peoples Democratic Party,815,Chikun/Kajuru,House of Representatives,Member,Federal Representative
781,UMAR YAKUBU BARDE,2003-05-29,2007-05-29,2003,6463,Peoples Democratic Party,815,Chikun/Kajuru,House of Representatives,Member,Federal Representative
781,UMAR YAKUBU BARDE,2007-05-29,2011-05-29,2007,6463,Peoples Democratic Party,815,Chikun/Kajuru,House of Representatives,Member,Federal Representative
781,UMAR YAKUBU BARDE,2011-05-29,2015-05-29,2011,6463,Peoples Democratic Party,815,Chikun/Kajuru,House of Representatives,Member,Federal Representative
904,PRINCE AKEEM ADENIYI ADEYEMI,1979-05-29,1983-05-29,1979,6783,All Progressives Congress (APC),699,Afijio/Oyo East/Oyo West/ Atiba,House of Representatives,Member,Federal Representative
904,PRINCE AKEEM ADENIYI ADEYEMI,1983-05-29,1992-05-29,1983,6783,All Progressives Congress (APC),699,Afijio/Oyo East/Oyo West/ Atiba,House of Representatives,Member,Federal Representative
904,PRINCE AKEEM ADENIYI ADEYEMI,1992-05-29,1998-05-29,1992,6783,All Progressives Congress (APC),699,Afijio/Oyo East/Oyo West/ Atiba,House of Representatives,Member,Federal Representative
904,PRINCE AKEEM ADENIYI ADEYEMI,1998-05-29,1999-05-29,1998,6783,All Progressives Congress (APC),699,Afijio/Oyo East/Oyo West/ Atiba,House of Representatives,Member,Federal Representative
904,PRINCE AKEEM ADENIYI ADEYEMI,1999-05-29,2003-05-29,1999,6783,All Progressives Congress (APC),699,Afijio/Oyo East/Oyo West/ Atiba,House of Representatives,Member,Federal Representative
904,PRINCE AKEEM ADENIYI ADEYEMI,2003-05-29,2007-05-29,2003,6783,All Progressives Congress (APC),699,Afijio/Oyo East/Oyo West/ Atiba,House of Representatives,Member,Federal Representative
904,PRINCE AKEEM ADENIYI ADEYEMI,2007-05-29,2011-05-29,2007,6783,All Progressives Congress (APC),699,Afijio/Oyo East/Oyo West/ Atiba,House of Representatives,Member,Federal Representative
904,PRINCE AKEEM ADENIYI ADEYEMI,2011-05-29,2015-05-29,2011,6783,All Progressives Congress (APC),699,Afijio/Oyo East/Oyo West/ Atiba,House of Representatives,Member,Federal Representative
861,ELIJAH OLUWATAYO ADEWALE,1979-05-29,1983-05-29,1979,6674,All Progressives Congress (APC),731,Ifako Ijaye,House of Representatives,Member,Federal Representative
861,ELIJAH OLUWATAYO ADEWALE,1983-05-29,1992-05-29,1983,6674,All Progressives Congress (APC),731,Ifako Ijaye,House of Representatives,Member,Federal Representative
861,ELIJAH OLUWATAYO ADEWALE,1992-05-29,1998-05-29,1992,6674,All Progressives Congress (APC),731,Ifako Ijaye,House of Representatives,Member,Federal Representative
861,ELIJAH OLUWATAYO ADEWALE,1998-05-29,1999-05-29,1998,6674,All Progressives Congress (APC),731,Ifako Ijaye,House of Representatives,Member,Federal Representative
861,ELIJAH OLUWATAYO ADEWALE,1999-05-29,2003-05-29,1999,6674,All Progressives Congress (APC),731,Ifako Ijaye,House of Representatives,Member,Federal Representative
861,ELIJAH OLUWATAYO ADEWALE,2003-05-29,2007-05-29,2003,6674,All Progressives Congress (APC),731,Ifako Ijaye,House of Representatives,Member,Federal Representative
861,ELIJAH OLUWATAYO ADEWALE,2007-05-29,2011-05-29,2007,6674,All Progressives Congress (APC),731,Ifako Ijaye,House of Representatives,Member,Federal Representative
861,ELIJAH OLUWATAYO ADEWALE,2011-05-29,2015-05-29,2011,6674,All Progressives Congress (APC),731,Ifako Ijaye,House of Representatives,Member,Federal Representative
830,ABDUSSAMAD DASUKI,1979-05-29,1983-05-29,1979,6595,All Progressives Congress (APC),811,Kebbe/Tambuwal,House of Representatives,Member,Federal Representative
830,ABDUSSAMAD DASUKI,1983-05-29,1992-05-29,1983,6595,All Progressives Congress (APC),811,Kebbe/Tambuwal,House of Representatives,Member,Federal Representative
830,ABDUSSAMAD DASUKI,1992-05-29,1998-05-29,1992,6595,All Progressives Congress (APC),811,Kebbe/Tambuwal,House of Representatives,Member,Federal Representative
830,ABDUSSAMAD DASUKI,1998-05-29,1999-05-29,1998,6595,All Progressives Congress (APC),811,Kebbe/Tambuwal,House of Representatives,Member,Federal Representative
830,ABDUSSAMAD DASUKI,1999-05-29,2003-05-29,1999,6595,All Progressives Congress (APC),811,Kebbe/Tambuwal,House of Representatives,Member,Federal Representative
830,ABDUSSAMAD DASUKI,2003-05-29,2007-05-29,2003,6595,All Progressives Congress (APC),811,Kebbe/Tambuwal,House of Representatives,Member,Federal Representative
830,ABDUSSAMAD DASUKI,2007-05-29,2011-05-29,2007,6595,All Progressives Congress (APC),811,Kebbe/Tambuwal,House of Representatives,Member,Federal Representative
830,ABDUSSAMAD DASUKI,2011-05-29,2015-05-29,2011,6595,All Progressives Congress (APC),811,Kebbe/Tambuwal,House of Representatives,Member,Federal Representative
568,Adekoya Adesegun Abdul-Majeed,1979-05-29,1983-05-29,1979,5897,Peoples Democratic Party,482,Ijebu North/Ijebu East/Ogun Waterside,House of Representatives,Member,Federal Representative
