id,name,position,start_date,end_date,type
c843782a-aaf9-406b-926c-8578d0bd4ab8,Dace Melbarde,Minister of Culture,2013-10-31,"",cabinet
e8777080-1cd8-4ce2-8e32-f3826862579f,Raimonds Vejonis,Minister for the Environmental Protection and Regional Development of Latvia,2002-11-07,2003-01-16,cabinet
e8777080-1cd8-4ce2-8e32-f3826862579f,Raimonds Vejonis,Minister for the Environmental Protection and Regional Development of Latvia,2011-01-06,2011-10-25,cabinet
e8777080-1cd8-4ce2-8e32-f3826862579f,Raimonds Vejonis,Minister of the Environment,2003-01-16,2011-01-01,cabinet
e8777080-1cd8-4ce2-8e32-f3826862579f,Raimonds Vejonis,Minister of Defence,2012-01-22,2015-07-07,cabinet
79409765-f9f0-4eae-b6a3-e8fa0a19716a,Linda Murniece,Minister of Defence,2006-01-05,2006-04-07,cabinet
b55d7bb8-000d-4c30-8b67-fb9e8494f61a,Janis Duklavs,Minister of Agriculture,2009-03-12,2011-10-25,cabinet
b55d7bb8-000d-4c30-8b67-fb9e8494f61a,Janis Duklavs,Minister of Agriculture,2014-01-22,"",cabinet
5a2e59f6-1932-46f4-9e3e-c3b224dad54c,Laimdota Straujuma,Minister of Agriculture,2011-10-25,2014-01-22,cabinet
5a2e59f6-1932-46f4-9e3e-c3b224dad54c,Laimdota Straujuma,Prime Minister of Latvia,2014-01-22,2016-02-11,cabinet
b8d6b6eb-b426-4e10-8b40-904fe55fef05,Andris Skele,Prime Minister of Latvia,1995-12-21,1997-08-06,cabinet
b8d6b6eb-b426-4e10-8b40-904fe55fef05,Andris Skele,Prime Minister of Latvia,1999-07-16,2000-05-05,cabinet
151e785c-19e2-446f-b8ad-f36471446d86,Valdis Dombrovskis,Prime Minister of Latvia,2009-03-12,2014-01-22,cabinet
bbc9f68a-bcb7-49c3-91b1-a2947e67fd47,Māris Kučinskis,Prime Minister of Latvia,2016-02-11,"",cabinet
45534fa6-273d-4084-b118-9e5f676a0a75,Artis Pabriks,Minister of Defence,2010-11-03,2014-01-22,cabinet
