id,name,position,start_date,end_date,type
393c3355-c08e-4cbc-98fb-1b71a22b0965,Andrei Dominic GEREA,Minister of the Economy,2013-10-17,2014-03-04,cabinet
393c3355-c08e-4cbc-98fb-1b71a22b0965,Andrei Dominic GEREA,Minister of Energy,2014-12-17,2015-11-17,cabinet
5820301f-7055-40dd-8b19-13b610ad6929,Cristian GHINEA,Minister of European Funds,2016-04-27,2016-10-26,cabinet
83fa4ca3-92d7-4038-a27f-2e36bda59338,Florin IORDACHE,Minister of Justice of Romania,2017-01-04,2017-02-09,cabinet
f2f8ad57-0027-434c-a6a4-f012db4097a2,Graţiela Leocadia GAVRILESCU,Minister of the Environment and Climate Change,2014-12-17,2015-11-17,cabinet
f2f8ad57-0027-434c-a6a4-f012db4097a2,Graţiela Leocadia GAVRILESCU,Minister of the Environment and Climate Change,2017-01-04,2017-03-27,cabinet
cb8fc5b9-cb60-4016-87f0-500e2d30e202,Lia Olguţa VASILESCU,"Minister of Labor, Family and Social Protection",2017-01-04,2018-11-20,cabinet
c5688a83-9245-48da-8ff1-62bcd348276f,Mihai Alexandru VOICU,Minister of Relations with the Parliament,2006-05-23,2008-12-22,cabinet
4fe6dc59-d55d-439c-85f5-e009d3ae4f47,Petre DAEA,Minister of Agriculture of Romania,2004-07-14,2004-12-28,cabinet
4fe6dc59-d55d-439c-85f5-e009d3ae4f47,Petre DAEA,Minister of Agriculture of Romania,2017-01-04,"",cabinet
b34707e8-0da4-49f7-a9b7-4e16f276c9ec,Mircea DUŞA,Minister of National Defence,2012-12-21,2015-11-17,cabinet
b34707e8-0da4-49f7-a9b7-4e16f276c9ec,Mircea DUŞA,Minister of Internal Affairs,2012-08-08,2012-12-21,cabinet
3d71360a-eebb-4e1e-9f50-3ca03a280db7,Viorel ŞTEFAN,Minister of Public Finance,2017-01-04,2017-06-29,cabinet
0fb91021-50aa-4274-89b0-a23e44194d1b,Ioan VULPESCU,Minister of Culture,2014-12-17,2015-11-17,cabinet
0fb91021-50aa-4274-89b0-a23e44194d1b,Ioan VULPESCU,Minister of Culture,2017-01-04,2017-06-29,cabinet
8708e1bd-8f3b-481b-8881-ca55c9ce452c,Sorin Mihai GRINDEANU,Prime Minister of Romania,2017-01-04,2017-06-29,cabinet
8708e1bd-8f3b-481b-8881-ca55c9ce452c,Sorin Mihai GRINDEANU,Minister of Communications and Information Society,2014-12-17,2015-11-17,cabinet
2437e483-b55c-4361-be30-431985adb967,Sorin Mihai CÎMPEANU,Minister of Education,2014-12-17,2015-11-17,cabinet
a8d9b393-11c9-4d0c-b42f-6464651f7766,Mircea-Titus DOBRE,Minister of Tourism,2017-01-04,2018-01-29,cabinet
ba4ba0d3-bd00-478d-a967-389abf727260,Vasile-Daniel SUCIU,Minister of Development and Administration,2019-02-22,"",cabinet
