id,uuid
PAN,158a2d3f-0c70-497a-a791-0d3a57b67958
PRI,44d12061-8b4c-4cc9-9f32-48c3dbdbf681
PVE,8855bfdf-fdc2-4b19-8fd8-dcb531c7b93b
MC,d8907bd7-dabf-4e31-b9d9-95b68a09268a
PRD,96592c19-8636-4c05-9afc-d2fdecf25fba
MORENA,8090d3a0-7c57-4da5-96bb-e5916cb7e089
PANAL,120301a0-b7de-4f46-9809-f5244e25a3e4
_IND,148eaae8-1c9e-4b68-93c9-f0e8a80c2005
PES,99fed274-da31-4125-b338-c34b3121af94
