id,twitter,image,tempname
31162623,juanmanuelgalan,https://pbs.twimg.com/profile_images/973965343260540928/lKG0iwhf.jpg,Juan Manuel Galán
38670671,AABenedetti,https://pbs.twimg.com/profile_images/958524721469034501/lf48fc1F.jpg,Armando Benedetti
48115306,rovillalba,https://pbs.twimg.com/profile_images/949842705005334528/uxd7Oxyx.jpg,Rodrigo Villalba Mosquera
50494032,AlfredoRamosM,https://pbs.twimg.com/profile_images/967867442331635712/8Ecu8ZSV.jpg,Alfredo Ramos Maya
55598030,SenadorEdinson,https://pbs.twimg.com/profile_images/973373961357680640/IHPDLXhp.jpg,Senador Edinson Delgado
56583257,JoseDavidName,https://pbs.twimg.com/profile_images/983708794374049792/TErotZc_.jpg,José David Name C.
57075244,samymerheg,https://pbs.twimg.com/profile_images/315114808/Samy-Merheg.jpg,Samy Merheg Marún
58982725,EugenioPrieto,https://pbs.twimg.com/profile_images/809238329099243520/K4IcOgyE.jpg,Eugenio Prieto
61097151,AlvaroUribeVel,https://pbs.twimg.com/profile_images/479052171837984768/mlO43FWa.jpeg,Álvaro Uribe Vélez
62154340,RoyBarreras,https://pbs.twimg.com/profile_images/946496235598483458/vc1nvVjY.jpg,Roy Barreras U1
64791701,carlosfgalan,https://pbs.twimg.com/profile_images/887734270193786880/p57oPoov.jpg,Carlos F. Galán
67311138,jimmychamorro,https://pbs.twimg.com/profile_images/976139974268645376/dYEhKPH9.jpg,Jimmy Chamorro
67462607,senadorsoto,https://pbs.twimg.com/profile_images/771842845737189376/WoS7KDGx.jpg,Carlos Enrique Soto
71629877,MauricioLizcano,https://pbs.twimg.com/profile_images/864250267654656000/9I-A1DwA.jpg,Mauricio Lizcano
77653794,IvanDuque,https://pbs.twimg.com/profile_images/932654065452011526/KKbi3xVS.jpg,Iván Duque
83861270,EfrainCepeda,https://pbs.twimg.com/profile_images/986306810721263617/xGI7q1l4.jpg,Efrain Cepeda
86622012,MoralesViviane,https://pbs.twimg.com/profile_images/928988989071208448/dFZU94hp.jpg,Viviane Morales
91447035,GermanHoyos,https://pbs.twimg.com/profile_images/426709195719593984/RKfEe3m_.jpeg,German Hoyos
96788456,JC_Restrepo,https://pbs.twimg.com/profile_images/584693571/campa_a_JC_RESTREPO.jpg,Juan Carlos Restrepo
97452391,navarrowolff,https://pbs.twimg.com/profile_images/895698986509750273/DzBqFEQw.jpg,Antonio Navarro
97708461,angelccabrera,https://pbs.twimg.com/profile_images/975866915536228353/Qn8rTkmw.jpg,Ángel Custodio Cabrera
98734035,senadormotoa,https://pbs.twimg.com/profile_images/959211379709349888/0FGaiOdR.jpg,Carlos Fernando Motoa
98781946,IvanCepedaCast,https://pbs.twimg.com/profile_images/943685188655173632/txXjHiI5.jpg,Iván Cepeda Castro
100006904,AlexLopezMaya,https://pbs.twimg.com/profile_images/976650029095145477/T3mCUYKW.jpg,Alexander Lopez Maya
104865868,bernabecelis,https://pbs.twimg.com/profile_images/633550461/n701723976_3136.jpg,Bernabé Celis
108090029,JHPedraza,https://pbs.twimg.com/profile_images/875806779686440962/Vo9lUJj_.jpg,Jorge H. Pedraza
134938656,FNAraujoR,https://pbs.twimg.com/profile_images/975368397302222848/Qob_sLMs.jpg,Fernando Araújo
137908875,ClaudiaLopez,https://pbs.twimg.com/profile_images/983880462417432576/-RNa2rdE.jpg,Claudia López
138922361,ernestomaciast,https://pbs.twimg.com/profile_images/944394790040428546/NzslK0OR.jpg,Ernesto Macías Tovar
142820741,JorgeIvanOspina,https://pbs.twimg.com/profile_images/501442681839435776/QKtAxKux.jpeg,Jorge Ivan Ospina
149281495,PalomaValenciaL,https://pbs.twimg.com/profile_images/986795170258718721/zXt6orrx.jpg,Paloma Valencia L
155964060,Vote_Bien,https://pbs.twimg.com/profile_images/633691618579759104/8zZXAyV5.jpg,#VoteBien
159952167,JulioEliasVidal,https://pbs.twimg.com/profile_images/973940099573604352/9NsO9iFQ.jpg,Julio Alberto Elias
163961519,HoracioSerpa,https://pbs.twimg.com/profile_images/913181240609660929/ZvT0nwsX.jpg,Horacio Serpa Uribe
174693068,AlRangelS,https://pbs.twimg.com/profile_images/976291447728041984/iNV6o3QA.jpg,Alfredo Rangel
178064645,teregarsenado,https://pbs.twimg.com/profile_images/848938432583913475/K2c5WuM0.jpg,Teresita García R
179584524,velascoluisf,https://pbs.twimg.com/profile_images/943984717518589952/r9V70iSm.jpg,Luis Fernando Velasco Chaves
181015995,noragarciab,https://pbs.twimg.com/profile_images/991820052742713344/KQTqGNIF.jpg,Nora Garcia Burgos
181191692,Maritza_Senado,https://pbs.twimg.com/profile_images/972332337202638853/UCtfdSkH.jpg,Maritza Martínez
185662357,Arleth_Casado,https://pbs.twimg.com/profile_images/978356085500366849/i0i_UWqN.jpg,Arleth Casado
185763733,PaolaHolguin,https://pbs.twimg.com/profile_images/973622083270971392/XKxpksH5.jpg,Paola Holguín
185859540,JOSEOBDULIO,https://pbs.twimg.com/profile_images/954494519461937153/1S6ZsIW7.jpg,Jose Obdulio Gaviria
196731630,SenadorIvanName,https://pbs.twimg.com/profile_images/975841027176194049/dlRjk64w.jpg,Iván Name Vásquez🌻
200159157,JuanManuelCorzo,https://pbs.twimg.com/profile_images/831910553769607168/jjfFiUYJ.jpg,Juan Manuel Corzo
206486600,honohenriquez,https://pbs.twimg.com/profile_images/938120498571038721/dDzXafOY.jpg,Honorio Henriquez
215852096,Lidiosenado,https://pbs.twimg.com/profile_images/695786560701255680/W760AXHm.jpg,Lidio Garcia Turbay
217122309,jaimeduranbar,https://pbs.twimg.com/profile_images/424708427764363264/DVFvHKog.png,Jaime Duran Barrera
217175288,senadormora,https://pbs.twimg.com/profile_images/966169701020729344/H8fmhD4i.jpg,Senador MORA
218252776,Dcabralescast,https://pbs.twimg.com/profile_images/973569126265507841/MEqy-alx.jpg,Daniel Cabrales C.
219750815,everthbustamant,https://pbs.twimg.com/profile_images/950427773427945474/I-I1f2dw.jpg,Everth Bustamante García
224865888,GGarciaRealpe,https://pbs.twimg.com/profile_images/974991685519323136/ft0kv7LV.jpg,G García Realpe
235307099,ThaniaVegaP,https://pbs.twimg.com/profile_images/989481536826368000/Aks5zk-l.jpg,Thania Vega
248755345,OrlandoCast12,https://pbs.twimg.com/profile_images/959872268699688960/ItTRjCm5.jpg,Orlando Castañeda
249207360,SenadorAguilar,https://pbs.twimg.com/profile_images/896345690372284417/Je0nK6sr.jpg,MAURICIO AGUILAR H.
262349588,charoguerra,https://pbs.twimg.com/profile_images/975571854986539008/-K6ONznx.jpg,María del Rosario Guerra.
268322810,JERobledo,https://pbs.twimg.com/profile_images/981227456643457024/X5VYI8hv.jpg,Jorge Robledo
273535270,RobertoGerlein,https://pbs.twimg.com/profile_images/1291952154/27356_667664379_6695_n.jpg,Roberto Gerlein
277206820,CARLOSFMEJIA,https://pbs.twimg.com/profile_images/973386714466193408/W9A6PxVL.jpg,Senador Carlos Felipe Mejía
329463917,nohoratovar,https://pbs.twimg.com/profile_images/983762305455394816/2M2rUFLe.jpg,Nohora Tovar
347608751,mersenado,https://pbs.twimg.com/profile_images/378800000221983033/4d8431ec1710ebece928b53de9fec42c.jpeg,Manuel Enríquez R.
353729690,JulioMGuerraS,https://pbs.twimg.com/profile_images/487472409919111168/bW3lV_yP.jpeg,Julio Miguel Guerra
380584904,LuisEmilioSierr,https://pbs.twimg.com/profile_images/1561455349/img_4b859a9b09c71.Luis_emilio_sierra.jpg,Luis Emilio Sierra
494608067,EnriquezMaya,https://pbs.twimg.com/profile_images/922906201503027201/nlg_9t4p.jpg,E. Enríquez Maya
510423261,SOFIAGAVIRIAC,https://pbs.twimg.com/profile_images/973199211272556545/4MSTu1JD.jpg,Sofía Gaviria Correa...
538252057,RosMartinezCR,https://pbs.twimg.com/profile_images/970872202622062593/Xx3obSv2.jpg,Rosmery Martínez
544696700,mauricio_dlgado,https://pbs.twimg.com/profile_images/447399494033100800/MoDjIlwx.jpeg,Mauricio Delgado
586645011,AndradeSenador,https://pbs.twimg.com/profile_images/918939760260984834/o7g7tfKF.jpg,Hernán Andrade S
600669846,LaureanoAcuDiaz,https://pbs.twimg.com/profile_images/986676331575435264/b4VRnygr.jpg,Laureano Acuña Diaz
864070110,senadorcorrea,https://pbs.twimg.com/profile_images/988930422234075137/1rJiA8Dl.jpg,antoniocorrea
930299516,luisfeduque,https://pbs.twimg.com/profile_images/897976134029258753/XCWWClAE.jpg,Senador Duque
1152156948,Svilladiego99,https://pbs.twimg.com/profile_images/952968321816817664/787DWgLx.jpg,Sandra Villadiego
1235624576,JoseAlfreGnecco,https://pbs.twimg.com/profile_images/495929394566025217/2iTBvbNm.jpeg,Jose Alfredo Gnecco
1267379785,AndresCristoB,https://pbs.twimg.com/profile_images/976176834034438146/8xbNa28T.jpg,Andrés Cristo
1307790096,DairaGalMen,https://pbs.twimg.com/profile_images/857260727664599040/Hnn0y4AK.jpg,Daira Galvis
1373440410,Jorge_PrietoR,https://pbs.twimg.com/profile_images/951570800016068608/1ZRxWaXO.jpg,Jorge Prieto Riveros
1389451004,Juandiegogj,https://pbs.twimg.com/profile_images/965882323555241985/WNVHe514.jpg,Juan Diego Gómez
1409044500,AGuerraSenador,https://pbs.twimg.com/profile_images/950801570056241153/KvVqFBt3.jpg,Antonio Guerra DeLaE
1619265078,RigobertoBaronN,https://pbs.twimg.com/profile_images/975017973789462538/exIvzVFh.jpg,Rigoberto Barón
1623427002,alvaroashton1,https://pbs.twimg.com/profile_images/378800000192140799/f373ac8775118dd743a4cd54b9dc1b67.png,Alvaro Ashton
1730745660,MarcoAvirama,https://pbs.twimg.com/profile_images/378800000612062639/38a1e52d727c5d1d1f861290bcc6060a.jpeg,Marco Avirama
1931169115,luisemiliosg,https://pbs.twimg.com/profile_images/451067668272254976/_g8d538P.jpeg,Luis Emilio Sierra
1969105825,arturocharc,https://pbs.twimg.com/profile_images/585403777903153152/_FPCz1If.jpg,Arturo Char Chaljub
