statement,id,name,start_date,end_date,wikidata
Q29579632-9077EF73-A8A5-43E6-8922-85C47B56655C,8,8th Parliament of Tanzania,2000-10-29,2005-10-29,Q29579632
Q29579630-5BC0C421-DB69-4954-9AD8-055D6A65D7E6,9,9th Parliament of Tanzania,2005-10-30,2010-10-30,Q29579630
Q29579626-4B69EDCE-0E0E-45DB-A77E-119CD0D7CE57,10,10th Parliament of Tanzania,2010-10-31,2015-06-18,Q29579626
Q46952785-a0f6467b-432c-bb37-fa69-020dd241feec,11,11th Parliament of Tanzania,2015-11-17,"",Q46952785
