id,photo,name,party,term,source
1069,http://www.parliament.go.tz/polis/images/Pictures/oll/1069.jpg,Bazuka Jacob Robert,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/10
1066,http://www.parliament.go.tz/polis/images/Pictures/oll/1066.jpg,Bendera Nkaya Joel,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/10
1067,http://www.parliament.go.tz/polis/images/Pictures/oll/1067.jpg,Boma Thecla Lydia,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/20
1299,http://www.parliament.go.tz/polis/images/Pictures/oll/1299.jpg,Bozzen S. Zamda,Civil United Front,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/20
1068,http://www.parliament.go.tz/polis/images/Pictures/oll/1068.jpg,Burian Salha Dr. Batilda,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/20
1071,http://www.parliament.go.tz/polis/images/Pictures/oll/1071.jpg,Chambiri Werema Kisyeri,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/20
1142,http://www.parliament.go.tz/polis/images/Pictures/oll/1142.jpg,Chegeni Masunga Dr. Raphael,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/20
1029,http://www.parliament.go.tz/polis/images/Pictures/oll/1029.jpg,Chenge John Andrew,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/20
1018,http://www.parliament.go.tz/polis/images/Pictures/oll/1018.jpg,Cheyo Asimulike Gideon,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/20
1247,http://www.parliament.go.tz/polis/images/Pictures/oll/1247.jpg,Cheyo M. Isaac,United Democratic Party,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/20
1043,http://www.parliament.go.tz/polis/images/Pictures/oll/1043.jpg,Chibulunje Ndahani Hezekiah,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/20
1072,http://www.parliament.go.tz/polis/images/Pictures/oll/1072.jpg,Chiduo Daudi Dr. Aaron,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/20
1040,http://www.parliament.go.tz/polis/images/Pictures/oll/1040.jpg,Chiligati Zefania Capt. John,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/30
1073,http://www.parliament.go.tz/polis/images/Pictures/oll/1073.jpg,Chilolo Mkumbo Diana,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/30
1074,http://www.parliament.go.tz/polis/images/Pictures/oll/1074.jpg,Chitalilo Mchele Samuel,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/30
1075,http://www.parliament.go.tz/polis/images/Pictures/oll/1075.jpg,Choya Kasazi Anatory,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/30
1076,http://www.parliament.go.tz/polis/images/Pictures/oll/1076.jpg,Chubi Saidi Likungu Omar,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/30
1032,http://www.parliament.go.tz/polis/images/Pictures/oll/1032.jpg,Daftari Abeid Dr. Maua,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/30
1077,http://www.parliament.go.tz/polis/images/Pictures/oll/1077.jpg,Degera Constantine Paschal,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/30
1078,http://www.parliament.go.tz/polis/images/Pictures/oll/1078.jpg,Derefa Newe Leonard,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/30
1046,http://www.parliament.go.tz/polis/images/Pictures/oll/1046.jpg,Diallo Mwandu Dr. Anthony,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/30
1080,http://www.parliament.go.tz/polis/images/Pictures/oll/1080.jpg,Esmail Hussein Abdullatif,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/30
1289,http://www.parliament.go.tz/polis/images/Pictures/oll/1289.jpg,Faki Shamis Bakari,Civil United Front,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/40
1081,http://www.parliament.go.tz/polis/images/Pictures/oll/1081.jpg,Feruz Khamis Abdallah,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/40
1082,http://www.parliament.go.tz/polis/images/Pictures/oll/1082.jpg,Fundikira Abdallah Chifu,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/40
1084,http://www.parliament.go.tz/polis/images/Pictures/oll/1084.jpg,Gama M. Lawrence,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/40
1083,http://www.parliament.go.tz/polis/images/Pictures/oll/1083.jpg,Gama Amir Dr. Zainab,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/40
1085,http://www.parliament.go.tz/polis/images/Pictures/oll/1085.jpg,Gembe Benjamini Lephy,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/40
1088,http://www.parliament.go.tz/polis/images/Pictures/oll/1088.jpg,Haji Yahaya Ussi,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/40
1086,http://www.parliament.go.tz/polis/images/Pictures/oll/1086.jpg,Haji Khatibu Jina,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/40
1087,http://www.parliament.go.tz/polis/images/Pictures/oll/1087.jpg,Haji Mwita Dr. Haji,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/40
1089,http://www.parliament.go.tz/polis/images/Pictures/oll/1089.jpg,Halinga Mbeyale Edson,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/40
1229,http://www.parliament.go.tz/polis/images/Pictures/oll/1229.jpg,Hassan Shah Esmail Abdulkarim,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/50
1090,http://www.parliament.go.tz/polis/images/Pictures/oll/1090.jpg,Hoogan Singh Parmukh,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/50
1091,http://www.parliament.go.tz/polis/images/Pictures/oll/1091.jpg,Islam Khamis Salama,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/50
1092,http://www.parliament.go.tz/polis/images/Pictures/oll/1092.jpg,Issa Kassim Yahya,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/50
1093,http://www.parliament.go.tz/polis/images/Pictures/oll/1093.jpg,Iwvatta J.R. Ismail,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/50
1265,http://www.parliament.go.tz/polis/images/Pictures/oll/1265.jpg,Janguo Saidi Athumani,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/50
1290,http://www.parliament.go.tz/polis/images/Pictures/oll/1290.jpg,Jecha Abass Mwadini,Civil United Front,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/50
1094,http://www.parliament.go.tz/polis/images/Pictures/oll/1094.jpg,Juma Kombo Yussuf,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/50
1282,http://www.parliament.go.tz/polis/images/Pictures/oll/1282.jpg,Juma Khamis Shoka,Civil United Front,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/50
1291,http://www.parliament.go.tz/polis/images/Pictures/oll/1291.jpg,Juma Said Ali,Civil United Front,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/50
1095,http://www.parliament.go.tz/polis/images/Pictures/oll/1095.jpg,Kabisa  Peter,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/60
1246,http://www.parliament.go.tz/polis/images/Pictures/oll/1246.jpg,Kabourou Walid Dr. Amani,Chama cha Demokrasia na Maendeleo,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/60
1096,http://www.parliament.go.tz/polis/images/Pictures/oll/1096.jpg,Kagonji H. Charles,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/60
1019,http://www.parliament.go.tz/polis/images/Pictures/oll/1019.jpg,Kahama Clement George,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/60
1097,http://www.parliament.go.tz/polis/images/Pictures/oll/1097.jpg,Kahama Bina Janet,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/60
1098,http://www.parliament.go.tz/polis/images/Pictures/oll/1098.jpg,Kahatano L. Rhoda,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/60
1099,http://www.parliament.go.tz/polis/images/Pictures/oll/1099.jpg,Kahumbi M. Steven,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/60
1100,http://www.parliament.go.tz/polis/images/Pictures/oll/1100.jpg,Kamala Buberwa Dr. Diodorus,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/60
1011,http://www.parliament.go.tz/polis/images/Pictures/oll/1011.jpg,Kapuya Athumani Prof. Juma,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/60
1294,http://www.parliament.go.tz/polis/images/Pictures/oll/1294.jpg,Karamagi Mustafa Nazir,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/60
1101,http://www.parliament.go.tz/polis/images/Pictures/oll/1101.jpg,Karavina Amani Ally,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/70
1264,http://www.parliament.go.tz/polis/images/Pictures/oll/1264.jpg,Kasaka E.M. Njelu,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/70
1254,http://www.parliament.go.tz/polis/images/Pictures/oll/1254.jpg,Kasella-Bantu Louise Teddy,United Democratic Party,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/70
1103,http://www.parliament.go.tz/polis/images/Pictures/oll/1103.jpg,Kazi Masaba Stephen,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/70
1024,http://www.parliament.go.tz/polis/images/Pictures/oll/1024.jpg,Keenja N. Charles,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/70
1104,http://www.parliament.go.tz/polis/images/Pictures/oll/1104.jpg,Khalfan Hashim Ramadhani,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/70
1287,http://www.parliament.go.tz/polis/images/Pictures/oll/1287.jpg,Khalifa Suleiman Khalifa,Civil United Front,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/70
1288,http://www.parliament.go.tz/polis/images/Pictures/oll/1288.jpg,Khalifa Issa Mohammed,Civil United Front,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/70
1105,http://www.parliament.go.tz/polis/images/Pictures/oll/1105.jpg,Khamis Juma Zahor,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/70
1106,http://www.parliament.go.tz/polis/images/Pictures/oll/1106.jpg,Khamis Mbarouk Sharifa,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/70
1031,http://www.parliament.go.tz/polis/images/Pictures/oll/1031.jpg,Khan Parkar Shamim,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/80
1107,http://www.parliament.go.tz/polis/images/Pictures/oll/1107.jpg,Khatib Rajab Hassan,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/80
1008,http://www.parliament.go.tz/polis/images/Pictures/oll/1008.jpg,Khatib Seif Dr. Muhammed,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/80
1033,http://www.parliament.go.tz/polis/images/Pictures/oll/1033.jpg,Khatib Issa Abdisalaam,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/80
1280,http://www.parliament.go.tz/polis/images/Pictures/oll/1280.jpg,Khatib Juma Mohamed,Civil United Front,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/80
1108,http://www.parliament.go.tz/polis/images/Pictures/oll/1108.jpg,Kidunda Salim Juma,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/80
1030,http://www.parliament.go.tz/polis/images/Pictures/oll/1030.jpg,Kigoda Omar Dr. Abdallah,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/80
1109,http://www.parliament.go.tz/polis/images/Pictures/oll/1109.jpg,Kigoda Omar Dr. Aisha,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/80
1110,http://www.parliament.go.tz/polis/images/Pictures/oll/1110.jpg,Kigwalilo Chande Hassan,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/80
1015,http://www.parliament.go.tz/polis/images/Pictures/oll/1015.jpg,Kikwete Mrisho Jakaya,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/80
1112,http://www.parliament.go.tz/polis/images/Pictures/oll/1112.jpg,Kilasi Julio Estherina,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/90
1273,http://www.parliament.go.tz/polis/images/Pictures/oll/1273.jpg,Kimbau Omar Halima,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/90
1113,http://www.parliament.go.tz/polis/images/Pictures/oll/1113.jpg,Kimiti Peter Paul,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/90
1114,http://www.parliament.go.tz/polis/images/Pictures/oll/1114.jpg,Kipole Enock Emmanuel,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/90
1115,http://www.parliament.go.tz/polis/images/Pictures/oll/1115.jpg,Kissassi Edington Remidius,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/90
1116,http://www.parliament.go.tz/polis/images/Pictures/oll/1116.jpg,Kitine H. B. Hassy,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/90
1250,http://www.parliament.go.tz/polis/images/Pictures/oll/1250.jpg,Kiwelu Sindato Grace,Chama cha Demokrasia na Maendeleo,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/90
1117,http://www.parliament.go.tz/polis/images/Pictures/oll/1117.jpg,Kolimba Haule Stanley,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/90
1118,http://www.parliament.go.tz/polis/images/Pictures/oll/1118.jpg,Kombo Makame Mwanamkuu,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/90
1119,http://www.parliament.go.tz/polis/images/Pictures/oll/1119.jpg,Kone Vincent Parseko,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/90
1120,http://www.parliament.go.tz/polis/images/Pictures/oll/1120.jpg,Kusaga Kasola Hadija,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/100
1121,http://www.parliament.go.tz/polis/images/Pictures/oll/1121.jpg,Kusila Jonathan William,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/100
1272,http://www.parliament.go.tz/polis/images/Pictures/oll/1272.jpg,Kwaangw' Shabani Omar,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/100
1122,http://www.parliament.go.tz/polis/images/Pictures/oll/1122.jpg,Laizer Lekule Michael,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/100
1123,http://www.parliament.go.tz/polis/images/Pictures/oll/1123.jpg,Lamwai R. M. Masumbuko,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/100
1044,http://www.parliament.go.tz/polis/images/Pictures/oll/1044.jpg,Limbu Bulugu Dr. Festus,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/100
1021,http://www.parliament.go.tz/polis/images/Pictures/oll/1021.jpg,Lowassa Ngoyai Edward,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/100
1125,http://www.parliament.go.tz/polis/images/Pictures/oll/1125.jpg,Lubeleje Malima George,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/100
1004,http://www.parliament.go.tz/polis/images/Pictures/oll/1004.jpg,Lukuvi Vangimembe William,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/100
1126,http://www.parliament.go.tz/polis/images/Pictures/oll/1126.jpg,Luoga M. Thadeus,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/100
1127,http://www.parliament.go.tz/polis/images/Pictures/oll/1127.jpg,Lupatu A. Mussa,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/110
1128,http://www.parliament.go.tz/polis/images/Pictures/oll/1128.jpg,Lutavi Suleiman Abdula,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/110
1255,http://www.parliament.go.tz/polis/images/Pictures/oll/1255.jpg,Lwakatare Muganyizi Wilfred,Civil United Front,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/110
1129,http://www.parliament.go.tz/polis/images/Pictures/oll/1129.jpg,Mabina Gakeya Ernest,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/110
1130,http://www.parliament.go.tz/polis/images/Pictures/oll/1130.jpg,Magani Alfred Philip,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/110
1131,http://www.parliament.go.tz/polis/images/Pictures/oll/1131.jpg,Magayane Ruzuba Beatus,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/110
1132,http://www.parliament.go.tz/polis/images/Pictures/oll/1132.jpg,Maghembe Abdallah Prof. Jumanne,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/110
1275,http://www.parliament.go.tz/polis/images/Pictures/oll/1275.jpg,Magina Philipo Aisha,Civil United Front,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/110
1261,http://www.parliament.go.tz/polis/images/Pictures/oll/1261.jpg,Magoba G. Frank,Civil United Front,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/110
1014,http://www.parliament.go.tz/polis/images/Pictures/oll/1014.jpg,Magufuli Pombe Joseph Dr. John,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/110
1133,http://www.parliament.go.tz/polis/images/Pictures/oll/1133.jpg,Mahanga Makongoro Dr. Milton,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/120
1134,http://www.parliament.go.tz/polis/images/Pictures/oll/1134.jpg,Makame Hassan Mwanaidi,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/120
1252,http://www.parliament.go.tz/polis/images/Pictures/oll/1252.jpg,Makanga B. Danhi,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/120
1268,http://www.parliament.go.tz/polis/images/Pictures/oll/1268.jpg,Makinda Semamba Anne,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/120
1135,http://www.parliament.go.tz/polis/images/Pictures/oll/1135.jpg,Makolo Ng'wala Paul,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/120
1258,http://www.parliament.go.tz/polis/images/Pictures/oll/1258.jpg,Makundi Jeremia Jesse,Tanzania Labour Party,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/120
1136,http://www.parliament.go.tz/polis/images/Pictures/oll/1136.jpg,Makwetta Muvangila Jackson,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/120
1137,http://www.parliament.go.tz/polis/images/Pictures/oll/1137.jpg,Malangalila William Benito,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/120
1111,http://www.parliament.go.tz/polis/images/Pictures/oll/1111.jpg,Malecela Kilango Anne,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/120
1269,http://www.parliament.go.tz/polis/images/Pictures/oll/1269.jpg,Malecela Samwel John,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/120
1022,http://www.parliament.go.tz/polis/images/Pictures/oll/1022.jpg,Maokola-Majogo Diones Edger,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/130
1007,http://www.parliament.go.tz/polis/images/Pictures/oll/1007.jpg,Mapuri Ramadhan Omar,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/130
1138,http://www.parliament.go.tz/polis/images/Pictures/oll/1138.jpg,Marmo Sang'ka Philip,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/130
1139,http://www.parliament.go.tz/polis/images/Pictures/oll/1139.jpg,Marwa Wankanga Ibrahim,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/130
1140,http://www.parliament.go.tz/polis/images/Pictures/oll/1140.jpg,Mashala Kaji Robert,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/130
1262,http://www.parliament.go.tz/polis/images/Pictures/oll/1262.jpg,Mashele Edward Janeth,Tanzania Labour Party,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/130
1003,http://www.parliament.go.tz/polis/images/Pictures/oll/1003.jpg,Masilingi Mutagaywa Wilson,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/130
1141,http://www.parliament.go.tz/polis/images/Pictures/oll/1141.jpg,Masoud Said Haroub,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/130
1143,http://www.parliament.go.tz/polis/images/Pictures/oll/1143.jpg,Maulid Ali Zubeir,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/130
1035,http://www.parliament.go.tz/polis/images/Pictures/oll/1035.jpg,Mbawala P. Pius,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/130
1146,http://www.parliament.go.tz/polis/images/Pictures/oll/1146.jpg,Mbega Ngezi Monica,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/140
1147,http://www.parliament.go.tz/polis/images/Pictures/oll/1147.jpg,Mbilinyi M. Simon,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/140
1148,http://www.parliament.go.tz/polis/images/Pictures/oll/1148.jpg,Mbise Bana Talala,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/140
1149,http://www.parliament.go.tz/polis/images/Pictures/oll/1149.jpg,Mbonde Muhema Bakari,Chama Cha Mapinduzi,2,http://www.parliament.go.tz/index.php/members/memberslist/all/all/2/140
