id,start_date,end_date,name
550303bc273a39033bab34eb,1990-05-02,1994-06-27,
550303bc273a39033bab34e9,1994-06-28,1998-06-17,
550303bc273a39033bab34e7,1998-06-18,2002-05-14,
550303bc273a39033bab34e5,2002-05-15,2006-05-15,
550303bc273a39033bab34e3,2006-05-16,2010-05-13,
550303bc273a39033bab34e1,2010-05-14,2014-05-05,
550303bc273a39033bab34df,2014-05-06,,
