id,name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
G000563,Bob Gibbs,,RepBobGibbs,RepBobGibbs,Republican,republican,ocd-division/country:us/state:oh/cd:7,Ohio's 7th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/G000563.jpg,male
G000289,Bob Goodlatte,,RepGoodlatte,BobGoodlatte,Republican,republican,ocd-division/country:us/state:va/cd:6,Virginia's 6th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/G000289.jpg,male
R000515,Bobby L. Rush,,RepBobbyRush,congressmanbobbyrush,Democrat,democrat,ocd-division/country:us/state:il/cd:1,Illinois's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/R000515.jpg,male
W000822,Bonnie Watson Coleman,,RepBWColeman,RepBonnieWatsonColeman,Democrat,democrat,ocd-division/country:us/state:nj/cd:12,New Jersey's 12th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/W000822.jpg,female
A000373,Brad Ashford,,RepBradAshford,RepBradAshford,Democrat,democrat,ocd-division/country:us/state:ne/cd:2,Nebraska's 2nd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/A000373.jpg,male
W000815,Brad R. Wenstrup,,RepBradWenstrup,RepBradWenstrup,Republican,republican,ocd-division/country:us/state:oh/cd:2,Ohio's 2nd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/W000815.jpg,male
S000344,Brad Sherman,,BradSherman,63158229861,Democrat,democrat,ocd-division/country:us/state:ca/cd:30,California's 30th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/S000344.jpg,male
B001289,Bradley Byrne,,RepByrne,RepByrne,Republican,republican,ocd-division/country:us/state:al/cd:1,Alabama's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/B001289.jpg,male
L000581,Brenda L. Lawrence,,RepLawrence,395759603917487,Democrat,democrat,ocd-division/country:us/state:mi/cd:14,Michigan's 14th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/L000581.jpg,female
B001296,Brendan F. Boyle,,RepBrendanBoyle,CongressmanBoyle,Democrat,democrat,ocd-division/country:us/state:pa/cd:13,Pennsylvania's 13th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/B001296.jpg,male
G000558,Brett Guthrie,,RepGuthrie,,Republican,republican,ocd-division/country:us/state:ky/cd:2,Kentucky's 2nd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/G000558.jpg,male
B001291,Brian Babin,,RepBrianBabin,RepBrianBabin,Republican,republican,ocd-division/country:us/state:tx/cd:36,Texas's 36th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/B001291.jpg,male
H001038,Brian Higgins,,RepBrianHiggins,RepBrianHiggins,Democrat,democrat,ocd-division/country:us/state:ny/cd:26,New York's 26th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/H001038.jpg,male
P000611,Bruce Poliquin,,RepPoliquin,RepPoliquin,Republican,republican,ocd-division/country:us/state:me/cd:2,Maine's 2nd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/P000611.jpg,male
W000821,Bruce Westerman,,RepWesterman,RepWesterman,Republican,republican,ocd-division/country:us/state:ar/cd:4,Arkansas's 4th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/W000821.jpg,male
R000576,C. A. Dutch Ruppersberger,,Call_Me_Dutch,184756771570504,Democrat,democrat,ocd-division/country:us/state:md/cd:2,Maryland's 2nd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/R000576.jpg,male
M001150,Candice S. Miller,,CandiceMiller,CongresswomanCandiceMiller,Republican,republican,ocd-division/country:us/state:mi/cd:10,Michigan's 10th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/M001150.jpg,female
C001107,Carlos Curbelo,,RepCurbelo,repcurbelo,Republican,republican,ocd-division/country:us/state:fl/cd:26,Florida's 26th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/C001107.jpg,male
M000087,Carolyn B. Maloney,,RepMaloney,RepCarolynMaloney,Democrat,democrat,ocd-division/country:us/state:ny/cd:12,New York's 12th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/M000087.jpg,female
M001159,Cathy McMorris Rodgers,,CathyMcMorris,mcmorrisrodgers,Republican,republican,ocd-division/country:us/state:wa/cd:5,Washington's 5th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/M001159.jpg,female
R000588,Cedric L. Richmond,,RepRichmond,RepRichmond,Democrat,democrat,ocd-division/country:us/state:la/cd:2,Louisiana's 2nd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/R000588.jpg,male
F000043,Chaka Fattah,,ChakaFattah,repfattah,Democrat,democrat,ocd-division/country:us/state:pa/cd:2,Pennsylvania's 2nd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/F000043.jpg,male
R000053,Charles B. Rangel,,CBRangel,CBRangel,Democrat,democrat,ocd-division/country:us/state:ny/cd:13,New York's 13th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/R000053.jpg,male
F000459,"Charles J. ""Chuck"" Fleischmann",,RepChuck,repchuck,Republican,republican,ocd-division/country:us/state:tn/cd:3,Tennessee's 3rd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/F000459.jpg,male
B001255,Charles W. Boustany Jr.,,RepBoustany,RepBoustany,Republican,republican,ocd-division/country:us/state:la/cd:3,Louisiana's 3rd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/B001255.jpg,male
D000604,Charles W. Dent,,,CongressmanDent,Republican,republican,ocd-division/country:us/state:pa/cd:15,Pennsylvania's 15th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/D000604.jpg,male
P000597,Chellie Pingree,,ChelliePingree,ChelliePingree,Democrat,democrat,ocd-division/country:us/state:me/cd:1,Maine's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/P000597.jpg,female
B001286,Cheri Bustos,,RepCheri,RepCheri,Democrat,democrat,ocd-division/country:us/state:il/cd:17,Illinois's 17th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/B001286.jpg,female
C001092,Chris Collins,,RepChrisCollins,RepChrisCollins,Republican,republican,ocd-division/country:us/state:ny/cd:27,New York's 27th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/C001092.jpg,male
S001192,Chris Stewart,,RepChrisStewart,RepChrisStewart,Republican,republican,ocd-division/country:us/state:ut/cd:2,Utah's 2nd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/S001192.jpg,male
V000128,Chris Van Hollen,,ChrisVanHollen,chrisvanhollen,Democrat,democrat,ocd-division/country:us/state:md/cd:8,Maryland's 8th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/V000128.jpg,male
S000522,Christopher H. Smith,,RepChrisSmith,RepChrisSmith,Republican,republican,ocd-division/country:us/state:nj/cd:4,New Jersey's 4th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/S000522.jpg,male
G000564,Christopher P. Gibson,,RepChrisGibson,RepChrisGibson,Republican,republican,ocd-division/country:us/state:ny/cd:19,New York's 19th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/G000564.jpg,male
P000258,Collin C. Peterson,,,,Democrat,democrat,ocd-division/country:us/state:mn/cd:7,Minnesota's 7th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/P000258.jpg,male
B000911,Corrine Brown,,RepCorrineBrown,congresswomanbrown,Democrat,democrat,ocd-division/country:us/state:fl/cd:5,Florida's 5th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/B000911.jpg,female
H001070,Cresent Hardy,,RepHardy,RepCresentHardy,Republican,republican,ocd-division/country:us/state:nv/cd:4,Nevada's 4th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/H001070.jpg,male
C001102,Curt Clawson,,RepCurtClawson,RepCurtClawson,Republican,republican,ocd-division/country:us/state:fl/cd:19,Florida's 19th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/C001102.jpg,male
L000571,Cynthia M. Lummis,,CynthiaLummis,152754318103332,Republican,republican,ocd-division/country:us/state:wy,Wyoming,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/L000571.jpg,female
B001271,Dan Benishek,,CongressmanDan,CongressmanDan,Republican,republican,ocd-division/country:us/state:mi/cd:1,Michigan's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/B001271.jpg,male
N000189,Dan Newhouse,,RepNewhouse,RepNewhouse,Republican,republican,ocd-division/country:us/state:wa/cd:4,Washington's 4th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/N000189.jpg,male
R000409,Dana Rohrabacher,,,,Republican,republican,ocd-division/country:us/state:ca/cd:48,California's 48th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/R000409.jpg,male
L000563,Daniel Lipinski,,RepLipinski,repdanlipinski,Democrat,democrat,ocd-division/country:us/state:il/cd:3,Illinois's 3rd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/L000563.jpg,male
D000625,Daniel M. Donovan Jr.,,RepDanDonovan,,Republican,republican,ocd-division/country:us/state:ny/cd:11,New York's 11th congressional district,House of Representatives,114,2015-05-12,,https://theunitedstates.io/images/congress/original/D000625.jpg,male
K000380,Daniel T. Kildee,,RepDanKildee,RepDanKildee,Democrat,democrat,ocd-division/country:us/state:mi/cd:5,Michigan's 5th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/K000380.jpg,male
W000806,Daniel Webster,,RepWebster,RepWebster,Republican,republican,ocd-division/country:us/state:fl/cd:10,Florida's 10th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/W000806.jpg,male
D000096,Danny K. Davis,,RepDannyDavis,280757931935749,Democrat,democrat,ocd-division/country:us/state:il/cd:7,Illinois's 7th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/D000096.jpg,male
I000056,Darrell E. Issa,,DarrellIssa,darrellissa,Republican,republican,ocd-division/country:us/state:ca/cd:49,California's 49th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/I000056.jpg,male
B001290,Dave Brat,,RepDaveBrat,RepDaveBrat,Republican,republican,ocd-division/country:us/state:va/cd:7,Virginia's 7th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/B001290.jpg,male
T000475,David A. Trott,,repdavetrott,CongressmanDaveTrott,Republican,republican,ocd-division/country:us/state:mi/cd:11,Michigan's 11th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/T000475.jpg,male
M001180,David B. McKinley,,RepMcKinley,RepMcKinley,Republican,republican,ocd-division/country:us/state:wv/cd:1,West Virginia's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/M001180.jpg,male
P000523,David E. Price,,RepDavidEPrice,,Democrat,democrat,ocd-division/country:us/state:nc/cd:4,North Carolina's 4th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/P000523.jpg,male
R000578,David G. Reichert,,DaveReichert,repdavereichert,Republican,republican,ocd-division/country:us/state:wa/cd:8,Washington's 8th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/R000578.jpg,male
V000129,David G. Valadao,,RepDavidValadao,CongressmanDavidValadao,Republican,republican,ocd-division/country:us/state:ca/cd:21,California's 21st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/V000129.jpg,male
L000565,David Loebsack,,DaveLoebsack,DaveLoebsack,Democrat,democrat,ocd-division/country:us/state:ia/cd:2,Iowa's 2nd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/L000565.jpg,male
C001084,David N. Cicilline,,RepCicilline,CongressmanDavidCicilline,Democrat,democrat,ocd-division/country:us/state:ri/cd:1,Rhode Island's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/C001084.jpg,male
J000295,David P. Joyce,,RepDaveJoyce,RepDaveJoyce,Republican,republican,ocd-division/country:us/state:oh/cd:14,Ohio's 14th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/J000295.jpg,male
R000582,David P. Roe,,DrPhilRoe,DrPhilRoe,Republican,republican,ocd-division/country:us/state:tn/cd:1,Tennessee's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/R000582.jpg,male
R000603,David Rouzer,,RepDavidRouzer,1579216395649220,Republican,republican,ocd-division/country:us/state:nc/cd:7,North Carolina's 7th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/R000603.jpg,male
S001183,David Schweikert,,RepDavid,repdavidschweikert,Republican,republican,ocd-division/country:us/state:az/cd:6,Arizona's 6th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/S001183.jpg,male
S001157,David Scott,,RepDavidScott,113303673339,Democrat,democrat,ocd-division/country:us/state:ga/cd:13,Georgia's 13th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/S001157.jpg,male
J000296,David W. Jolly,,USRepDavidJolly,repdavidjolly,Republican,republican,ocd-division/country:us/state:fl/cd:13,Florida's 13th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/J000296.jpg,male
Y000066,David Young,,RepDavidYoung,RepDavidYoung,Republican,republican,ocd-division/country:us/state:ia/cd:3,Iowa's 3rd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/Y000066.jpg,male
D000624,Debbie Dingell,,RepDebDingell,RepDebbieDingell,Democrat,democrat,ocd-division/country:us/state:mi/cd:12,Michigan's 12th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/D000624.jpg,female
W000797,Debbie Wasserman Schultz,,RepDWStweets,RepDWS,Democrat,democrat,ocd-division/country:us/state:fl/cd:23,Florida's 23rd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/W000797.jpg,female
R000593,Dennis A. Ross,,RepDennisRoss,dennis.ross.376,Republican,republican,ocd-division/country:us/state:fl/cd:15,Florida's 15th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/R000593.jpg,male
H001064,Denny Heck,,RepDennyHeck,CongressmanDennyHeck,Democrat,democrat,ocd-division/country:us/state:wa/cd:10,Washington's 10th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/H001064.jpg,male
K000381,Derek Kilmer,,RepDerekKilmer,derek.kilmer,Democrat,democrat,ocd-division/country:us/state:wa/cd:6,Washington's 6th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/K000381.jpg,male
N000181,Devin Nunes,,Rep_DevinNunes,,Republican,republican,ocd-division/country:us/state:ca/cd:22,California's 22nd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/N000181.jpg,male
D000197,Diana DeGette,,RepDianaDeGette,DianaDeGette,Democrat,democrat,ocd-division/country:us/state:co/cd:1,Colorado's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/D000197.jpg,female
B001273,Diane Black,,RepDianeBlack,DianeBlackTN06,Republican,republican,ocd-division/country:us/state:tn/cd:6,Tennessee's 6th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/B001273.jpg,female
T000468,Dina Titus,,RepDinaTitus,CongresswomanTitus,Democrat,democrat,ocd-division/country:us/state:nv/cd:1,Nevada's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/T000468.jpg,female
Y000033,Don Young,,RepDonYoung,RepDonYoung,Republican,republican,ocd-division/country:us/state:ak,Alaska,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/Y000033.jpg,male
P000604,Donald M. Payne Jr.,,RepDonaldPayne,DonaldPayneJr,Democrat,democrat,ocd-division/country:us/state:nj/cd:10,New Jersey's 10th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/P000604.jpg,male
N000188,Donald Norcross,,Donald_Norcross,DonaldNorcrossNJ,Democrat,democrat,ocd-division/country:us/state:nj/cd:1,New Jersey's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/N000188.jpg,male
B001292,Donald S. Beyer Jr.,,repdonbeyer,repdonbeyer,Democrat,democrat,ocd-division/country:us/state:va/cd:8,Virginia's 8th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/B001292.jpg,male
E000290,Donna F. Edwards,,RepDonnaEdwards,107297211756,Democrat,democrat,ocd-division/country:us/state:md/cd:4,Maryland's 4th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/E000290.jpg,female
M001163,Doris O. Matsui,,DorisMatsui,doris.matsui,Democrat,democrat,ocd-division/country:us/state:ca/cd:6,California's 6th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/M001163.jpg,female
C001093,Doug Collins,,RepDougCollins,RepresentativeDougCollins,Republican,republican,ocd-division/country:us/state:ga/cd:9,Georgia's 9th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/C001093.jpg,male
L000578,Doug LaMalfa,,RepLaMalfa,RepLaMalfa,Republican,republican,ocd-division/country:us/state:ca/cd:1,California's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/L000578.jpg,male
L000564,Doug Lamborn,,RepDLamborn,CongressmanDougLamborn,Republican,republican,ocd-division/country:us/state:co/cd:5,Colorado's 5th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/L000564.jpg,male
H001048,Duncan Hunter,,Rep_Hunter,DuncanHunter,Republican,republican,ocd-division/country:us/state:ca/cd:50,California's 50th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/H001048.jpg,male
R000589,E. Scott Rigell,,RepScottRigell,RepScottRigell,Republican,republican,ocd-division/country:us/state:va/cd:2,Virginia's 2nd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/R000589.jpg,male
B000574,Earl Blumenauer,,BlumenauerMedia,,Democrat,democrat,ocd-division/country:us/state:or/cd:3,Oregon's 3rd congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/B000574.jpg,male
C001103,"Earl L. ""Buddy"" Carter",,RepBuddyCarter,congressmanbuddycarter,Republican,republican,ocd-division/country:us/state:ga/cd:1,Georgia's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/C001103.jpg,male
P000593,Ed Perlmutter,,RepPerlmutter,RepPerlmutter,Democrat,democrat,ocd-division/country:us/state:co/cd:7,Colorado's 7th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/P000593.jpg,male
W000413,Ed Whitfield,,RepEdWhitfield,RepEdWhitfield,Republican,republican,ocd-division/country:us/state:ky/cd:1,Kentucky's 1st congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/W000413.jpg,male
J000126,Eddie Bernice Johnson,,RepEBJ,CongresswomanEBJtx30,Democrat,democrat,ocd-division/country:us/state:tx/cd:30,Texas's 30th congressional district,House of Representatives,114,,,https://theunitedstates.io/images/congress/original/J000126.jpg,female
