id,wikidata
4e41c2f3-3626-4f83-960c-b7c29fbd1387,Q327591
2154a109-0bad-4104-9bc4-9944e3666b1b,Q327591
a97bd475-037c-422e-91c1-5d11dc415b4f,Q327591
f088645c-6c2e-46f1-b409-cc7feb0b61e3,Q327591
170b668f-b67d-40f3-8d16-92574f59bc61,Q327591
e91b751b-2116-4649-9dea-e072f4a88455,Q327591
219023e6-411f-4a54-94fb-0f54e7beebf5,Q327591
211ee945-2b9f-416a-a982-8a076b0cc5bf,Q2597822
84b7260c-b411-4541-99d9-3967eb1f627e,Q2597822
e3e9ef84-60fd-4459-a32c-375898053479,Q913567
e2037330-0700-443d-89ad-e9230de2cef4,Q913567
d279989a-e185-4cf6-a11b-88abdb99cda2,Q913567
4cbf1357-803f-48b5-a3c7-309c6b619658,Q913567
cd5fe126-3be6-4570-878a-69318f5a4308,Q913567
f89d6c35-4937-4ee3-9f15-968c01c43490,Q913567
bd918013-da67-4b55-a9ad-170f34eef8f0,Q913567
19f2131b-5fc7-47d8-a714-e09953d26ca4,Q5109507
61d286b3-d054-4533-a1e2-9424f04a1fa8,Q5109507
5266462f-ea9d-4c2e-9b10-9a07486a6ef8,Q1142687
d04ec1e3-c046-47c5-966a-653c11e994f6,Q1142687
3c192fc7-684b-4cb5-b8e9-e7b698f132d9,Q1142687
c93f8844-ef1d-4658-b755-d43664fdb52c,Q1142687
44c4db6f-873b-4b81-90ae-e8276e7266df,Q1142687
6b3b83d4-0e22-4e78-b676-023c51210f14,Q1142687
394f5430-b0d8-4a5a-aa18-994555540e16,Q12033183
a4f79b21-c539-4e11-a9ce-8fab084a26e6,Q12033327
801aa6da-ed1a-4a0b-ae56-02337429c1ee,Q1807830
c3eeaf65-a8d5-4963-8f82-3f947fe10b43,Q1807830
a06def0a-27c7-4200-8448-2b6ea1fdd84a,Q828099
e781d044-d320-46c7-b679-140824b5360e,Q828099
056df990-e18c-4eea-a370-1b7cc7a5a5ca,Q828099
d33701d8-3c98-4ef8-9ac5-e2d3535a33e3,Q828099
ccf41e8d-88be-4378-94c0-0938bf3e309d,Q828099
f512b885-adbc-4e43-8e09-34fc004b741f,Q828099
d9a0c7a4-272b-48c3-822c-d24ef1900fb2,Q828099
70273330-ce43-4694-a3ae-6b426ae96fe2,Q631218
bf09d36f-e279-49fb-aa56-bb9fc70f94b7,Q2296356
6d54d036-355a-46a2-9aa8-ee044e49f252,Q2296356
c4929c3a-ebdf-4c77-9ba8-11b53ba4414d,Q2296356
57406892-0b5d-441e-b287-6cd8209cd75e,Q341148
7ad3a1f2-173a-458e-bf59-2926b0385656,Q341148
5b5c68ea-acae-42be-b3e0-2e2ea7af85b7,Q341148
c67b12af-d621-41ac-8993-6f9329343d76,Q341148
a0e57e62-8c26-4e93-942f-d682bc7fadd4,Q341148
8791d684-d15b-4eb6-96f1-ea0ba4d7cc15,Q341148
676d0fdb-4a9e-443b-b3d2-0c07e119fd00,Q341148
8c207259-c207-4e4c-a0c7-3dadddcadd93,Q1784683
76f0f482-fd98-4b4f-acc9-cde5af4bebc6,Q651129
9e2253ea-2050-4cc8-8c59-7212c09cd674,Q651129
25bcc750-3439-43eb-a913-88897c03ac4c,Q10728124
7dfff6a2-ff69-4cf1-a45a-13c6c30aa910,Q14923603
2ad4a490-232b-48e0-bc1b-372b2c4f48ee,Q12042066
9e0c7259-f476-46a3-a0d7-51db45fbec1f,Q12033327
a5d3449d-0bbb-4984-959a-2bbcc783f646,Q2655581
f15d9259-fbad-43a1-bde9-48dafb897fa9,Q2655581
ff800184-fe03-4672-ba9d-9d5db59d852e,Q11177426
49975d18-15e7-4c5e-b554-27951eb5df26,Q11177426
c375cabd-44cc-4c19-be43-04704ff65e59,Q631218
