id,name,position_id,position,label,start_date,end_date,ordinal
Q1019331,Bård Vegar Solhjell,Q1019331-d8c4c2cc-431a-6e49-b36e-900cbb8fbfdc,Q22981866,Minister of Education and Research,2007-10-18,2009-10-20,0
Q1019331,Bård Vegar Solhjell,Q1019331-503ecfc7-4a7c-4058-df34-76b8846395ef,Q3356730,Minister of Climate and the Environment,2012-03-23,2013-10-16,0
Q1037067,Carl Berner,Q1037067-0133915c-4829-52b1-d932-8971201a3f4e,Q25376088,Minister of Education and Church Affairs,1892-07-15,1893-05-02,0
Q1078837,Christian August Selmer,Q1078837-8db1bd77-4e3d-ff3b-bbc2-8a50e198c1c9,Q2334076,Prime Minister of Norway,1880-10-11,1884-03-11,0
Q1080364,Christian Homann Schweigaard,Q1080364-8d6c5910-41ca-1b41-9e57-e34576c373a9,Q2334076,Prime Minister of Norway,1884-04-03,1884-06-26,0
Q1082481,Per-Kristian Foss,Q1082481-9f14de99-4cee-f637-3015-edeecaa444dd,Q3734685,Minister of Finance of Norway,2001-10-19,2005-10-17,0
Q11212577,Olaug Bollestad,Q11212577-091b9124-4059-8b7a-2981-ab47af09a0ad,Q11992117,Minister of Agriculture and Food (Norway),2019-01-22,,0
Q11213033,Kjell-Børge Freiberg,Q11213033-3cf5e14d-4dec-dae9-27d3-6abf79a50f05,Q6866276,Minister of Petroleum and Energy,2018-08-31,,0
Q1157167,Dag Jostein Fjærvoll,Q1157167-e1b9f04c-43de-0fcc-0089-febc22be82e5,Q1225156,Minister of Defence,1997-10-17,1999-03-15,0
Q1157167,Dag Jostein Fjærvoll,Q1157167-e697474d-467b-d7e4-fbb8-5fa2400e0ebc,Q6514745,Minister of Transport and Communications,1999-03-15,2000-03-17,0
Q1157171,Dag Terje Andersen,Q1157171-655d40d3-4453-a2a4-0b52-850ce8e12da6,Q11984312,Minister of Labour and Social Inclusion,2008-06-20,2009-10-02,0
Q1157171,Dag Terje Andersen,Q1157171-c8967dc8-4efd-b197-ed05-89af9efd222b,Q11992117,Minister of Agriculture and Food (Norway),1996-10-25,1997-10-17,0
Q1157171,Dag Terje Andersen,Q1157171-00b3f808-44b0-a819-4599-f2e0aeb27c04,Q56489714,Minister of Trade and Industry,2006-09-29,2008-06-20,0
Q11957623,Alv Jakob Fostervoll,Q11957623-c08a2a23-4dc5-6ac1-2059-7cadfd8d0b68,Q1225156,Minister of Defence,1971-03-17,1972-10-18,0
Q11957623,Alv Jakob Fostervoll,Q11957623-0da6770d-41c1-ab44-6636-bbbe1c9864e6,Q1225156,Minister of Defence,1973-10-16,1976-01-15,0
Q11977282,Ingvald Ulveseth,Q11977282-0202f675-4927-5f6e-96fc-f3ab3e9c3ee4,Q57398113,Q57398113,1973-10-16,1976-01-15,0
Q11993308,Ola Elvestuen,Q11993308-43a8efb3-41ee-e453-0bd7-d438d5179658,Q3356730,Minister of Climate and the Environment,2018-01-17,,0
Q12007761,Trygve Utheim,Q12007761-e5e9ee2d-40f7-4dbb-e06a-2cc8fe8fefaf,Q57337462,Social Minister,1933-10-28,1935-03-20,0
Q1271,Trygve Lie,Q1271-043c24b7-4f8a-dd04-7651-3ebdbb507f17,Q1769706,Minister of Justice and Public Security,1935-03-20,1939-07-01,0
Q1271,Trygve Lie,Q1271-a71dcc0f-4014-9528-1c87-939d4eff25b6,Q18018541,Foreign Minister of Norway,1940-11-19,1946-02-02,0
Q1271,Trygve Lie,Q1271-ce9026d1-4b22-93a1-0555-6eb8b16ff4a3,Q57398113,Q57398113,1963-07-04,1963-08-28,0
Q1271,Trygve Lie,Q1271-b5a4fe67-42c5-99c6-41b8-102e599197e3,Q57398113,Q57398113,1963-09-25,1964-01-20,0
Q1271,Trygve Lie,Q1271-be13e3de-4477-9235-94c9-d386d51fc373,Q60882640,Q60882640,1939-10-02,1940-11-19,0
Q1271,Trygve Lie,Q1271-9f6cb051-4ccd-9b4a-b9c5-fb6606934e86,Q6866400,Minister of Trade and Shipping,1939-07-01,1939-10-02,0
Q1271,Trygve Lie,Q1271-ec129cf7-4b7e-13c6-6dad-cc42834fc8a7,Q6866400,Minister of Trade and Shipping,1964-01-20,1965-10-12,0
Q1321485,Eivind Bolle,Q1321485-2d355a15-4504-82d5-f3b9-ce91400da61e,Q17010253,Minister of Fisheries,1973-10-16,1981-10-14,0
Q133009,Gro Harlem Brundtland,Q133009-F468B89C-2315-490A-9CFE-8E0B06420398,Q2334076,Prime Minister of Norway,1981-01-04,1981-10-14,0
Q133009,Gro Harlem Brundtland,Q133009-36c4eb01-4b38-80bf-55e7-5dbe38d1d409,Q2334076,Prime Minister of Norway,1986-05-09,1989-10-16,0
Q133009,Gro Harlem Brundtland,Q133009-0290b8a1-4110-c780-7447-16ed202af453,Q2334076,Prime Minister of Norway,1990-11-03,1996-10-25,0
Q133009,Gro Harlem Brundtland,Q133009-57594e64-454d-2a77-ff37-1e0c0d695f26,Q3356730,Minister of Climate and the Environment,1974-09-06,1979-10-08,0
Q1343717,Knut Storberget,Q1343717-0AA21607-94D6-48B1-94DA-8B17B95079A4,Q1769706,Minister of Justice and Public Security,2005-10-17,2011-11-11,0
Q1349776,Odd Einar Dørum,Q1349776-2d6ea669-4816-4709-1a7f-d2fca839e651,Q1769706,Minister of Justice and Public Security,1999-03-15,2000-03-17,0
Q1349776,Odd Einar Dørum,Q1349776-1c680346-4e85-e8ee-e44d-bc21f76d7bf1,Q1769706,Minister of Justice and Public Security,2001-10-19,2005-10-17,0
Q1349776,Odd Einar Dørum,Q1349776-ea324239-4b08-1c82-f934-6034787e2bcd,Q6514745,Minister of Transport and Communications,1997-10-17,1999-03-15,0
Q1350164,Karl Eirik Schjøtt-Pedersen,Q1350164-51ed3e60-4606-b150-3248-3d27b6051bfd,Q17010253,Minister of Fisheries,1996-10-25,1997-10-17,0
Q1350164,Karl Eirik Schjøtt-Pedersen,Q1350164-228d1d8b-4661-b555-f522-145d1c38085f,Q3734685,Minister of Finance of Norway,2000-03-17,2001-10-19,0
Q1350183,Gudmund Restad,Q1350183-180663b5-4eba-f5f4-5e93-b0ac1d28205c,Q3734685,Minister of Finance of Norway,1997-10-17,2000-03-17,0
Q1350399,Knut Arild Hareide,Q1350399-4A07D17B-3AD6-42F2-937C-65B8718DEAD6,Q3356730,Minister of Climate and the Environment,2004-06-18,2005-10-17,0
Q1350827,Jørgen Kosmo,Q1350827-818ed4e4-4451-6b3a-860a-1710f41ce9c8,Q1225156,Minister of Defence,1993-04-02,1997-10-17,0
Q1350827,Jørgen Kosmo,Q1350827-abcb7b39-4f55-e128-b2bb-4b01124c1cd6,Q25342372,"Minister of Government Administration, Reform and Church Affairs",2000-03-17,2001-10-05,0
Q1350863,Knut Frydenlund,Q1350863-db89a095-459e-43d9-b1a1-d57b8a276862,Q18018541,Foreign Minister of Norway,1973-10-16,1981-10-14,0
Q1350863,Knut Frydenlund,Q1350863-7046d29b-4cfd-59c9-d620-f0187c3284d3,Q18018541,Foreign Minister of Norway,1986-05-09,1987-02-26,0
Q1351719,Jan Petersen,Q1351719-c715babc-47f3-e5d0-3925-e8e5dc2b5d52,Q18018541,Foreign Minister of Norway,2001-10-19,2005-10-17,0
Q1354155,Erik Solheim,Q1354155-B651ECD8-DCBF-4726-902A-9D21195AC243,Q3356730,Minister of Climate and the Environment,2007-10-18,2012-03-23,0
Q1354155,Erik Solheim,Q1354155-0D9371E1-3D0B-45DA-AA02-CEC711496ED6,Q4574171,Minister of International Development,2005-10-17,2012-03-23,0
Q1367511,Kåre Kristiansen,Q1367511-5073c1a8-487b-f754-0eea-5090859f6ffb,Q6866276,Minister of Petroleum and Energy,1983-06-08,1986-05-09,0
Q1367573,Odd Roger Enoksen,Q1367573-B98A1627-A366-4D6A-BBAE-2C68AA18E6ED,Q3436588,Deputy to the Prime Minister of Norway,,,0
Q1367573,Odd Roger Enoksen,Q1367573-1327bd1a-4083-8d56-a83e-c6fc8d135c21,Q3437006,Minister of Local Government and Regional Development,1999-03-16,2000-03-17,0
Q1367573,Odd Roger Enoksen,Q1367573-a4ed962a-4f3e-1047-593e-52c12996b693,Q6866276,Minister of Petroleum and Energy,2005-10-17,2007-09-21,0
Q1379615,Evald Rygh,Q1379615-9C05A585-5B7A-4088-90B5-269953D83F3B,Q3734685,Minister of Finance of Norway,1889-07-13,1891-03-06,0
Q1400368,Lars Peder Brekk,Q1400368-59CE2510-2E4A-4DF0-9ADF-0BAA8A5DC66A,Q11992117,Minister of Agriculture and Food (Norway),2008-06-20,2012-06-18,0
Q1400368,Lars Peder Brekk,Q1400368-a09f65a8-46a5-e8cc-fb69-95b8edd0c3ca,Q17010253,Minister of Fisheries,2000-01-21,2000-03-17,0
Q1441544,Francis Hagerup,Q1441544-ab52d796-4d0b-7bad-f00d-f6849f3e6a64,Q11806150,Minister of Auditing,1897-08-15,1898-02-17,0
Q1441544,Francis Hagerup,Q1441544-1ae1958a-49ae-f45d-a369-0034fb581dcb,Q1769706,Minister of Justice and Public Security,1893-05-02,1894-07-15,0
Q1441544,Francis Hagerup,Q1441544-be594fa6-4201-33cc-dae3-6bd95b78a8bd,Q1769706,Minister of Justice and Public Security,1895-10-14,1897-08-15,0
Q1441544,Francis Hagerup,Q1441544-6f6ba113-4289-eb1b-9ee3-2c3fbfb5f6df,Q1769706,Minister of Justice and Public Security,1903-10-22,1905-03-11,0
Q1441544,Francis Hagerup,Q1441544-7cc62181-4544-09d9-cc33-149ffe7d6ff7,Q2334076,Prime Minister of Norway,1895-10-14,1898-02-17,0
Q1441544,Francis Hagerup,Q1441544-bb3821a2-4875-21b7-a169-bf57f4bff532,Q2334076,Prime Minister of Norway,1903-10-22,1905-03-11,0
Q1441544,Francis Hagerup,Q1441544-ac6e610a-4ecc-fe92-0637-284cbc2a95d1,Q3734685,Minister of Finance of Norway,1895-08-09,1895-10-14,0
Q14437995,Thor Listau,Q14437995-888ea6f2-49ee-968d-46e5-e526a8accfb3,Q17010253,Minister of Fisheries,1981-10-14,1985-10-04,0
Q144422,Christopher Hornsrud,Q144422-25131c50-477c-5bf8-9434-c247a5611165,Q2334076,Prime Minister of Norway,1928-01-28,1928-02-15,0
Q144422,Christopher Hornsrud,Q144422-fb0ca27a-4486-7b1a-43cd-8821b0698d47,Q3734685,Minister of Finance of Norway,1928-01-28,1928-02-15,0
Q1453302,Fredrik Stang,Q1453302-20d70807-4fad-424d-5ebc-b5a58f4d2ebe,Q1769706,Minister of Justice and Public Security,1912-02-20,1913-01-31,0
Q15079451,Iselin Nybø,Q15079451-408e09e6-4c68-1284-c36e-62210ee0b255,Q57338069,Q57338069,2018-01-17,,0
Q1538317,Sigbjørn Johnsen,Q1538317-323f9fd2-4c9e-30ec-6a49-4abdbcc28d66,Q3734685,Minister of Finance of Norway,1990-11-03,1996-10-25,0
Q1538317,Sigbjørn Johnsen,Q1538317-DB7EB8AA-E2B3-40CF-8006-7E4A99FBB9B8,Q3734685,Minister of Finance of Norway,2009-10-20,2013-10-16,0
Q1554081,John Austrheim,Q1554081-320d72ae-4c88-2601-08cb-88810175a09d,Q6514745,Minister of Transport and Communications,1972-10-18,1973-10-16,0
Q155448,Svein Ludvigsen,Q155448-2ce9c82e-4887-f163-3856-4031f7a8c648,Q17010253,Minister of Fisheries,2001-10-19,2005-10-17,0
Q156517,Helga Pedersen,Q156517-26AF2C5A-5A79-4936-A613-93BCF7C50E73,Q17010253,Minister of Fisheries,2005-10-17,2009-10-02,0
Q156540,Anniken Huitfeldt,Q156540-1FDAC0B8-8DA3-4ABA-9745-FB92D1AEC34E,Q11984312,Minister of Labour and Social Inclusion,2012-09-21,2013-10-16,0
Q156540,Anniken Huitfeldt,Q156540-4dea2fa5-40a8-045f-e7a2-b127e59e1faa,Q14436783,Minister of Children and Family Affairs,2008-02-29,2009-10-20,0
Q156540,Anniken Huitfeldt,Q156540-99923f4b-408a-c8f3-6cea-bc1a672df050,Q6866085,Minister of Culture,2009-10-20,2012-09-21,0
Q156553,Jan Tore Sanner,Q156553-f0561a1b-4a0f-52c3-5eed-163ea0cea832,Q22981866,Minister of Education and Research,2018-01-17,,0
Q156553,Jan Tore Sanner,Q156553-1d2fa2bd-4a33-fefb-5ec2-0982bbeed6e1,Q3437006,Minister of Local Government and Regional Development,2013-10-16,2018-01-17,0
Q15998468,Hans Jørgensen Aarstad,Q15998468-3708308d-4bf4-1450-a8ae-baff9d1f3d72,Q11992117,Minister of Agriculture and Food (Norway),1928-02-15,1931-05-11,0
Q16188198,Jon Georg Dale,Q16188198-94d3878a-4d61-aa8e-2426-567eec2c66d9,Q11992117,Minister of Agriculture and Food (Norway),2015-12-16,2018-08-31,0
Q16188198,Jon Georg Dale,Q16188198-5fa8933d-407c-25a4-aa68-d6e9a6bf5662,Q6514745,Minister of Transport and Communications,2018-08-31,,0
Q1642676,Håkon Kyllingmark,Q1642676-e6079a72-4609-e332-fe86-c07f8e4906c5,Q1225156,Minister of Defence,1963-08-28,1963-09-25,0
