id,wikidata
blekinge_län,Q10431240
dalarnas_län,Q10466068
gotlands_län,Q10507695
gävleborgs_län,Q10512458
göteborgs_kommun,Q10512885
hallands_län,Q10516328
jämtlands_län,Q10541717
jönköpings_län,Q10542122
kalmar_län,Q10542857
kronobergs_län,Q10549465
malmö_kommun,Q10576154
norrbottens_län,Q10602726
skåne_läns_norra_och_östra,Q10671085
skåne_läns_södra,Q10671086
skåne_läns_västra,Q10671087
stockholms_kommun,Q10680603
stockholms_län,Q10680613
södermanlands_län,Q10688608
uppsala_län,Q10710251
värmlands_län,Q10717663
västerbottens_län,Q10717881
västernorrlands_län,Q10717998
västmanlands_län,Q10718180
västra_götalands_läns_norra,Q10718251
västra_götalands_läns_södra,Q10718252
västra_götalands_läns_västra,Q10718253
västra_götalands_läns_östra,Q10718254
örebro_län,Q10727482
östergötlands_län,Q10727869
