id,name,image,term,source
1977,Haji Abdul Hay Akhundzada-Helmand,http://www.wolesi.website/Media/Images/mine/abdolhay-akhondzadeh.JPG,2010,http://wolesi.website/pve/document.aspx?Page=8&Cat=37
1984,Abdul wadood popal-Helmand,http://www.wolesi.website/Media/Images/mine/m-abdolvodod-popal.jpg,2010,http://wolesi.website/pve/document.aspx?Page=8&Cat=37
1985,Haji Mohammed Wali Alizai-Helmand,http://www.wolesi.website/Media/Images/mine/m-mohammad-vali-alizai.JPG,2010,http://wolesi.website/pve/document.aspx?Page=8&Cat=37
1986,Haji Mualim Mirwali-Helmand,http://www.wolesi.website/Media/Images/mine/mirvali-barkzai.jpg,2010,http://wolesi.website/pve/document.aspx?Page=7&Cat=37
2000,Nasima Niazai-Helmand,http://www.wolesi.website/Media/Images/mine/nasimeh-nyazi.jpg,2010,http://wolesi.website/pve/document.aspx?Page=7&Cat=37
2001,Neamatullah GHafari,http://www.wolesi.website/Media/Images/mine/neamatullah-ghafari.ss.jpg,2010,http://wolesi.website/pve/document.aspx?Page=7&Cat=37
2007,Eng. Hameda Akbary-Wardak,http://www.wolesi.website/Media/Images/mine/hamida.akbari.s.JPG,2010,http://wolesi.website/pve/document.aspx?Page=7&Cat=37
2008,Sediqa Mubariz-Wardak,http://www.wolesi.website/Media/Images/mine/sidiqa-mobariz.s.JPG,2010,http://wolesi.website/pve/document.aspx?Page=7&Cat=37
2009,Abdul Ahmad Durani,http://www.wolesi.website/Media/Images/mine/abdol-ahmad-dorani.jpg,2010,http://wolesi.website/pve/document.aspx?Page=6&Cat=37
2010,Haji Abdul Majed Wardak-Wardak,http://www.wolesi.website/Media/Images/mine/abdulmajidwardak.s.JPG,2010,http://wolesi.website/pve/document.aspx?Page=6&Cat=37
2011,Ghulam Husain Naseri-Wardak,http://www.wolesi.website/Media/Images/mine/GHolamhosain-nasiri-s.JPG,2010,http://wolesi.website/pve/document.aspx?Page=6&Cat=37
2511,Engineer Sayed Ikram-Nangarhar,http://www.wolesi.website/Media/Images/mine/syed-akram.jpg,2010,http://wolesi.website/pve/document.aspx?Page=6&Cat=37
