id,name,faction,area,image,term,source
111,"DR. H. ADE KOMARUDIN, M.H.",Golkar Party Faction,JAWA BARAT VII,"http://dpr.go.id/doksigota/photo/111_Drs._ADE_KOMARUDIN,_M.H..jpg",18,http://dpr.go.id/en/anggota
1114,RAMSON SIAGIAN,Great Indonesia Movement Party Faction,JAWA TENGAH X,http://dpr.go.id/doksigota/photo/1114_Ramson_Sigian.jpg,18,http://dpr.go.id/en/anggota
1159,Drs. A. H. MUJIB ROHMAT,Golkar Party Faction,JAWA TENGAH I,http://dpr.go.id/doksigota/photo/1159.jpg,18,http://dpr.go.id/en/anggota
116,Drs. AGUN GUNANDJAR SUDARSA,Golkar Party Faction,JAWA BARAT X,http://dpr.go.id/doksigota/photo/116.jpg,18,http://dpr.go.id/en/anggota
117,"FERDIANSYAH, S.E., M.M.",Golkar Party Faction,JAWA BARAT XI,"http://dpr.go.id/doksigota/photo/117_FERDIANSYAH,_S.E.,_M.M..jpg",18,http://dpr.go.id/en/anggota
119,NUSRON WAHID,Golkar Party Faction,JAWA TENGAH II,http://dpr.go.id/doksigota/photo/119_NUSRON_WAHID.jpg,18,http://dpr.go.id/en/anggota
121,"FIRMAN SOEBAGYO, S.E., M.H.",Golkar Party Faction,JAWA TENGAH III,http://dpr.go.id/doksigota/photo/121.jpg,18,http://dpr.go.id/en/anggota
1226,"Drs. H. BISRI ROMLY, MM ",National Awakening Party Faction,JAWA TENGAH X,http://dpr.go.id/doksigota/photo/1226.jpg,18,http://dpr.go.id/en/anggota
1229,"Drs. A. MUHAIMIN ISKANDAR, M.Si ",National Awakening Party Faction,JAWA TIMUR VIII,http://dpr.go.id/doksigota/photo/1229.jpg,18,http://dpr.go.id/en/anggota
127,"H. BAMBANG SOESATYO, S.E., M.B.A.",Golkar Party Faction,JAWA TENGAH VII,http://dpr.go.id/doksigota/photo/127.jpg,18,http://dpr.go.id/en/anggota
128,"H. DITO GANINDUTO, M.B.A.",Golkar Party Faction,JAWA TENGAH VIII,"http://dpr.go.id/doksigota/photo/128_H._DITO_GANINDUTO,_M.B.A..jpg",18,http://dpr.go.id/en/anggota
1289,"LALU GEDE SYAMSUL MUJAHIDIN, SE",People’s Conscience Party Faction,NUSA TENGGARA BARAT,http://dpr.go.id/doksigota/photo/1289.jpg,18,http://dpr.go.id/en/anggota
129,"BUDI SUPRIYANTO, S.H., M.H.",Golkar Party Faction,JAWA TENGAH X,"http://dpr.go.id/doksigota/photo/129_BUDI_SUPRIYANTO,_S.H.,_M.H..jpg",18,http://dpr.go.id/en/anggota
1292,TONY WARDOYO,Indonesian Democratic Party of Struggle Faction,PAPUA,http://dpr.go.id/doksigota/photo/1292_Tony_Wardoyo.jpg,18,http://dpr.go.id/en/anggota
13,"Drs. AKBAR FAIZAL, M.Si.",National Democrat Party Faction,SULAWESI SELATAN II,http://dpr.go.id/doksigota/photo/13.jpg,18,http://dpr.go.id/en/anggota
1319,"PROF. DR. BACHTIAR ALY, MA",National Democrat Party Faction,ACEH I,http://dpr.go.id/doksigota/photo/1319.jpg,18,http://dpr.go.id/en/anggota
132,HARDISOESILO,Golkar Party Faction,JAWA TIMUR III,http://dpr.go.id/doksigota/photo/132.jpg,18,http://dpr.go.id/en/anggota
1320,"H. IRMAWAN, S.Sos., M.M.",National Awakening Party Faction,ACEH I,http://dpr.go.id/doksigota/photo/1320.jpg,18,http://dpr.go.id/en/anggota
1321,"H.M. SALIM FAKHRY, SE, MM",Golkar Party Faction,ACEH I,http://dpr.go.id/doksigota/photo/1321.jpg,18,http://dpr.go.id/en/anggota
1322,FADHLULLAH,Great Indonesia Movement Party Faction,ACEH I,http://dpr.go.id/doksigota/photo/1322.jpg,18,http://dpr.go.id/en/anggota
1323,"H. MUSLIM AYUB, SH, MM",National Mandate Party Faction,ACEH I,http://dpr.go.id/doksigota/photo/1323.jpg,18,http://dpr.go.id/en/anggota
1324,ZULFAN LINDAN,National Democrat Party Faction,ACEH II,http://dpr.go.id/doksigota/photo/1324.jpg,18,http://dpr.go.id/en/anggota
1325,Ir. TAGORE ABUBAKAR,Indonesian Democratic Party of Struggle Faction,ACEH II,http://dpr.go.id/doksigota/photo/1325.jpg,18,http://dpr.go.id/en/anggota
1326,H. FIRMANDEZ,Golkar Party Faction,ACEH II,http://dpr.go.id/doksigota/photo/1326.jpg,18,http://dpr.go.id/en/anggota
1327,Tgk. KHAIDIR,Great Indonesia Movement Party Faction,ACEH II,http://dpr.go.id/doksigota/photo/1327.jpg,18,http://dpr.go.id/en/anggota
1328,Drs. H. ANWAR IDRIS,United Development Party Faction,ACEH II,http://dpr.go.id/doksigota/photo/1328.jpg,18,http://dpr.go.id/en/anggota
1329,PRANANDA SURYA PALOH,National Democrat Party Faction,SUMATERA UTARA I,http://dpr.go.id/doksigota/photo/1329.jpg,18,http://dpr.go.id/en/anggota
1330,dr. SOFYAN TAN,Indonesian Democratic Party of Struggle Faction,SUMATERA UTARA I,http://dpr.go.id/doksigota/photo/1330.jpg,18,http://dpr.go.id/en/anggota
1331,"H.R. MUHAMMAD SYAFI'I, SH, M.Hum",Great Indonesia Movement Party Faction,SUMATERA UTARA I,http://dpr.go.id/doksigota/photo/1331.jpg,18,http://dpr.go.id/en/anggota
1332,SAHAT SILABAN,National Democrat Party Faction,SUMATERA UTARA II,http://dpr.go.id/doksigota/photo/1332.jpg,18,http://dpr.go.id/en/anggota
1333,MARWAN DASOPANG,National Awakening Party Faction,SUMATERA UTARA II,http://dpr.go.id/doksigota/photo/1333.jpg,18,http://dpr.go.id/en/anggota
1334,"H. GUS IRAWAN PASARIBU, SE.Ak, MM, CA",Great Indonesia Movement Party Faction,SUMATERA UTARA II,http://dpr.go.id/doksigota/photo/1334.jpg,18,http://dpr.go.id/en/anggota
1335,"SUASANA DACHI, SH",Great Indonesia Movement Party Faction,SUMATERA UTARA II,http://dpr.go.id/doksigota/photo/1335.jpg,18,http://dpr.go.id/en/anggota
1336,ROOSLYNDA MARPAUNG,Democrat Party Faction,SUMATERA UTARA II,http://dpr.go.id/doksigota/photo/1336.jpg,18,http://dpr.go.id/en/anggota
1337,"DR. SALEH PARTAONAN DAULAY, M.Ag, M.Hum, MA",National Mandate Party Faction,SUMATERA UTARA II,http://dpr.go.id/doksigota/photo/1337.jpg,18,http://dpr.go.id/en/anggota
1338,"RUFINUS HOTMAULANA HUTAURUK, SH, MM, MH",People’s Conscience Party Faction,SUMATERA UTARA II,http://dpr.go.id/doksigota/photo/1338.jpg,18,http://dpr.go.id/en/anggota
1339,"H. M. ALI UMRI, SH, M.Kn",National Democrat Party Faction,SUMATERA UTARA III,http://dpr.go.id/doksigota/photo/1339.jpg,18,http://dpr.go.id/en/anggota
1340,"DR. JUNIMART GIRSANG, SH, MBA, MH",Indonesian Democratic Party of Struggle Faction,SUMATERA UTARA III,http://dpr.go.id/doksigota/photo/1340.jpg,18,http://dpr.go.id/en/anggota
1341,"DELIA PRATIWI BR. SITEPU, SH",Golkar Party Faction,SUMATERA UTARA III,http://dpr.go.id/doksigota/photo/1341.jpg,18,http://dpr.go.id/en/anggota
1342,"H. RUDI HARTONO BANGUN, SE, MAP",Democrat Party Faction,SUMATERA UTARA III,http://dpr.go.id/doksigota/photo/1342.jpg,18,http://dpr.go.id/en/anggota
1343,"H. FADLY NURZAL, S.Ag",United Development Party Faction,SUMATERA UTARA III,http://dpr.go.id/doksigota/photo/1343.jpg,18,http://dpr.go.id/en/anggota
1344,"SAMSUDIN SIREGAR, SH",People’s Conscience Party Faction,SUMATERA UTARA III,http://dpr.go.id/doksigota/photo/1344.jpg,18,http://dpr.go.id/en/anggota
1345,H. ENDRE SAIFOEL,National Democrat Party Faction,SUMATERA BARAT I,http://dpr.go.id/doksigota/photo/1345.jpg,18,http://dpr.go.id/en/anggota
1346,ALEX INDRA LUKMAN,Indonesian Democratic Party of Struggle Faction,SUMATERA BARAT I,http://dpr.go.id/doksigota/photo/1346.jpg,18,http://dpr.go.id/en/anggota
1347,"BETTI SHADIQ PASADIGOE, SE, Ak, MM",Golkar Party Faction,SUMATERA BARAT I,http://dpr.go.id/doksigota/photo/1347.jpg,18,http://dpr.go.id/en/anggota
1348,"dr. H. SUIR SYAM, M.Kes, MMR",Great Indonesia Movement Party Faction,SUMATERA BARAT I,http://dpr.go.id/doksigota/photo/1348.jpg,18,http://dpr.go.id/en/anggota
1349,"H. MHD ASLI CHAIDIR, SH",National Mandate Party Faction,SUMATERA BARAT I,http://dpr.go.id/doksigota/photo/1349.jpg,18,http://dpr.go.id/en/anggota
135,RACHEL MARIAM SAYIDINA,Great Indonesia Movement Party Faction,JAWA BARAT II,http://dpr.go.id/doksigota/photo/135_RACHEL_MARIAM_SAYIDINA.jpg,18,http://dpr.go.id/en/anggota
1350,AGUS SUSANTO,Indonesian Democratic Party of Struggle Faction,SUMATERA BARAT II,http://dpr.go.id/doksigota/photo/1350.jpg,18,http://dpr.go.id/en/anggota
1351,"H. JOHN KENEDY AZIS, SH.",Golkar Party Faction,SUMATERA BARAT II,http://dpr.go.id/doksigota/photo/1351.jpg,18,http://dpr.go.id/en/anggota
1352,"ADE REZKI PRATAMA, SE, MM",Great Indonesia Movement Party Faction,SUMATERA BARAT II,http://dpr.go.id/doksigota/photo/1352.jpg,18,http://dpr.go.id/en/anggota
1353,Ir. EFFENDY SIANIPAR,Indonesian Democratic Party of Struggle Faction,RIAU I,http://dpr.go.id/doksigota/photo/1353.jpg,18,http://dpr.go.id/en/anggota
1354,TABRANI MAAMUN,Golkar Party Faction,RIAU I,http://dpr.go.id/doksigota/photo/1354.jpg,18,http://dpr.go.id/en/anggota
1355,"RITA ZAHARA, SH",Great Indonesia Movement Party Faction,RIAU I,http://dpr.go.id/doksigota/photo/1355.jpg,18,http://dpr.go.id/en/anggota
1356,"H. JON ERIZAL, SE, MBA",National Mandate Party Faction,RIAU I,http://dpr.go.id/doksigota/photo/1356.jpg,18,http://dpr.go.id/en/anggota
1357,MARSIAMAN SARAGIH,Indonesian Democratic Party of Struggle Faction,RIAU II,http://dpr.go.id/doksigota/photo/1357.jpg,18,http://dpr.go.id/en/anggota
1358,"H. NURZAHEDI, SE",Great Indonesia Movement Party Faction,RIAU II,http://dpr.go.id/doksigota/photo/1358.jpg,18,http://dpr.go.id/en/anggota
1359,"H. HANDAYANI, SKM",National Awakening Party Faction,JAMBI,http://dpr.go.id/doksigota/photo/1359.jpg,18,http://dpr.go.id/en/anggota
136,"Ir. H. SATYA WIDYA YUDHA, ME, M.Sc.",Golkar Party Faction,JAWA TIMUR IX,"http://dpr.go.id/doksigota/photo/136_Ir._SATYA_WIDYA_YUDHA,_ME,_M.Sc..jpg",18,http://dpr.go.id/en/anggota
1360,"M. R. IHSAN YUNUS, BA,B,Comm,ME.Con",Indonesian Democratic Party of Struggle Faction,JAMBI,http://dpr.go.id/doksigota/photo/1360.jpg,18,http://dpr.go.id/en/anggota
1361,Hj. SANIATUL LATIVA,Golkar Party Faction,JAMBI,http://dpr.go.id/doksigota/photo/1361.jpg,18,http://dpr.go.id/en/anggota
1362,"Ir. H. A. R. SUTAN ADIL HENDRA, MM",Great Indonesia Movement Party Faction,JAMBI,http://dpr.go.id/doksigota/photo/1362.jpg,18,http://dpr.go.id/en/anggota
1363,Drs. H. ZULFIKAR ACHMAD,Democrat Party Faction,JAMBI,http://dpr.go.id/doksigota/photo/1363.jpg,18,http://dpr.go.id/en/anggota
1364,Ir. H. A. HAFISZ TOHIR,National Mandate Party Faction,SUMATERA SELATAN I,http://dpr.go.id/doksigota/photo/1364.jpg,18,http://dpr.go.id/en/anggota
1365,"FAUZIH H. AMRO, M.Si",People’s Conscience Party Faction,SUMATERA SELATAN I,http://dpr.go.id/doksigota/photo/1365.jpg,18,http://dpr.go.id/en/anggota
1366,IRMA SURYANI,National Democrat Party Faction,SUMATERA SELATAN II,http://dpr.go.id/doksigota/photo/1366.jpg,18,http://dpr.go.id/en/anggota
1367,"BERTU MERLAS, ST",National Awakening Party Faction,SUMATERA SELATAN II,http://dpr.go.id/doksigota/photo/1367.jpg,18,http://dpr.go.id/en/anggota
1368,Drs. H. MOHD. IQBAL ROMZI,Prosperous Justice Party Faction,SUMATERA SELATAN II,http://dpr.go.id/doksigota/photo/1368.jpg,18,http://dpr.go.id/en/anggota
1369,"HR. ERWIN M. SINGAJURU, SH., MH",Indonesian Democratic Party of Struggle Faction,SUMATERA SELATAN II,http://dpr.go.id/doksigota/photo/1369.jpg,18,http://dpr.go.id/en/anggota
1370,"H. YULIAN GUNHAR, SH, MH",Indonesian Democratic Party of Struggle Faction,SUMATERA SELATAN II,http://dpr.go.id/doksigota/photo/1370.jpg,18,http://dpr.go.id/en/anggota
1371,Ir. SRI MELIYANA,Great Indonesia Movement Party Faction,SUMATERA SELATAN II,http://dpr.go.id/doksigota/photo/1371.jpg,18,http://dpr.go.id/en/anggota
1372,"H. WAHYU SANJAYA, SE",Democrat Party Faction,SUMATERA SELATAN II,http://dpr.go.id/doksigota/photo/1372.jpg,18,http://dpr.go.id/en/anggota
1373,"PATRICE RIO CAPELLA, SH.",National Democrat Party Faction,BENGKULU,http://dpr.go.id/doksigota/photo/1373.jpg,18,http://dpr.go.id/en/anggota
1374,"SUSI MARLENY BACHSIN, SE, MM",Great Indonesia Movement Party Faction,BENGKULU,http://dpr.go.id/doksigota/photo/1374.jpg,18,http://dpr.go.id/en/anggota
1375,Drs. H. MUSA ZAINUDDIN,National Awakening Party Faction,LAMPUNG I,http://dpr.go.id/doksigota/photo/1375.jpg,18,http://dpr.go.id/en/anggota
1376,"DWIE AROEM HADIATIE, S.I.Kom",Golkar Party Faction,LAMPUNG I,http://dpr.go.id/doksigota/photo/1376.jpg,18,http://dpr.go.id/en/anggota
1377,"FRANS AGUNG MULA PUTRA, S.Sos, MH",People’s Conscience Party Faction,LAMPUNG I,http://dpr.go.id/doksigota/photo/1377.jpg,18,http://dpr.go.id/en/anggota
1378,"Drs. H.TAMANURI, MM",National Democrat Party Faction,LAMPUNG II,http://dpr.go.id/doksigota/photo/1378.jpg,18,http://dpr.go.id/en/anggota
1379,"H. KRH. HENRY YOSODININGRAT, SH",Indonesian Democratic Party of Struggle Faction,LAMPUNG II,http://dpr.go.id/doksigota/photo/1379.jpg,18,http://dpr.go.id/en/anggota
138,"ZAINUDIN AMALI, S.E.",Golkar Party Faction,JAWA TIMUR XI,http://dpr.go.id/doksigota/photo/138.jpg,18,http://dpr.go.id/en/anggota
1380,Ir. DWITA RIA GUNADI,Great Indonesia Movement Party Faction,LAMPUNG II,http://dpr.go.id/doksigota/photo/1380.jpg,18,http://dpr.go.id/en/anggota
1381,"Ir. H. MARWAN CIK ASAN, MM",Democrat Party Faction,LAMPUNG II,http://dpr.go.id/doksigota/photo/1381.jpg,18,http://dpr.go.id/en/anggota
1382,EKO WIJAYA,Democrat Party Faction,BANGKA BELITUNG,http://dpr.go.id/doksigota/photo/1382.jpg,18,http://dpr.go.id/en/anggota
1383,Drs. H. NYAT KADIR,National Democrat Party Faction,KEPULAUAN RIAU,http://dpr.go.id/doksigota/photo/1383.jpg,18,http://dpr.go.id/en/anggota
1384,"DWI RIA LATIFA, SH, M.sc",Indonesian Democratic Party of Struggle Faction,KEPULAUAN RIAU,http://dpr.go.id/doksigota/photo/1384.jpg,18,http://dpr.go.id/en/anggota
1385,Dra. SB. WIRYANTI SUKAMDANI,Indonesian Democratic Party of Struggle Faction,DKI JAKARTA I,http://dpr.go.id/doksigota/photo/1385.jpg,18,http://dpr.go.id/en/anggota
1386,"BAMBANG  ATMANTO WIYOGO, SE",Golkar Party Faction,DKI JAKARTA I,http://dpr.go.id/doksigota/photo/1386.jpg,18,http://dpr.go.id/en/anggota
1387,"ASRIL HAMZAH TANJUNG, SIP.",Great Indonesia Movement Party Faction,DKI JAKARTA I,http://dpr.go.id/doksigota/photo/1387.jpg,18,http://dpr.go.id/en/anggota
1388,DWI ASTUTI WULANDARI,Democrat Party Faction,DKI JAKARTA I,http://dpr.go.id/doksigota/photo/1388.jpg,18,http://dpr.go.id/en/anggota
1389,"H. ACHMAD FAUZAN H, SH, M.Kom. I",United Development Party Faction,DKI JAKARTA I,http://dpr.go.id/doksigota/photo/1389.jpg,18,http://dpr.go.id/en/anggota
1390,"MASINTON PASARIBU, SH",Indonesian Democratic Party of Struggle Faction,DKI JAKARTA II,http://dpr.go.id/doksigota/photo/1390.jpg,18,http://dpr.go.id/en/anggota
1391,"H. BIEM TRIANI BENJAMIN, BSC, MM",Great Indonesia Movement Party Faction,DKI JAKARTA II,http://dpr.go.id/doksigota/photo/1391.jpg,18,http://dpr.go.id/en/anggota
1392,"H. AHMAD SAHRONI, SE",National Democrat Party Faction,DKI JAKARTA III,http://dpr.go.id/doksigota/photo/1392.jpg,18,http://dpr.go.id/en/anggota
1393,DARMADI DURIANTO,Indonesian Democratic Party of Struggle Faction,DKI JAKARTA III,http://dpr.go.id/doksigota/photo/1393.jpg,18,http://dpr.go.id/en/anggota
1394,CHARLES HONORIS,Indonesian Democratic Party of Struggle Faction,DKI JAKARTA III,http://dpr.go.id/doksigota/photo/1394.jpg,18,http://dpr.go.id/en/anggota
1395,ARYO P.S. DJOJOHADIKUSUMO,Great Indonesia Movement Party Faction,DKI JAKARTA III,http://dpr.go.id/doksigota/photo/1395.jpg,18,http://dpr.go.id/en/anggota
1396,"JUNICO BP SIAHAAN, SE",Indonesian Democratic Party of Struggle Faction,JAWA BARAT I,http://dpr.go.id/doksigota/photo/1396.jpg,18,http://dpr.go.id/en/anggota
1397,"DR. Ir. H. SODIK MUDJAHID, M. Sc",Great Indonesia Movement Party Faction,JAWA BARAT I,http://dpr.go.id/doksigota/photo/1397.jpg,18,http://dpr.go.id/en/anggota
1398,"MOH. ARIEF S. SUDITOMO, SH, MA",People’s Conscience Party Faction,JAWA BARAT I,http://dpr.go.id/doksigota/photo/1398.jpg,18,http://dpr.go.id/en/anggota
1399,"H. CUCUN AHMAD SYAMSURIJAL, S.Ag",National Awakening Party Faction,JAWA BARAT II,http://dpr.go.id/doksigota/photo/1399.jpg,18,http://dpr.go.id/en/anggota
14,"Ir. H. TEGUH JUWARNO, M.Si.",National Mandate Party Faction,JAWA TENGAH IX,http://dpr.go.id/doksigota/photo/14.jpg,18,http://dpr.go.id/en/anggota
1400,KH. JALALUDIN RAKHMAT,Indonesian Democratic Party of Struggle Faction,JAWA BARAT II,http://dpr.go.id/doksigota/photo/1400.jpg,18,http://dpr.go.id/en/anggota
1401,H. YADI SRIMULYADI,Indonesian Democratic Party of Struggle Faction,JAWA BARAT II,http://dpr.go.id/doksigota/photo/1401.jpg,18,http://dpr.go.id/en/anggota
1402,"DEDE YUSUF M.E., ST, M.Si",Democrat Party Faction,JAWA BARAT II,http://dpr.go.id/doksigota/photo/1402.jpg,18,http://dpr.go.id/en/anggota
1403,"AHMAD NAJIB QODRATULLAH, SE",National Mandate Party Faction,JAWA BARAT II,http://dpr.go.id/doksigota/photo/1403.jpg,18,http://dpr.go.id/en/anggota
1404,"H. DADANG RUSDIANA, SE, M.Si",People’s Conscience Party Faction,JAWA BARAT II,http://dpr.go.id/doksigota/photo/1404.jpg,18,http://dpr.go.id/en/anggota
1405,"NENG EEM MARHAMAH ZULFA HIZ, S.Th.I",National Awakening Party Faction,JAWA BARAT III,http://dpr.go.id/doksigota/photo/1405.jpg,18,http://dpr.go.id/en/anggota
1406,"DIAH PITALOKA, S.Sos, M.Si",Indonesian Democratic Party of Struggle Faction,JAWA BARAT III,http://dpr.go.id/doksigota/photo/1406.jpg,18,http://dpr.go.id/en/anggota
1407,"EKA SASTRA, SE, M.Si.",Golkar Party Faction,JAWA BARAT III,http://dpr.go.id/doksigota/photo/1407.jpg,18,http://dpr.go.id/en/anggota
1408,"Ir. H. AHMAD RIZA PATRIA, MBA",Great Indonesia Movement Party Faction,JAWA BARAT III,http://dpr.go.id/doksigota/photo/1408.jpg,18,http://dpr.go.id/en/anggota
1409,H. JOKO PURWANTO,United Development Party Faction,JAWA BARAT III,http://dpr.go.id/doksigota/photo/1409.jpg,18,http://dpr.go.id/en/anggota
1410,"CAPT. H. DJONI ROLINDRAWAN, SE, MMAR, MBA",People’s Conscience Party Faction,JAWA BARAT III,http://dpr.go.id/doksigota/photo/1410.jpg,18,http://dpr.go.id/en/anggota
1411,"HERI GUNAWAN, SE",Great Indonesia Movement Party Faction,JAWA BARAT IV,http://dpr.go.id/doksigota/photo/1411.jpg,18,http://dpr.go.id/en/anggota
1412,"Hj. DESY RATNASARI, M.Si, M.Psi",National Mandate Party Faction,JAWA BARAT IV,http://dpr.go.id/doksigota/photo/1412.jpg,18,http://dpr.go.id/en/anggota
1413,"ADIAN YUNUS YUSAK NAPITUPULU, SH",Indonesian Democratic Party of Struggle Faction,JAWA BARAT V,http://dpr.go.id/doksigota/photo/1413.jpg,18,http://dpr.go.id/en/anggota
1414,"H. INDRA P. SIMATUPANG, SE, MBA",Indonesian Democratic Party of Struggle Faction,JAWA BARAT V,http://dpr.go.id/doksigota/photo/1414.jpg,18,http://dpr.go.id/en/anggota
1415,Ir. ICHSAN FIRDAUS,Golkar Party Faction,JAWA BARAT V,http://dpr.go.id/doksigota/photo/1415.jpg,18,http://dpr.go.id/en/anggota
1416,"FADLI ZON, S.S., M.Sc.",Great Indonesia Movement Party Faction,JAWA BARAT V,http://dpr.go.id/doksigota/photo/1416.jpg,18,http://dpr.go.id/en/anggota
1417,"RISA MARISKA, SH.",Indonesian Democratic Party of Struggle Faction,JAWA BARAT VI,http://dpr.go.id/doksigota/photo/1417.jpg,18,http://dpr.go.id/en/anggota
1418,"Dra. WENNY HARYANTO, SH",Golkar Party Faction,JAWA BARAT VI,http://dpr.go.id/doksigota/photo/1418.jpg,18,http://dpr.go.id/en/anggota
1419,LUCKY HAKIM,National Mandate Party Faction,JAWA BARAT VI,http://dpr.go.id/doksigota/photo/1419.jpg,18,http://dpr.go.id/en/anggota
142,Ir. H. ZULFADHLI,Golkar Party Faction,KALIMANTAN BARAT,http://dpr.go.id/doksigota/photo/142.jpg,18,http://dpr.go.id/en/anggota
1420,KRISNA MUKTI,National Awakening Party Faction,JAWA BARAT VII,http://dpr.go.id/doksigota/photo/1420.jpg,18,http://dpr.go.id/en/anggota
1421,"DR. H. SA'DUDDIN, M.M.",Prosperous Justice Party Faction,JAWA BARAT VII,http://dpr.go.id/doksigota/photo/1421.jpg,18,http://dpr.go.id/en/anggota
1423,Drs. H. DADANG S MUCHTAR,Golkar Party Faction,JAWA BARAT VII,http://dpr.go.id/doksigota/photo/blankface.jpg,18,http://dpr.go.id/en/anggota
1424,"DAENG MUHAMMAD, SE, M.Si",National Mandate Party Faction,JAWA BARAT VII,http://dpr.go.id/doksigota/photo/1424.jpg,18,http://dpr.go.id/en/anggota
1425,"ONO SURONO, ST",Indonesian Democratic Party of Struggle Faction,JAWA BARAT VIII,http://dpr.go.id/doksigota/photo/1425.jpg,18,http://dpr.go.id/en/anggota
1426,"DAVE AKBARSHAH FIKARNO, ME",Golkar Party Faction,JAWA BARAT VIII,http://dpr.go.id/doksigota/photo/1426.jpg,18,http://dpr.go.id/en/anggota
1427,"H. DANIEL MUTAQIEN SYAFIUDDIN, ST",Golkar Party Faction,JAWA BARAT VIII,http://dpr.go.id/doksigota/photo/1427.jpg,18,http://dpr.go.id/en/anggota
1428,"Dr. Ir. H. KARDAYA WARNIKA, DEA",Great Indonesia Movement Party Faction,JAWA BARAT VIII,http://dpr.go.id/doksigota/photo/1428.jpg,18,http://dpr.go.id/en/anggota
1429,KH. MAMAN IMANUL HAQ,National Awakening Party Faction,JAWA BARAT IX,http://dpr.go.id/doksigota/photo/1429.jpg,18,http://dpr.go.id/en/anggota
1430,"H. OO SUTISNA, SH",Great Indonesia Movement Party Faction,JAWA BARAT IX,http://dpr.go.id/doksigota/photo/1430.jpg,18,http://dpr.go.id/en/anggota
1431,"H. DONY AHMAD MUNIR, ST, MM",United Development Party Faction,JAWA BARAT IX,http://dpr.go.id/doksigota/photo/1431.jpg,18,http://dpr.go.id/en/anggota
1432,"H. YANUAR PRIHATIN, M.Si",National Awakening Party Faction,JAWA BARAT X,http://dpr.go.id/doksigota/photo/1432.jpg,18,http://dpr.go.id/en/anggota
1433,BUDI YOUYASTRI,National Mandate Party Faction,JAWA BARAT X,http://dpr.go.id/doksigota/photo/1433.jpg,18,http://dpr.go.id/en/anggota
1434,MAYJEND TNI (Purn) SUPIADIN ARIES SAPUTRA,National Democrat Party Faction,JAWA BARAT XI,http://dpr.go.id/doksigota/photo/1434.jpg,18,http://dpr.go.id/en/anggota
1435,"H. ACEP ADANG RUHIAT, M.si",National Awakening Party Faction,JAWA BARAT XI,http://dpr.go.id/doksigota/photo/1435.jpg,18,http://dpr.go.id/en/anggota
1436,"DONY MARYADI OEKON, ST",Indonesian Democratic Party of Struggle Faction,JAWA BARAT XI,http://dpr.go.id/doksigota/photo/1436.jpg,18,http://dpr.go.id/en/anggota
1437,H. AHMAD ZACKY SIRADJ,Golkar Party Faction,JAWA BARAT XI,http://dpr.go.id/doksigota/photo/1437.jpg,18,http://dpr.go.id/en/anggota
