id,name,start_date,end_date,constituency,constituency_id,party,party_id,term
Q40803793,Jens Beeck,2017-09-24,"",Mittelems,Q30534866,Free Democratic Party,Q13124,19
Q40804106,Lorenz Beutin,2017-09-24,"",Plön – Neumünster,Q30534804,Die Linke,Q49764,19
Q40810647,Christoph Neumann,2017-09-24,"",Leipzig I,Q30535258,Alternative for Germany,Q6721203,19
Q40813093,Marcus Bühl,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40813332,Robby Schlund,2017-09-24,"",Gera – Greiz – Altenburger Land,Q30535400,Alternative for Germany,Q6721203,19
Q40846468,René Springer,2017-09-24,"",Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Q30534961,Alternative for Germany,Q6721203,19
Q40846824,Steffen Kotré,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40847360,Jörg Schneider,2017-09-24,"",Gelsenkirchen,Q30535141,Alternative for Germany,Q6721203,19
Q40847784,Fabian Jacobi,2017-09-24,"",Köln I,Q30535060,Alternative for Germany,Q6721203,19
Q40848063,Rüdiger Lucassen,2017-09-24,"",Euskirchen – Rhein-Erft-Kreis II,Q30535058,Alternative for Germany,Q6721203,19
Q40873836,Udo Hemmelgarn,2017-09-24,"",Gütersloh I,Q30535158,Alternative for Germany,Q6721203,19
Q40874199,Uwe Kamann,2017-09-24,"",Oberhausen – Wesel III,Q30535127,Alternative for Germany,Q6721203,19
Q40875653,Michael Espendiller,2017-09-24,"",Steinfurt III,Q30535155,Alternative for Germany,Q6721203,19
Q40876446,Stefan Keuter,2017-09-24,"",Essen III,Q30535138,Alternative for Germany,Q6721203,19
Q40878850,Corinna Miazga,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40879307,Martin Sichert,2017-09-24,"",Nürnberg-Nord,Q30535544,Alternative for Germany,Q6721203,19
Q40879872,Hansjörg Gerhard Georg Müller,2017-09-24,"",Traunstein,Q30535490,Alternative for Germany,Q6721203,19
Q40880169,Peter Felser,2017-09-24,"",Oberallgäu,Q30535570,Alternative for Germany,Q6721203,19
Q40881060,Stephan Protschka,2017-09-24,"",Rottal-Inn,Q30535506,Alternative for Germany,Q6721203,19
Q40881384,Paul Podolay,2017-09-24,"",Erlangen,Q30535540,Alternative for Germany,Q6721203,19
Q40881740,Tobias Peterka,2017-09-24,"",Bayreuth,Q30535528,Alternative for Germany,Q6721203,19
Q40892185,Reinhard Houben,2017-09-24,"",Köln I,Q30535060,Free Democratic Party,Q13124,19
Q40895143,Tino Chrupalla,2017-09-24,"",Görlitz,Q30535283,Alternative for Germany,Q6721203,19
Q40895536,Martin Hess,2017-09-24,"",Ludwigsburg,Q30535592,Alternative for Germany,Q6721203,19
Q40895849,Volker Münz,2017-09-24,"",Göppingen,Q30535588,Alternative for Germany,Q6721203,19
Q40896434,Joana Cotar,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40896698,Uwe Schulz,2017-09-24,"",Gießen,Q30535324,Alternative for Germany,Q6721203,19
Q40897036,Heiko Wildberg,2017-09-24,"",Südpfalz,Q30535462,Alternative for Germany,Q6721203,19
Q40910924,Mariana Harder-Kühnel,2017-09-24,"",Main-Kinzig – Wetterau II – Schotten,Q30535327,Alternative for Germany,Q6721203,19
Q40915597,Katrin Staffler,2017-09-24,"",Fürstenfeldbruck,Q30535469,Christian Social Union of Bavaria,Q49763,19
Q40919890,Josephine Ortleb,2017-09-24,"",Saarbrücken,Q30535669,Social Democratic Party of Germany,Q49768,19
Q40921995,Jörn König,2017-09-24,"",Stadt Hannover I,Q30534911,Alternative for Germany,Q6721203,19
Q40958927,Franziska Gminder,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40974933,Claudia Schmidtke,2017-09-24,"",Lübeck,Q30534815,Christian Democratic Union,Q49762,19
Q40974942,Manja Schüle,2017-09-24,"",Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Q30534961,Social Democratic Party of Germany,Q49768,19
Q40974956,Katharine Kloke,2017-09-24,"",Düren,Q30535056,Free Democratic Party,Q13124,19
Q40974976,Christoph Ploß,2017-09-24,"",Hamburg-Nord,Q30534841,Christian Democratic Union,Q49762,19
Q40975213,Christian Sauter,2017-09-24,"",Lippe I,Q30535172,Free Democratic Party,Q13124,19
Q40976001,Marc Bernhard,2017-09-24,"",Karlsruhe-Stadt,Q30535610,Alternative for Germany,Q6721203,19
Q40978414,Anton Friesen,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40978854,Norbert Kleinwächter,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40979188,Andreas Bleck,2017-09-24,"",Neuwied,Q30535422,Alternative for Germany,Q6721203,19
Q40980201,Wolfgang Wiehle,2017-09-24,"",München-Süd,Q30535477,Alternative for Germany,Q6721203,19
Q40980390,Roland Hartwig,2017-09-24,"",Rheinisch-Bergischer Kreis,Q30535077,Alternative for Germany,Q6721203,19
Q40980622,Lars Herrmann,2017-09-24,"",Leipzig-Land,Q30535268,Alternative for Germany,Q6721203,19
Q40983005,Dirk Spaniel,2017-09-24,"",Stuttgart I,Q30535576,Alternative for Germany,Q6721203,19
Q40983433,Johannes Huber,2017-09-24,"",Freising,Q30535467,Alternative for Germany,Q6721203,19
Q40983704,Uwe Witt,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40984442,Mario Mieruch,2017-09-24,"",Steinfurt I – Borken I,Q30535142,Alternative for Germany,Q6721203,19
Q40984890,Rainer Kraft,2017-09-24,"",Augsburg-Land,Q30535567,Alternative for Germany,Q6721203,19
Q40988876,Ester Dilcher,2017-09-24,"",Waldeck,Q30535317,Social Democratic Party of Germany,Q49768,19
Q40997285,Daniela Kluckert,2017-09-24,"",Berlin-Pankow,Q30534996,Free Democratic Party,Q13124,19
Q40997474,Hartmut Ebbing,2017-09-24,"",Berlin-Steglitz-Zehlendorf,Q30535012,Free Democratic Party,Q13124,19
Q40997480,Anna Christmann,2017-09-24,"",,,Alliance '90/The Greens,Q49766,19
Q40997592,Renata Alt,2017-09-24,"",,,Free Democratic Party,Q13124,19
Q40997601,Jürgen Braun,2017-09-24,"",Waiblingen,Q30535591,Alternative for Germany,Q6721203,19
Q40997607,Margit Stumpp,2017-09-24,"",Aalen – Heidenheim,Q30535605,Alliance '90/The Greens,Q49766,19
Q40997616,Michel Brandt,2017-09-24,"",Karlsruhe-Stadt,Q30535610,Die Linke,Q49764,19
Q40997626,Christian Jung,2017-09-24,"",Karlsruhe-Land,Q30535617,Free Democratic Party,Q13124,19
Q40997638,Gökay Akbulut,2017-09-24,"",Mannheim,Q30535622,Die Linke,Q49764,19
Q40997648,Jens Brandenburg,2017-09-24,"",Rhein-Neckar,Q30535626,Free Democratic Party,Q13124,19
Q40997659,Danyal Bayaz,2017-09-24,"",,,Alliance '90/The Greens,Q49766,19
Q40997670,Christoph Hoffmann,2017-09-24,"",Lörrach – Müllheim,Q30535639,Free Democratic Party,Q13124,19
Q40997678,Marcel Klinge,2017-09-24,"",Schwarzwald-Baar,Q30535647,Free Democratic Party,Q13124,19
Q40997976,Jessica Tatti,2017-09-24,"",Reutlingen,Q30535654,Die Linke,Q49764,19
Q40997988,Alexander Kulitz,2017-09-24,"",Ulm,Q30535659,Free Democratic Party,Q13124,19
Q40998001,Benjamin Strasser,2017-09-24,"",Ravensburg,Q30535665,Free Democratic Party,Q13124,19
Q40998014,Marc Biadacz,2017-09-24,"",Böblingen,Q30535583,Christian Democratic Union,Q49762,19
Q40998023,Axel Müller,2017-09-24,"",Ravensburg,Q30535665,Christian Democratic Union,Q49762,19
Q40998033,Michael Schrodi,2017-09-24,"",Fürstenfeldbruck,Q30535469,Social Democratic Party of Germany,Q49768,19
Q40998043,Michael Kuffer,2017-09-24,"",München-Süd,Q30535477,Christian Social Union of Bavaria,Q49763,19
Q40998056,Lukas Köhler,2017-09-24,"",München-West/Mitte,Q30535479,Free Democratic Party,Q13124,19
Q40998066,Stephan Pilsinger,2017-09-24,"",München-West/Mitte,Q30535479,Christian Social Union of Bavaria,Q49763,19
Q40998077,Eva Schreiber,2017-09-24,"",München-Land,Q30535483,Die Linke,Q49764,19
Q40998087,Gerold Otten,2017-09-24,"",München-Land,Q30535483,Alternative for Germany,Q6721203,19
Q40998098,Andreas Wagner,2017-09-24,"",Bad Tölz-Wolfratshausen – Miesbach,Q30535487,Die Linke,Q49764,19
Q40998109,Michael Kießling,2017-09-24,"",Starnberg – Landsberg am Lech,Q30535489,Christian Social Union of Bavaria,Q49763,19
Q40998121,Nicole Bauer,2017-09-24,"",Landshut,Q30535498,Free Democratic Party,Q13124,19
Q40998214,Erhard Grundl,2017-09-24,"",Straubing,Q30535512,Alliance '90/The Greens,Q49766,19
Q40998225,Ulrich Lechte,2017-09-24,"",Regensburg,Q30535521,Free Democratic Party,Q13124,19
Q40998233,Stefan Schmidt,2017-09-24,"",Regensburg,Q30535521,Alliance '90/The Greens,Q49766,19
Q40998238,Lisa Badum,2017-09-24,"",Bamberg,Q30535527,Alliance '90/The Greens,Q49766,19
Q40998247,Britta Dassler,2017-09-24,"",Erlangen,Q30535540,Free Democratic Party,Q13124,19
Q40998256,Sebastian Brehm,2017-09-24,"",Nürnberg-Nord,Q30535544,Christian Social Union of Bavaria,Q49763,19
Q40998264,Manuela Rottmann,2017-09-24,"",Bad Kissingen,Q30535553,Alliance '90/The Greens,Q49766,19
Q40998271,Simone Barrientos Krauss,2017-09-24,"",Würzburg,Q30535560,Die Linke,Q49764,19
Q40998541,Susanne Ferschl,2017-09-24,"",Ostallgäu,Q30535573,Die Linke,Q49764,19
Q40998551,Thomas Erndl,2017-09-24,"",Deggendorf,Q30535496,Christian Social Union of Bavaria,Q49763,19
Q40998561,Alexander Müller,2017-09-24,"",Rheingau-Taunus – Limburg,Q30535343,Free Democratic Party,Q13124,19
Q40998571,Jörg Cézanne,2017-09-24,"",Groß-Gerau,Q30535364,Die Linke,Q49764,19
Q40998580,Björn Simon,2017-09-24,"",Offenbach,Q30535367,Christian Democratic Union,Q49762,19
Q40998591,Till Mansmann,2017-09-24,"",Bergstraße,Q30535377,Free Democratic Party,Q13124,19
Q40998599,Zaklin Nastic,2017-09-24,"",Hamburg-Eimsbüttel,Q30534839,Die Linke,Q49764,19
Q40998607,Philipp Amthor,2017-09-24,"",Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,Q30534829,Christian Democratic Union,Q49762,19
Q40998741,Ulrike Schielke-Ziesing,2017-09-24,"",Mecklenburgische Seenplatte II – Landkreis Rostock III,Q30534830,Alternative for Germany,Q6721203,19
Q40998750,Siemtje Möller,2017-09-24,"",Friesland – Wilhelmshaven – Wittmund,Q30534851,Social Democratic Party of Germany,Q49768,19
Q40998761,Silvia Breher,2017-09-24,"",Cloppenburg – Vechta,Q30534868,Christian Democratic Union,Q49762,19
Q40998778,Matthias Seestern,2017-09-24,"",Osnabrück-Land,Q30534902,Free Democratic Party,Q13124,19
Q40998789,Waldemar Herdt,2017-09-24,"",Osnabrück-Land,Q30534902,Alternative for Germany,Q6721203,19
Q40998799,Grigorios Aggelidis,2017-09-24,"",,,Free Democratic Party,Q13124,19
Q40998811,Dietmar Friedhoff,2017-09-24,"",Hannover-Land I,Q30534920,Alternative for Germany,Q6721203,19
Q40998823,Thomas Ehrhorn,2017-09-24,"",Celle – Uelzen,Q30534923,Alternative for Germany,Q6721203,19
Q40998834,Johannes Schraps,2017-09-24,"",Hameln-Pyrmont – Holzminden,Q30534927,Social Democratic Party of Germany,Q49768,19
Q40998844,Jens Kestner,2017-09-24,"",Goslar – Northeim – Osterode,Q30534941,Alternative for Germany,Q6721203,19
Q40998854,Claudia Moll,2017-09-24,"",Aachen II,Q30535054,Social Democratic Party of Germany,Q49768,19
Q40998965,Markus Herbrand,2017-09-24,"",Euskirchen – Rhein-Erft-Kreis II,Q30535058,Free Democratic Party,Q13124,19
Q40998975,Nicole Westig,2017-09-24,"",Rhein-Sieg-Kreis II,Q30535074,Free Democratic Party,Q13124,19
Q40998983,Carsten Brodesser,2017-09-24,"",Oberbergischer Kreis,Q30535075,Christian Democratic Union,Q49762,19
Q40998992,Helge Lindh,2017-09-24,"",Wuppertal I,Q30535082,Social Democratic Party of Germany,Q49768,19
Q40999004,Bernd Reuther,2017-09-24,"",Wesel I,Q30535120,Free Democratic Party,Q13124,19
Q40999014,Roman Müller-Böhm,2017-09-24,"",Oberhausen – Wesel III,Q30535127,Free Democratic Party,Q13124,19
Q40999023,Friedrich Straetmanns,2017-09-24,"",Bielefeld – Gütersloh II,Q30535159,Die Linke,Q49764,19
Q40999031,Wiebke Esdar,2017-09-24,"",Bielefeld – Gütersloh II,Q30535159,Social Democratic Party of Germany,Q49768,19
Q40999043,Kerstin Vieregge,2017-09-24,"",Lippe I,Q30535172,Christian Democratic Union,Q49762,19
Q40999054,Katrin Helling-Plahr,2017-09-24,"",Hagen – Ennepe-Ruhr-Kreis I,Q30535175,Free Democratic Party,Q13124,19
Q40999063,Olaf in der Beek,2017-09-24,"",Bochum I,Q30535181,Free Democratic Party,Q13124,19
Q40999074,Hans-Jürgen Thies,2017-09-24,"",Soest,Q30535222,Christian Democratic Union,Q49762,19
Q40999085,Carl-Julius Cronenberg,2017-09-24,"",Hochsauerlandkreis,Q30535227,Free Democratic Party,Q13124,19
Q40999099,Stefan Rouenhoff,2017-09-24,"",Kleve,Q30535119,Christian Democratic Union,Q49762,19
Q40999107,Marc Henrichmann,2017-09-24,"",Coesfeld – Steinfurt II,Q30535154,Christian Democratic Union,Q49762,19
Q40999117,Sandra Weeser,2017-09-24,"",,,Free Democratic Party,Q13124,19
Q40999127,Josef Oster,2017-09-24,"",Koblenz,Q30535433,Christian Democratic Union,Q49762,19
Q40999227,Carina Konrad,2017-09-24,"",Mosel/Rhein-Hunsrück,Q30535435,Free Democratic Party,Q13124,19
Q40999236,Nicole Höchst,2017-09-24,"",Kreuznach,Q30535437,Alternative for Germany,Q6721203,19
Q40999248,Andreas Steier,2017-09-24,"",Trier,Q30535441,Christian Democratic Union,Q49762,19
Q40999257,Torbjörn Kartes,2017-09-24,"",Ludwigshafen/Frankenthal,Q30535451,Christian Democratic Union,Q49762,19
Q40999268,Brigitte Freihold,2017-09-24,"",Pirmasens,Q30535459,Die Linke,Q49764,19
Q40999277,Mario Brandenburg,2017-09-24,"",Südpfalz,Q30535462,Free Democratic Party,Q13124,19
Q40999283,Mathias Stein,2017-09-24,"",Kiel,Q30534803,Social Democratic Party of Germany,Q49768,19
Q40999288,Melanie Bernstein,2017-09-24,"",Plön – Neumünster,Q30534804,Christian Democratic Union,Q49762,19
Q40999294,Axel Gehrke,2017-09-24,"",Ostholstein – Stormarn-Nord,Q30534812,Alternative for Germany,Q6721203,19
Q40999302,Heiko Heßenkemper,2017-09-24,"",Mittelsachsen,Q30535302,Alternative for Germany,Q6721203,19
Q40999310,Frank Müller-Rosentritt,2017-09-24,"",Chemnitz,Q30535303,Free Democratic Party,Q13124,19
Q40999320,Ulrich Oehme,2017-09-24,"",Chemnitzer Umland – Erzgebirgskreis II,Q30535304,Alternative for Germany,Q6721203,19
Q40999331,Verena Hartmann,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40999339,Sören Pellmann,2017-09-24,"",Leipzig II,Q30535262,Die Linke,Q49764,19
Q40999347,Eckhard Gnodtke,2017-09-24,"",Altmark,Q30534972,Christian Democratic Union,Q49762,19
Q40999402,Sepp Müller,2017-09-24,"",Dessau – Wittenberg,Q30534981,Christian Democratic Union,Q49762,19
Q40999410,Christoph Bernstiel,2017-09-24,"",Halle,Q30534984,Christian Democratic Union,Q49762,19
Q40999416,Torsten Schweiger,2017-09-24,"",Mansfeld,Q30534993,Christian Democratic Union,Q49762,19
Q40999425,Elisabeth Kaiser,2017-09-24,"",Gera – Greiz – Altenburger Land,Q30535400,Social Democratic Party of Germany,Q49768,19
Q40999439,Gerald Ullrich,2017-09-24,"",Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,Q30535413,Free Democratic Party,Q13124,19
Q40999448,Jens Lehmann,2017-09-24,"",Leipzig I,Q30535258,Christian Democratic Union,Q49762,19
Q41080910,Amira Mohamed Ali,2017-09-24,"",Oldenburg – Ammerland,Q30534856,Die Linke,Q49764,19
Q41244415,Bettina Hoffmann,2017-09-24,"",Schwalm-Eder,Q30535320,Alliance '90/The Greens,Q49766,19
Q477845,Nils Schmid,2017-09-24,"",Nürtingen,Q30535585,Social Democratic Party of Germany,Q49768,19
Q48967,Katrin Göring-Eckardt,2017-09-24,"",Erfurt – Weimar – Weimarer Land II,Q30535395,Alliance '90/The Greens,Q49766,19
Q499373,Andreas Gottfried Lämmel,2017-09-24,"",Dresden I,Q30535297,Christian Democratic Union,Q49762,19
Q499449,Andreas Mattfeldt,2017-09-24,"",Osterholz – Verden,Q30534878,Christian Democratic Union,Q49762,19
Q500381,Andreas Scheuer,2017-09-24,"",Passau,Q30535501,Christian Social Union of Bavaria,Q49763,19
Q529526,Anette Kramme,2017-09-24,"",Bayreuth,Q30535528,Social Democratic Party of Germany,Q49768,19
Q550861,Anita Schäfer,2017-09-24,"",Pirmasens,Q30535459,Christian Democratic Union,Q49762,19
Q556667,Anke Domscheit-Berg,2017-09-24,"",Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,Q30534960,Die Linke,Q49764,19
Q564328,Annalena Baerbock,2017-09-24,"",Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Q30534961,Alliance '90/The Greens,Q49766,19
Q566722,Annette Widmann-Mauz,2017-09-24,"",Tübingen,Q30535658,Christian Democratic Union,Q49762,19
Q567,Angela Merkel,2017-09-24,"",Vorpommern-Rügen – Vorpommern-Greifswald I,Q30534824,Christian Democratic Union,Q49762,19
Q569717,Ansgar Heveling,2017-09-24,"",Krefeld I – Neuss II,Q30535112,Christian Democratic Union,Q49762,19
Q57364,Thomas de Maizière,2017-09-24,"",Meißen,Q30535272,Christian Democratic Union,Q49762,19
Q584897,Antje Tillmann,2017-09-24,"",Erfurt – Weimar – Weimarer Land II,Q30535395,Christian Democratic Union,Q49762,19
Q60772,Ursula von der Leyen,2017-09-24,"",Stadt Hannover II,Q30534917,Christian Democratic Union,Q49762,19
Q61307,Ulla Schmidt,2017-09-24,"",Aachen I,Q30535047,Social Democratic Party of Germany,Q49768,19
Q61903,Norbert Röttgen,2017-09-24,"",Rhein-Sieg-Kreis II,Q30535074,Christian Democratic Union,Q49762,19
Q62810,Andrea Nahles,2017-09-24,"",Ahrweiler,Q30535430,Social Democratic Party of Germany,Q49768,19
Q63798,Ekin Deligöz,2017-09-24,"",Neu-Ulm,Q30535569,Alliance '90/The Greens,Q49766,19
Q64525,Peter Ramsauer,2017-09-24,"",Traunstein,Q30535490,Christian Social Union of Bavaria,Q49763,19
Q65114,Gesine Lötzsch,2017-09-24,"",Berlin-Lichtenberg,Q30535044,Die Linke,Q49764,19
Q65126,Gregor Gysi,2017-09-24,"",Berlin-Treptow-Köpenick,Q30535041,Die Linke,Q49764,19
Q65128,Renate Künast,2017-09-24,"",Berlin-Tempelhof-Schöneberg,Q30535028,Alliance '90/The Greens,Q49766,19
Q6523639,Claudia Müller,2017-09-24,"",Vorpommern-Rügen – Vorpommern-Greifswald I,Q30534824,Alliance '90/The Greens,Q49766,19
Q65539,Peter Altmaier,2017-09-24,"",Saarlouis,Q30535672,Christian Democratic Union,Q49762,19
Q6578572,Emmi Zeulner,2017-09-24,"",Kulmbach,Q30535535,Christian Social Union of Bavaria,Q49763,19
Q66144,Hans-Peter Friedrich,2017-09-24,"",Hof,Q30535534,Christian Social Union of Bavaria,Q49763,19
Q67164,Volker Kauder,2017-09-24,"",Rottweil – Tuttlingen,Q30535646,Christian Democratic Union,Q49762,19
Q688231,Armin Schuster,2017-09-24,"",Lörrach – Müllheim,Q30535639,Christian Democratic Union,Q49762,19
Q69346,Bernd Riexinger,2017-09-24,"",Stuttgart II,Q30535578,Die Linke,Q49764,19
Q696432,Arnold Vaatz,2017-09-24,"",Dresden II – Bautzen II,Q30535301,Christian Democratic Union,Q49762,19
Q70407,Hermann Otto Solms,2017-09-24,"",Gießen,Q30535324,Free Democratic Party,Q13124,19
Q70429,Hermann Gröhe,2017-09-24,"",Neuss I,Q30535106,Christian Democratic Union,Q49762,19
Q71534,Hubertus Heil,2017-09-24,"",Gifhorn – Peine,Q30534926,Social Democratic Party of Germany,Q49768,19
Q71635,Omid Nouripour,2017-09-24,"",Frankfurt am Main II,Q30535363,Alliance '90/The Greens,Q49766,19
Q71670,Frithjof Schmidt,2017-09-24,"",Bochum I,Q30535181,Alliance '90/The Greens,Q49766,19
Q71763,Alexander Graf Lambsdorff,2017-09-24,"",Bonn,Q30535071,Free Democratic Party,Q13124,19
Q74408,Anja Hajduk,2017-09-24,"",Hamburg-Nord,Q30534841,Alliance '90/The Greens,Q49766,19
Q7477615,Frauke Petry,2017-09-24,"",Sächsische Schweiz-Osterzgebirge,Q30535291,Alternative for Germany,Q6721203,19
Q750543,Astrid Damerow,2017-09-24,"",Nordfriesland – Dithmarschen Nord,Q30534791,Christian Democratic Union,Q49762,19
Q750695,Astrid Mannes,2017-09-24,"",Darmstadt,Q30535371,Christian Democratic Union,Q49762,19
Q75408,Lothar Binding,2017-09-24,"",Heidelberg,Q30535619,Social Democratic Party of Germany,Q49768,19
Q75791,Claudia Roth,2017-09-24,"",Augsburg-Stadt,Q30535562,Alliance '90/The Greens,Q49766,19
Q76265,Franziska Brantner,2017-09-24,"",Heidelberg,Q30535619,Alliance '90/The Greens,Q49766,19
Q76342,Katja Kipping,2017-09-24,"",Dresden I,Q30535297,Die Linke,Q49764,19
Q77193,Sahra Wagenknecht,2017-09-24,"",Düsseldorf II,Q30535104,Die Linke,Q49764,19
Q77195,Petra Pau,2017-09-24,"",Berlin-Marzahn-Hellersdorf,Q30535042,Die Linke,Q49764,19
Q77684,Sevim Dağdelen,2017-09-24,"",Bochum I,Q30535181,Die Linke,Q49764,19
Q78198,Alexander Radwan,2017-09-24,"",Bad Tölz-Wolfratshausen – Miesbach,Q30535487,Christian Social Union of Bavaria,Q49763,19
Q792225,Axel Knoerig,2017-09-24,"",Diepholz – Nienburg I,Q30534872,Christian Democratic Union,Q49762,19
Q792359,Axel Schäfer,2017-09-24,"",Bochum I,Q30535181,Social Democratic Party of Germany,Q49768,19
Q792859,Aydan Özoğuz,2017-09-24,"",Hamburg-Wandsbek,Q30534844,Social Democratic Party of Germany,Q49768,19
Q813168,Beate Müller-Gemmeke,2017-09-24,"",Reutlingen,Q30535654,Alliance '90/The Greens,Q49766,19
Q813207,Beate Walter-Rosenheimer,2017-09-24,"",Fürstenfeldbruck,Q30535469,Alliance '90/The Greens,Q49766,19
Q823715,Bernd Buchholz,2017-09-24,"",Herzogtum Lauenburg – Stormarn-Süd,Q30534813,Free Democratic Party,Q13124,19
Q832631,Bettina Hagedorn,2017-09-24,"",Ostholstein – Stormarn-Nord,Q30534812,Social Democratic Party of Germany,Q49768,19
Q84348,Eberhard Gienger,2017-09-24,"",Neckar-Zaber,Q30535597,Christian Democratic Union,Q49762,19
Q850085,Bettina Wiesmann,2017-09-24,"",Frankfurt am Main II,Q30535363,Christian Democratic Union,Q49762,19
Q85516,Gerd Müller,2017-09-24,"",Oberallgäu,Q30535570,Christian Social Union of Bavaria,Q49763,19
Q85773,Anja Weisgerber,2017-09-24,"",Schweinfurt,Q30535557,Christian Social Union of Bavaria,Q49763,19
Q85783,Alexander Dobrindt,2017-09-24,"",Weilheim,Q30535492,Christian Social Union of Bavaria,Q49763,19
Q85806,Christian Lindner,2017-09-24,"",Rheinisch-Bergischer Kreis,Q30535077,Free Democratic Party,Q13124,19
Q85851,Dorothee Bär,2017-09-24,"",Bad Kissingen,Q30535553,Christian Social Union of Bavaria,Q49763,19
Q86294,Jens Spahn,2017-09-24,"",Steinfurt I – Borken I,Q30535142,Christian Democratic Union,Q49762,19
Q865473,Birke Bull,2017-09-24,"",Burgenland – Saalekreis,Q30534987,Die Linke,Q49764,19
Q86790,Martin Hohmann,2017-09-24,"",Fulda,Q30535325,Alternative for Germany,Q6721203,19
Q88346,Christian von Stetten,2017-09-24,"",Schwäbisch Hall – Hohenlohe,Q30535599,Christian Democratic Union,Q49762,19
Q90623,Thomas Bareiß,2017-09-24,"",Zollernalb – Sigmaringen,Q30535667,Christian Democratic Union,Q49762,19
Q90833,Thomas Oppermann,2017-09-24,"",Göttingen,Q30534944,Social Democratic Party of Germany,Q49768,19
Q90973,Frank Schäffler,2017-09-24,"",Minden-Lübbecke I,Q30535168,Free Democratic Party,Q13124,19
Q91081,Sören Bartol,2017-09-24,"",Marburg,Q30535321,Social Democratic Party of Germany,Q49768,19
Q920726,Britta Haßelmann,2017-09-24,"",Bielefeld – Gütersloh II,Q30535159,Alliance '90/The Greens,Q49766,19
Q95185,Kerstin Andreae,2017-09-24,"",Freiburg,Q30535636,Alliance '90/The Greens,Q49766,19
Q95577,Katja Suding,2017-09-24,"",Hamburg-Altona,Q30534837,Free Democratic Party,Q13124,19
Q95841,Ralf Brauksiepe,2017-09-24,"",Ennepe-Ruhr-Kreis II,Q30535176,Christian Democratic Union,Q49762,19
Q96427,Jan-Marco Luczak,2017-09-24,"",Berlin-Tempelhof-Schöneberg,Q30535028,Christian Democratic Union,Q49762,19
Q96814,Josip Juratovic,2017-09-24,"",Heilbronn,Q30535598,Social Democratic Party of Germany,Q49768,19
Q96820,Johannes Kahrs,2017-09-24,"",Hamburg-Mitte,Q30534832,Social Democratic Party of Germany,Q49768,19
Q97332,Barbara Hendricks,2017-09-24,"",Kleve,Q30535119,Social Democratic Party of Germany,Q49768,19
Q97732,Christine Buchholz,2017-09-24,"",Offenbach,Q30535367,Die Linke,Q49764,19
Q97872,Thomas Jarzombek,2017-09-24,"",Düsseldorf I,Q30535103,Christian Democratic Union,Q49762,19
Q98115,Gunther Krichbaum,2017-09-24,"",Pforzheim,Q30535632,Christian Democratic Union,Q49762,19
Q98768,Andreas Jung,2017-09-24,"",Konstanz,Q30535650,Christian Democratic Union,Q49762,19
Q98788,Ingo Wellenreuther,2017-09-24,"",Karlsruhe-Stadt,Q30535610,Christian Democratic Union,Q49762,19
Q98819,Henning Otte,2017-09-24,"",Celle – Uelzen,Q30534923,Christian Democratic Union,Q49762,19
Q990401,Katja Dörner,2017-09-24,"",Bonn,Q30535071,Alliance '90/The Greens,Q49766,19
Q991377,Michael Georg Link,2017-09-24,"",Heilbronn,Q30535598,Free Democratic Party,Q13124,19
Q99450,Dietmar Bartsch,2017-09-24,"",Rostock – Landkreis Rostock II,Q30534822,Die Linke,Q49764,19
Q99663,Jürgen Martens,2017-09-24,"",Zwickau,Q30535311,Free Democratic Party,Q13124,19
Q99704,Andrej Hunko,2017-09-24,"",Aachen I,Q30535047,Die Linke,Q49764,19
