id,name,sort_name,party,constituency,area,term,wikiname,source,notes,end_date,start_date,death_date
helwin_peter,Helwin Peter,Peter!,SPD,"",Saarland,8,Helwin Peter,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
walter_peters,Walter Peters,"Peters, Walter!",FDP,"",Schleswig-Holstein,8,Walter Peters,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),verstorben am 8. April 1979,1979-04-08,,1979-04-08
peter_petersen_(cdu),Peter Petersen,Petersen!,CDU,Leonberg – Vaihingen,Baden-Württemberg,8,Peter Petersen (CDU),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
gerhard_o._pfeffermann,Gerhard O. Pfeffermann,Pfeffermann!,CDU,"",Hessen,8,Gerhard O. Pfeffermann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
anton_pfeifer,Anton Pfeifer,Pfeifer!,CDU,Reutlingen,Baden-Württemberg,8,Anton Pfeifer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
gero_pfennig,Gero Pfennig,Pfennig!,CDU,"",Berlin,8,Gero Pfennig,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),eingetreten am 24. Februar 1977 für Peter Lorenz,,1977-02-24,
walter_picard,Walter Picard,Picard!,CDU,"",Hessen,8,Walter Picard,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
elmar_pieroth,Elmar Pieroth,Pieroth!,CDU,"",Rheinland-Pfalz,8,Elmar Pieroth,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
liselotte_pieser,Liselotte Pieser,Pieser!,CDU,"",Berlin,8,Liselotte Pieser,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
winfried_pinger,Winfried Pinger,Pinger!,CDU,"",Nordrhein-Westfalen,8,Winfried Pinger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
eberhard_pohlmann,Eberhard Pohlmann,Pohlmann!,CDU,"",Niedersachsen,8,Eberhard Pohlmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
walter_polkehn,Walter Polkehn,Polkehn!,SPD,Oldenburg,Niedersachsen,8,Walter Polkehn,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
konrad_porzner,Konrad Porzner,Porzner!,SPD,"",Bayern,8,Konrad Porzner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
heinz-jürgen_prangenberg,Heinz-Jürgen Prangenberg,Prangenberg!,CDU,"",Nordrhein-Westfalen,8,Heinz-Jürgen Prangenberg,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
albert_probst,Albert Probst,Probst!,CSU,Freising,Bayern,8,Albert Probst,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
alois_rainer_senior,Alois Rainer,Rainer!,CSU,Straubing,Bayern,8,Alois Rainer senior,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
heinz_rapp,Heinz Rapp,Rapp!,SPD,"",Baden-Württemberg,8,Heinz Rapp,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
hermann_rappe,Hermann Rappe,Rappe!,SPD,Hildesheim,Niedersachsen,8,Hermann Rappe,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
karl_ravens,Karl Ravens,Ravens!,SPD,Verden,Niedersachsen,8,Karl Ravens,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),ausgeschieden am 15. Juni 1978,1978-06-15,,
wilhelm_rawe,Wilhelm Rawe,Rawe!,CDU,Tecklenburg,Nordrhein-Westfalen,8,Wilhelm Rawe,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
gerhard_reddemann,Gerhard Reddemann,Reddemann!,CDU,"",Nordrhein-Westfalen,8,Gerhard Reddemann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
otto_regenspurger,Otto Regenspurger,Regenspurger!,CSU,Coburg,Bayern,8,Otto Regenspurger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
heinrich_reichold,Heinrich Reichold,Reichold!,CSU,"",Bayern,8,Heinrich Reichold,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),"eingetreten am 4. Dezember 1978 für Franz Josef Strauß, verstorben am 2. Oktober 1979",,1978-12-04,
stephan_reimers,Stephan Reimers,Reimers!,CDU,"",Hamburg,8,Stephan Reimers,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
annemarie_renger,Annemarie Renger,Renger!,SPD,"",Nordrhein-Westfalen,8,Annemarie Renger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
peter_reuschenbach,Peter Reuschenbach,Reuschenbach!,SPD,Essen II,Nordrhein-Westfalen,8,Peter Reuschenbach,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
paula_riede,Paula Riede,Riede!,CDU,"",Baden-Württemberg,8,Paula Riede,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),eingetreten am 9. Mai 1977 für Ludwig Erhard,,1977-05-09,
erich_riedl,Erich Riedl,Riedl!,CSU,München-Süd,Bayern,8,Erich Riedl,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
heinz_riesenhuber,Heinz Riesenhuber,Riesenhuber!,CDU,"",Hessen,8,Heinz Riesenhuber,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
burkhard_ritz,Burkhard Ritz,Ritz!,CDU,Lingen,Niedersachsen,8,Burkhard Ritz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
helmut_rohde,Helmut Rohde,Rohde!,SPD,Hannover II,Niedersachsen,8,Helmut Rohde,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
paul_röhner,Paul Röhner,Rohner!,CSU,Bamberg,Bayern,8,Paul Röhner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
klaus_rose_(politiker),Klaus Rose,Rose!,CSU,"",Bayern,8,Klaus Rose (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),eingetreten am 24. März 1977 für Alex Hösl,,1977-03-24,
philip_rosenthal,Philip Rosenthal,Rosenthal!,SPD,"",Bayern,8,Philip Rosenthal,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
wolfgang_roth_(mdb),Wolfgang Roth,Roth!,SPD,"",Baden-Württemberg,8,Wolfgang Roth (MdB),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
volker_rühe,Volker Rühe,Ruhe!,CDU,"",Hamburg,8,Volker Rühe,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
hermann_josef_russe,Hermann Josef Russe,Russe!,CDU,"",Nordrhein-Westfalen,8,Hermann Josef Russe,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
engelbert_sander,Engelbert Sander,Sander!,SPD,"",Nordrhein-Westfalen,8,Engelbert Sander,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),eingetreten am 26. Mai 1978 für Bertram Blank,,1978-05-26,
helmut_sauer,Helmut Sauer,Sauer!,CDU,"",Niedersachsen,8,Helmut Sauer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
franz_sauter,Franz Sauter,Sauter!,CDU,Rottweil,Baden-Württemberg,8,Franz Sauter,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
karl-heinz_saxowski,Karl-Heinz Saxowski,Saxowski!,SPD,"",Nordrhein-Westfalen,8,Karl-Heinz Saxowski,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
botho_prinz_zu_sayn-wittgenstein-hohenstein,Botho Prinz zu Sayn-Wittgenstein-Hohenstein,Sayn!,CDU,"",Nordrhein-Westfalen,8,Botho Prinz zu Sayn-Wittgenstein-Hohenstein,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
hans_georg_schachtschabel,Hans Georg Schachtschabel,Schachtschabel!,SPD,Mannheim II,Baden-Württemberg,8,Hans Georg Schachtschabel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
friedrich_schäfer,Friedrich Schäfer,"Schafer, Friedrich!",SPD,"",Baden-Württemberg,8,Friedrich Schäfer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
harald_b._schäfer,Harald B. Schäfer,"Schafer, Harald!",SPD,"",Baden-Württemberg,8,Harald B. Schäfer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
helmut_schäfer_(politiker),Helmut Schäfer,"Schafer, Helmut!",FDP,"",Rheinland-Pfalz,8,Helmut Schäfer (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),eingetreten am 9. November 1977 für Hans Friderichs,,1977-11-09,
wolfgang_schäuble,Wolfgang Schäuble,Schauble!,CDU,Offenburg,Baden-Württemberg,8,Wolfgang Schäuble,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
günther_schartz_senior,Günther Schartz,Schartz!,CDU,Trier,Rheinland-Pfalz,8,Günther Schartz senior,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
albert_schedl,Albert Schedl,Schedl!,CSU,Regensburg,Bayern,8,Albert Schedl,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
hermann_scheffler_(politiker),Hermann Scheffler,Scheffler !,SPD,Iserlohn,Nordrhein-Westfalen,8,Hermann Scheffler (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
martin_schetter,Martin Schetter,Schetter!,CDU,"",Baden-Württemberg,8,Martin Schetter,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),eingetreten am 17. Oktober 1978 für Heinz Eyrich,,1978-10-17,
adolf_scheu,Adolf Scheu,Scheu!,SPD,Wuppertal I,Nordrhein-Westfalen,8,Adolf Scheu,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),verstorben am 20. Dezember 1978,1978-12-20,,1978-12-20
dieter_schinzel,Dieter Schinzel,Schinzel!,SPD,"",Nordrhein-Westfalen,8,Dieter Schinzel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),eingetreten am 5. Mai 1980 für Albert Tönjes,,1980-05-05,
friedel_schirmer,Friedel Schirmer,Schirmer!,SPD,Schaumburg,Niedersachsen,8,Friedel Schirmer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
georg_schlaga,Georg Schlaga,Schlaga!,SPD,Friedberg,Hessen,8,Georg Schlaga,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
marie_schlei,Marie Schlei,Schlei!,SPD,"",Berlin,8,Marie Schlei,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
ursula_schleicher,Ursula Schleicher,Schleicher!,CSU,"",Bayern,8,Ursula Schleicher,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
eckhard_schleifenbaum,Eckhard Schleifenbaum,Schleifenbaum!,FDP,"",Nordrhein-Westfalen,8,Eckhard Schleifenbaum,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),eingetreten am 26. November 1979 für Liselotte Funcke,,1979-11-26,
günter_schluckebier,Günter Schluckebier,Schluckebier!,SPD,Duisburg I,Nordrhein-Westfalen,8,Günter Schluckebier,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
peter_schmidhuber,Peter Schmidhuber,Schmidhuber!,CSU,München-West,Bayern,8,Peter Schmidhuber,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),ausgeschieden am 6. Dezember 1978,1978-12-06,,
adolf_schmidt_(spd),Adolf Schmidt,"Schmidt, Adolf!",SPD,"",Nordrhein-Westfalen,8,Adolf Schmidt (SPD),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
hansheinrich_schmidt,Hansheinrich Schmidt,"Schmidt, Hansheinrich!",FDP,"",Bayern,8,Hansheinrich Schmidt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
helmut_schmidt,Helmut Schmidt,"Schmidt, Helmut!",SPD,Bergedorf,Hamburg,8,Helmut Schmidt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
hermann_schmidt_(spd),Hermann Schmidt,"Schmidt, Hermann!",SPD,Siegen-Wittgenstein,Nordrhein-Westfalen,8,Hermann Schmidt (SPD),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
manfred_schmidt_(spd),Manfred Schmidt,"Schmidt, Manfred!",SPD,"",Bayern,8,Manfred Schmidt (SPD),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
manfred_schmidt_(cdu),Manfred Schmidt,"Schmidt, Manfred!",CDU,"",Nordrhein-Westfalen,8,Manfred Schmidt (CDU),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
"martin_schmidt_(politiker,_1914)",Martin Schmidt,"Schmidt, Martin!",SPD,Northeim,Niedersachsen,8,"Martin Schmidt (Politiker, 1914)",https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
"wolfgang_schmidt_(politiker,_1934)",Wolfgang Schmidt,"Schmidt, Wolfgang!",SPD,"",Hessen,8,"Wolfgang Schmidt (Politiker, 1934)",https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),eingetreten am 9. Januar 1978 für Wolfgang Schwabe,,1978-01-09,
hermann_schmitt-vockenhausen,Hermann Schmitt-Vockenhausen,Schmittvockenhausen!,SPD,Groß-Gerau,Hessen,8,Hermann Schmitt-Vockenhausen,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),verstorben am 2. August 1979,1979-08-02,,1979-08-02
hans_peter_schmitz,Hans Peter Schmitz,Schmitz!,CDU,"",Nordrhein-Westfalen,8,Hans Peter Schmitz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
hans_werner_schmöle,Hans Werner Schmöle,Schmole!,CDU,"",Nordrhein-Westfalen,8,Hans Werner Schmöle,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
jürgen_schmude,Jürgen Schmude,Schmude!,SPD,Moers,Nordrhein-Westfalen,8,Jürgen Schmude,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
oscar_schneider,Oscar Schneider,"Schneider, Oscar!",CSU,"",Bayern,8,Oscar Schneider,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
andreas_von_schoeler,Andreas von Schoeler,Schoeler!,FDP,"",Hessen,8,Andreas von Schoeler,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
rudolf_schöfberger,Rudolf Schöfberger,Schofberger!,SPD,"",Bayern,8,Rudolf Schöfberger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
heinz_schreiber,Heinz Schreiber,Schreiber!,SPD,Solingen,Nordrhein-Westfalen,8,Heinz Schreiber,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
diedrich_schröder,Diedrich Schröder,"Schroder, Diedrich!",CDU,"",Niedersachsen,8,Diedrich Schröder,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
gerhard_schröder_(cdu),Gerhard Schröder,"Schroder, Gerhard!",CDU,"",Nordrhein-Westfalen,8,Gerhard Schröder (CDU),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
horst_schröder,Horst Schröder,"Schroder, Horst!",CDU,Lüneburg – Lüchow-Dannenberg,Niedersachsen,8,Horst Schröder,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
helga_schuchardt,Helga Schuchardt,Schuchardt!,FDP,"",Hamburg,8,Helga Schuchardt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
dieter_schulte_(politiker),Dieter Schulte,"Schulte, Dieter!",CDU,Schwäbisch Gmünd – Backnang,Baden-Württemberg,8,Dieter Schulte (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
manfred_schulte,Manfred Schulte,"Schulte, Manfred!",SPD,Unna,Nordrhein-Westfalen,8,Manfred Schulte,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
waldemar_schulze,Waldemar Schulze,Schulze!,SPD,"",Berlin,8,Waldemar Schulze,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
wolfgang_schwabe,Wolfgang Schwabe,Schwabe!,SPD,"",Hessen,8,Wolfgang Schwabe,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),verstorben am 4. Januar 1978,1978-01-04,,1978-01-04
heinz_schwarz,Heinz Schwarz,Schwarz!,CDU,Neuwied,Rheinland-Pfalz,8,Heinz Schwarz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
christian_schwarz-schilling,Christian Schwarz-Schilling,Schwarzschilling!,CDU,"",Hessen,8,Christian Schwarz-Schilling,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
carl-christoph_schweitzer,Carl-Christoph Schweitzer,Schweitzer!,SPD,"",Rheinland-Pfalz,8,Carl-Christoph Schweitzer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),eingetreten am 11. März 1980 für Conrad Ahlers,,1980-03-11,
olaf_schwencke,Olaf Schwencke,Schwencke!,SPD,"",Niedersachsen,8,Olaf Schwencke,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
wolfgang_schwenk,Wolfgang Schwenk,Schwenk!,SPD,"",Niedersachsen,8,Wolfgang Schwenk,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
hermann_schwörer,Hermann Schwörer,Schworer!,CDU,Balingen,Baden-Württemberg,8,Hermann Schwörer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
horst_seefeld,Horst Seefeld,Seefeld!,SPD,"",Baden-Württemberg,8,Horst Seefeld,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
rudolf_seiters,Rudolf Seiters,Seiters!,CDU,Emsland,Niedersachsen,8,Rudolf Seiters,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
willi-peter_sick,Willi-Peter Sick,Sick!,CDU,Nordfriesland – Dithmarschen-Nord,Schleswig-Holstein,8,Willi-Peter Sick,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
hellmut_sieglerschmidt,Hellmut Sieglerschmidt,Sieglerschmidt!,SPD,"",Berlin,8,Hellmut Sieglerschmidt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
wolfgang_sieler,Wolfgang Sieler,Sieler!,SPD,"",Bayern,8,Wolfgang Sieler,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
heide_simonis,Heide Simonis,Simonis!,SPD,Rendsburg-Eckernförde,Schleswig-Holstein,8,Heide Simonis,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
hansmartin_simpfendörfer,Hansmartin Simpfendörfer,Simpfendorfer!,SPD,"",Baden-Württemberg,8,Hansmartin Simpfendörfer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
dietrich_sperling,Dietrich Sperling,Sperling!,SPD,"",Hessen,8,Dietrich Sperling,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
adolf_freiherr_spies_von_büllesheim,Adolf Freiherr Spies von Büllesheim,Spies !,CDU,Geilenkirchen – Heinsberg,Nordrhein-Westfalen,8,Adolf Freiherr Spies von Büllesheim,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
karl-heinz_spilker,Karl-Heinz Spilker,Spilker!,CSU,Altötting,Bayern,8,Karl-Heinz Spilker,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
hermann_spillecke,Hermann Spillecke,Spillecke!,SPD,Duisburg II,Nordrhein-Westfalen,8,Hermann Spillecke,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),verstorben am 5. Mai 1977,1977-05-05,,1977-05-05
kurt_spitzmüller,Kurt Spitzmüller,Spitzmuller!,FDP,"",Baden-Württemberg,8,Kurt Spitzmüller,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
dieter_spöri,Dieter Spöri,Spori!,SPD,"",Baden-Württemberg,8,Dieter Spöri,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
carl-dieter_spranger,Carl-Dieter Spranger,Spranger!,CSU,Ansbach,Bayern,8,Carl-Dieter Spranger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
rudolf_sprung,Rudolf Sprung,Sprung!,CDU,"",Niedersachsen,8,Rudolf Sprung,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
erwin_stahl,Erwin Stahl,Stahl!,SPD,"",Nordrhein-Westfalen,8,Erwin Stahl,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
hermann_stahlberg,Hermann Stahlberg,Stahlberg!,CDU,"",Hessen,8,Hermann Stahlberg,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
anton_stark,Anton Stark,Stark!,CDU,Nürtingen – Böblingen,Baden-Württemberg,8,Anton Stark,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
heinz_starke,Heinz Starke,Starke!,CSU,Bayreuth,Bayern,8,Heinz Starke,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
reinhold_staudt,Reinhold Staudt,Staudt!,SPD,Darmstadt,Hessen,8,Reinhold Staudt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),verstorben am 11. September 1978,1978-09-11,,1978-09-11
franz_ludwig_schenk_graf_von_stauffenberg,Franz Ludwig Schenk Graf von Stauffenberg,Stauffenberg!,CSU,München-Land,Bayern,8,Franz Ludwig Schenk Graf von Stauffenberg,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
lutz_stavenhagen,Lutz Stavenhagen,Stavenhagen!,CDU,Pforzheim – Karlsruhe-Land I,Baden-Württemberg,8,Lutz Stavenhagen,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
ulrich_steger,Ulrich Steger,Steger!,SPD,Recklinghausen-Land,Nordrhein-Westfalen,8,Ulrich Steger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
waltraud_steinhauer,Waltraud Steinhauer,Steinhauer!,SPD,"",Nordrhein-Westfalen,8,Waltraud Steinhauer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(8._Wahlperiode),,,,
