id,name,sort_name,party,constituency,area,term,wikiname,source,notes,end_date,start_date,death_date
jan_van_aken_(politiker),Jan van Aken,"Aken, Jan van",DIE LINKE,"",Hamburg,18,Jan van Aken (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
stephan_albani,Stephan Albani,"Albani, Stephan",CDU,"",Niedersachsen,18,Stephan Albani,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
katrin_albsteiger,Katrin Albsteiger,"Albsteiger, Katrin",CSU,"",Bayern,18,Katrin Albsteiger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
agnes_alpers,Agnes Alpers,"Alpers, Agnes",DIE LINKE,"",Bremen,18,Agnes Alpers,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),ausgeschieden am 2. März 2015[3],2015-03-02,,
peter_altmaier,Peter Altmaier,"Altmaier, Peter",CDU,Saarlouis,Saarland,18,Peter Altmaier,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
luise_amtsberg,Luise Amtsberg,"Amtsberg, Luise",GRÜNE,"",Schleswig-Holstein,18,Luise Amtsberg,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
kerstin_andreae,Kerstin Andreae,"Andreae, Kerstin",GRÜNE,"",Baden-Württemberg,18,Kerstin Andreae,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
niels_annen,Niels Annen,"Annen, Niels",SPD,Hamburg-Eimsbüttel,Hamburg,18,Niels Annen,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ingrid_arndt-brauer,Ingrid Arndt-Brauer,"Arndt-Brauer, Ingrid",SPD,"",Nordrhein-Westfalen,18,Ingrid Arndt-Brauer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
rainer_arnold,Rainer Arnold,"Arnold, Rainer",SPD,"",Baden-Württemberg,18,Rainer Arnold,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
artur_auernhammer,Artur Auernhammer,"Auernhammer, Artur",CSU,"",Bayern,18,Artur Auernhammer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
heike_baehrens,Heike Baehrens,"Baehrens, Heike",SPD,"",Baden-Württemberg,18,Heike Baehrens,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
annalena_baerbock,Annalena Baerbock,"Baerbock, Annalena!",GRÜNE,"",Brandenburg,18,Annalena Baerbock,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ulrike_bahr,Ulrike Bahr,"Bahr, Ulrike",SPD,"",Bayern,18,Ulrike Bahr,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
dorothee_bär,Dorothee Bär,"Bar, Dorothee!",CSU,Bad Kissingen,Bayern,18,Dorothee Bär,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
heinz-joachim_barchmann,Heinz-Joachim Barchmann,"Barchmann, Heinz-Joachim!",SPD,"",Niedersachsen,18,Heinz-Joachim Barchmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
thomas_bareiß,Thomas Bareiß,"Bareiss, Thomas!",CDU,Zollernalb – Sigmaringen,Baden-Württemberg,18,Thomas Bareiß,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
katarina_barley,Katarina Barley,"Barley, Katarina",SPD,"",Rheinland-Pfalz,18,Katarina Barley,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
doris_barnett,Doris Barnett,"Barnett, Doris!",SPD,"",Rheinland-Pfalz,18,Doris Barnett,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
hans-peter_bartels,Hans-Peter Bartels,"Bartels, Hans-Peter!",SPD,Kiel,Schleswig-Holstein,18,Hans-Peter Bartels,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),ausgeschieden am 20. Mai 2015[4][5],2015-05-20,,
klaus_barthel,Klaus Barthel,"Barthel, Klaus!",SPD,"",Bayern,18,Klaus Barthel,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
norbert_barthle,Norbert Barthle,"Barthle, Norbert!",CDU,Backnang – Schwäbisch Gmünd,Baden-Württemberg,18,Norbert Barthle,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
matthias_bartke,Matthias Bartke,"Bartke, Matthias!",SPD,Hamburg-Altona,Hamburg,18,Matthias Bartke,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sören_bartol,Sören Bartol,"Bartol, Soren!",SPD,Marburg,Hessen,18,Sören Bartol,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
dietmar_bartsch,Dietmar Bartsch,"Bartsch, Dietmar!",DIE LINKE,"",Mecklenburg-Vorpommern,18,Dietmar Bartsch,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
bärbel_bas,Bärbel Bas,"Bas, Barbel!",SPD,Duisburg I,Nordrhein-Westfalen,18,Bärbel Bas,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sabine_bätzing-lichtenthäler,Sabine Bätzing-Lichtenthäler,Batzing-Lichtenthaler!,SPD,"",Rheinland-Pfalz,18,Sabine Bätzing-Lichtenthäler,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),ausgeschieden am 11. November 2014[6],2014-11-11,,
günter_baumann_(politiker),Günter Baumann,"Baumann, Günter!",CDU,Erzgebirgskreis I,Sachsen,18,Günter Baumann (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
marieluise_beck,Marieluise Beck,"Beck, Marieluise!",GRÜNE,"",Bremen,18,Marieluise Beck,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
volker_beck,Volker Beck,"Beck, Volker!",GRÜNE,"",Nordrhein-Westfalen,18,Volker Beck,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
dirk_becker,Dirk Becker,"Becker, Dirk!",SPD,Lippe I,Nordrhein-Westfalen,18,Dirk Becker,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),ausgeschieden am 20. Oktober 2015,2015-10-20,,
uwe_beckmeyer,Uwe Beckmeyer,"Beckmeyer, Uwe!",SPD,Bremen II – Bremerhaven,Bremen,18,Uwe Beckmeyer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
maik_beermann,Maik Beermann,"Beermann, Maik!",CDU,"",Niedersachsen,18,Maik Beermann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
herbert_behrens,Herbert Behrens,"Behrens, Herbert!",DIE LINKE,"",Niedersachsen,18,Herbert Behrens,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
manfred_behrens,Manfred Behrens,"Behrens, Manfred!",CDU,Börde – Jerichower Land,Sachsen-Anhalt,18,Manfred Behrens,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
veronika_bellmann,Veronika Bellmann,"Bellmann, Veronika!",CDU,Mittelsachsen,Sachsen,18,Veronika Bellmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sybille_benning,Sybille Benning,"Benning, Sybille!",CDU,Münster,Nordrhein-Westfalen,18,Sybille Benning,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
andré_berghegger,André Berghegger,"Berghegger, André!",CDU,Osnabrück-Land,Niedersachsen,18,André Berghegger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
christoph_bergner,Christoph Bergner,"Bergner, Christoph!",CDU,Halle,Sachsen-Anhalt,18,Christoph Bergner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ute_bertram,Ute Bertram,"Bertram, Ute!",CDU,Hildesheim,Niedersachsen,18,Ute Bertram,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
peter_beyer_(politiker),Peter Beyer,"Beyer, Peter!",CDU,Mettmann II,Nordrhein-Westfalen,18,Peter Beyer (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
steffen_bilger,Steffen Bilger,"Bilger, Steffen!",CDU,Ludwigsburg,Baden-Württemberg,18,Steffen Bilger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
karin_binder,Karin Binder,"Binder, Karin!",DIE LINKE,"",Baden-Württemberg,18,Karin Binder,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
lothar_binding,Lothar Binding,"Binding, Lothar!",SPD,"",Baden-Württemberg,18,Lothar Binding,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
clemens_binninger,Clemens Binninger,"Binninger, Clemens!",CDU,Böblingen,Baden-Württemberg,18,Clemens Binninger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
matthias_birkwald,Matthias Birkwald,"Birkwald, Matthias W.!",DIE LINKE,"",Nordrhein-Westfalen,18,Matthias Birkwald,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
peter_bleser,Peter Bleser,"Bleser, Peter!",CDU,Mosel/Rhein-Hunsrück,Rheinland-Pfalz,18,Peter Bleser,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
burkhard_blienert,Burkhard Blienert,"Blienert, Burkhard!",SPD,"",Nordrhein-Westfalen,18,Burkhard Blienert,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
heidrun_bluhm,Heidrun Bluhm,"Bluhm, Heidrun!",DIE LINKE,"",Mecklenburg-Vorpommern,18,Heidrun Bluhm,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
maria_böhmer,Maria Böhmer,"Bohmer, Maria!",CDU,Ludwigshafen/Frankenthal,Rheinland-Pfalz,18,Maria Böhmer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
wolfgang_bosbach,Wolfgang Bosbach,"Bosbach, Wolfgang!",CDU,Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,18,Wolfgang Bosbach,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
norbert_brackmann,Norbert Brackmann,"Brackmann, Norbert!",CDU,Herzogtum Lauenburg – Stormarn-Süd,Schleswig-Holstein,18,Norbert Brackmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
klaus_brähmig,Klaus Brähmig,"Brahmig, Klaus!",CDU,Sächsische Schweiz – Osterzgebirge,Sachsen,18,Klaus Brähmig,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
michael_brand,Michael Brand,"Brand, Michael!",CDU,Fulda,Hessen,18,Michael Brand,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
reinhard_brandl,Reinhard Brandl,"Brandl, Reinhard!",CSU,Ingolstadt,Bayern,18,Reinhard Brandl,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
helmut_brandt_(mdb),Helmut Brandt,"Brandt, Helmut!",CDU,Aachen II,Nordrhein-Westfalen,18,Helmut Brandt (MdB),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
franziska_brantner,Franziska Brantner,"Brantner, Franziska !",GRÜNE,"",Baden-Württemberg,18,Franziska Brantner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
willi_brase,Willi Brase,"Brase, Willi!",SPD,"",Nordrhein-Westfalen,18,Willi Brase,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ralf_brauksiepe,Ralf Brauksiepe,"Brauksiepe, Ralf!",CDU,"",Nordrhein-Westfalen,18,Ralf Brauksiepe,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
helge_braun,Helge Braun,"Braun, Helge!",CDU,Gießen,Hessen,18,Helge Braun,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
heike_brehmer,Heike Brehmer,"Brehmer, Heike!",CDU,Harz,Sachsen-Anhalt,18,Heike Brehmer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ralph_brinkhaus,Ralph Brinkhaus,"Brinkhaus, Ralph!",CDU,Gütersloh,Nordrhein-Westfalen,18,Ralph Brinkhaus,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
agnieszka_brugger,Agnieszka Brugger,"Brugger, Agnieszka!",GRÜNE,"",Baden-Württemberg,18,Agnieszka Brugger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
karl-heinz_brunner,Karl-Heinz Brunner,"Brunner, Karl-Heinz!",SPD,"",Bayern,18,Karl-Heinz Brunner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
christine_buchholz,Christine Buchholz,"Buchholz, Christine!",DIE LINKE,"",Hessen,18,Christine Buchholz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
eva_bulling-schröter,Eva Bulling-Schröter,"Bullingschroter, Eva!",DIE LINKE,"",Bayern,18,Eva Bulling-Schröter,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
edelgard_bulmahn,Edelgard Bulmahn,"Bulmahn, Edelgard!",SPD,Stadt Hannover II,Niedersachsen,18,Edelgard Bulmahn,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
marco_bülow,Marco Bülow,"Bulow, Marco!",SPD,Dortmund I,Nordrhein-Westfalen,18,Marco Bülow,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
martin_burkert,Martin Burkert,"Burkert, Martin!",SPD,"",Bayern,18,Martin Burkert,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
cajus_julius_caesar,Cajus Julius Caesar,"Caesar, Cajus Julius!",CDU,"",Nordrhein-Westfalen,18,Cajus Julius Caesar,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
lars_castellucci,Lars Castellucci,"Castellucci, Lars !",SPD,"",Baden-Württemberg,18,Lars Castellucci,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
roland_claus,Roland Claus,"Claus, Roland!",DIE LINKE,"",Sachsen-Anhalt,18,Roland Claus,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
gitta_connemann,Gitta Connemann,"Connemann, Gitta!",CDU,Unterems,Niedersachsen,18,Gitta Connemann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
petra_crone,Petra Crone,"Crone, Petra!",SPD,"",Nordrhein-Westfalen,18,Petra Crone,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sevim_dağdelen,Sevim Dağdelen,"Dagdelen, Sevim!",DIE LINKE,"",Nordrhein-Westfalen,18,Sevim Dağdelen,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
bernhard_daldrup_(spd),Bernhard Daldrup,"Daldrup, Bernhard!",SPD,"",Nordrhein-Westfalen,18,Bernhard Daldrup (SPD),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
diether_dehm,Diether Dehm,"Dehm, Diether!",DIE LINKE,"",Niedersachsen,18,Diether Dehm,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ekin_deligöz,Ekin Deligöz,"Deligoz, Ekin!",GRÜNE,"",Bayern,18,Ekin Deligöz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
karamba_diaby,Karamba Diaby,"Diaby, Karamba!",SPD,"",Sachsen-Anhalt,18,Karamba Diaby,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
alexandra_dinges-dierig,Alexandra Dinges-Dierig,"Dinges-Dierig, Alexandra!",CDU,"",Schleswig-Holstein,18,Alexandra Dinges-Dierig,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sabine_dittmar,Sabine Dittmar,"Dittmar, Sabine!",SPD,"",Bayern,18,Sabine Dittmar,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
alexander_dobrindt,Alexander Dobrindt,"Dobrindt, Alexander!",CSU,Weilheim,Bayern,18,Alexander Dobrindt,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
michael_donth,Michael Donth,"Donth, Michael!",CDU,Reutlingen,Baden-Württemberg,18,Michael Donth,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
"thomas_dörflinger_(politiker,_1965)",Thomas Dörflinger,"Dorflinger, Thomas!",CDU,Waldshut,Baden-Württemberg,18,"Thomas Dörflinger (Politiker, 1965)",https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
martin_dörmann,Martin Dörmann,"Dormann, Martin!",SPD,Köln I,Nordrhein-Westfalen,18,Martin Dörmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
katja_dörner,Katja Dörner,"Dorner, Katja!",GRÜNE,"",Nordrhein-Westfalen,18,Katja Dörner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
marie-luise_dött,Marie-Luise Dött,"Dott, Marie-Luise!",CDU,"",Nordrhein-Westfalen,18,Marie-Luise Dött,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
elvira_drobinski-weiß,Elvira Drobinski-Weiß,"Drobinskiweiss, Elvira!",SPD,"",Baden-Württemberg,18,Elvira Drobinski-Weiß,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
katharina_dröge,Katharina Dröge,"Droge, Katharina!",GRÜNE,"",Nordrhein-Westfalen,18,Katharina Dröge,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
hansjörg_durz,Hansjörg Durz,"Durz, Hansjörg!",CSU,Augsburg-Land,Bayern,18,Hansjörg Durz,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
iris_eberl,Iris Eberl,"Eberl, Iris!",CSU,"",Bayern,18,Iris Eberl,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),eingetreten am 10. April 2015 für Peter Gauweiler[7],,2015-04-10,
harald_ebner,Harald Ebner,"Ebner, Harald!",GRÜNE,"",Baden-Württemberg,18,Harald Ebner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
jutta_eckenbach,Jutta Eckenbach,"Eckenbach, Jutta!",CDU,"",Nordrhein-Westfalen,18,Jutta Eckenbach,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
sebastian_edathy,Sebastian Edathy,"Edathy, Sebastian!",SPD,Nienburg II – Schaumburg,Niedersachsen,18,Sebastian Edathy,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),ausgeschieden am 10. Februar 2014[8],2014-02-10,,
siegmund_ehrmann,Siegmund Ehrmann,"Ehrmann, Siegmund!",SPD,Krefeld II – Wesel II,Nordrhein-Westfalen,18,Siegmund Ehrmann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
michaela_engelmeier-heite,Michaela Engelmeier-Heite,"Engelmeier-Heite, Michaela!",SPD,"",Nordrhein-Westfalen,18,Michaela Engelmeier-Heite,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
gernot_erler,Gernot Erler,"Erler, Gernot!",SPD,"",Baden-Württemberg,18,Gernot Erler,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
klaus_ernst,Klaus Ernst,"Ernst, Klaus!",DIE LINKE,"",Bayern,18,Klaus Ernst,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
petra_ernstberger,Petra Ernstberger,"Ernstberger, Petra!",SPD,"",Bayern,18,Petra Ernstberger,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
saskia_esken,Saskia Esken,"Esken, Saskia!",SPD,"",Baden-Württemberg,18,Saskia Esken,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
karin_evers-meyer,Karin Evers-Meyer,"Eversmeyer, Karin!",SPD,Friesland – Wilhelmshaven,Niedersachsen,18,Karin Evers-Meyer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
bernd_fabritius,Bernd Fabritius,"Fabritius, Bernd!",CSU,"",Bayern,18,Bernd Fabritius,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
hermann_färber,Hermann Färber,"Farber, Hermann!",CDU,Göppingen,Baden-Württemberg,18,Hermann Färber,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
johannes_fechner,Johannes Fechner,"Fechner, Johannes!",SPD,"",Baden-Württemberg,18,Johannes Fechner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
uwe_feiler,Uwe Feiler,"Feiler, Uwe!",CDU,Oberhavel – Havelland II,Brandenburg,18,Uwe Feiler,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
thomas_feist,Thomas Feist,"Feist, Thomas!",CDU,Leipzig II,Sachsen,18,Thomas Feist,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
fritz_felgentreu,Fritz Felgentreu,"Felgentreu, Fritz!",SPD,Berlin-Neukölln,Berlin,18,Fritz Felgentreu,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
enak_ferlemann,Enak Ferlemann,"Ferlemann, Enak!",CDU,Cuxhaven – Stade II,Niedersachsen,18,Enak Ferlemann,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
elke_ferner,Elke Ferner,"Ferner, Elke!",SPD,"",Saarland,18,Elke Ferner,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ute_finckh-krämer,Ute Finckh-Krämer,"Finckh-Krämer, Ute!",SPD,"",Berlin,18,Ute Finckh-Krämer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
ingrid_fischbach,Ingrid Fischbach,"Fischbach, Ingrid!",CDU,"",Nordrhein-Westfalen,18,Ingrid Fischbach,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
axel_fischer_(politiker),Axel Fischer,"Fischer, Axel!",CDU,Karlsruhe-Land,Baden-Württemberg,18,Axel Fischer (Politiker),https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
dirk_fischer,Dirk Fischer,"Fischer, Dirk!",CDU,Hamburg-Nord,Hamburg,18,Dirk Fischer,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
maria_flachsbarth,Maria Flachsbarth,"Flachsbarth, Maria!",CDU,"",Niedersachsen,18,Maria Flachsbarth,https://de.wikipedia.org/wiki/Liste_der_Mitglieder_des_Deutschen_Bundestages_(18._Wahlperiode),,,,
