id,wikidata
alianza_pais,Q289078
movimiento_creo,Q3894843
psc_/_madera_de_guerrero,Q499377
pachakutik,Q1972741
avanza,Q11073969
sociedad_patriótica,Q570082
independientes,Q2415493
partido_roldosista_ecuatoriano,Q580666
